"points","all_attributes","BranchNumber_ConsumerID","BranchNumber_Date","BranchNumber_ConsumptionTime","ConsumerID_Date","ConsumerID_ConsumptionTime","Date_ConsumptionTime"
"100000","0.13925999999999966","1.1000000000003021E-4","0.12671999999999992","0.012539999999999996","0.12671999999999992","0.012539999999999997","0.13925999999999997"
"200000","0.23136000000000043","6.0000000000004494E-5","0.2313599999999997","0.011529999999999985","0.23135999999999973","0.011529999999999978","0.23135999999999995"
"300000","0.13726999999999961","1.2000000000002287E-4","0.1183899999999999","0.010550000000000004","0.11838999999999987","0.01055","0.13726999999999998"
"400000","0.1955100000000001","7.000000000001103E-5","0.19551000000000002","0.009329999999999996","0.1955099999999999","0.009329999999999995","0.19550999999999996"
"500000","0.13504999999999975","1.3000000000002246E-4","0.13504999999999998","0.008329999999999997","0.13504999999999998","0.008329999999999997","0.13504999999999998"
"600000","0.13436999999999935","1.0000000000001327E-4","0.12128999999999995","0.007649999999999985","0.12128999999999994","0.007649999999999985","0.13437"
"700000","0.2342500000000008","1.0000000000001674E-4","0.23424999999999987","0.008650000000000005","0.23424999999999987","0.008650000000000005","0.23424999999999996"
"800000","0.13658999999999963","1.0000000000002368E-4","0.12382999999999987","0.009870000000000006","0.1238299999999999","0.009870000000000004","0.13659"
"900000","0.20672999999999994","6.00000000000149E-5","0.20672999999999994","0.010870000000000001","0.20672999999999983","0.010869999999999998","0.20672999999999994"
"1000000","0.11417999999999942","1.1000000000002674E-4","0.10497999999999989","0.01209","0.10497999999999992","0.01209","0.11417999999999999"
