"points","all_attributes","BranchNumber_ConsumerID","BranchNumber_Date","BranchNumber_ConsumptionTime","ConsumerID_Date","ConsumerID_ConsumptionTime","Date_ConsumptionTime"
"43197","0.12577262309882614","0.03465518438780471","0.08032965252216573","0.06993541218140147","0.08032965252216585","0.06993541218140142","0.09523809523809525"
"86394","0.17998935111234468","0.01710766951408664","0.1465148042688148","0.04724865152672638","0.14651480426881475","0.04724865152672633","0.1472324466976873"
"129591","0.1879065675857106","0.06067550987337085","0.09787716739588388","0.07255133458342007","0.09787716739588385","0.0725513345834201","0.15503391439220301"
"172788","0.30235896011296964","0.12197606315253369","0.2607356992383727","0.14304234090330345","0.2607356992383728","0.14304234090330334","0.29147857490103485"
"215985","0.20228256591892882","0.09333981526494892","0.17702618237377568","0.10621107947311154","0.17702618237377582","0.10621107947311151","0.16501145912910617"
"259182","0.20093988008426422","0.027802856679862004","0.17299812486978228","0.04704030372479566","0.17299812486978242","0.04704030372479565","0.16399286987522277"
"302379","0.19739796745144209","0.027733407412551793","0.14165335555709838","0.056902099682848255","0.1416533555570988","0.05690209968284827","0.16366877329444177"
"345576","0.20237516494200813","0.04859133736139083","0.11743871102159856","0.06433317128504293","0.11743871102159854","0.06433317128504289","0.1744334097275274"
"388773","0.16762738153112441","0.07014375998333217","0.12433733824108151","0.08407991295691816","0.12433733824108151","0.08407991295691832","0.13688450586846315"
"431970","0.23207630159501685","0.07553765307776002","0.2116582170058104","0.1036877560941732","0.21165821700581036","0.10368775609417313","0.20128712642081625"
"475167","0.22258490172928544","0.04252610134963077","0.18510544713753274","0.0802370534990855","0.18510544713753238","0.08023705349908547","0.16996550686390263"
"518364","0.19443479871287223","0.024561890872051285","0.14820473644003054","0.06134685279070298","0.14820473644003046","0.06134685279070294","0.16741903372919406"
"561561","0.1871194758895285","0.03551172535129754","0.10560918582308962","0.05849943283098361","0.10560918582308947","0.058499432830983626","0.1523948422344144"
"604758","0.26175428849225496","0.029145542514526477","0.19114753339352245","0.058499432830983564","0.19114753339352258","0.058499432830983626","0.24247054193578244"
"647955","0.21524642915017106","0.08722827974164875","0.1608676528462622","0.10209042294603789","0.1608676528462624","0.10209042294603786","0.17982730282195525"
"691152","0.3085399449035792","0.034886681945505475","0.299511540153251","0.0649119151792948","0.29951154015325104","0.06491191517929477","0.2983540523647476"
"734349","0.21566312475403243","0.06185614741764475","0.184017408616339","0.07097715119105492","0.18401740861633892","0.07097715119105484","0.16846077273884752"
"777546","0.205430932703659","0.07688033891242449","0.1518623978517026","0.09648818204967932","0.1518623978517026","0.09648818204967935","0.16832187420422706"
"820743","0.12947658402203815","0.04185475843229851","0.09688172789777073","0.056392805055906596","0.0968817278977706","0.05639280505590657","0.08836261777438242"
"863940","0.13908373266662002","0.04426233303238653","0.08808482070514144","0.06208764497534544","0.08808482070514148","0.06208764497534546","0.1090121999212908"
"907137","0.31203555802486166","0.09190453040720416","0.2972660138435537","0.10262286732874978","0.29726601384355367","0.10262286732874966","0.2905294349144614"
"950334","0.17700303261800504","0.047433849572887016","0.14945482325161424","0.08120934324142869","0.1494548232516145","0.08120934324142871","0.13521772345301758"
"993531","0.2305252679584211","0.040535222353404184","0.18971224853577787","0.07086140241220446","0.18971224853577776","0.07086140241220451","0.2064263722017733"
"1036728","0.17445655948329644","0.029631687385698074","0.09778456837280361","0.06347663032155004","0.09778456837280365","0.06347663032155006","0.14197745213787996"
"1079925","0.34250063661828284","0.04041947357455377","0.2890478505451767","0.06593050443317823","0.2890478505451766","0.06593050443317819","0.3141653355557099"
