"points","all_attributes","BranchNumber_ConsumerID_Date","BranchNumber_ConsumerID_ConsumptionTime","BranchNumber_Date_ConsumptionTime","ConsumerID_Date_ConsumptionTime"
"6171","0.2677908241406075","0.18555611456386395","0.2677908241406075","0.2677908241406075","0.2677908241406075"
"12342","0.9466880894813423","0.9466880894813424","0.0792035319041739","0.9466880894813424","0.9466880894813423"
"18513","0.9191189318546484","0.918964249395639","0.10453472015103026","0.9191189318546485","0.9191189318546483"
"24684","0.9215815233781001","0.9039780404731363","0.2752538626826959","0.9215815233780995","0.9215815233781"
"30855","0.9395393199191551","0.8431376486157407","0.2736349884966903","0.9395393199191545","0.9395393199191551"
"37026","0.9676554561507973","0.8376548256348252","0.09701084438788977","0.967655456150797","0.9676554561507972"
"43197","0.2538168168772005","0.19433862363878793","0.09257141281505835","0.2538168168772005","0.25381681687720037"
"49368","0.8048219377522478","0.7869286239967687","0.09146379289795774","0.8048219377522484","0.804821937752248"
"55539","0.9620237565509586","0.7581029974275635","0.13592937415067358","0.962023756550959","0.9620237565509587"
"61710","0.940527118273968","0.7464925593220176","0.11761966709759772","0.9405271182739686","0.9405271182739681"
"67881","0.9206240453781602","0.7086682825208959","0.08552733550435396","0.9206240453781601","0.9206240453781602"
"74052","0.9238497093420779","0.6575776253239959","0.23999911850969313","0.9238497093420776","0.9238497093420779"
"80223","0.5036038743298175","0.3601337807022318","0.24061131273204464","0.5036038743298176","0.5036038743298175"
"86394","0.6768886529998256","0.6212471784996799","0.13942085091806655","0.6768886529998254","0.6768886529998257"
"92565","0.9912594977678612","0.6203526344239119","0.25113318987977107","0.9912594977678613","0.9912594977678613"
"98736","0.9813452037839642","0.5514596021122068","0.28162452486615286","0.9813452037839636","0.9813452037839641"
"104907","0.9582146456713342","0.5581213378002948","0.15103288111264232","0.9582146456713336","0.9582146456713342"
"111078","0.9347723003738093","0.5418387217723184","0.09965321617260027","0.9347723003738093","0.9347723003738091"
"117249","0.5174770501142398","0.48026384094795854","0.10041499981641422","0.5174770501142401","0.5174770501142398"
"123420","0.504908778821952","0.4646228772414703","0.10108659446851642","0.504908778821952","0.5049087788219521"
"129591","0.9452989489304887","0.580849367874805","0.11602878784781132","0.9452989489304884","0.9452989489304888"
"135762","0.9720811395125176","0.5671533460765626","0.10515060668020462","0.9720811395125168","0.9720811395125175"
"141933","0.998123727808526","0.597029754735326","0.10447091866081867","0.9981237278085264","0.998123727808526"
"148104","0.9755382367168348","0.6245090018673685","0.08414109020680693","0.9755382367168353","0.9755382367168348"
"154275","0.6644874643245926","0.6370771747549887","0.1112507136153234","0.6644874643245927","0.6644874643245926"
"160446","0.3832370829854004","0.32263609631549345","0.12145583459411723","0.38323708298540027","0.3832370829854005"
"166617","0.9274008245462154","0.7045038518414883","0.11696229415818646","0.9274008245462146","0.9274008245462155"
"172788","0.9372249434075005","0.7168621221062272","0.11058090774896685","0.937224943407501","0.9372249434075004"
"178959","0.9501308662708761","0.7160695831007211","0.2540951031418054","0.9501308662708767","0.9501308662708763"
"185130","0.9830761784474692","0.7869701019726437","0.024793354725500275","0.9830761784474705","0.9830761784474694"
"191301","0.989880146356941","0.8129439090232752","0.26216962135583877","0.9898801463569399","0.9898801463569411"
"197472","0.8330095692530938","0.831800310999472","0.09383134656403316","0.8330095692530939","0.8330095692530939"
"203643","0.3978931389184935","0.25593759672683575","0.2975858172924664","0.3978931389184936","0.3978931389184935"
"209814","0.8941230910184698","0.8898079562506789","0.2595556262296054","0.8941230910184693","0.8941230910184698"
"215985","0.9141191288280278","0.914105588152099","0.13202750326323306","0.9141191288280276","0.9141191288280279"
"222156","0.9325814455932153","0.9325814455932155","0.12636502595779658","0.9325814455932158","0.9325814455932155"
"228327","0.9624089766609016","0.9624089766609027","0.09184458718493564","0.9624089766609015","0.9624089766609014"
"234498","0.9871468781771708","0.9871468781771702","0.2747340785046794","0.9871468781771716","0.987146878177171"
"240669","0.2865198325049491","0.20757373207351454","0.2865198325049491","0.2865198325049493","0.2865198325049492"
"246840","0.9575377072242972","0.9575377072242973","0.10796079943185523","0.957537707224297","0.957537707224297"
"253011","0.9282699096041636","0.9282699096041647","0.12323318568956268","0.9282699096041634","0.9282699096041636"
"259182","0.9096967104890843","0.9070166622073202","0.13301244982586533","0.909696710489084","0.9096967104890843"
"265353","0.929106518977783","0.8756128866843544","0.11275091189082811","0.9291065189777832","0.9291065189777832"
"271524","0.9559284509467856","0.8522722731078866","0.09430543599260355","0.955928450946786","0.9559284509467856"
"277695","0.24210186602602846","0.18396782345524826","0.10322268435010107","0.2421018660260285","0.24210186602602846"
"283866","0.8330040821542889","0.7958403924334072","0.11477724626012956","0.8330040821542888","0.833004082154289"
"290037","0.9592143403566802","0.7250923606470403","0.269766419638458","0.9592143403566801","0.9592143403566802"
"296208","0.9403169222937439","0.712529602586704","0.24973372083574952","0.940316922293744","0.9403169222937439"
"302379","0.9245699123174473","0.7122781735665665","0.1242248395032357","0.9245699123174469","0.9245699123174472"
"308550","0.9222113724585562","0.6914698581399245","0.1217842633611335","0.922211372458556","0.9222113724585562"
"314721","0.385135185723485","0.3307483719187988","0.1070820330885193","0.3851351857234849","0.3851351857234849"
"320892","0.6540485985314269","0.6360279372446722","0.07684152000063271","0.6540485985314267","0.6540485985314272"
"327063","0.9801540470164065","0.6101536100647788","0.09507594326627034","0.9801540470164065","0.9801540470164065"
"333234","0.9930285123554043","0.5882177918140298","0.10426611938685375","0.9930285123554048","0.9930285123554043"
"339405","0.9594686963452272","0.5788766978157183","0.2052680560212297","0.9594686963452278","0.9594686963452274"
"345576","0.9379066881585538","0.5169744999506765","0.2190022902686941","0.9379066881585536","0.9379066881585539"
"351747","0.5315752382619623","0.4704387606202384","0.15694830732717893","0.5315752382619608","0.5315752382619625"
"357918","0.5242934411429564","0.46776959261537476","0.15589875031008665","0.5242934411429564","0.5242934411429564"
"364089","0.9324673476463745","0.5148974093929787","0.18432593953381984","0.9324673476463748","0.9324673476463748"
"370260","0.9522323280030753","0.5770738769676587","0.16998706427363144","0.9522323280030754","0.9522323280030753"
"376431","0.9869975276052375","0.5951454442605671","0.09894640205441711","0.9869975276052377","0.9869975276052376"
"382602","0.9857416410881716","0.6060784334099678","0.0983664028506831","0.9857416410881716","0.9857416410881716"
"388773","0.6597552191468571","0.6295306548654169","0.09228107320564727","0.6597552191468574","0.6597552191468572"
"394944","0.39425347775297137","0.3397205151917788","0.10038087304123042","0.39425347775297154","0.39425347775297137"
"401115","0.9301077257910059","0.6831973490886079","0.08626417873375788","0.9301077257910059","0.9301077257910061"
"407286","0.9288486202636562","0.7106333493546741","0.08991748375622174","0.9288486202636564","0.9288486202636563"
"413457","0.9495942134308771","0.7435809555920152","0.10724717940086226","0.9495942134308774","0.9495942134308769"
"419628","0.9712889081945572","0.7593926065775545","0.10725921690554752","0.9712889081945572","0.971288908194557"
"425799","0.8181905334553053","0.7946036407774564","0.12330056575917556","0.8181905334553056","0.8181905334553053"
"431970","0.26373506883456266","0.19376352684572115","0.11286409661568193","0.2637350688345625","0.2637350688345626"
"438141","0.9507785308006272","0.8414933815390405","0.10463548437809822","0.9507785308006271","0.9507785308006272"
