"attribute_subset","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"NDVI","2.8765392371497833E-4","5.753078474299567E-5","4.4210443035074635E-5","1.3403769220227124E-4","NDVI='(722.000122-inf)'","9.789269655224864E-6","NDVI='(339.500946-474.949951]'"
"brightness","2.911680205143069E-4","5.823360410286138E-5","7.18387913432437E-5","1.455840102571465E-4","brightness='(481.439102-543.999756]'","0.0","brightness='(435.772995-481.439102]'"
"NDWI","4.0060703512140305E-4","8.012140702428061E-5","7.189343253620637E-5","1.6993168093808186E-4","NDWI='(-6.999458-inf)'","0.0","NDWI='(-inf--336.718338]'"
"band4","8.288248308087887E-4","1.6576496616175774E-4","1.3359611511189505E-4","3.504056522740939E-4","band4='(54.05064-78.297863]'","2.7610760566093573E-6","band4='(-inf-54.05064]'"
"band7","8.890664902255208E-4","1.7781329804510414E-4","1.5988646264138165E-4","4.445332451127604E-4","band7='(90.437798-120.996094]'","6.024165941670434E-6","band7='(-inf-90.437798]'"
"band6","0.0014427877430311792","2.8855754860623585E-4","2.2147693017545594E-4","6.408206520456816E-4","band6='(294.004135-inf)'","3.137586427955086E-5","band6='(203.640702-241.004761]'"
"band3","0.0015713032831202178","3.1426065662404357E-4","2.9201396205687805E-4","7.76866399561843E-4","band3='(77.854267-95.004463]'","7.530207427053348E-7","band3='(-inf-61.139279]'"
"band5","0.0016993168093808186","3.3986336187616373E-4","2.1177230280155354E-4","5.901172553699069E-4","band5='(274.004471-307.686447]'","3.488996107886555E-5","band5='(337.004135-378.004852]'"
"band2","0.0030673044919695275","6.134608983939055E-4","3.047618361180114E-4","0.001039168624938941","band2='(59.78606-76.995144]'","1.2424842254704638E-4","band2='(34.995238-46.93231]'"
"band1","0.006420756866168623","0.0012841513732337246","6.551131100058414E-4","0.002374525408676914","band1='(40.876559-51.188792]'","7.329401895704579E-4","band1='(-inf-30.536887]'"
