"Distance","mean","sd","max_val","max_att","min_val","min_att","Attributes"
"0.0","0.0","0.0","0.0","_0.223703=*_class=2","0.0","_0.223703=*_class=2","_0.223703","2"
"0.0","0.0","0.0","0.0","_0.841862=*_class=2","0.0","_0.841862=*_class=2","_0.841862","2"
"0.0","0.0","0.0","0.0","_3128.848900=*_class=2","0.0","_3128.848900=*_class=2","_3128.848900","2"
"0.0","0.0","0.0","0.0","_-1.728611=*_class=2","0.0","_-1.728611=*_class=2","_-1.728611","2"
"0.0","0.0","0.0","0.0","_-0.550743=*_class=2","0.0","_-0.550743=*_class=2","_-0.550743","2"
"0.0","0.0","0.0","0.0","_0.723993=*_class=2","0.0","_0.723993=*_class=2","_0.723993","2"
"0.0","0.0","0.0","0.0","_0.430440=*_class=2","0.0","_0.430440=*_class=2","_0.430440","2"
"0.0","0.0","0.0","0.0","_-0.416382=*_class=2","0.0","_-0.416382=*_class=2","_-0.416382","2"
"0.0","0.0","0.0","0.0","_0.399746=*_class=2","0.0","_0.399746=*_class=2","_0.399746","2"
"0.0","0.0","0.0","0.0","_-0.345119=*_class=3","0.0","_-0.345119=*_class=3","_-0.345119","3"
"0.0","0.0","0.0","0.0","_1.742488=*_class=3","0.0","_1.742488=*_class=3","_1.742488","3"
"0.0","0.0","0.0","0.0","_2.519022=*_class=3","0.0","_2.519022=*_class=3","_2.519022","3"
"0.0","0.0","0.0","0.0","_-0.187465=*_class=3","0.0","_-0.187465=*_class=3","_-0.187465","3"
"0.0","0.0","0.0","0.0","_3136.877800=*_class=3","0.0","_3136.877800=*_class=3","_3136.877800","3"
"0.0","0.0","0.0","0.0","_-0.619214=*_class=3","0.0","_-0.619214=*_class=3","_-0.619214","3"
"0.0","0.0","0.0","0.0","_2.269085=*_class=3","0.0","_2.269085=*_class=3","_2.269085","3"
"0.0","0.0","0.0","0.0","_0.605065=*_class=3","0.0","_0.605065=*_class=3","_0.605065","3"
"0.0","0.0","0.0","0.0","_2581.568600=*_class=3","0.0","_2581.568600=*_class=3","_2581.568600","3"
"0.0","0.0","0.0","0.0","_-0.969336=*_class=3","0.0","_-0.969336=*_class=3","_-0.969336","3"
"0.0","0.0","0.0","0.0","_-2.488324=*_class=3","0.0","_-2.488324=*_class=3","_-2.488324","3"
"0.0","0.0","0.0","0.0","_0.122736=*_class=3","0.0","_0.122736=*_class=3","_0.122736","3"
"0.0","0.0","0.0","0.0","_3.860647=*_class=3","0.0","_3.860647=*_class=3","_3.860647","3"
"0.0","0.0","0.0","0.0","_-0.638167=*_class=3","0.0","_-0.638167=*_class=3","_-0.638167","3"
"0.0","0.0","0.0","0.0","_2.754759=*_class=3","0.0","_2.754759=*_class=3","_2.754759","3"
"0.0","0.0","0.0","0.0","_2.803678=*_class=3","0.0","_2.803678=*_class=3","_2.803678","3"
"0.0","0.0","0.0","0.0","_0.815048=*_class=3","0.0","_0.815048=*_class=3","_0.815048","3"
"0.0","0.0","0.0","0.0","_-0.138196=*_class=3","0.0","_-0.138196=*_class=3","_-0.138196","3"
"0.0","0.0","0.0","0.0","_1.358106=*_class=3","0.0","_1.358106=*_class=3","_1.358106","3"
"0.0","0.0","0.0","0.0","_0.763062=*_class=3","0.0","_0.763062=*_class=3","_0.763062","3"
"0.0","0.0","0.0","0.0","_-2.888766=*_class=3","0.0","_-2.888766=*_class=3","_-2.888766","3"
"0.0","0.0","0.0","0.0","_-8.129869=*_class=3","0.0","_-8.129869=*_class=3","_-8.129869","3"
"0.0","0.0","0.0","0.0","_0.761388=*_class=3","0.0","_0.761388=*_class=3","_0.761388","3"
"0.0","0.0","0.0","0.0","_1.768526=*_class=3","0.0","_1.768526=*_class=3","_1.768526","3"
"0.0","0.0","0.0","0.0","_-2.350776=*_class=3","0.0","_-2.350776=*_class=3","_-2.350776","3"
"0.0","0.0","0.0","0.0","_797.773800=*_class=3","0.0","_797.773800=*_class=3","_797.773800","3"
"0.0","0.0","0.0","0.0","_3020.919100=*_class=3","0.0","_3020.919100=*_class=3","_3020.919100","3"
"0.0","0.0","0.0","0.0","_-0.400115=*_class=3","0.0","_-0.400115=*_class=3","_-0.400115","3"
"0.0","0.0","0.0","0.0","_-0.493482=*_class=3","0.0","_-0.493482=*_class=3","_-0.493482","3"
"0.0","0.0","0.0","0.0","_0.198946=*_class=3","0.0","_0.198946=*_class=3","_0.198946","3"
"0.0","0.0","0.0","0.0","_2.713374=*_class=3","0.0","_2.713374=*_class=3","_2.713374","3"
"0.0","0.0","0.0","0.0","_-0.315720=*_class=3","0.0","_-0.315720=*_class=3","_-0.315720","3"
"0.0","0.0","0.0","0.0","_1.682904=*_class=3","0.0","_1.682904=*_class=3","_1.682904","3"
"0.0","0.0","0.0","0.0","_1.795029=*_class=3","0.0","_1.795029=*_class=3","_1.795029","3"
"0.0","0.0","0.0","0.0","_0.584691=*_class=3","0.0","_0.584691=*_class=3","_0.584691","3"
"0.0","0.0","0.0","0.0","_-1.071137=*_class=3","0.0","_-1.071137=*_class=3","_-1.071137","3"
"0.0","0.0","0.0","0.0","_1.499244=*_class=3","0.0","_1.499244=*_class=3","_1.499244","3"
"0.0","0.0","0.0","0.0","_2185.974100=*_class=3","0.0","_2185.974100=*_class=3","_2185.974100","3"
"0.0","0.0","0.0","0.0","_-2.739388=*_class=3","0.0","_-2.739388=*_class=3","_-2.739388","3"
"0.0","0.0","0.0","0.0","_862.747900=*_class=3","0.0","_862.747900=*_class=3","_862.747900","3"
"0.0","0.0","0.0","0.0","_1.779291=*_class=3","0.0","_1.779291=*_class=3","_1.779291","3"
"0.0","0.0","0.0","0.0","_-2.654529=*_class=3","0.0","_-2.654529=*_class=3","_-2.654529","3"
"0.0","0.0","0.0","0.0","_1.729739=*_class=3","0.0","_1.729739=*_class=3","_1.729739","3"
"0.0","0.0","0.0","0.0","_-0.902241=*_class=3","0.0","_-0.902241=*_class=3","_-0.902241","3"
"0.0","0.0","0.0","0.0","_-0.781959=*_class=3","0.0","_-0.781959=*_class=3","_-0.781959","3"
"0.0","0.0","0.0","0.0","_-0.467900=*_class=3","0.0","_-0.467900=*_class=3","_-0.467900","3"
"0.0","0.0","0.0","0.0","_-2.172101=*_class=3","0.0","_-2.172101=*_class=3","_-2.172101","3"
"0.0","0.0","0.0","0.0","_2.819354=*_class=3","0.0","_2.819354=*_class=3","_2.819354","3"
"0.0","0.0","0.0","0.0","_1059.756200=*_class=3","0.0","_1059.756200=*_class=3","_1059.756200","3"
"0.0","0.0","0.0","0.0","_-0.557197=*_class=3","0.0","_-0.557197=*_class=3","_-0.557197","3"
"0.0","0.0","0.0","0.0","_13831.753900=*_class=3","0.0","_13831.753900=*_class=3","_13831.753900","3"
"0.0","0.0","0.0","0.0","_-1.643650=*_class=3","0.0","_-1.643650=*_class=3","_-1.643650","3"
"0.0","0.0","0.0","0.0","_3357.112400=*_class=3","0.0","_3357.112400=*_class=3","_3357.112400","3"
"0.0","0.0","0.0","0.0","_15596.162100='(5139.2758-13339.75165]'_class=3","0.0","_15596.162100='(5139.2758-13339.75165]'_class=3","_15596.162100","3"
"0.0","0.0","0.0","0.0","_2789.383100=*_class=3","0.0","_2789.383100=*_class=3","_2789.383100","3"
"0.0","0.0","0.0","0.0","_-0.236907=*_class=3","0.0","_-0.236907=*_class=3","_-0.236907","3"
"0.0","0.0","0.0","0.0","_-5.056975=*_class=3","0.0","_-5.056975=*_class=3","_-5.056975","3"
"0.0","0.0","0.0","0.0","_-0.571480=*_class=3","0.0","_-0.571480=*_class=3","_-0.571480","3"
"0.0","0.0","0.0","0.0","_7.512213=*_class=3","0.0","_7.512213=*_class=3","_7.512213","3"
"0.0","0.0","0.0","0.0","_-3.791499=*_class=3","0.0","_-3.791499=*_class=3","_-3.791499","3"
"0.0","0.0","0.0","0.0","_6.915721=*_class=3","0.0","_6.915721=*_class=3","_6.915721","3"
"0.0","0.0","0.0","0.0","_3.555169=*_class=3","0.0","_3.555169=*_class=3","_3.555169","3"
"0.0","0.0","0.0","0.0","_-0.545079=*_class=3","0.0","_-0.545079=*_class=3","_-0.545079","3"
"0.0","0.0","0.0","0.0","_-1.200617=*_class=3","0.0","_-1.200617=*_class=3","_-1.200617","3"
"0.0","0.0","0.0","0.0","_0.342575=*_class=3","0.0","_0.342575=*_class=3","_0.342575","3"
"0.0","0.0","0.0","0.0","_1.896047=*_class=3","0.0","_1.896047=*_class=3","_1.896047","3"
"0.0","0.0","0.0","0.0","_6.261430=*_class=3","0.0","_6.261430=*_class=3","_6.261430","3"
"0.0","0.0","0.0","0.0","_1.340477=*_class=3","0.0","_1.340477=*_class=3","_1.340477","3"
"0.0","0.0","0.0","0.0","_2.118983=*_class=3","0.0","_2.118983=*_class=3","_2.118983","3"
"0.0","0.0","0.0","0.0","_-2.344130=*_class=3","0.0","_-2.344130=*_class=3","_-2.344130","3"
"0.0","0.0","0.0","0.0","_13540.673800=*_class=3","0.0","_13540.673800=*_class=3","_13540.673800","3"
"0.0","0.0","0.0","0.0","_2.160130=*_class=3","0.0","_2.160130=*_class=3","_2.160130","3"
"0.0","0.0","0.0","0.0","_-1.438976=*_class=3","0.0","_-1.438976=*_class=3","_-1.438976","3"
"0.0","0.0","0.0","0.0","_685.399400=*_class=3","0.0","_685.399400=*_class=3","_685.399400","3"
"0.0","0.0","0.0","0.0","_-4.847512=*_class=3","0.0","_-4.847512=*_class=3","_-4.847512","3"
"0.0","0.0","0.0","0.0","_3037.039000=*_class=3","0.0","_3037.039000=*_class=3","_3037.039000","3"
"0.0","0.0","0.0","0.0","_3.605537=*_class=3","0.0","_3.605537=*_class=3","_3.605537","3"
"0.0","0.0","0.0","0.0","_-3.082212=*_class=3","0.0","_-3.082212=*_class=3","_-3.082212","3"
"0.0","0.0","0.0","0.0","_1.868245=*_class=3","0.0","_1.868245=*_class=3","_1.868245","3"
"0.0","0.0","0.0","0.0","_0.218904=*_class=3","0.0","_0.218904=*_class=3","_0.218904","3"
"0.0","0.0","0.0","0.0","_0.806830=*_class=3","0.0","_0.806830=*_class=3","_0.806830","3"
"0.0","0.0","0.0","0.0","_2.949381=*_class=3","0.0","_2.949381=*_class=3","_2.949381","3"
"0.0","0.0","0.0","0.0","_-0.204467=*_class=3","0.0","_-0.204467=*_class=3","_-0.204467","3"
"0.0","0.0","0.0","0.0","_2.006883=*_class=3","0.0","_2.006883=*_class=3","_2.006883","3"
"0.0","0.0","0.0","0.0","_-2.658358=*_class=3","0.0","_-2.658358=*_class=3","_-2.658358","3"
"0.0","0.0","0.0","0.0","_0.580818=*_class=3","0.0","_0.580818=*_class=3","_0.580818","3"
"0.0","0.0","0.0","0.0","_0.152483=*_class=3","0.0","_0.152483=*_class=3","_0.152483","3"
"0.0","0.0","0.0","0.0","_5.695234=*_class=3","0.0","_5.695234=*_class=3","_5.695234","3"
"0.0","0.0","0.0","0.0","_1.445783=*_class=3","0.0","_1.445783=*_class=3","_1.445783","3"
"0.0","0.0","0.0","0.0","_2.057165=*_class=3","0.0","_2.057165=*_class=3","_2.057165","3"
"0.0","0.0","0.0","0.0","_0.649457=*_class=3","0.0","_0.649457=*_class=3","_0.649457","3"
"0.0","0.0","0.0","0.0","_0.532422=*_class=3","0.0","_0.532422=*_class=3","_0.532422","3"
"0.0","0.0","0.0","0.0","_0.527291=*_class=3","0.0","_0.527291=*_class=3","_0.527291","3"
"0.0","0.0","0.0","0.0","_0.728443=*_class=3","0.0","_0.728443=*_class=3","_0.728443","3"
"0.0","0.0","0.0","0.0","_-0.164646=*_class=3","0.0","_-0.164646=*_class=3","_-0.164646","3"
"0.0","0.0","0.0","0.0","_0.535883=*_class=3","0.0","_0.535883=*_class=3","_0.535883","3"
"0.0","0.0","0.0","0.0","_-0.584313=*_class=3","0.0","_-0.584313=*_class=3","_-0.584313","3"
"0.0","0.0","0.0","0.0","_0.165138=*_class=3","0.0","_0.165138=*_class=3","_0.165138","3"
"0.0","0.0","0.0","0.0","_-2.694967=*_class=3","0.0","_-2.694967=*_class=3","_-2.694967","3"
"0.0","0.0","0.0","0.0","_3.972203=*_class=3","0.0","_3.972203=*_class=3","_3.972203","3"
"0.0","0.0","0.0","0.0","_1.786704=*_class=3","0.0","_1.786704=*_class=3","_1.786704","3"
"0.0","0.0","0.0","0.0","_-0.791447=*_class=3","0.0","_-0.791447=*_class=3","_-0.791447","3"
"0.0","0.0","0.0","0.0","_15326.691400=*_class=3","0.0","_15326.691400=*_class=3","_15326.691400","3"
"0.0","0.0","0.0","0.0","_2.371604=*_class=3","0.0","_2.371604=*_class=3","_2.371604","3"
"0.0","0.0","0.0","0.0","_1.746493=*_class=3","0.0","_1.746493=*_class=3","_1.746493","3"
"0.0","0.0","0.0","0.0","_2.391239=*_class=3","0.0","_2.391239=*_class=3","_2.391239","3"
"0.0","0.0","0.0","0.0","_0.515090=*_class=3","0.0","_0.515090=*_class=3","_0.515090","3"
"0.0","0.0","0.0","0.0","_-3.344671=*_class=3","0.0","_-3.344671=*_class=3","_-3.344671","3"
"0.0","0.0","0.0","0.0","_-3.037772=*_class=3","0.0","_-3.037772=*_class=3","_-3.037772","3"
"0.0","0.0","0.0","0.0","_1.765738=*_class=3","0.0","_1.765738=*_class=3","_1.765738","3"
"0.0","0.0","0.0","0.0","_-1.058061=*_class=3","0.0","_-1.058061=*_class=3","_-1.058061","3"
"0.0","0.0","0.0","0.0","_-0.426662=*_class=3","0.0","_-0.426662=*_class=3","_-0.426662","3"
"0.0","0.0","0.0","0.0","_-0.809953=*_class=3","0.0","_-0.809953=*_class=3","_-0.809953","3"
"0.0","0.0","0.0","0.0","_-0.361030=*_class=3","0.0","_-0.361030=*_class=3","_-0.361030","3"
"0.0","0.0","0.0","0.0","_2.680623=*_class=3","0.0","_2.680623=*_class=3","_2.680623","3"
"0.0","0.0","0.0","0.0","_0.334017=*_class=3","0.0","_0.334017=*_class=3","_0.334017","3"
"0.0","0.0","0.0","0.0","_0.474520=*_class=3","0.0","_0.474520=*_class=3","_0.474520","3"
"0.0","0.0","0.0","0.0","_0.246473=*_class=3","0.0","_0.246473=*_class=3","_0.246473","3"
"0.0","0.0","0.0","0.0","_-0.944425=*_class=3","0.0","_-0.944425=*_class=3","_-0.944425","3"
"0.0","0.0","0.0","0.0","_0.223703=*_class=3","0.0","_0.223703=*_class=3","_0.223703","3"
"0.0","0.0","0.0","0.0","_0.841862=*_class=3","0.0","_0.841862=*_class=3","_0.841862","3"
"0.0","0.0","0.0","0.0","_3128.848900=*_class=3","0.0","_3128.848900=*_class=3","_3128.848900","3"
"0.0","0.0","0.0","0.0","_-1.728611=*_class=3","0.0","_-1.728611=*_class=3","_-1.728611","3"
"0.0","0.0","0.0","0.0","_-0.550743=*_class=3","0.0","_-0.550743=*_class=3","_-0.550743","3"
"0.0","0.0","0.0","0.0","_0.723993=*_class=3","0.0","_0.723993=*_class=3","_0.723993","3"
"0.0","0.0","0.0","0.0","_0.430440=*_class=3","0.0","_0.430440=*_class=3","_0.430440","3"
"0.0","0.0","0.0","0.0","_-0.416382=*_class=3","0.0","_-0.416382=*_class=3","_-0.416382","3"
"0.0","0.0","0.0","0.0","_0.399746=*_class=3","0.0","_0.399746=*_class=3","_0.399746","3"
"0.0","0.0","0.0","0.0","_-0.345119=*_class=4","0.0","_-0.345119=*_class=4","_-0.345119","4"
"0.0","0.0","0.0","0.0","_1.742488=*_class=4","0.0","_1.742488=*_class=4","_1.742488","4"
"0.0","0.0","0.0","0.0","_2.519022=*_class=4","0.0","_2.519022=*_class=4","_2.519022","4"
"0.0","0.0","0.0","0.0","_-0.187465=*_class=4","0.0","_-0.187465=*_class=4","_-0.187465","4"
"0.0","0.0","0.0","0.0","_3136.877800=*_class=4","0.0","_3136.877800=*_class=4","_3136.877800","4"
"0.0","0.0","0.0","0.0","_-0.619214=*_class=4","0.0","_-0.619214=*_class=4","_-0.619214","4"
"0.0","0.0","0.0","0.0","_2.269085=*_class=4","0.0","_2.269085=*_class=4","_2.269085","4"
"0.0","0.0","0.0","0.0","_0.605065=*_class=4","0.0","_0.605065=*_class=4","_0.605065","4"
"0.0","0.0","0.0","0.0","_2581.568600=*_class=4","0.0","_2581.568600=*_class=4","_2581.568600","4"
"0.0","0.0","0.0","0.0","_-0.969336=*_class=4","0.0","_-0.969336=*_class=4","_-0.969336","4"
"0.0","0.0","0.0","0.0","_-2.488324=*_class=4","0.0","_-2.488324=*_class=4","_-2.488324","4"
"0.0","0.0","0.0","0.0","_0.122736=*_class=4","0.0","_0.122736=*_class=4","_0.122736","4"
"0.0","0.0","0.0","0.0","_3.860647=*_class=4","0.0","_3.860647=*_class=4","_3.860647","4"
"0.0","0.0","0.0","0.0","_-0.638167=*_class=4","0.0","_-0.638167=*_class=4","_-0.638167","4"
"0.0","0.0","0.0","0.0","_2.754759=*_class=4","0.0","_2.754759=*_class=4","_2.754759","4"
"0.0","0.0","0.0","0.0","_2.803678=*_class=4","0.0","_2.803678=*_class=4","_2.803678","4"
"0.0","0.0","0.0","0.0","_0.815048=*_class=4","0.0","_0.815048=*_class=4","_0.815048","4"
"0.0","0.0","0.0","0.0","_-0.138196=*_class=4","0.0","_-0.138196=*_class=4","_-0.138196","4"
"0.0","0.0","0.0","0.0","_1.358106=*_class=4","0.0","_1.358106=*_class=4","_1.358106","4"
"0.0","0.0","0.0","0.0","_0.763062=*_class=4","0.0","_0.763062=*_class=4","_0.763062","4"
"0.0","0.0","0.0","0.0","_-2.888766=*_class=4","0.0","_-2.888766=*_class=4","_-2.888766","4"
"0.0","0.0","0.0","0.0","_-8.129869=*_class=4","0.0","_-8.129869=*_class=4","_-8.129869","4"
"0.0","0.0","0.0","0.0","_0.761388=*_class=4","0.0","_0.761388=*_class=4","_0.761388","4"
"0.0","0.0","0.0","0.0","_1.768526=*_class=4","0.0","_1.768526=*_class=4","_1.768526","4"
"0.0","0.0","0.0","0.0","_-2.350776=*_class=4","0.0","_-2.350776=*_class=4","_-2.350776","4"
"0.0","0.0","0.0","0.0","_797.773800=*_class=4","0.0","_797.773800=*_class=4","_797.773800","4"
"0.0","0.0","0.0","0.0","_3020.919100=*_class=4","0.0","_3020.919100=*_class=4","_3020.919100","4"
"0.0","0.0","0.0","0.0","_-0.400115=*_class=4","0.0","_-0.400115=*_class=4","_-0.400115","4"
"0.0","0.0","0.0","0.0","_-0.493482=*_class=4","0.0","_-0.493482=*_class=4","_-0.493482","4"
"0.0","0.0","0.0","0.0","_0.198946=*_class=4","0.0","_0.198946=*_class=4","_0.198946","4"
"0.0","0.0","0.0","0.0","_2.713374=*_class=4","0.0","_2.713374=*_class=4","_2.713374","4"
"0.0","0.0","0.0","0.0","_-0.315720=*_class=4","0.0","_-0.315720=*_class=4","_-0.315720","4"
"0.0","0.0","0.0","0.0","_1.682904=*_class=4","0.0","_1.682904=*_class=4","_1.682904","4"
"0.0","0.0","0.0","0.0","_1.795029=*_class=4","0.0","_1.795029=*_class=4","_1.795029","4"
"0.0","0.0","0.0","0.0","_0.584691=*_class=4","0.0","_0.584691=*_class=4","_0.584691","4"
"0.0","0.0","0.0","0.0","_-1.071137=*_class=4","0.0","_-1.071137=*_class=4","_-1.071137","4"
"0.0","0.0","0.0","0.0","_1.499244=*_class=4","0.0","_1.499244=*_class=4","_1.499244","4"
"0.0","0.0","0.0","0.0","_2185.974100=*_class=4","0.0","_2185.974100=*_class=4","_2185.974100","4"
"0.0","0.0","0.0","0.0","_-2.739388=*_class=4","0.0","_-2.739388=*_class=4","_-2.739388","4"
"0.0","0.0","0.0","0.0","_862.747900=*_class=4","0.0","_862.747900=*_class=4","_862.747900","4"
"0.0","0.0","0.0","0.0","_1.779291=*_class=4","0.0","_1.779291=*_class=4","_1.779291","4"
"0.0","0.0","0.0","0.0","_-2.654529=*_class=4","0.0","_-2.654529=*_class=4","_-2.654529","4"
"0.0","0.0","0.0","0.0","_1.729739=*_class=4","0.0","_1.729739=*_class=4","_1.729739","4"
"0.0","0.0","0.0","0.0","_-0.902241=*_class=4","0.0","_-0.902241=*_class=4","_-0.902241","4"
"0.0","0.0","0.0","0.0","_-0.781959=*_class=4","0.0","_-0.781959=*_class=4","_-0.781959","4"
"0.0","0.0","0.0","0.0","_-0.467900=*_class=4","0.0","_-0.467900=*_class=4","_-0.467900","4"
"0.0","0.0","0.0","0.0","_-2.172101=*_class=4","0.0","_-2.172101=*_class=4","_-2.172101","4"
"0.0","0.0","0.0","0.0","_2.819354=*_class=4","0.0","_2.819354=*_class=4","_2.819354","4"
"0.0","0.0","0.0","0.0","_1059.756200=*_class=4","0.0","_1059.756200=*_class=4","_1059.756200","4"
"0.0","0.0","0.0","0.0","_-0.557197=*_class=4","0.0","_-0.557197=*_class=4","_-0.557197","4"
"0.0","0.0","0.0","0.0","_13831.753900=*_class=4","0.0","_13831.753900=*_class=4","_13831.753900","4"
"0.0","0.0","0.0","0.0","_-1.643650=*_class=4","0.0","_-1.643650=*_class=4","_-1.643650","4"
"0.0","0.0","0.0","0.0","_3357.112400=*_class=4","0.0","_3357.112400=*_class=4","_3357.112400","4"
"0.0","0.0","0.0","0.0","_15596.162100='(34310.6189-77784.6572]'_class=4","0.0","_15596.162100='(34310.6189-77784.6572]'_class=4","_15596.162100","4"
"0.0","0.0","0.0","0.0","_2789.383100=*_class=4","0.0","_2789.383100=*_class=4","_2789.383100","4"
"0.0","0.0","0.0","0.0","_-0.236907=*_class=4","0.0","_-0.236907=*_class=4","_-0.236907","4"
"0.0","0.0","0.0","0.0","_-5.056975=*_class=4","0.0","_-5.056975=*_class=4","_-5.056975","4"
"0.0","0.0","0.0","0.0","_-0.571480=*_class=4","0.0","_-0.571480=*_class=4","_-0.571480","4"
"0.0","0.0","0.0","0.0","_7.512213=*_class=4","0.0","_7.512213=*_class=4","_7.512213","4"
"0.0","0.0","0.0","0.0","_-3.791499=*_class=4","0.0","_-3.791499=*_class=4","_-3.791499","4"
"0.0","0.0","0.0","0.0","_6.915721=*_class=4","0.0","_6.915721=*_class=4","_6.915721","4"
"0.0","0.0","0.0","0.0","_3.555169=*_class=4","0.0","_3.555169=*_class=4","_3.555169","4"
"0.0","0.0","0.0","0.0","_-0.545079=*_class=4","0.0","_-0.545079=*_class=4","_-0.545079","4"
"0.0","0.0","0.0","0.0","_-1.200617=*_class=4","0.0","_-1.200617=*_class=4","_-1.200617","4"
"0.0","0.0","0.0","0.0","_0.342575=*_class=4","0.0","_0.342575=*_class=4","_0.342575","4"
"0.0","0.0","0.0","0.0","_1.896047=*_class=4","0.0","_1.896047=*_class=4","_1.896047","4"
"0.0","0.0","0.0","0.0","_6.261430=*_class=4","0.0","_6.261430=*_class=4","_6.261430","4"
"0.0","0.0","0.0","0.0","_1.340477=*_class=4","0.0","_1.340477=*_class=4","_1.340477","4"
"0.0","0.0","0.0","0.0","_2.118983=*_class=4","0.0","_2.118983=*_class=4","_2.118983","4"
"0.0","0.0","0.0","0.0","_-2.344130=*_class=4","0.0","_-2.344130=*_class=4","_-2.344130","4"
"0.0","0.0","0.0","0.0","_13540.673800=*_class=4","0.0","_13540.673800=*_class=4","_13540.673800","4"
"0.0","0.0","0.0","0.0","_2.160130=*_class=4","0.0","_2.160130=*_class=4","_2.160130","4"
"0.0","0.0","0.0","0.0","_-1.438976=*_class=4","0.0","_-1.438976=*_class=4","_-1.438976","4"
"0.0","0.0","0.0","0.0","_685.399400=*_class=4","0.0","_685.399400=*_class=4","_685.399400","4"
"0.0","0.0","0.0","0.0","_-4.847512=*_class=4","0.0","_-4.847512=*_class=4","_-4.847512","4"
"0.0","0.0","0.0","0.0","_3037.039000=*_class=4","0.0","_3037.039000=*_class=4","_3037.039000","4"
"0.0","0.0","0.0","0.0","_3.605537=*_class=4","0.0","_3.605537=*_class=4","_3.605537","4"
"0.0","0.0","0.0","0.0","_-3.082212=*_class=4","0.0","_-3.082212=*_class=4","_-3.082212","4"
"0.0","0.0","0.0","0.0","_1.868245=*_class=4","0.0","_1.868245=*_class=4","_1.868245","4"
"0.0","0.0","0.0","0.0","_0.218904=*_class=4","0.0","_0.218904=*_class=4","_0.218904","4"
"0.0","0.0","0.0","0.0","_0.806830=*_class=4","0.0","_0.806830=*_class=4","_0.806830","4"
"0.0","0.0","0.0","0.0","_2.949381=*_class=4","0.0","_2.949381=*_class=4","_2.949381","4"
"0.0","0.0","0.0","0.0","_-0.204467=*_class=4","0.0","_-0.204467=*_class=4","_-0.204467","4"
"0.0","0.0","0.0","0.0","_2.006883=*_class=4","0.0","_2.006883=*_class=4","_2.006883","4"
"0.0","0.0","0.0","0.0","_-2.658358=*_class=4","0.0","_-2.658358=*_class=4","_-2.658358","4"
"0.0","0.0","0.0","0.0","_0.580818=*_class=4","0.0","_0.580818=*_class=4","_0.580818","4"
"0.0","0.0","0.0","0.0","_0.152483=*_class=4","0.0","_0.152483=*_class=4","_0.152483","4"
"0.0","0.0","0.0","0.0","_5.695234=*_class=4","0.0","_5.695234=*_class=4","_5.695234","4"
"0.0","0.0","0.0","0.0","_1.445783=*_class=4","0.0","_1.445783=*_class=4","_1.445783","4"
"0.0","0.0","0.0","0.0","_2.057165=*_class=4","0.0","_2.057165=*_class=4","_2.057165","4"
"0.0","0.0","0.0","0.0","_0.649457=*_class=4","0.0","_0.649457=*_class=4","_0.649457","4"
"0.0","0.0","0.0","0.0","_0.532422=*_class=4","0.0","_0.532422=*_class=4","_0.532422","4"
"0.0","0.0","0.0","0.0","_0.527291=*_class=4","0.0","_0.527291=*_class=4","_0.527291","4"
"0.0","0.0","0.0","0.0","_0.728443=*_class=4","0.0","_0.728443=*_class=4","_0.728443","4"
"0.0","0.0","0.0","0.0","_-0.164646=*_class=4","0.0","_-0.164646=*_class=4","_-0.164646","4"
"0.0","0.0","0.0","0.0","_0.535883=*_class=4","0.0","_0.535883=*_class=4","_0.535883","4"
"0.0","0.0","0.0","0.0","_-0.584313=*_class=4","0.0","_-0.584313=*_class=4","_-0.584313","4"
"0.0","0.0","0.0","0.0","_0.165138=*_class=4","0.0","_0.165138=*_class=4","_0.165138","4"
"0.0","0.0","0.0","0.0","_-2.694967=*_class=4","0.0","_-2.694967=*_class=4","_-2.694967","4"
"0.0","0.0","0.0","0.0","_3.972203=*_class=4","0.0","_3.972203=*_class=4","_3.972203","4"
"0.0","0.0","0.0","0.0","_1.786704=*_class=4","0.0","_1.786704=*_class=4","_1.786704","4"
"0.0","0.0","0.0","0.0","_-0.791447=*_class=4","0.0","_-0.791447=*_class=4","_-0.791447","4"
"0.0","0.0","0.0","0.0","_15326.691400=*_class=4","0.0","_15326.691400=*_class=4","_15326.691400","4"
"0.0","0.0","0.0","0.0","_2.371604=*_class=4","0.0","_2.371604=*_class=4","_2.371604","4"
"0.0","0.0","0.0","0.0","_1.746493=*_class=4","0.0","_1.746493=*_class=4","_1.746493","4"
"0.0","0.0","0.0","0.0","_2.391239=*_class=4","0.0","_2.391239=*_class=4","_2.391239","4"
"0.0","0.0","0.0","0.0","_0.515090=*_class=4","0.0","_0.515090=*_class=4","_0.515090","4"
"0.0","0.0","0.0","0.0","_-3.344671=*_class=4","0.0","_-3.344671=*_class=4","_-3.344671","4"
"0.0","0.0","0.0","0.0","_-3.037772=*_class=4","0.0","_-3.037772=*_class=4","_-3.037772","4"
"0.0","0.0","0.0","0.0","_1.765738=*_class=4","0.0","_1.765738=*_class=4","_1.765738","4"
"0.0","0.0","0.0","0.0","_-1.058061=*_class=4","0.0","_-1.058061=*_class=4","_-1.058061","4"
"0.0","0.0","0.0","0.0","_-0.426662=*_class=4","0.0","_-0.426662=*_class=4","_-0.426662","4"
"0.0","0.0","0.0","0.0","_-0.809953=*_class=4","0.0","_-0.809953=*_class=4","_-0.809953","4"
