"Distance","mean","sd","max_val","max_att","min_val","min_att","attributes","class"
"5.5387546664008066E-6","1.2559534390931535E-8","2.637502222095573E-7","0.0","_band5=*_band6=*_NDWI='(-inf-60.931271]'_NDVI='(-inf-30.31159]'_id_class=rapeseed","5.5387546664008066E-6","_band5=*_band6=*_NDWI='(-inf-60.931271]'_NDVI='(37.995869-45.004132]'_id_class=rapeseed","_band5_band6_NDWI_NDVI","rapeseed"
"5.5387546664008066E-6","5.225240251321516E-8","5.379714102540413E-7","0.0","_band5=*_band6=*_brightness='(-inf-60.860381]'_band2='All'_id_class=rapeseed","5.5387546664008066E-6","_band5=*_band6=*_brightness='(-inf-60.860381]'_band2='All'_id_class=rapeseed","_band5_band6_brightness_band2","rapeseed"
"5.5387546664008066E-6","1.3125011057821816E-8","2.696223585741195E-7","0.0","_band5=*_band6=*_brightness='(-inf-60.860381]'_NDVI='(-inf-30.31159]'_id_class=rapeseed","5.5387546664008066E-6","_band5=*_band6=*_brightness='(-inf-60.860381]'_NDVI='(37.995869-45.004132]'_id_class=rapeseed","_band5_band6_brightness_NDVI","rapeseed"
"5.5387546664008066E-6","1.5428285978832332E-8","2.923242907454398E-7","0.0","_band7=*_brightness='(-inf-60.860381]'_NDWI=*_NDVI=*_id_class=rapeseed","5.5387546664008066E-6","_band7=*_brightness='(-inf-60.860381]'_NDWI=*_NDVI=*_id_class=rapeseed","_band7_brightness_NDWI_NDVI","rapeseed"
"5.5387546664008066E-6","4.816308405565919E-8","5.164915358082208E-7","0.0","_band6=*_NDWI=*_NDVI=*_band2='All'_id_class=rapeseed","5.5387546664008066E-6","_band6=*_NDWI=*_NDVI=*_band2='All'_id_class=rapeseed","_band6_NDWI_NDVI_band2","rapeseed"
"5.5387546664008066E-6","4.5399628413121364E-8","5.014552858690776E-7","0.0","_band7=*_band5='(-inf-161.746803]'_NDWI='(-inf-60.931271]'_band2=*_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band5='(-inf-161.746803]'_NDWI='(-inf-60.931271]'_band2=*_id_class=rapeseed","_band7_band5_NDWI_band2","rapeseed"
"5.5387546664008066E-6","1.521635897362859E-8","2.903096265555351E-7","0.0","_band7=*_band6='(-inf-321.563156]'_brightness=*_NDVI='(-inf-30.31159]'_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band6='(321.563156-384.768738]'_brightness=*_NDVI='(37.995869-45.004132]'_id_class=rapeseed","_band7_band6_brightness_NDVI","rapeseed"
"5.5387546664008066E-6","5.1764062302811274E-8","5.354516239881581E-7","0.0","_band6=*_brightness=*_NDVI=*_band2='All'_id_class=rapeseed","5.5387546664008066E-6","_band6=*_brightness=*_NDVI=*_band2='All'_id_class=rapeseed","_band6_brightness_NDVI_band2","rapeseed"
"5.5387546664008066E-6","2.0067951689857996E-8","3.3339385277372166E-7","0.0","_band7=*_band6='(-inf-321.563156]'_brightness=*_NDWI='(-inf-60.931271]'_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band6='(321.563156-384.768738]'_brightness=*_NDWI='(-inf-60.931271]'_id_class=rapeseed","_band7_band6_brightness_NDWI","rapeseed"
"5.5387546664008066E-6","4.9453166664292914E-8","5.233631221533943E-7","0.0","_band7=*_brightness='(-inf-60.860381]'_NDVI=*_band2=*_id_class=rapeseed","5.5387546664008066E-6","_band7=*_brightness='(-inf-60.860381]'_NDVI=*_band2=*_id_class=rapeseed","_band7_brightness_NDVI_band2","rapeseed"
"5.5387546664008066E-6","5.6517904759191904E-8","5.594987119915208E-7","0.0","_band7=*_band6='(-inf-321.563156]'_brightness=*_band2='All'_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band6='(321.563156-384.768738]'_brightness=*_band2='All'_id_class=rapeseed","_band7_band6_brightness_band2","rapeseed"
"5.5387546664008066E-6","1.747241219684797E-8","3.110874548878029E-7","0.0","_band7=*_band6='(-inf-321.563156]'_NDWI=*_band1='(-inf-35.93607]'_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band6='(321.563156-384.768738]'_NDWI=*_band1='(35.93607-44.664795]'_id_class=rapeseed","_band7_band6_NDWI_band1","rapeseed"
"5.5387546664008066E-6","4.9453166664292914E-8","5.233631221533936E-7","0.0","_band5=*_brightness=*_NDVI='(-inf-30.31159]'_band2=*_id_class=rapeseed","5.5387546664008066E-6","_band5=*_brightness=*_NDVI='(37.995869-45.004132]'_band2=*_id_class=rapeseed","_band5_brightness_NDVI_band2","rapeseed"
"5.5387546664008066E-6","1.3951523089170798E-8","2.779821282268768E-7","0.0","_band5=*_band6=*_NDWI='(-inf-60.931271]'_band1='(-inf-35.93607]'_id_class=rapeseed","5.5387546664008066E-6","_band5=*_band6=*_NDWI='(-inf-60.931271]'_band1='(35.93607-44.664795]'_id_class=rapeseed","_band5_band6_NDWI_band1","rapeseed"
"5.5387546664008066E-6","4.6938598867803444E-8","5.098836960654475E-7","0.0","_band7=*_NDWI='(-inf-60.931271]'_NDVI=*_band2=*_id_class=rapeseed","5.5387546664008066E-6","_band7=*_NDWI='(-inf-60.931271]'_NDVI=*_band2=*_id_class=rapeseed","_band7_NDWI_NDVI_band2","rapeseed"
"5.5387546664008066E-6","5.081426299450281E-8","5.305164806869981E-7","0.0","_band5=*_band6=*_band1='(-inf-35.93607]'_band2='All'_id_class=rapeseed","5.5387546664008066E-6","_band5=*_band6=*_band1='(35.93607-44.664795]'_band2='All'_id_class=rapeseed","_band5_band6_band1_band2","rapeseed"
"5.5387546664008066E-6","1.89683378986329E-8","3.2413110009673577E-7","0.0","_band7=*_band5='(-inf-161.746803]'_band6='(-inf-321.563156]'_band1='(-inf-35.93607]'_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band5='(-inf-161.746803]'_band6='(321.563156-384.768738]'_band1='(35.93607-44.664795]'_id_class=rapeseed","_band7_band5_band6_band1","rapeseed"
"5.5387546664008066E-6","1.8041546144628035E-8","3.1611342568395303E-7","0.0","_band7=*_band5='(-inf-161.746803]'_band6='(-inf-321.563156]'_NDVI='(-inf-30.31159]'_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band5='(-inf-161.746803]'_band6='(321.563156-384.768738]'_NDVI='(37.995869-45.004132]'_id_class=rapeseed","_band7_band5_band6_NDVI","rapeseed"
"5.5387546664008066E-6","5.12847654296371E-8","5.329669162702997E-7","0.0","_band7=*_NDWI='(-inf-60.931271]'_band1=*_band2=*_id_class=rapeseed","5.5387546664008066E-6","_band7=*_NDWI='(-inf-60.931271]'_band1=*_band2=*_id_class=rapeseed","_band7_NDWI_band1_band2","rapeseed"
"5.5387546664008066E-6","5.3257256407700066E-8","5.43119579326555E-7","0.0","_band5='(-inf-161.746803]'_NDWI='(-inf-60.931271]'_band1='(-inf-35.93607]'_band2='All'_id_class=rapeseed","5.5387546664008066E-6","_band5='(-inf-161.746803]'_NDWI='(-inf-60.931271]'_band1='(35.93607-44.664795]'_band2='All'_id_class=rapeseed","_band5_NDWI_band1_band2","rapeseed"
"5.5387546664008066E-6","1.2281052475389815E-8","2.6080977110986095E-7","0.0","_band7=*_band5='(-inf-161.746803]'_NDWI='(-inf-60.931271]'_band1=*_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band5='(-inf-161.746803]'_NDWI='(-inf-60.931271]'_band1=*_id_class=rapeseed","_band7_band5_NDWI_band1","rapeseed"
"5.5387546664008066E-6","1.9852167263085328E-8","3.3159656823704066E-7","0.0","_band7=*_band5='(-inf-161.746803]'_band6='(-inf-321.563156]'_brightness='(-inf-60.860381]'_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band5='(-inf-161.746803]'_band6='(321.563156-384.768738]'_brightness='(-inf-60.860381]'_id_class=rapeseed","_band7_band5_band6_brightness","rapeseed"
"5.5387546664008066E-6","2.0288478631504785E-8","3.3522068208035647E-7","0.0","_band7=*_band5='(-inf-161.746803]'_band6='(-inf-321.563156]'_NDWI='(-inf-60.931271]'_id_class=rapeseed","5.5387546664008066E-6","_band7=*_band5='(-inf-161.746803]'_band6='(321.563156-384.768738]'_NDWI='(-inf-60.931271]'_id_class=rapeseed","_band7_band5_band6_NDWI","rapeseed"
