"Distance","mean","sd","max_val","max_att","min_val","min_att","attributes","class_values"
"0.02744745987374442","6.861864968436105E-4","0.001300943935687359","0.00582848453983519","brightness='(464.99997-inf)'_id_class=wheat","4.732550268897763E-7","brightness='(372.401215-417.000031]'_id_class=other_oilseed","brightness_id_class","*"
"0.05972039325271911","0.0014930098313179778","0.003205910092183755","0.016888106155799443","band1='(-inf-26.005618]'_id_class=maize","5.890645562120075E-7","band1='(50.64686-inf)'_id_class=other_oilseed","band1_id_class","*"
"0.06322494552581916","0.001580623638145479","0.0033094210017427226","0.01866634598089184","band5='(325.005615-inf)'_id_class=maize","3.8042624618227224E-8","band5='(229.994385-271.145646]'_id_class=other_oilseed","band5_id_class","*"
"0.06597855716613552","0.0016494639291533878","0.003769865632094126","0.020781590717740554","band3='(-inf-55.248596]'_id_class=maize","2.3163630627275472E-7","band3='(68.994381-82.248596]'_id_class=other_leguminous","band3_id_class","*"
"0.06923836148629156","0.001730959037157289","0.003807446638441209","0.01987523652279453","band2='(-inf-31.005618]'_id_class=maize","4.148098480273705E-8","band2='(40.606943-49.875702]'_id_class=other_leguminous","band2_id_class","*"
"0.07013429228104158","0.0017533573070260395","0.004126888124962695","0.022302447449752735","band4='(-inf-51.390524]'_id_class=maize","6.828286126069249E-7","band4='(123.502426-inf)'_id_class=other_oilseed","band4_id_class","*"
"0.07220251490823547","0.0018050628727058868","0.003985788508817103","0.022211157225754233","NDVI='(695.986878-inf)'_id_class=maize","2.3657735019554144E-6","NDVI='(363.000321-516.949463]'_id_class=other_oilseed","NDVI_id_class","*"
"0.07306696033557508","0.001826674008389377","0.0042652402344124886","0.023904504342834424","NDWI='(-inf--270.859452]'_id_class=maize","1.7869649496976748E-6","NDWI='(-270.859452--113.56548]'_id_class=other_leguminous","NDWI_id_class","*"
"0.07329727508754724","0.001832431877188681","0.004147516996544587","0.022644959761799113","band7='(-inf-88.995453]'_id_class=maize","1.325561249932783E-7","band7='(115.502808-144.005615]'_id_class=other_leguminous","band7_id_class","*"
"0.07568273491266474","0.0018920683728166185","0.0038402930049272702","0.016691265683981063","band6='(-inf-156.994385]'_id_class=maize","5.317500866332727E-7","band6='(259.006256-inf)'_id_class=other_oilseed","band6_id_class","*"
