"SampleSize","Distance","mean","sd","max_val","max_att","min_val","min_att","attributes","class_values"
"100","0.77619312","1.6728299999999962E-4","0.09000180364018212","0.0050555","x1=v1_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","5.0E-7","x1=v3_x2=v1_x3=v3_x4=v5_x5=v2_class=class1","x1_x2_x3_x4_x5_class","NA"
"200","0.7840294999999999","1.689718749999995E-4","0.09263204820875696","0.005868","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2_class=class5","x1_x2_x3_x4_x5_class","NA"
"300","0.7580762400000001","1.6337849999999995E-4","0.0661554915396278","0.005868","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2_class=class5","x1_x2_x3_x4_x5_class","NA"
"400","0.74450482","1.6045362499999915E-4","0.03398070248422903","0.005868","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2_class=class5","x1_x2_x3_x4_x5_class","NA"
"500","0.7614560160000005","1.6410690000000003E-4","0.048747139810896206","0.005868","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","4.999999999999986E-7","x1=v5_x2=v5_x3=v3_x4=v1_x5=v5_class=class4","x1_x2_x3_x4_x5_class","NA"
"600","0.7379026799999999","1.5903074999999971E-4","0.061376179155564564","0.005868","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2_class=class5","x1_x2_x3_x4_x5_class","NA"
"700","0.7313198457142858","1.57612035714286E-4","0.03783512337803103","0.005868","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2_class=class5","x1_x2_x3_x4_x5_class","NA"
"800","0.7331927900000006","1.5801568749999954E-4","0.03948966082850569","0.005868","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2_class=class5","x1_x2_x3_x4_x5_class","NA"
"900","0.7508923600000001","1.6183025000000086E-4","0.04776498040701237","0.005868","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2_class=class5","x1_x2_x3_x4_x5_class","NA"
"1000","0.7515570399999998","1.6197349999999992E-4","0.023087203721615282","0.005868","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2_class=class5","x1_x2_x3_x4_x5_class","NA"
