"SampleSize","Distance","mean","sd","max_val","max_att","min_val","min_att","attributes","class_values"
"2500","0.4915825625000001","1.5730642000000132E-4","2.943868200867312E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"2600","0.4932430288461537","1.578377692307694E-4","3.002150032610456E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"2700","0.4927541666666667","1.5768133333333366E-4","2.974106231614655E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"2800","0.49532979910714314","1.5850553571428638E-4","3.0359898738697587E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
"2900","0.4895524245689655","1.566567758620701E-4","2.9663070514116663E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"3000","0.49290953125000014","1.5773105000000128E-4","2.981258028484613E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
"3100","0.4917272681451614","1.5735272580645254E-4","2.9755756417191947E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
"3200","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"3300","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"3400","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"3500","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"3600","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"3700","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"3800","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"3900","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4000","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4100","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4200","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4300","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4400","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4500","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4600","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4700","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4800","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"4900","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5000","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5100","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5200","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5300","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5400","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5500","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5600","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5700","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5800","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"5900","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"6000","0.491588","1.5730816000000087E-4","2.975562393704987E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
