"SampleSize","Distance","mean","sd","max_val","max_att","min_val","min_att","attributes","class_values"
"100","0.456","1.4592E-4","1.6382912877246046E-4","0.0010255","x1=v5_x2=v2_x3=v1_x4=v2_x5=v1","1.9999999999999944E-6","x1=v4_x2=v1_x3=v4_x4=v1_x5=v5","x1_x2_x3_x4_x5","NA"
"200","0.4645624999999999","1.4865999999999995E-4","2.2126154831741341E-4","0.0018499999999999999","x1=v4_x2=v2_x3=v1_x4=v3_x5=v1","9.999999999999972E-7","x1=v2_x2=v3_x3=v2_x4=v2_x5=v5","x1_x2_x3_x4_x5","NA"
"300","0.4790833333333334","1.533066666666667E-4","2.4146423658045135E-4","0.0019115","x1=v4_x2=v5_x3=v3_x4=v1_x5=v1","4.999999999999986E-7","x1=v5_x2=v5_x3=v3_x4=v1_x5=v5","x1_x2_x3_x4_x5","NA"
"400","0.5441601562500001","1.7413125000000006E-4","4.2211944751261875E-4","0.005041","x1=v2_x2=v2_x3=v1_x4=v3_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"500","0.5160249999999998","1.6512799999999995E-4","2.981020904466411E-4","0.0039035000000000003","x1=v2_x2=v2_x3=v1_x4=v4_x5=v1","3.4999999999999767E-6","x1=v5_x2=v2_x3=v2_x4=v2_x5=v1","x1_x2_x3_x4_x5","NA"
"600","0.5415234375","1.732875E-4","3.704945103922613E-4","0.005041","x1=v2_x2=v2_x3=v1_x4=v3_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
"700","0.48949553571428533","1.566385714285713E-4","3.5643393940478754E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","9.999999999999972E-7","x1=v1_x2=v2_x3=v5_x4=v5_x5=v4","x1_x2_x3_x4_x5","NA"
"800","0.5456484375","1.746075E-4","4.2184269063040314E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
"900","0.48876736111111163","1.5640555555555572E-4","3.1765422269683846E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"1000","0.46877499999999994","1.5000799999999998E-4","3.066769271948469E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
"1100","0.5006349431818182","1.6020318181818186E-4","2.8861968868069884E-4","0.0039035000000000003","x1=v2_x2=v2_x3=v1_x4=v4_x5=v1","4.999999999999986E-7","x1=v5_x2=v5_x3=v3_x4=v1_x5=v5","x1_x2_x3_x4_x5","NA"
"1200","0.4923671874999994","1.5755749999999983E-4","2.8863622853129056E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.999999999999986E-7","x1=v5_x2=v5_x3=v3_x4=v1_x5=v5","x1_x2_x3_x4_x5","NA"
"1300","0.5055012019230772","1.617603846153847E-4","3.18507905221901E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.999999999999986E-7","x1=v1_x2=v4_x3=v2_x4=v4_x5=v4","x1_x2_x3_x4_x5","NA"
"1400","0.5049196428571422","1.6157428571428548E-4","2.90558042825152E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
"1500","0.4526229166666661","1.4483933333333314E-4","2.4353151456285682E-4","0.004677","x1=v1_x2=v2_x3=v1_x4=v1_x5=v1","9.999999999999972E-7","x1=v2_x2=v3_x3=v2_x4=v2_x5=v5","x1_x2_x3_x4_x5","NA"
"1600","0.4921376953125002","1.5748406250000007E-4","3.2865787334752396E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"1700","0.5110946691176469","1.6355029411764703E-4","3.22379595903839E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
"1800","0.4873385416666663","1.559483333333332E-4","3.113748281400117E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v4_x2=v1_x3=v1_x4=v1_x5=v2","x1_x2_x3_x4_x5","NA"
"1900","0.5041620065789478","1.6133184210526333E-4","3.2270529592279013E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
"2000","0.46931484374999916","1.5018074999999972E-4","2.7115017640326044E-4","0.005489","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1","4.99999999999985E-7","x1=v2_x2=v1_x3=v2_x4=v3_x5=v2","x1_x2_x3_x4_x5","NA"
