"SampleSize","Distance","mean","sd","max_val","max_att","min_val","min_att","attributes","class_values"
"1300","0.484068892307692","1.0432519230769223E-4","1.9042554566810606E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v4_x3=v3_x4=v4_x5=v2_class=class3","x1_x2_x3_x4_x5_class","*"
"1400","0.5404733913043475","1.1648133433283348E-4","2.2188141236748445E-4","0.002883","x1=v2_x2=v2_x3=v1_x4=v3_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v3_x4=v1_x5=v3_class=class5","x1_x2_x3_x4_x5_class","*"
"1500","0.4974543999999997","1.0720999999999993E-4","1.9604131502857328E-4","0.002883","x1=v2_x2=v2_x3=v1_x4=v3_x5=v1_class=class1","0.0","x1=v4_x2=v4_x3=v4_x4=v5_x5=v4_class=class2","x1_x2_x3_x4_x5_class","*"
"1600","0.546072517391305","1.1768804254122952E-4","2.1566667937315047E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v4_x3=v4_x4=v2_x5=v4_class=class3","x1_x2_x3_x4_x5_class","*"
"1700","0.4634128163682867","9.987345180351006E-5","1.6365916742026564E-4","0.0027170000000000002","x1=v1_x2=v2_x3=v1_x4=v1_x5=v1_class=class3","0.0","x1=v5_x2=v5_x3=v1_x4=v4_x5=v5_class=class3","x1_x2_x3_x4_x5_class","*"
"1800","0.5096614666666666","1.098408333333333E-4","1.9003251513528808E-4","0.002883","x1=v2_x2=v2_x3=v1_x4=v3_x5=v1_class=class1","0.0","x1=v3_x2=v4_x3=v2_x4=v3_x5=v3_class=class5","x1_x2_x3_x4_x5_class","*"
"1900","0.55259803569794","1.1909440424524568E-4","2.489977378807797E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v4_x3=v1_x4=v1_x5=v3_class=class2","x1_x2_x3_x4_x5_class","*"
"2000","0.48894405999999957","1.053758749999999E-4","1.899438292387174E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v4_x3=v4_x4=v4_x5=v4_class=class5","x1_x2_x3_x4_x5_class","*"
"2100","0.5297617656314701","1.1417279431712717E-4","2.1787908609115887E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v2_x3=v3_x4=v1_x5=v5_class=class4","x1_x2_x3_x4_x5_class","*"
"2200","0.5137389399209483","1.1071959912089404E-4","2.200019149938058E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v2_x3=v3_x4=v2_x5=v4_class=class5","x1_x2_x3_x4_x5_class","*"
"2300","0.48658594253308063","1.0486766002868118E-4","1.794330151695655E-4","0.00229225","x1=v2_x2=v2_x3=v1_x4=v4_x5=v1_class=class1","0.0","x1=v3_x2=v5_x3=v1_x4=v1_x5=v4_class=class3","x1_x2_x3_x4_x5_class","*"
"2400","0.5015902833333332","1.0810135416666664E-4","1.8609521360227739E-4","0.002476","x1=v1_x2=v2_x3=v1_x4=v3_x5=v1_class=class3","0.0","x1=v3_x2=v4_x3=v3_x4=v3_x5=v1_class=class5","x1_x2_x3_x4_x5_class","*"
"2500","0.5401106031304354","1.1640314722638691E-4","2.2876164784146416E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v3_x2=v5_x3=v3_x4=v5_x5=v3_class=class3","x1_x2_x3_x4_x5_class","*"
"2600","0.5040982876254192","1.0864187233306449E-4","2.2228623523056054E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v3_x3=v4_x4=v2_x5=v3_class=class4","x1_x2_x3_x4_x5_class","*"
"2700","0.5040820695652164","1.0863837706146906E-4","1.9092866383910577E-4","0.002883","x1=v2_x2=v2_x3=v1_x4=v3_x5=v1_class=class1","0.0","x1=v4_x2=v3_x3=v5_x4=v1_x5=v3_class=class2","x1_x2_x3_x4_x5_class","*"
"2800","0.49636543850931636","1.0697531002355954E-4","1.9770070665048285E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v2_x3=v3_x4=v3_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"2900","0.49371578890554857","1.0640426485033373E-4","2.0335662412266167E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v5_x3=v1_x4=v1_x5=v5_class=class3","x1_x2_x3_x4_x5_class","*"
"3000","0.5076683826086956","1.0941128935532234E-4","2.0594301704835865E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v3_x3=v3_x4=v1_x5=v2_class=class2","x1_x2_x3_x4_x5_class","*"
"3100","0.5190232695652177","1.1185846326836589E-4","2.1512399544655928E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v5_x3=v2_x4=v4_x5=v4_class=class3","x1_x2_x3_x4_x5_class","*"
"3200","0.4935259673913033","1.0636335504122916E-4","1.9295776023761497E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v3_x2=v5_x3=v4_x4=v3_x5=v5_class=class4","x1_x2_x3_x4_x5_class","*"
"3300","0.5217787114624498","1.1245230850483833E-4","2.1386409623331683E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v4_x3=v5_x4=v5_x5=v2_class=class5","x1_x2_x3_x4_x5_class","*"
"3400","0.5263162046035799","1.1343021650939219E-4","2.1943726814239138E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v2_x3=v3_x4=v5_x5=v4_class=class5","x1_x2_x3_x4_x5_class","*"
"3500","0.5117371393788813","1.1028817659027616E-4","2.0438580542842132E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v2_x3=v1_x4=v1_x5=v4_class=class2","x1_x2_x3_x4_x5_class","*"
"3600","0.5170364710144923","1.1143027392553714E-4","2.1534636963279212E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v3_x2=v5_x3=v5_x4=v2_x5=v4_class=class5","x1_x2_x3_x4_x5_class","*"
"3700","0.5167649339600461","1.1137175300863062E-4","2.1682222575835917E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v3_x3=v2_x4=v2_x5=v3_class=class2","x1_x2_x3_x4_x5_class","*"
"3800","0.5090675093821503","1.0971282529787721E-4","1.9718677605318807E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v4_x3=v4_x4=v5_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"3900","0.5129218020066884","1.105434918117863E-4","2.098791048274787E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v4_x3=v3_x4=v2_x5=v4_class=class2","x1_x2_x3_x4_x5_class","*"
"4000","0.5114492039130419","1.1022612153298318E-4","2.0497901675579778E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v3_x3=v4_x4=v2_x5=v4_class=class1","x1_x2_x3_x4_x5_class","*"
"4100","0.5057850311770937","1.0900539465023571E-4","2.080213144707247E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v1_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"4200","0.5185534037267069","1.1175719907903164E-4","2.111809301826587E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v2_x3=v4_x4=v5_x5=v2_class=class1","x1_x2_x3_x4_x5_class","*"
"4300","0.5117447757330624","1.1028982235626344E-4","2.0446254236970113E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v1_x3=v3_x4=v4_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"4400","0.5001902790513822","1.0779962910590137E-4","1.9653795927346388E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v5_x3=v2_x4=v2_x5=v4_class=class5","x1_x2_x3_x4_x5_class","*"
"4500","0.5067997395169085","1.0922408179243719E-4","2.046568890844673E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v3_x3=v3_x4=v4_x5=v2_class=class2","x1_x2_x3_x4_x5_class","*"
"4600","0.5094558468809063","1.0979651872433324E-4","2.0572010958558957E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v1_x3=v1_x4=v5_x5=v1_class=class5","x1_x2_x3_x4_x5_class","*"
"4700","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"4800","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"4900","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5000","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5100","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5200","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5300","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5400","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5500","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5600","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5700","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5800","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5900","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"6000","0.5096859861319334","1.0984611770084772E-4","2.0514828639308226E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
