"SampleSize","Distance","mean","sd","max_val","max_att","min_val","min_att","attributes","class_values"
"1400","0.5113331716770186","1.1020111458556484E-4","1.9750892481611778E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v3_x2=v5_x3=v4_x4=v3_x5=v5_class=class4","x1_x2_x3_x4_x5_class","*"
"1500","0.5026942617971012","1.0833928055972035E-4","1.992365155231811E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v4_x3=v1_x4=v2_x5=v2_class=class5","x1_x2_x3_x4_x5_class","*"
"1600","0.5075269116304346","1.093807999203529E-4","2.0380993067012931E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v3_x2=v4_x3=v4_x4=v2_x5=v5_class=class2","x1_x2_x3_x4_x5_class","*"
"1700","0.5204271613299232","1.1216102614869012E-4","2.1017292506254578E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v5_x3=v1_x4=v1_x5=v1_class=class2","x1_x2_x3_x4_x5_class","*"
"1800","0.5113529561352658","1.1020537847742759E-4","2.0821766692069357E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v5_x3=v1_x4=v5_x5=v5_class=class3","x1_x2_x3_x4_x5_class","*"
"1900","0.504758992951945","1.087842657224018E-4","1.9912521539491553E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v3_x3=v2_x4=v5_x5=v5_class=class4","x1_x2_x3_x4_x5_class","*"
"2000","0.50418102573913","1.0865970382308817E-4","2.05496245482287E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v1_x3=v3_x4=v2_x5=v1_class=class5","x1_x2_x3_x4_x5_class","*"
"2100","0.5031898082815734","1.0844607937102838E-4","1.9835644776156316E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v3_x3=v3_x4=v5_x5=v1_class=class4","x1_x2_x3_x4_x5_class","*"
"2200","0.5083104284584978","1.095496613057108E-4","2.0104246665709344E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v2_x3=v5_x4=v5_x5=v3_class=class3","x1_x2_x3_x4_x5_class","*"
"2300","0.5057921129678636","1.0900692089824635E-4","1.9697625679627548E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v4_x3=v2_x4=v5_x5=v3_class=class3","x1_x2_x3_x4_x5_class","*"
"2400","0.5106144617391302","1.1004622020239858E-4","2.0853393542392227E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v2_x3=v2_x4=v3_x5=v2_class=class2","x1_x2_x3_x4_x5_class","*"
"2500","0.5084507037913042","1.0957989305847087E-4","2.0691909312763247E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v4_x3=v4_x4=v4_x5=v3_class=class5","x1_x2_x3_x4_x5_class","*"
"2600","0.5104130103678928","1.1000280395859789E-4","2.077160792644869E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v3_x3=v3_x4=v5_x5=v2_class=class5","x1_x2_x3_x4_x5_class","*"
"2700","0.5094704163607078","1.0979965869842851E-4","2.057907233663037E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v4_x3=v2_x4=v3_x5=v1_class=class3","x1_x2_x3_x4_x5_class","*"
"2800","0.5102148637888194","1.0996009995448625E-4","2.0348912147209955E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v5_x3=v3_x4=v1_x5=v5_class=class4","x1_x2_x3_x4_x5_class","*"
"2900","0.5087152689055469","1.0963691140205694E-4","2.0444541928010072E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v1_x3=v4_x4=v3_x5=v4_class=class5","x1_x2_x3_x4_x5_class","*"
"3000","0.5094269791304339","1.0979029722638648E-4","2.0751533646617233E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v3_x3=v5_x4=v3_x5=v2_class=class5","x1_x2_x3_x4_x5_class","*"
"3100","0.5145018026367454","1.1088400918895345E-4","2.075341538654997E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v5_x3=v2_x4=v3_x5=v1_class=class3","x1_x2_x3_x4_x5_class","*"
"3200","0.5130764150543476","1.1057681358929868E-4","2.0783391874660423E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v3_x3=v2_x4=v5_x5=v3_class=class3","x1_x2_x3_x4_x5_class","*"
"3300","0.5080861378656122","1.0950132281586442E-4","2.0590272092875636E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v3_x4=v1_x5=v4_class=class5","x1_x2_x3_x4_x5_class","*"
"3400","0.5089411161636826","1.096855853801036E-4","2.058677556659933E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v2_x3=v2_x4=v1_x5=v1_class=class2","x1_x2_x3_x4_x5_class","*"
"3500","0.5123462001490676","1.1041943968729879E-4","2.059784056298094E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v5_x3=v1_x4=v4_x5=v5_class=class3","x1_x2_x3_x4_x5_class","*"
"3600","0.504157637246376","1.0865466319964952E-4","2.004740288576475E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v4_x3=v2_x4=v2_x5=v3_class=class5","x1_x2_x3_x4_x5_class","*"
"3700","0.509141118730904","1.0972868938166005E-4","2.0362709774259714E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v5_x3=v5_x4=v2_x5=v2_class=class3","x1_x2_x3_x4_x5_class","*"
"3800","0.5112292321281459","1.1017871382072075E-4","2.0692147456638477E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v5_x2=v1_x3=v4_x4=v3_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"3900","0.5108259150055734","1.1009179202706255E-4","2.0606048898024916E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v5_x2=v3_x3=v2_x4=v5_x5=v5_class=class2","x1_x2_x3_x4_x5_class","*"
"4000","0.5101009713478255","1.0993555416978955E-4","2.0564564261218996E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v1_x4=v4_x5=v2_class=class5","x1_x2_x3_x4_x5_class","*"
"4100","0.5093097273382812","1.0976502744359497E-4","2.0613069420221173E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v3_x3=v2_x4=v5_x5=v1_class=class3","x1_x2_x3_x4_x5_class","*"
"4200","0.5109454202070391","1.1011754745841336E-4","2.0575534936789546E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v5_x3=v1_x4=v1_x5=v3_class=class2","x1_x2_x3_x4_x5_class","*"
"4300","0.5104026572295242","1.1000057267877605E-4","2.045254669219612E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v5_x3=v2_x4=v1_x5=v5_class=class3","x1_x2_x3_x4_x5_class","*"
"4400","0.5087116720158097","1.0963613621030349E-4","2.0363760310797413E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v3_x3=v2_x4=v3_x5=v2_class=class5","x1_x2_x3_x4_x5_class","*"
"4500","0.5098845848115934","1.0988891914042923E-4","2.0476734924927928E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v3_x3=v5_x4=v5_x5=v4_class=class1","x1_x2_x3_x4_x5_class","*"
"4600","0.5099962051417763","1.0991297524607198E-4","2.0530979593744706E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class2","0.0","x1=v4_x2=v4_x3=v4_x4=v3_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"4700","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"4800","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"4900","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5000","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5100","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5200","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5300","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5400","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5500","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5600","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5700","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5800","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"5900","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
"6000","0.5096859861319335","1.098461177008473E-4","2.0512838915261603E-4","0.0031235","x1=v2_x2=v2_x3=v1_x4=v1_x5=v1_class=class1","0.0","x1=v4_x2=v1_x3=v4_x4=v2_x5=v5_class=class5","x1_x2_x3_x4_x5_class","*"
