"points","all_attributes","band7_band5","band7_band6","band7_brightness","band7_band3","band7_NDWI","band7_band4","band7_NDVI","band7_band1","band7_band2","band5_band6","band5_brightness","band5_band3","band5_NDWI","band5_band4","band5_NDVI","band5_band1","band5_band2","band6_brightness","band6_band3","band6_NDWI","band6_band4","band6_NDVI","band6_band1","band6_band2","brightness_band3","brightness_NDWI","brightness_band4","brightness_NDVI","brightness_band1","brightness_band2","band3_NDWI","band3_band4","band3_NDVI","band3_band1","band3_band2","NDWI_band4","NDWI_NDVI","NDWI_band1","NDWI_band2","band4_NDVI","band4_band1","band4_band2","NDVI_band1","NDVI_band2","band1_band2"
"1991977","0.17585092598961102","0.06460817569680774","0.013374150404347045","0.037423624871170694","0.0167451732625427","0.03136381594767411","0.03007665249146952","0.04509389415640844","0.023728185616601012","0.025228704949906543","0.061642780012018214","0.046070311052788256","0.05597403986090201","0.04826561752470035","0.05377772936133297","0.04528516142505663","0.04216163138429811","0.04835246591702613","0.03598284518345343","0.01899971736621457","0.025437040688722826","0.026901415026378318","0.03354155193558963","0.026923503634831116","0.0255113387353368","0.028138879113564073","0.01933255253449212","0.02852392372000278","0.02142143207476793","0.013758190983128806","0.020894317554871363","0.03152847648341321","0.016206512424591236","0.02507659475987926","0.012701451874193352","0.014584505744795256","0.03551798037828749","0.032469752411799946","0.031003370018830547","0.03155106710569449","0.021813504874805257","0.02692601370397349","0.022340619394701847","0.022375760362694935","0.025003802754750695","0.017803418412963595"
"3983954","0.20808523391584613","0.07405858601781043","0.01519445254638987","0.03339395987001859","0.019140281238186972","0.035005424259416634","0.027497807454604128","0.04640063615192345","0.023194042903105835","0.020933474633492245","0.08460489252636952","0.07523631045940793","0.06516089292195643","0.0601578231073953","0.06985371819052127","0.05292781994972834","0.06003432770559098","0.06538679914476925","0.03813246839697447","0.03110276875686818","0.033082209282536884","0.03186181366551922","0.046539693982410466","0.029369315007151193","0.027719195552960697","0.016002694810231227","0.031222750061873215","0.029335680080643505","0.01730742875043236","0.012487593983263864","0.01641233809426515","0.03596929081008465","0.016147776806659908","0.02614789226984045","0.014185906764987734","0.009645191686450191","0.035003416204102765","0.03262838878159737","0.029479256035586734","0.028299021524846913","0.03032715739187753","0.02383511456206573","0.021436994503450612","0.025009826920692348","0.02496916380058604","0.01269241562528079"
"5975931","0.19238625747184646","0.060753713521792645","0.01770954182703916","0.03543414406893251","0.02294052591972699","0.04302409114161459","0.025894877300290123","0.05141926839516721","0.028588683503875785","0.022357687864869944","0.053766183043278085","0.044204325652354416","0.062675422457187","0.05397050267146658","0.054698422722752306","0.04663859070661962","0.05286155412436992","0.056731076714239166","0.035924109565522076","0.02225326898854757","0.03872484471457249","0.027015874179270136","0.049180286720177976","0.02530551306566289","0.022637811581157796","0.027520398076885423","0.037720817057626664","0.027996307186277738","0.04069675503281413","0.024365241164933125","0.026040461310547252","0.04180921767671013","0.0282126751463496","0.04181975996710805","0.0209475310206895","0.011420814597758906","0.03368010775224815","0.034531021191509755","0.04909845846613691","0.04268322375208147","0.035996901570650656","0.03802202535471042","0.028056046831866025","0.05532694403600043","0.050005597454187485","0.02133910180689838"
