"points","all_attributes","band7","band5","band6","brightness","band3","NDWI","band4","NDVI","band1","band2"
"1991977","0.1051481903247699","0.027345467660805974","0.035381714417420725","0.027775509494862717","0.0138622328063128","0.02922975789840361","0.03130630183822456","0.03667763133373941","0.04454992387537225","0.013407355089333472","0.02168291619959386"
"3983954","0.11909992792272893","0.025631498370496913","0.05834194878187382","0.02680627240168871","0.02443929467967857","0.025865271260876902","0.033155018253718235","0.040805525961082265","0.04544343837384747","0.018430302497478637","0.023366216755039464"
"5975931","0.12454801955195752","0.04067353548264948","0.06294623853836778","0.041912354724364775","0.03616347281041517","0.03314112234778188","0.06725781372017313","0.049708363475761866","0.07754333039915356","0.027351576804341103","0.035441261336028825"
