"points","all_attributes","band7","band5","band6","brightness","band3","NDWI","band4","NDVI","band1","band2"
"1991977","0.2099984086161114","0.027041476884522273","0.03526797749170799","0.0277136734008475","0.013742126540617683","0.029744319337020465","0.03138490052846997","0.03697231443937356","0.044619491088501544","0.013684394950343301","0.021697539680428035"
"3983954","0.24327590127790472","0.02598423576175829","0.05845900831184294","0.026681030955678708","0.024519359410274322","0.025859234318468535","0.032854295004410186","0.040819246406961524","0.04550152938512844","0.01861617880126125","0.024526889617701414"
"5975931","0.23211412581564958","0.04072637384869402","0.06305594893916948","0.0417690565704323","0.03614850974684949","0.033238837597020454","0.0673782880023213","0.04986804566518589","0.0775259955310729","0.028525429761488197","0.035212253956747486"
