"points","all_attributes","band7_band5","band7_band6","band7_brightness","band7_band3","band7_NDWI","band7_band4","band7_NDVI","band7_band1","band7_band2","band5_band6","band5_brightness","band5_band3","band5_NDWI","band5_band4","band5_NDVI","band5_band1","band5_band2","band6_brightness","band6_band3","band6_NDWI","band6_band4","band6_NDVI","band6_band1","band6_band2","brightness_band3","brightness_NDWI","brightness_band4","brightness_NDVI","brightness_band1","brightness_band2","band3_NDWI","band3_band4","band3_NDVI","band3_band1","band3_band2","NDWI_band4","NDWI_NDVI","NDWI_band1","NDWI_band2","band4_NDVI","band4_band1","band4_band2","NDVI_band1","NDVI_band2","band1_band2"
"1991977","0.1051481903247699","0.046786637628466694","0.037348299914455936","0.044432290954492935","0.036589575208949704","0.04526083537943876","0.04399679700582704","0.05159611899721365","0.03167098157861655","0.03194168198932538","0.04318035359597794","0.04144723625459856","0.04358377070755577","0.04179378853310667","0.05240154954680885","0.05401987884113132","0.04355577934512622","0.04619780399905908","0.0380647164985512","0.037631174951517514","0.04377920920024171","0.04237923981817658","0.05044068112261647","0.033058122598499357","0.033520927512888016","0.041546854618140464","0.04784701036597333","0.05430036123717251","0.05990788677038838","0.03360924192178013","0.039807917857704676","0.04400130320221925","0.04180534576100246","0.05022110954771243","0.03105888366590573","0.0328150639904058","0.05498778778024459","0.05137324347824481","0.036665728293278306","0.04150157626093106","0.054036455979005076","0.04087420340813958","0.0423480154020787","0.046806469775789235","0.047717666417380615","0.02593146210203749"
"3983954","0.11909992792272893","0.06351535201376564","0.03890863892516338","0.053629337872976475","0.039125226882231356","0.0417524951880364","0.04653984798865975","0.05394965849459309","0.037254992774282854","0.03821855840526741","0.05968904378942338","0.054256409656560395","0.05747299488554028","0.059338303705844704","0.07020227770719843","0.07062452439239263","0.05408070585347884","0.05907580801743527","0.04320919335296178","0.03741721862313867","0.04556558773885582","0.04776653969275426","0.0606619867518976","0.03805068244716063","0.03534138073752231","0.043200937829361685","0.05833774050536149","0.06450892009603336","0.07200119741420435","0.04081116366583586","0.04510674357674533","0.050025985666207785","0.04890779547489326","0.0579056745800251","0.03334031085808432","0.030990366411666977","0.05237874100451019","0.05464301809190658","0.0426176839957948","0.04605001997887214","0.05874626467177141","0.044118209753909864","0.04238018128783044","0.05597239574221588","0.056770117343023466","0.027650470143489283"
"5975931","0.12454801955195752","0.07631244001909271","0.0507332628234462","0.06495970515588072","0.05174557538566151","0.0723389559848736","0.0591203625813201","0.07379255693314027","0.04872392811139653","0.04977071349092177","0.07869843074592252","0.07451569831638404","0.0735729009179494","0.0897641854697979","0.09365222898334483","0.09465507208028971","0.06430447805480256","0.07474550902289556","0.0649917550806125","0.055659099602083824","0.07751583918745285","0.06522270968666304","0.08106703071251767","0.05058423173705287","0.05433755919027438","0.05755181501837185","0.08288413106129111","0.07905317391890866","0.08863323027377266","0.050180988356132245","0.05822668342412626","0.0736321346886569","0.05915934808266226","0.0779567725571325","0.03758788854425988","0.039534248356216814","0.077475027419075","0.08057604602453732","0.06466095851740042","0.07050572954964","0.08071615274227015","0.0499549837753184","0.05285270639412705","0.06935271349079625","0.07406186615263251","0.035182750389140975"
