"points","all_attributes","day_period_nswprice_nswdemand","day_period_nswprice_vicprice","day_period_nswprice_vicdemand","day_period_nswprice_transfer","day_period_nswdemand_vicprice","day_period_nswdemand_vicdemand","day_period_nswdemand_transfer","day_period_vicprice_vicdemand","day_period_vicprice_transfer","day_period_vicdemand_transfer","day_nswprice_nswdemand_vicprice","day_nswprice_nswdemand_vicdemand","day_nswprice_nswdemand_transfer","day_nswprice_vicprice_vicdemand","day_nswprice_vicprice_transfer","day_nswprice_vicdemand_transfer","day_nswdemand_vicprice_vicdemand","day_nswdemand_vicprice_transfer","day_nswdemand_vicdemand_transfer","day_vicprice_vicdemand_transfer","period_nswprice_nswdemand_vicprice","period_nswprice_nswdemand_vicdemand","period_nswprice_nswdemand_transfer","period_nswprice_vicprice_vicdemand","period_nswprice_vicprice_transfer","period_nswprice_vicdemand_transfer","period_nswdemand_vicprice_vicdemand","period_nswdemand_vicprice_transfer","period_nswdemand_vicdemand_transfer","period_vicprice_vicdemand_transfer","nswprice_nswdemand_vicprice_vicdemand","nswprice_nswdemand_vicprice_transfer","nswprice_nswdemand_vicdemand_transfer","nswprice_vicprice_vicdemand_transfer","nswdemand_vicprice_vicdemand_transfer"
"1461","0.6112251882272381","0.6112251882272378","0.42026009582477697","0.42026009582477697","0.4202600958247772","0.3921971252566728","0.39219712525667305","0.3921971252566728","0.1526351813826147","0.15263518138261464","0.1526351813826147","0.5242984257357972","0.524298425735797","0.5242984257357968","0.36344969199178645","0.3634496919917864","0.36344969199178656","0.3264887063655031","0.32648870636550315","0.3264887063655029","0.10198494182067078","0.489390828199863","0.4893908281998629","0.4893908281998629","0.30321697467488035","0.3032169746748803","0.3032169746748803","0.2724161533196441","0.2724161533196441","0.272416153319644","0.03969883641341547","0.43258042436687194","0.4325804243668719","0.4325804243668719","0.2840520191649556","0.22792607802874743"
"2922","0.5242984257357952","0.5242984257357945","0.42642026009582423","0.42642026009582423","0.42642026009582423","0.24161533196440738","0.24161533196440757","0.2416153319644074","0.16290212183435998","0.16290212183435998","0.16290212183436","0.4503764544832301","0.4503764544832302","0.45037645448323016","0.3832991101984943","0.3832991101984944","0.3832991101984943","0.16358658453114303","0.16358658453114297","0.16358658453114308","0.11704312114989734","0.39288158795345635","0.39288158795345623","0.39288158795345623","0.34770704996577684","0.3477070499657769","0.3477070499657769","0.12251882272416154","0.12251882272416152","0.12251882272416154","0.06228610540725532","0.34565366187542784","0.3456536618754278","0.34565366187542773","0.3436002737850787","0.08624229979466118"
"4383","0.5181382614647472","0.5181382614647473","0.4024640657084178","0.4024640657084178","0.4024640657084181","0.27515400410677565","0.2751540041067756","0.2751540041067757","0.16906228610540722","0.16906228610540727","0.16906228610540722","0.42436687200547496","0.42436687200547507","0.42436687200547485","0.325119780971937","0.3251197809719371","0.325119780971937","0.20191649555099245","0.20191649555099248","0.20191649555099248","0.11635865845311433","0.32580424366871974","0.3258042436687196","0.32580424366871985","0.25119780971937034","0.25119780971937034","0.2511978097193703","0.13894592744695414","0.13894592744695414","0.13894592744695408","0.059548254620123225","0.2758384668035591","0.27583846680355917","0.27583846680355917","0.23682409308692676","0.10609171800136892"
"5844","0.6988364134154655","0.6988364134154647","0.4517453798767962","0.4517453798767962","0.45174537987679636","0.49007529089664537","0.49007529089664564","0.4900752908966455","0.13757700205338813","0.1375770020533881","0.13757700205338813","0.609856262833675","0.609856262833675","0.6098562628336744","0.3832991101984941","0.38329911019849394","0.38329911019849416","0.4099931553730321","0.4099931553730321","0.4099931553730321","0.09719370294318957","0.572895277207392","0.5728952772073918","0.5728952772073918","0.3559206023271731","0.3559206023271732","0.3559206023271732","0.3990417522245037","0.3990417522245037","0.39904175222450383","0.06707734428473648","0.514031485284052","0.514031485284052","0.5140314852840521","0.3394934976043806","0.3319644079397672"
"7305","0.4818617385352481","0.48186173853524805","0.33059548254620114","0.33059548254620114","0.33059548254620086","0.3230663928815875","0.32306639288158767","0.3230663928815875","0.19507186858316222","0.19507186858316225","0.19507186858316228","0.38740588637919204","0.38740588637919215","0.3874058863791919","0.2676249144421629","0.2676249144421629","0.2676249144421629","0.23956194387405885","0.23956194387405882","0.23956194387405885","0.12046543463381243","0.34839151266255963","0.3483915126625597","0.3483915126625596","0.2395619438740589","0.23956194387405885","0.23956194387405882","0.2149212867898699","0.21492128678986994","0.21492128678986988","0.1403148528405202","0.28199863107460643","0.28199863107460643","0.2819986310746063","0.20944558521560577","0.15468856947296372"
"8766","0.4140999315537292","0.4140999315537289","0.3223819301848048","0.3223819301848048","0.3223819301848047","0.2902121834360024","0.2902121834360026","0.2902121834360025","0.20944558521560575","0.20944558521560583","0.20944558521560577","0.31827515400410655","0.3182751540041065","0.31827515400410644","0.23271731690622863","0.2327173169062286","0.23271731690622863","0.2320328542094456","0.23203285420944558","0.23203285420944564","0.13620807665982199","0.26283367556468173","0.2628336755646817","0.2628336755646817","0.15400410677618073","0.1540041067761807","0.1540041067761807","0.17864476386036962","0.17864476386036962","0.17864476386036965","0.08213552361396304","0.16427104722792607","0.16427104722792607","0.16427104722792607","0.08145106091717999","0.10130047912388773"
"10227","0.5037645448323052","0.5037645448323052","0.3456536618754275","0.3456536618754275","0.3456536618754275","0.37713894592744646","0.37713894592744657","0.3771389459274466","0.17727583846680353","0.17727583846680356","0.17727583846680348","0.4099931553730321","0.4099931553730319","0.40999315537303216","0.28610540725530453","0.2861054072553046","0.2861054072553045","0.31895961670088985","0.31895961670088974","0.31895961670088985","0.11704312114989732","0.3579739904175222","0.35797399041752215","0.35797399041752215","0.23887748117727578","0.23887748117727584","0.23887748117727592","0.2861054072553045","0.28610540725530453","0.28610540725530464","0.09650924024640656","0.3086926762491444","0.3086926762491444","0.30869267624914437","0.2053388090349076","0.25941136208076654"
"11688","0.4859685147159466","0.4859685147159465","0.3196440793976726","0.3196440793976726","0.3196440793976724","0.3470225872689934","0.3470225872689936","0.3470225872689936","0.1683778234086242","0.1683778234086242","0.1683778234086242","0.3655030800821353","0.3655030800821353","0.36550308008213545","0.23682409308692678","0.23682409308692676","0.23682409308692678","0.2676249144421629","0.2676249144421629","0.2676249144421629","0.09650924024640656","0.34839151266255974","0.3483915126625597","0.3483915126625598","0.23956194387405885","0.23956194387405885","0.23956194387405882","0.20123203285420938","0.2012320328542094","0.20123203285420949","0.06160164271047227","0.26557152635181386","0.2655715263518138","0.26557152635181386","0.22518822724161536","0.18275154004106775"
"13149","0.5913757700205323","0.591375770020532","0.35523613963038997","0.35523613963038997","0.35523613963038997","0.42710472279260714","0.4271047227926073","0.4271047227926074","0.21081451060917178","0.21081451060917178","0.2108145106091718","0.49555099247091","0.49555099247091006","0.49555099247091006","0.24229979466119098","0.24229979466119092","0.24229979466119092","0.3333333333333333","0.3333333333333332","0.3333333333333334","0.08418891170431214","0.43874058863791904","0.438740588637919","0.4387405886379188","0.21218343600273784","0.21218343600273787","0.2121834360027378","0.27173169062286096","0.27173169062286107","0.27173169062286107","0.08624229979466119","0.3976728268309378","0.39767282683093774","0.39767282683093774","0.15811088295687886","0.22313483915126622"
"14610","0.6105407255304567","0.6105407255304566","0.5646817248459954","0.5646817248459954","0.564681724845995","0.36344969199178584","0.3634496919917863","0.3634496919917859","0.17453798767967146","0.1745379876796714","0.1745379876796715","0.5715263518138257","0.5715263518138254","0.5715263518138254","0.5338809034907595","0.5338809034907597","0.5338809034907596","0.29979466119096493","0.299794661190965","0.29979466119096493","0.11772758384668036","0.5427789185489388","0.5427789185489388","0.542778918548939","0.5290896646132786","0.5290896646132786","0.5290896646132786","0.2587268993839835","0.2587268993839835","0.25872689938398347","0.09993155373032168","0.5229295003422313","0.5229295003422313","0.5229295003422313","0.5112936344969199","0.21423682409308692"
