"points","all_attributes","date","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"100","0.0","0.96","0.0","0.49","0.08","0.0","0.0","0.0","1.0000000000000007"
"200","0.0","0.92","0.01999999999999999","0.32000000000000006","0.61","0.0","0.0","0.0","0.9800000000000006"
"300","0.0","0.88","0.01999999999999999","0.81","0.68","0.0","0.0","0.0","1.0000000000000004"
"400","0.0","0.84","0.0","0.05000000000000001","0.15000000000000002","0.0","0.0","0.0","0.9900000000000007"
"500","0.0","0.8","0.039999999999999994","0.27","0.38","0.0","0.0","0.0","1.0000000000000004"
"600","0.0","0.76","0.0","0.12","0.18","0.0","0.0","0.0","0.9700000000000006"
"700","0.0","0.8","0.03","0.11000000000000004","0.21000000000000002","0.0","0.0","0.0","1.0000000000000007"
"800","0.0","0.8399999999999999","0.009999999999999995","0.16000000000000003","0.22000000000000003","0.0","0.0","0.0","0.9900000000000007"
"900","0.0","0.88","0.009999999999999995","0.31999999999999995","0.24999999999999997","0.0","0.0","0.0","0.9900000000000007"
"1000","0.0","0.9199999999999999","0.03","0.72","0.38999999999999996","0.0","0.0","0.0","0.9900000000000007"
"1100","0.0","0.96","0.0","0.030000000000000016","0.07999999999999996","0.0","0.0","0.0","0.9800000000000006"
"1200","0.0","1.0","0.039999999999999994","0.06999999999999999","0.47","0.0","0.0","0.0","1.0000000000000004"
"1300","0.0","0.96","0.0","0.19999999999999998","0.43000000000000005","0.0","0.0","0.0","0.9900000000000007"
"1400","0.0","0.92","0.01999999999999999","0.13","0.07999999999999999","0.0","0.0","0.0","0.9900000000000007"
"1500","0.0","0.88","0.01999999999999999","0.25","0.15","0.0","0.0","0.0","1.0000000000000007"
"1600","0.0","0.84","0.0","0.26","0.16999999999999998","0.0","0.0","0.0","1.0000000000000007"
"1700","0.0","0.8","0.039999999999999994","0.34","0.51","0.0","0.0","0.0","1.0000000000000007"
"1800","0.0","0.76","0.0","0.24000000000000002","0.19999999999999998","0.0","0.0","0.0","0.9600000000000006"
"1900","0.0","0.8","0.03","0.32999999999999996","0.26","0.0","0.0","0.0","1.0000000000000007"
"2000","0.0","0.84","0.009999999999999995","0.42000000000000004","0.28","0.0","0.0","0.0","1.0000000000000007"
"2100","0.0","0.88","0.009999999999999995","0.66","0.030000000000000006","0.0","0.0","0.0","0.9900000000000007"
"2200","0.0","0.92","0.03","0.5700000000000001","0.42000000000000004","0.0","0.0","0.0","1.0000000000000007"
"2300","0.0","0.96","0.0","0.33","0.41000000000000003","0.0","0.0","0.0","1.0000000000000007"
"2400","0.0","1.0","0.039999999999999994","0.44","0.07999999999999997","0.0","0.0","0.0","1.0000000000000007"
"2500","0.0","0.96","0.0","0.33000000000000007","0.26","0.0","0.0","0.0","1.0000000000000007"
"2600","0.0","0.9199999999999999","0.01999999999999999","0.18","0.07999999999999997","0.0","0.0","0.0","0.9800000000000006"
