"points","all_attributes","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"27888","0.8879537857177935","0.22437925859262067","0.12303632171627862","0.24542387688939413","0.19253695897014864","0.3267889816919989","0.2743709585035016","0.28498087361233915"
"28224","0.8529297578824995","0.17644601487670625","0.11456746188194017","0.06195884064809913","0.1810840252196242","0.09056066136745716","0.17166857425196658","0.39415555299041954"
"28560","0.7884778805135741","0.21157557198902133","0.13305139535438607","0.18397744394531704","0.38073721103769714","0.1948914471131303","0.4428831434072509","0.2861572802914151"
"28896","0.829326208899823","0.1773072187212396","0.16214512146734728","0.3307533286732348","0.333973615067937","0.4107915638705509","0.15353948952909935","0.44099648205400666"
"29232","0.7901341587129251","0.11799578913693395","0.10377294052073897","0.20521719913231656","0.12846621695692145","0.18536796563949207","0.2921470856280054","0.22215831502157332"
"29568","0.8746621762623782","0.3152883131983387","0.08521167025674192","0.032472847087890666","0.4311318418329333","0.10181561983373294","0.4541846930539958","0.19638731721528485"
"29904","0.7546376579093634","0.15375589475322715","0.07775329628016982","0.2734122426068829","0.1209494712990393","0.20575422925312248","0.1514079799806733","0.15524347446446174"
"30240","0.7257694414428217","0.29391288983411745","0.13777130305501306","0.043408208033640636","0.1854346033713838","0.041880246383655916","0.19008722453359","0.1454249260092408"
"30576","0.7960411529452278","0.2303333300845021","0.109668483459504","0.22037479909459717","0.24711702429336763","0.191650731149469","0.28313699717955043","0.12468340371694141"
"30912","0.7402638496547387","0.12435879489507667","0.10799892526455027","0.12640992820150657","0.2116149406443368","0.15612879450273517","0.12093429120706664","0.11750762263474124"
