"points","all_attributes","day_period_nswprice_nswdemand","day_period_nswprice_vicprice","day_period_nswprice_vicdemand","day_period_nswprice_transfer","day_period_nswdemand_vicprice","day_period_nswdemand_vicdemand","day_period_nswdemand_transfer","day_period_vicprice_vicdemand","day_period_vicprice_transfer","day_period_vicdemand_transfer","day_nswprice_nswdemand_vicprice","day_nswprice_nswdemand_vicdemand","day_nswprice_nswdemand_transfer","day_nswprice_vicprice_vicdemand","day_nswprice_vicprice_transfer","day_nswprice_vicdemand_transfer","day_nswdemand_vicprice_vicdemand","day_nswdemand_vicprice_transfer","day_nswdemand_vicdemand_transfer","day_vicprice_vicdemand_transfer","period_nswprice_nswdemand_vicprice","period_nswprice_nswdemand_vicdemand","period_nswprice_nswdemand_transfer","period_nswprice_vicprice_vicdemand","period_nswprice_vicprice_transfer","period_nswprice_vicdemand_transfer","period_nswdemand_vicprice_vicdemand","period_nswdemand_vicprice_transfer","period_nswdemand_vicdemand_transfer","period_vicprice_vicdemand_transfer","nswprice_nswdemand_vicprice_vicdemand","nswprice_nswdemand_vicprice_transfer","nswprice_nswdemand_vicdemand_transfer","nswprice_vicprice_vicdemand_transfer","nswdemand_vicprice_vicdemand_transfer"
"1461","0.611084341917647","0.6110843419176473","0.42095618652778005","0.42095618652778005","0.42095618652778","0.39206940585142225","0.39206940585142225","0.39206940585142225","0.15242010754046326","0.15242010754046326","0.15242010754046326","0.5243029844801776","0.5243029844801776","0.5243029844801774","0.3618764414072117","0.36187644140721165","0.36187644140721165","0.32646834816435166","0.32646834816435166","0.3264683481643518","0.10171363093860769","0.4887632031470786","0.4887632031470786","0.48876320314707855","0.3016231348843343","0.3016231348843343","0.3016231348843343","0.27270331416158966","0.27270331416158966","0.2727033141615896","0.04061706098183439","0.4325675953216633","0.4325675953216632","0.4325675953216632","0.28640635339793474","0.22900405405461535"
"2922","0.525589461715704","0.5255894617157041","0.42088720950070496","0.42088720950070496","0.4208872095007049","0.24197398968360134","0.24197398968360134","0.24197398968360134","0.15244629124958234","0.15244629124958234","0.15244629124958234","0.44746295261115265","0.44746295261115243","0.4474629526111525","0.3796482592776301","0.3796482592776301","0.37964825927763013","0.16807132927273863","0.1680713292727386","0.16807132927273868","0.10955779297828658","0.390523870387561","0.39052387038756087","0.3905238703875609","0.33189790060743846","0.33189790060743846","0.33189790060743846","0.11775305846184396","0.11775305846184396","0.11775305846184395","0.013612990133399573","0.35023361867118086","0.3502336186711808","0.35023361867118086","0.3197306347590259","0.08178804438142548"
"4383","0.5230797824754294","0.5230797824754299","0.40271437261390347","0.40271437261390347","0.4027143726139034","0.27610888561409663","0.2761088856140966","0.2761088856140966","0.16998054474994417","0.16998054474994417","0.16998054474994417","0.42401591618269474","0.4240159161826948","0.42401591618269474","0.3217531613216261","0.3217531613216262","0.3217531613216262","0.19853368979027736","0.19853368979027733","0.19853368979027736","0.10422201052348673","0.3230830668452917","0.32308306684529176","0.3230830668452917","0.24127576579027732","0.24127576579027732","0.24127576579027732","0.14900376774163376","0.14900376774163376","0.1490037677416338","0.05145070429867423","0.266666747467934","0.26666674746793406","0.26666674746793406","0.21180856787571886","0.1256696535609979"
"5844","0.6995841877935554","0.699584187793554","0.4537565425921454","0.4537565425921454","0.4537565425921455","0.49037383517188193","0.4903738351718822","0.49037383517188204","0.13942949872006954","0.13942949872006954","0.1394294987200696","0.6100865013196546","0.6100865013196544","0.6100865013196544","0.3888402964742814","0.38884029647428137","0.3888402964742815","0.4107657298549462","0.4107657298549462","0.4107657298549463","0.09413955736083357","0.5722920343058491","0.5722920343058489","0.5722920343058491","0.3586711577745751","0.35867115777457514","0.35867115777457514","0.39748282516443056","0.39748282516443056","0.39748282516443056","0.06150888814681503","0.5146321602130386","0.5146321602130386","0.5146321602130386","0.3449388183831684","0.33679250294232266"
"7305","0.4739413217869419","0.47394132178694187","0.31331795169733134","0.31331795169733134","0.3133179516973314","0.3162798801464785","0.31627988014647856","0.3162798801464784","0.17122929691714595","0.17122929691714595","0.17122929691714592","0.38079242820439646","0.3807924282043964","0.3807924282043963","0.23589023250478897","0.23589023250478894","0.23589023250478897","0.23336010397978196","0.23336010397978196","0.23336010397978196","0.08742757816008045","0.3314661645997742","0.33146616459977424","0.3314661645997742","0.21433637362721072","0.21433637362721072","0.21433637362721075","0.20819491059251344","0.20819491059251344","0.20819491059251344","0.08788164270389388","0.25183032481399636","0.25183032481399636","0.25183032481399636","0.1971388397232603","0.14447561272067355"
"8766","0.4135500257191317","0.4135500257191317","0.3211726723173872","0.3211726723173872","0.3211726723173872","0.29014298091334745","0.29014298091334745","0.2901429809133475","0.20626932248092655","0.20626932248092655","0.20626932248092655","0.31731949291002637","0.31731949291002637","0.31731949291002626","0.22916488698353435","0.22916488698353432","0.22916488698353435","0.23013021279285878","0.23013021279285875","0.23013021279285878","0.1320428785661967","0.26175846757109406","0.261758467571094","0.261758467571094","0.1575384261767287","0.1575384261767287","0.1575384261767287","0.1782628399044813","0.1782628399044813","0.17826283990448127","0.07302414776000109","0.16183452336030335","0.16183452336030335","0.16183452336030335","0.0853484526461679","0.10207570528862552"
"10227","0.5033245545612892","0.5033245545612892","0.33581195946012443","0.33581195946012443","0.33581195946012443","0.37750114871618295","0.377501148716183","0.3775011487161829","0.16658495490386982","0.16658495490386982","0.16658495490386988","0.397584188887692","0.3975841888876922","0.397584188887692","0.2768498171393383","0.2768498171393383","0.2768498171393383","0.3017100108623591","0.3017100108623591","0.30171001086235916","0.10071770609771857","0.3583893084889442","0.35838930848894424","0.35838930848894424","0.23235573590854808","0.23235573590854802","0.23235573590854808","0.2931644688739359","0.2931644688739359","0.2931644688739359","0.07478404205205796","0.2900765406430452","0.2900765406430452","0.2900765406430452","0.19467224690486196","0.2569798772587608"
"11688","0.48937146219727107","0.489371462197271","0.321540134079648","0.321540134079648","0.3215401340796479","0.34664452589507405","0.3466445258950742","0.3466445258950742","0.16428941528079152","0.16428941528079158","0.16428941528079155","0.36371998566815","0.3637199856681501","0.36371998566815006","0.2436564324758581","0.2436564324758581","0.2436564324758581","0.2572032363616575","0.25720323636165754","0.2572032363616575","0.09813492370456828","0.34781962189580096","0.34781962189580107","0.34781962189580107","0.23688115971512314","0.23688115971512314","0.23688115971512314","0.20086225313343903","0.20086225313343903","0.20086225313343903","0.0653360971949298","0.272239592323692","0.27223959232369205","0.272239592323692","0.22931444765316744","0.18531364735687722"
"13149","0.5909375945560181","0.590937594556018","0.3554475972696163","0.3554475972696163","0.3554475972696162","0.4272407347123726","0.42724073471237256","0.42724073471237245","0.2120939222994767","0.2120939222994767","0.2120939222994767","0.4955745111594392","0.49557451115943935","0.4955745111594392","0.240607911795716","0.24060791179571595","0.240607911795716","0.33315215085615957","0.33315215085615957","0.33315215085615957","0.08356088935728948","0.43792337622896704","0.43792337622896715","0.43792337622896715","0.21070403265261436","0.21070403265261436","0.21070403265261434","0.2699978686469459","0.2699978686469459","0.2699978686469459","0.0845991772241519","0.39820408021041115","0.3982040802104111","0.3982040802104111","0.15798802065343154","0.22232577752897736"
"14610","0.6012802880477792","0.6012802880477794","0.5541624904332275","0.5541624904332275","0.5541624904332276","0.3701220940455935","0.3701220940455936","0.3701220940455935","0.161838468445549","0.161838468445549","0.16183846844554897","0.5557855224396511","0.5557855224396511","0.5557855224396513","0.5173780803825019","0.517378080382502","0.5173780803825019","0.29560704910864855","0.29560704910864855","0.29560704910864855","0.08231734612317759","0.5321275373974047","0.5321275373974048","0.5321275373974046","0.5146846689155985","0.5146846689155985","0.5146846689155985","0.26769633515656605","0.267696335156566","0.26769633515656605","0.0678631649156356","0.5109784038301702","0.5109784038301702","0.5109784038301702","0.5028301412891615","0.21106099788569874"
"16071","0.48494628942516416","0.45858237904479243","0.38392462728857296","0.383924627288573","0.3839246272885731","0.3492588168108858","0.34925881681088583","0.3492588168108858","0.2265802793654914","0.22658027936549135","0.22658027936549135","0.38271756151442515","0.38271756151442526","0.3827175615144253","0.3038412626719637","0.3038412626719637","0.30384126267196365","0.23451356918685612","0.2345135691868561","0.23451356918685612","0.16356078086991854","0.3365844203916133","0.3365844203916134","0.3365844203916134","0.2716715876322928","0.27167158763229293","0.27167158763229293","0.22187120229225432","0.22187120229225435","0.22187120229225427","0.1275796539199606","0.27678558347739507","0.2767855834773951","0.2767855834773951","0.21374547217868714","0.1583842850370915"
"17532","0.9910990058661154","0.707848748938776","0.9437546343440423","0.9441686176609403","0.9610663087072813","0.9590893149974447","0.9605609254791794","0.9780980559129837","0.9413279616802581","0.9572497669662776","0.9642661612794732","0.9541730914914166","0.9571407320723772","0.9733921054078828","0.9441717975998747","0.9512422592153373","0.9652312808090968","0.9559386785602764","0.9733538487392686","0.9754516699786008","0.9625651035598921","0.9431919206722723","0.9460485796075825","0.9492085434830907","0.9390250945925507","0.9393805028238658","0.9457118271676832","0.9459724718845253","0.9472645888606933","0.9471964634721968","0.939533963826628","0.9431328395106513","0.9457248529904614","0.947760210322152","0.9430115872242305","0.9437300119194664"
"18993","0.8624181971661216","0.7246137886797841","0.6168320407131436","0.6838025259289244","0.6531525954956454","0.6660247104218862","0.48686540878685325","0.6294191507460787","0.6286189339009303","0.6167380470869746","0.5394518924542245","0.7199159176158261","0.7143025828882175","0.741093652804087","0.6791683801613202","0.6446859315577038","0.6878173630390323","0.6497939416963961","0.7270047760775131","0.5881900231057177","0.6606397293756567","0.6960692981022201","0.7106530902385226","0.724234560616511","0.6474569312909808","0.5935067455462899","0.6631212689306178","0.663650418322471","0.7039970841004646","0.5708029529258289","0.6394714375715543","0.7014407873016846","0.7012649621715545","0.6915515808329669","0.6512950671582343","0.6891191798414438"
"20454","0.7442304711610731","0.4977747997677603","0.45716483773799144","0.4958172302166727","0.531295021993127","0.46860450176809104","0.3710810576988783","0.5004635875191361","0.47287324384141105","0.511986609299441","0.49898146729655324","0.42005306435716755","0.477565907321126","0.5151137006473169","0.4632064838036717","0.46173576136328787","0.5442686058318734","0.4500527198933024","0.49064223868622087","0.4792237819392339","0.5355807297379007","0.4407060347359041","0.45480959792582354","0.48668934570395556","0.45162371443199273","0.42018497180335845","0.5095783238884108","0.4306937667454241","0.4672903129643369","0.4595982648788587","0.4980251547203473","0.42368936272778956","0.4025791894305994","0.4733384229314379","0.47957523362257837","0.46445812196928427"
"21915","0.7407601272292669","0.5364180501132387","0.4670945616914352","0.4916019242002487","0.5719216423693909","0.48294187068573297","0.43476392643479966","0.5326249655076775","0.4102839676916667","0.4679469149435288","0.46487836250131076","0.4999633559493619","0.5086980297079128","0.5625202832876621","0.4221903390407925","0.481816768567806","0.5223689412814312","0.4374558045122574","0.5084383932455703","0.4682163589812435","0.43657916050846735","0.42870682231228635","0.45199003189414355","0.4952285742859235","0.3913367121631981","0.418182732951843","0.46918291375970433","0.37815755597454487","0.42534549599527594","0.41818880872896474","0.3670093122164573","0.41421420539789894","0.4444199751875586","0.4786865149765787","0.40824827386924684","0.3997847537687676"
"23376","0.8734430111040801","0.5886500394615115","0.49982552496143917","0.5781318766332779","0.7308031990517099","0.5402441166180105","0.5345758636566409","0.6622492174414634","0.53115597293578","0.6834547030299369","0.6666808021133251","0.5160341394570542","0.5687502260391848","0.723428486522846","0.5157864358328866","0.6720654125121753","0.7535233059640686","0.5318095849715989","0.6819003081419","0.6683471153130236","0.7305696440395336","0.46613966710511434","0.5263453631016632","0.6665221200824337","0.4630941502908733","0.6003845438563112","0.687465903851481","0.5008879580868085","0.6381597918578391","0.6462567320327353","0.6766767270358287","0.464187207044648","0.6235608418346834","0.6811336661371803","0.6649619148206722","0.6641576773335487"
"24837","0.7781984673578402","0.5305265149468684","0.4290269832928493","0.5118587353557775","0.5590419024660074","0.5222224945527418","0.4417506552941149","0.563044996434741","0.5035761923144593","0.5179767714330796","0.5124072120126361","0.4815814762634488","0.5269332844735963","0.6183589126899345","0.45236502328961165","0.46300614484595926","0.5511937323785439","0.5257090253764216","0.5949133734989972","0.5425617380430807","0.5261322080255668","0.4371169860912049","0.5048175982673542","0.5103074625416458","0.44146299999187816","0.3844501813568077","0.48069780120011185","0.5079402180475586","0.5036924915502168","0.47508977097765126","0.4678112292115032","0.4691511600610849","0.44768241762447714","0.4992924363512442","0.4270589414018392","0.4968849204641166"
"26298","0.7506057497841114","0.5090038749732992","0.4305598810394117","0.4934451431876403","0.5647066107979444","0.4962827983632395","0.4288034710107683","0.520007188773138","0.48248343138901445","0.5382463971999101","0.48674879602685234","0.4824072723337978","0.5159864665439176","0.5977068295141907","0.4494071215312203","0.48903683796813574","0.5384478125293388","0.5149827639641004","0.5895417218953948","0.5036718431382108","0.5343548468191859","0.4213945665482347","0.46361955127697374","0.5400733243471","0.4096302742359945","0.43450870216928966","0.4855445675192076","0.4677847865309154","0.5371753035923501","0.4739288262300605","0.4814754323249644","0.44654728252623754","0.5087404185020913","0.5143264141230858","0.4580604937018248","0.5176334011148095"
"27759","0.8377935282678889","0.5808654452131702","0.4883388204137541","0.5196597941033604","0.6747793242330302","0.5804235057004018","0.4769439073200388","0.670843356138014","0.549776810137528","0.6659079032714719","0.6695256380658676","0.5371027236376771","0.5459544677911461","0.7050190742727291","0.4992706791576176","0.5929531096374047","0.7070877415388573","0.5517192628809471","0.7015478711887747","0.6748702591514435","0.7072300712287545","0.4842142608499891","0.495634344496109","0.662610322580294","0.46293429985761203","0.5702399132826945","0.6790791131254232","0.5103091284877812","0.6607484978718281","0.6183069399742049","0.6796141933012371","0.46665105873576346","0.6223661078971301","0.6632839613363846","0.6397689623119007","0.6514044784148563"
"29220","0.7228360191253144","0.4436527041963503","0.3095699166487448","0.46463158515073827","0.47345155328703536","0.43333656273686916","0.4816426088317759","0.5144731260534325","0.4444152557504287","0.4376782780801217","0.5455651618393829","0.37091399969950534","0.4796438694935988","0.5146814584411936","0.37516549749154493","0.3825292607267642","0.52230841277321","0.46896698336071657","0.48903108573430254","0.555637690746501","0.4949226414986093","0.27430135872927125","0.3599570631443848","0.42341451805518693","0.3246683918501517","0.31010685397363663","0.49140791056672006","0.362542942150861","0.4109679981701722","0.49280996300412927","0.4661779669204019","0.3137281969927325","0.3213979314695941","0.4675422506820547","0.40141937699031915","0.44324721330524885"
"30681","0.6706275835707824","0.4717407238212622","0.3879750480465447","0.47589140453299156","0.472349216896477","0.4571307953833725","0.4813792037096246","0.4795392967030041","0.46989079281270163","0.45418851922773296","0.468080978855265","0.44438509382639757","0.49481286503718547","0.5145313792716953","0.42752769168719357","0.40077621016819887","0.4733775108520925","0.4874042565929776","0.4940064395027013","0.4959283792187878","0.4525512440025727","0.33206840179282315","0.3710774495926258","0.38899906959027397","0.3203209981509374","0.2866378323560863","0.35226317857163697","0.36723723689161614","0.37893666610070287","0.3611300218879602","0.35859909278026086","0.33415406705883377","0.3693761830697279","0.3699916001596027","0.3190318869760064","0.3743778675420416"
"32142","0.7113902372898149","0.45611969793692453","0.38383191504887804","0.42918565977494394","0.5455870685118576","0.46405415369907055","0.4332646704991352","0.5610386155091361","0.43247617782364056","0.5199400502378024","0.5422208140418463","0.42224970828345887","0.46344107344705276","0.572304572631535","0.41348609294309924","0.462039232210557","0.5673020609490911","0.46029474969001327","0.548852889303822","0.5446275806738234","0.5400272192320472","0.33504611451782584","0.3549978486935057","0.497809938521369","0.3462956217189187","0.4044905235989314","0.5054237824714257","0.373381045660211","0.4811022109285523","0.4920283715474384","0.4833717856087834","0.34049663291904253","0.4547369982292922","0.49060300583718003","0.4676461188597284","0.47984995301780287"
"33603","0.7607151367183991","0.44193701762607024","0.34155957934943787","0.4412023668213546","0.5591869209380184","0.44199531890323085","0.4689032555690799","0.5485692564242237","0.4500619563684809","0.5572987142072383","0.5659024739563829","0.33636894437959886","0.4469024535107513","0.5634151866261167","0.35884537767987557","0.41894979146071226","0.5541804514241048","0.44758763149715286","0.5591583363511424","0.5862578248609995","0.560050502688189","0.29928294563786084","0.4095732102954691","0.4740738309352643","0.3315554273312666","0.36259317908805044","0.4822383138444145","0.40703391772091546","0.4615550731880699","0.4781912460731823","0.47579450099612025","0.3112173210531459","0.38106516329105034","0.479336954230628","0.40562262889461487","0.47952274982556364"
"35064","0.7790648239333109","0.6051369058166447","0.48496201635336955","0.558519643655301","0.6094911705319865","0.5833789350858702","0.5052049204630163","0.5551153624291176","0.5419017430740634","0.5927248604894029","0.4830165422801309","0.548332387264826","0.5815244680153882","0.6221899677368525","0.5159265787802019","0.5478069025226038","0.590234638284769","0.5606326933009357","0.6071406545355817","0.49216635782025575","0.5746995314593835","0.5065039428997047","0.5337453504078005","0.5604079555166239","0.4414534831200889","0.4756982710653114","0.5156082960834846","0.5257844859454388","0.5442204876555221","0.46928571911558054","0.4985838079195837","0.48795792167488206","0.4878891555634348","0.5329040155721927","0.46571705722757134","0.5201677656804863"
"36525","0.7660887911149796","0.5921888311768172","0.4789482081446057","0.5350110484711653","0.5280229510623465","0.5681282847917712","0.49024153866929426","0.5371182566716315","0.5248161023020765","0.5010868052465838","0.4381324064898131","0.5333703261745542","0.56536299601205","0.5788065309800745","0.4888880789524389","0.443439901533988","0.521593477277047","0.5601618249708636","0.5558176374933672","0.4944940080712282","0.5021342579884431","0.4672291970790897","0.5054498321041789","0.5035393715437785","0.43937547787030906","0.3760462469340208","0.43783315435372533","0.4957427851104179","0.4951877927574237","0.4658244118652435","0.43511903734870117","0.47492398159872135","0.4465714066449301","0.4828557620625122","0.4114675555401101","0.4818626831077673"
"37986","0.7581051197834803","0.5887533023400912","0.5545288436754063","0.5886824788008709","0.6217732000714372","0.5231579112215978","0.3867775434240057","0.46962096272788034","0.5369397149689781","0.5613203192543876","0.4829887889972651","0.544206741774138","0.5677246770853348","0.5865911386898035","0.5397224325469581","0.5521633877109262","0.5768410438287243","0.5123656378028197","0.5311012636014266","0.4539997183302245","0.5315177259415172","0.4956003635746777","0.5280117287894966","0.5524658770128121","0.5106939552468308","0.5198939687775541","0.5625312850576863","0.4813272463701584","0.5100529424832898","0.43386103830350775","0.5147472115497851","0.5028856712613891","0.49271366554388074","0.5281735999173538","0.5075337142165387","0.47639624915316986"
"39447","0.773447016146848","0.5373601956705534","0.3808658331208886","0.466042746879977","0.5046752464952615","0.47643739798349044","0.46489447734536293","0.5433574254039002","0.40027794197283206","0.4411997492968991","0.5115557637275212","0.4993573606167604","0.5174665347013304","0.5723257380605268","0.41482150769174464","0.3890397170118529","0.5188648561407015","0.47233173113915494","0.5088983251398638","0.5150482529610534","0.46352725649912896","0.44045124989369366","0.4762830277957739","0.49016513083941493","0.3636496849335333","0.3228718834291735","0.4424251477137976","0.45992069978598804","0.4739434285984954","0.4921293595864316","0.39945008569424145","0.4594429098638776","0.44344636434578444","0.49779710571102653","0.3826459848943416","0.48573962097788126"
