"points","all_attributes","day_period_nswprice","day_period_nswdemand","day_period_vicprice","day_period_vicdemand","day_period_transfer","day_nswprice_nswdemand","day_nswprice_vicprice","day_nswprice_vicdemand","day_nswprice_transfer","day_nswdemand_vicprice","day_nswdemand_vicdemand","day_nswdemand_transfer","day_vicprice_vicdemand","day_vicprice_transfer","day_vicdemand_transfer","period_nswprice_nswdemand","period_nswprice_vicprice","period_nswprice_vicdemand","period_nswprice_transfer","period_nswdemand_vicprice","period_nswdemand_vicdemand","period_nswdemand_transfer","period_vicprice_vicdemand","period_vicprice_transfer","period_vicdemand_transfer","nswprice_nswdemand_vicprice","nswprice_nswdemand_vicdemand","nswprice_nswdemand_transfer","nswprice_vicprice_vicdemand","nswprice_vicprice_transfer","nswprice_vicdemand_transfer","nswdemand_vicprice_vicdemand","nswdemand_vicprice_transfer","nswdemand_vicdemand_transfer","vicprice_vicdemand_transfer"
"336","0.7440476190476174","0.6666666666666659","0.23809523809523803","0.0","0.0","0.0","0.6636904761904757","0.6011904761904762","0.601190476190476","0.6011904761904763","0.18154761904761907","0.181547619047619","0.18154761904761907","0.0","0.0","0.0","0.6130952380952378","0.5744047619047619","0.5744047619047619","0.5744047619047619","0.16964285714285715","0.1696428571428571","0.1696428571428571","0.0","0.0","0.0","0.5833333333333333","0.5833333333333334","0.5833333333333333","0.5744047619047619","0.5744047619047619","0.5744047619047619","0.1517857142857143","0.1517857142857143","0.1517857142857143","0.0"
"672","0.42857142857142794","0.3244047619047618","0.18749999999999986","0.0","0.0","0.0","0.357142857142857","0.29464285714285715","0.2946428571428571","0.2946428571428571","0.1279761904761905","0.12797619047619044","0.12797619047619044","0.0","0.0","0.0","0.2648809523809523","0.16369047619047622","0.16369047619047622","0.16369047619047622","0.12797619047619052","0.12797619047619047","0.1279761904761905","0.0","0.0","0.0","0.23809523809523808","0.23809523809523808","0.2380952380952381","0.08035714285714285","0.08035714285714285","0.08035714285714285","0.08333333333333336","0.08333333333333334","0.08333333333333336","0.0"
"1008","0.7142857142857129","0.6428571428571422","0.15476190476190468","0.0","0.0","0.0","0.6785714285714284","0.601190476190476","0.6011904761904763","0.6011904761904762","0.11011904761904762","0.11011904761904763","0.11011904761904757","0.0","0.0","0.0","0.6071428571428571","0.6041666666666666","0.6041666666666666","0.6041666666666667","0.07738095238095238","0.0773809523809524","0.0773809523809524","0.0","0.0","0.0","0.5952380952380951","0.5952380952380953","0.5952380952380952","0.5863095238095237","0.5863095238095237","0.5863095238095238","0.02083333333333333","0.02083333333333333","0.02083333333333333","0.0"
"1344","0.4851190476190467","0.33333333333333304","0.2291666666666664","0.0","0.0","0.0","0.36309523809523797","0.244047619047619","0.24404761904761904","0.24404761904761904","0.1339285714285714","0.1339285714285714","0.1339285714285714","0.0","0.0","0.0","0.30952380952380937","0.21428571428571425","0.21428571428571427","0.21428571428571427","0.11011904761904759","0.1101190476190476","0.11011904761904762","0.0","0.0","0.0","0.21130952380952378","0.2113095238095238","0.2113095238095238","0.14583333333333331","0.14583333333333331","0.14583333333333331","0.035714285714285726","0.035714285714285726","0.035714285714285726","0.0"
"1680","0.7708333333333318","0.666666666666666","0.37499999999999956","0.0","0.0","0.0","0.7142857142857137","0.601190476190476","0.6011904761904762","0.6011904761904762","0.32738095238095233","0.3273809523809523","0.32738095238095233","0.0","0.0","0.0","0.651785714285714","0.5714285714285713","0.5714285714285714","0.5714285714285714","0.2857142857142857","0.2857142857142857","0.2857142857142857","0.0","0.0","0.0","0.6130952380952382","0.6130952380952381","0.6130952380952381","0.5535714285714286","0.5535714285714286","0.5535714285714286","0.2589285714285714","0.2589285714285714","0.2589285714285714","0.0"
"2016","0.7559523809523794","0.6607142857142849","0.2678571428571426","0.0","0.0","0.0","0.6874999999999993","0.5952380952380953","0.5952380952380952","0.5952380952380952","0.22321428571428562","0.22321428571428567","0.2232142857142857","0.0","0.0","0.0","0.5892857142857143","0.5178571428571428","0.5178571428571429","0.5178571428571429","0.19940476190476186","0.19940476190476192","0.19940476190476186","0.0","0.0","0.0","0.5119047619047619","0.5119047619047619","0.5119047619047618","0.49404761904761907","0.49404761904761907","0.49404761904761907","0.17857142857142852","0.17857142857142855","0.17857142857142855","0.0"
"2352","0.6369047619047606","0.5714285714285707","0.16369047619047614","0.0","0.0","0.0","0.5624999999999994","0.5089285714285714","0.5089285714285714","0.5089285714285715","0.1220238095238095","0.12202380952380948","0.12202380952380948","0.0","0.0","0.0","0.4999999999999998","0.4196428571428572","0.4196428571428572","0.4196428571428572","0.125","0.125","0.12499999999999997","0.0","0.0","0.0","0.4374999999999999","0.43749999999999994","0.4375","0.3928571428571428","0.3928571428571428","0.3928571428571428","0.10416666666666664","0.10416666666666664","0.10416666666666664","0.0"
"2688","0.583333333333332","0.526785714285714","0.14285714285714274","0.0","0.0","0.0","0.5327380952380948","0.49404761904761907","0.49404761904761907","0.4940476190476189","0.10119047619047619","0.10119047619047618","0.10119047619047619","0.0","0.0","0.0","0.41369047619047605","0.33035714285714285","0.33035714285714285","0.33035714285714285","0.07440476190476188","0.07440476190476188","0.0744047619047619","0.0","0.0","0.0","0.36607142857142855","0.3660714285714286","0.3660714285714285","0.31845238095238093","0.31845238095238093","0.31845238095238093","0.041666666666666664","0.041666666666666664","0.041666666666666664","0.0"
"3024","0.6547619047619033","0.5892857142857134","0.19642857142857123","0.0","0.0","0.0","0.5952380952380948","0.5148809523809523","0.5148809523809524","0.5148809523809523","0.17261904761904762","0.1726190476190476","0.17261904761904764","0.0","0.0","0.0","0.4672619047619046","0.369047619047619","0.36904761904761907","0.36904761904761907","0.1607142857142857","0.16071428571428573","0.16071428571428567","0.0","0.0","0.0","0.4166666666666668","0.4166666666666667","0.41666666666666663","0.36904761904761907","0.36904761904761907","0.36904761904761907","0.14583333333333331","0.14583333333333331","0.14583333333333331","0.0"
"3360","0.7083333333333317","0.6369047619047613","0.1994047619047617","0.0","0.0","0.0","0.642857142857142","0.5654761904761904","0.5654761904761905","0.5654761904761904","0.15476190476190477","0.15476190476190477","0.15476190476190474","0.0","0.0","0.0","0.5386904761904759","0.4613095238095237","0.4613095238095238","0.46130952380952367","0.11011904761904762","0.11011904761904762","0.11011904761904762","0.0","0.0","0.0","0.46726190476190477","0.4672619047619047","0.46726190476190477","0.44345238095238093","0.44345238095238093","0.44345238095238093","0.05654761904761904","0.05654761904761904","0.05654761904761904","0.0"
