"points","all_attributes","date_day_period_nswprice","date_day_period_nswdemand","date_day_period_vicprice","date_day_period_vicdemand","date_day_period_transfer","date_day_nswprice_nswdemand","date_day_nswprice_vicprice","date_day_nswprice_vicdemand","date_day_nswprice_transfer","date_day_nswdemand_vicprice","date_day_nswdemand_vicdemand","date_day_nswdemand_transfer","date_day_vicprice_vicdemand","date_day_vicprice_transfer","date_day_vicdemand_transfer","date_period_nswprice_nswdemand","date_period_nswprice_vicprice","date_period_nswprice_vicdemand","date_period_nswprice_transfer","date_period_nswdemand_vicprice","date_period_nswdemand_vicdemand","date_period_nswdemand_transfer","date_period_vicprice_vicdemand","date_period_vicprice_transfer","date_period_vicdemand_transfer","date_nswprice_nswdemand_vicprice","date_nswprice_nswdemand_vicdemand","date_nswprice_nswdemand_transfer","date_nswprice_vicprice_vicdemand","date_nswprice_vicprice_transfer","date_nswprice_vicdemand_transfer","date_nswdemand_vicprice_vicdemand","date_nswdemand_vicprice_transfer","date_nswdemand_vicdemand_transfer","date_vicprice_vicdemand_transfer","day_period_nswprice_nswdemand","day_period_nswprice_vicprice","day_period_nswprice_vicdemand","day_period_nswprice_transfer","day_period_nswdemand_vicprice","day_period_nswdemand_vicdemand","day_period_nswdemand_transfer","day_period_vicprice_vicdemand","day_period_vicprice_transfer","day_period_vicdemand_transfer","day_nswprice_nswdemand_vicprice","day_nswprice_nswdemand_vicdemand","day_nswprice_nswdemand_transfer","day_nswprice_vicprice_vicdemand","day_nswprice_vicprice_transfer","day_nswprice_vicdemand_transfer","day_nswdemand_vicprice_vicdemand","day_nswdemand_vicprice_transfer","day_nswdemand_vicdemand_transfer","day_vicprice_vicdemand_transfer","period_nswprice_nswdemand_vicprice","period_nswprice_nswdemand_vicdemand","period_nswprice_nswdemand_transfer","period_nswprice_vicprice_vicdemand","period_nswprice_vicprice_transfer","period_nswprice_vicdemand_transfer","period_nswdemand_vicprice_vicdemand","period_nswdemand_vicprice_transfer","period_nswdemand_vicdemand_transfer","period_vicprice_vicdemand_transfer","nswprice_nswdemand_vicprice_vicdemand","nswprice_nswdemand_vicprice_transfer","nswprice_nswdemand_vicdemand_transfer","nswprice_vicprice_vicdemand_transfer","nswdemand_vicprice_vicdemand_transfer"
"1461","0.2905073839215465","0.22607809878169915","0.2124061263335459","0.13950529664082026","0.1395052966408203","0.1395052966408203","0.20540627835801667","0.14310527334003603","0.14310527334003603","0.14310527334003606","0.13807394607080462","0.13807394607080462","0.13807394607080464","0.09527848729743293","0.09527848729743296","0.09527848729743296","0.16263351268325646","0.07777397876115213","0.07777397876115213","0.07777397876115213","0.12392442839624049","0.1239244283962405","0.1239244283962405","0.040184589466438644","0.040184589466438644","0.040184589466438644","0.1166068819026133","0.1166068819026133","0.1166068819026133","0.05248033899602875","0.05248033899602875","0.05248033899602875","0.07293401636818336","0.07293401636818336","0.07293401636818336","0.011635865845311455","0.2905073839215467","0.22607809878169913","0.22607809878169918","0.22607809878169913","0.21240612633354602","0.21240612633354583","0.21240612633354602","0.1395052966408203","0.1395052966408203","0.1395052966408203","0.20540627835801664","0.20540627835801667","0.20540627835801664","0.14310527334003606","0.14310527334003603","0.14310527334003603","0.1380739460708046","0.13807394607080462","0.13807394607080467","0.09527848729743296","0.16263351268325643","0.16263351268325643","0.16263351268325643","0.07777397876115213","0.07777397876115213","0.07777397876115213","0.12392442839624049","0.12392442839624049","0.1239244283962405","0.040184589466438644","0.1166068819026133","0.1166068819026133","0.1166068819026133","0.05248033899602875","0.07293401636818336"
"2922","0.24384270788931664","0.1737761156453283","0.19458097090108578","0.14140731882004984","0.14140731882004984","0.14140731882004984","0.2003585823952273","0.14183892277268553","0.1418389227726855","0.14183892277268553","0.13249399020030075","0.1324939902003008","0.13249399020030078","0.10141740476183844","0.10141740476183843","0.10141740476183843","0.11743062737885226","0.10288513226833275","0.10288513226833275","0.10288513226833275","0.10018602145674672","0.10018602145674672","0.10018602145674671","0.05989231437099962","0.05989231437099962","0.05989231437099962","0.10966933147123778","0.10966933147123777","0.10966933147123775","0.10548656768598669","0.10548656768598669","0.10548656768598667","0.07594373850650979","0.07594373850650979","0.07594373850650979","0.06228610540725529","0.24384270788931664","0.17377611564532824","0.17377611564532838","0.17377611564532824","0.1945809709010857","0.1945809709010858","0.19458097090108564","0.14140731882004987","0.14140731882004984","0.1414073188200498","0.20035858239522744","0.20035858239522736","0.2003585823952274","0.1418389227726855","0.14183892277268553","0.14183892277268548","0.13249399020030078","0.13249399020030073","0.13249399020030078","0.10141740476183843","0.11743062737885226","0.11743062737885226","0.11743062737885228","0.10288513226833275","0.10288513226833275","0.10288513226833275","0.1001860214567467","0.10018602145674672","0.10018602145674672","0.05989231437099962","0.10966933147123777","0.10966933147123777","0.10966933147123778","0.10548656768598669","0.07594373850650979"
"4383","0.2425678925037237","0.18497657863224273","0.20315298743468269","0.14402670202017048","0.1440267020201705","0.1440267020201705","0.17836113076361215","0.1385713613249518","0.1385713613249518","0.13857136132495182","0.14306420376510334","0.14306420376510331","0.14306420376510334","0.08631527334414824","0.08631527334414824","0.08631527334414824","0.11565033135651956","0.091429282096022","0.091429282096022","0.091429282096022","0.10242987484825429","0.10242987484825429","0.10242987484825428","0.05486548053420259","0.054865480534202586","0.054865480534202586","0.08135713484477544","0.08135713484477544","0.08135713484477543","0.05796249503112776","0.05796249503112776","0.05796249503112776","0.0883836435787889","0.08838364357878892","0.0883836435787889","0.056810403832991074","0.2425678925037236","0.18497657863224282","0.18497657863224273","0.1849765786322428","0.2031529874346825","0.20315298743468266","0.20315298743468252","0.14402670202017054","0.14402670202017048","0.14402670202017048","0.17836113076361212","0.17836113076361204","0.17836113076361215","0.1385713613249518","0.1385713613249518","0.13857136132495176","0.14306420376510331","0.14306420376510337","0.14306420376510334","0.08631527334414824","0.11565033135651955","0.11565033135651955","0.11565033135651955","0.091429282096022","0.091429282096022","0.091429282096022","0.10242987484825429","0.10242987484825429","0.10242987484825428","0.05486548053420259","0.08135713484477544","0.08135713484477544","0.08135713484477543","0.05796249503112776","0.0883836435787889"
"5844","0.3526916779732637","0.21711757487965788","0.27900269631357055","0.1211773447523541","0.12117734475235409","0.1211773447523541","0.24715280158418937","0.14807190384032168","0.14807190384032165","0.14807190384032165","0.19235562991681207","0.19235562991681204","0.1923556299168121","0.06789787041452665","0.06789787041452663","0.06789787041452663","0.24201945072465422","0.11685833591970676","0.11685833591970676","0.11685833591970676","0.19038176818029448","0.19038176818029448","0.19038176818029448","0.06823428478646916","0.06823428478646917","0.06823428478646917","0.16946680902955388","0.16946680902955388","0.16946680902955388","0.09806298568312799","0.09806298568312799","0.09806298568312799","0.1498976647197963","0.14989766471979626","0.14989766471979626","0.01848049281314168","0.3526916779732631","0.21711757487965788","0.21711757487965783","0.21711757487965785","0.2790026963135707","0.27900269631357055","0.2790026963135707","0.12117734475235409","0.1211773447523541","0.12117734475235409","0.24715280158418926","0.24715280158418934","0.24715280158418929","0.14807190384032168","0.14807190384032168","0.14807190384032165","0.19235562991681202","0.19235562991681207","0.19235562991681193","0.06789787041452665","0.24201945072465425","0.24201945072465428","0.24201945072465422","0.11685833591970675","0.11685833591970676","0.11685833591970676","0.19038176818029445","0.19038176818029445","0.19038176818029445","0.06823428478646916","0.16946680902955388","0.16946680902955386","0.16946680902955386","0.09806298568312799","0.14989766471979626"
"7305","0.2066687874317139","0.13514500700727203","0.2524794952894756","0.17598672648106994","0.17598672648106997","0.17598672648106992","0.14030106445449694","0.09034844197831061","0.09034844197831059","0.09034844197831061","0.2014009021814018","0.20140090218140183","0.20140090218140186","0.11147246174638016","0.11147246174638016","0.11147246174638016","0.13354893082367225","0.08685940665657929","0.08685940665657929","0.08685940665657929","0.16763785484222551","0.16763785484222551","0.1676378548422255","0.14034902155044177","0.14034902155044177","0.14034902155044177","0.09571275742899879","0.09571275742899879","0.0957127574289988","0.06214442995689126","0.06214442995689126","0.06214442995689126","0.14578141481270332","0.14578141481270332","0.14578141481270332","0.11293634496919916","0.20666878743171394","0.13514500700727197","0.13514500700727203","0.13514500700727197","0.25247949528947566","0.2524794952894756","0.25247949528947566","0.17598672648106997","0.17598672648106994","0.17598672648106994","0.1403010644544969","0.14030106445449694","0.14030106445449686","0.09034844197831059","0.09034844197831061","0.09034844197831059","0.2014009021814018","0.20140090218140183","0.2014009021814018","0.11147246174638017","0.13354893082367217","0.13354893082367222","0.13354893082367222","0.08685940665657929","0.08685940665657929","0.08685940665657929","0.1676378548422255","0.16763785484222551","0.1676378548422255","0.14034902155044177","0.0957127574289988","0.09571275742899879","0.0957127574289988","0.06214442995689126","0.14578141481270332"
"8766","0.40463950106839053","0.3846395754252493","0.41759045050096605","0.4118094392785132","0.41180943927851316","0.4118094392785134","0.3689952761408552","0.32661373216507333","0.3266137321650733","0.32661373216507333","0.38788682115134954","0.3878868211513495","0.3878868211513495","0.3601497521415385","0.36014975214153855","0.36014975214153855","0.2766581938489247","0.23811099509164108","0.23811099509164105","0.2381109950916411","0.2828201889419999","0.28282018894199984","0.2828201889419999","0.28847486772743686","0.28847486772743686","0.28847486772743686","0.23225035599236163","0.2322503559923617","0.23225035599236166","0.21535164599000015","0.21535164599000012","0.21535164599000015","0.27008166746758816","0.27008166746758816","0.27008166746758816","0.26376684401186906","0.20003956292792102","0.14278889696941838","0.14278889696941827","0.14278889696941838","0.22605863197452136","0.22605863197452142","0.22605863197452136","0.18197452053600832","0.18197452053600832","0.1819745205360083","0.1419983892048418","0.14199838920484187","0.14199838920484184","0.09635392803794057","0.09635392803794057","0.09635392803794057","0.18261481099735982","0.1826148109973597","0.1826148109973598","0.123637504265071","0.09442801811179863","0.09442801811179859","0.09442801811179863","0.06465448622548166","0.06465448622548164","0.06465448622548164","0.12707058587042425","0.12707058587042425","0.12707058587042425","0.07954265654592824","0.06735076680993013","0.06735076680993013","0.06735076680993013","0.038294021757071445","0.07388567908184768"
"10227","0.28862260924819283","0.19699716422104419","0.27312269720735477","0.21928484987250485","0.21928484987250485","0.2192848498725049","0.209240869540596","0.1446794646748916","0.14467946467489165","0.14467946467489165","0.21210171962629876","0.21210171962629867","0.21210171962629873","0.1723544614997248","0.1723544614997248","0.17235446149972478","0.1608746641637064","0.09868560012995918","0.09868560012995918","0.0986856001299592","0.14547355749155247","0.14547355749155244","0.14547355749155247","0.16226465159375544","0.16226465159375544","0.16226465159375542","0.15164621333733685","0.15164621333733688","0.15164621333733683","0.08435507761613896","0.08435507761613897","0.08435507761613897","0.13935007794264828","0.13935007794264828","0.1393500779426483","0.1430868309351585","0.22822435665569166","0.1292830327260603","0.12928303272606032","0.12928303272606032","0.2294901209060961","0.22949012090609608","0.22949012090609605","0.15173993623840018","0.15173993623840012","0.1517399362384002","0.14297716483811432","0.1429771648381143","0.14297716483811437","0.06974190027200831","0.06974190027200831","0.0697419002720083","0.17415176370775948","0.17415176370775948","0.17415176370775948","0.09551840456305927","0.09515436603159116","0.09515436603159115","0.09515436603159116","0.05255111459227371","0.052551114592273705","0.052551114592273705","0.10975844796190586","0.10975844796190584","0.10975844796190584","0.09780391063071106","0.09588677893507064","0.09588677893507065","0.09588677893507065","0.03387637681169621","0.10504813079625823"
"11688","0.26048729633251044","0.14428758276305442","0.23727875808821206","0.13503821515733994","0.13503821515733988","0.13503821515733994","0.17296628056050578","0.10909553253184937","0.10909553253184939","0.10909553253184937","0.14690325795913842","0.14690325795913836","0.1469032579591384","0.0828880535267157","0.0828880535267157","0.0828880535267157","0.1483540236767313","0.10029677552264471","0.10029677552264472","0.10029677552264472","0.10349544329283149","0.10349544329283147","0.10349544329283147","0.061662640632609934","0.061662640632609934","0.06166264063260993","0.13295147473968474","0.13295147473968472","0.13295147473968474","0.10161195199913502","0.10161195199913502","0.10161195199913502","0.0785859146009191","0.07858591460091911","0.07858591460091911","0.04380561259411364","0.2604872963325103","0.14428758276305445","0.1442875827630544","0.14428758276305445","0.237278758088212","0.2372787580882121","0.237278758088212","0.13503821515733988","0.13503821515733996","0.1350382151573399","0.17296628056050573","0.17296628056050575","0.17296628056050578","0.10909553253184939","0.10909553253184937","0.10909553253184939","0.14690325795913836","0.1469032579591384","0.14690325795913836","0.0828880535267157","0.1483540236767313","0.14835402367673134","0.14835402367673134","0.10029677552264472","0.10029677552264471","0.10029677552264471","0.10349544329283147","0.10349544329283146","0.10349544329283146","0.061662640632609934","0.13295147473968474","0.13295147473968474","0.13295147473968474","0.10161195199913502","0.0785859146009191"
"13149","0.28999051785866803","0.1989740001489314","0.2564229437963031","0.18077785407379243","0.18077785407379235","0.18077785407379238","0.19723776311310795","0.11367443544965221","0.11367443544965214","0.11367443544965218","0.1723720916552545","0.1723720916552545","0.17237209165525447","0.07150963933382772","0.07150963933382772","0.07150963933382772","0.1575708866309565","0.08667183863922713","0.08667183863922713","0.08667183863922714","0.10444962492535607","0.10444962492535609","0.10444962492535606","0.08447199573302946","0.08447199573302945","0.08447199573302945","0.08711358012941432","0.08711358012941431","0.08711358012941432","0.08133720896164177","0.08133720896164179","0.08133720896164177","0.08678412994138171","0.08678412994138172","0.08678412994138172","0.007529089664613298","0.2899905178586679","0.19897400014893146","0.1989740001489314","0.19897400014893143","0.25642294379630315","0.2564229437963031","0.2564229437963031","0.18077785407379238","0.18077785407379243","0.18077785407379235","0.19723776311310784","0.19723776311310784","0.19723776311310784","0.11367443544965217","0.11367443544965221","0.11367443544965217","0.17237209165525455","0.17237209165525447","0.17237209165525452","0.07150963933382772","0.1575708866309566","0.15757088663095659","0.1575708866309566","0.08667183863922712","0.08667183863922713","0.08667183863922713","0.1044496249253561","0.10444962492535607","0.10444962492535607","0.08447199573302946","0.08711358012941432","0.08711358012941432","0.08711358012941432","0.08133720896164177","0.08678412994138171"
"14610","0.32013651892324996","0.2800658068367291","0.21319340167120593","0.16324015364056427","0.16324015364056435","0.1632401536405643","0.29157429880895824","0.2732949866506831","0.27329498665068314","0.2732949866506831","0.13175395772957094","0.13175395772957096","0.13175395772957094","0.09551674972940373","0.09551674972940372","0.09551674972940374","0.2234122304232591","0.2226910153481026","0.22269101534810262","0.22269101534810262","0.06669658647650498","0.06669658647650498","0.06669658647650499","0.09878106174578832","0.09878106174578832","0.09878106174578831","0.23555368624821363","0.2355536862482136","0.23555368624821366","0.2474404910199991","0.24744049101999907","0.2474404910199991","0.05669154996720279","0.05669154996720279","0.05669154996720279","0.08761122518822728","0.3201365189232499","0.280065806836729","0.28006580683672905","0.28006580683672894","0.21319340167120593","0.2131934016712059","0.21319340167120593","0.16324015364056435","0.16324015364056432","0.16324015364056432","0.29157429880895813","0.2915742988089583","0.29157429880895813","0.27329498665068314","0.2732949866506831","0.2732949866506831","0.13175395772957088","0.13175395772957094","0.13175395772957094","0.09551674972940373","0.22341223042325917","0.22341223042325908","0.22341223042325917","0.2226910153481026","0.2226910153481026","0.22269101534810262","0.06669658647650499","0.06669658647650498","0.06669658647650499","0.09878106174578832","0.23555368624821363","0.23555368624821363","0.23555368624821363","0.2474404910199991","0.05669154996720279"
