"points","all_attributes","date","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"500","0.0","0.2971054524181477","0.10383771479839549","0.35086292076894565","0.14422747047106577","0.0","0.0","0.0","0.6958685327515179"
"1000","0.0","0.27477273989693274","0.24217728389746687","0.47099066861214706","0.39084648156360235","0.0","0.0","0.0","0.7096982272687731"
"1500","0.0","0.31339659331069114","0.22031117777711456","0.4544327879525256","0.2740847336025126","0.0","0.0","0.0","0.7806568659333606"
"2000","0.0","0.3234705009276438","0.11790803632457772","0.3789999609413144","0.20666228883898058","0.0","0.0","0.0","0.7206412069133867"
"2500","0.0","0.33771754363496853","0.09834939945599734","0.29893539215194403","0.20849608696891142","0.0","0.0","0.0","0.6825360424102911"
"3000","0.0","0.2832062866033131","0.13977132212806948","0.2706818337398631","0.22618862240934817","0.0","0.0","0.0","0.6838720780872073"
"3500","0.0","0.3432612672500239","0.11450569803105101","0.651551289148553","0.22577588985939573","0.0","0.0","0.0","0.8041692531918547"
"4000","0.0","0.28062634283037385","0.17994694871255057","0.2288777964246229","0.10414945349341115","0.0","0.0","0.0","0.6371787407898779"
"4500","0.0","0.2884770468740099","0.07040426453412939","0.24154729589377855","0.18395907880183654","0.0","0.0","0.0","0.6943004192834425"
"5000","0.0","0.34035532457859796","0.1126669309033727","0.171944495901272","0.15845648199803292","0.0","0.0","0.0","0.7230714879941047"
"5500","0.0","0.292300480795757","0.06456012015319142","0.29492650953259864","0.20174811559171757","0.0","0.0","0.0","0.7791819777976103"
"6000","0.0","0.298","0.104","0.13999999999999999","0.186","0.0","0.0","0.0","0.6539999999999999"
"6500","0.0","0.3205029994114369","0.08465694316571509","0.39423361835451953","0.163395549819775","0.0","0.0","0.0","0.6809551046157175"
"7000","0.0","0.29956646364594314","0.11484698419388834","0.16175577028451002","0.1589013034773446","0.0","0.0","0.0","0.6568858956796628"
"7500","0.0","0.289689898989899","0.10687676767676768","0.409310101010101","0.19766767676767674","0.0","0.0","0.0","0.67339696969697"
"8000","0.0","0.28673484999458954","0.1187888876188921","0.21345800447220295","0.13524854128558664","0.0","0.0","0.0","0.592246567788346"
"8500","0.0","0.3199795434917283","0.05193582993130916","0.1592675399333212","0.057300306492702575","0.0","0.0","0.0","0.5825581364445703"
"9000","0.8602223365928976","0.2995173212096893","0.07346616791183554","0.09119982891979717","0.13690078590629023","0.0","0.0","0.0","0.9555611782223786"
"9500","0.13990961142563046","0.3000816799309843","0.11397667771781504","0.2169218177325652","0.12946932944664874","0.0","0.0","0.0","0.6982105249341515"
"10000","0.0","0.3048128108529302","0.04042146509052118","0.2873346583806575","0.08669583875232065","0.0","0.0","0.0","0.6146629432424904"
