"points","all_attributes","date","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"100","0.31000000000000005","0.96","0.33","0.52","0.33","0.31000000000000005","0.31000000000000005","0.31000000000000005","1.0000000000000007"
"200","0.44000000000000006","0.9199999999999999","0.44000000000000006","0.6600000000000001","0.65","0.44000000000000006","0.44000000000000006","0.44000000000000006","0.9800000000000006"
"300","0.41000000000000003","0.95","0.49","0.81","0.68","0.41000000000000003","0.41000000000000003","0.41000000000000003","1.0000000000000007"
"400","0.15000000000000002","0.84","0.37","0.19999999999999998","0.25","0.15000000000000002","0.15000000000000002","0.15000000000000002","0.9900000000000007"
"500","0.08999999999999997","0.8099999999999999","0.32999999999999996","0.27","0.38","0.08999999999999997","0.08999999999999997","0.08999999999999997","1.0000000000000007"
"600","0.22999999999999998","0.81","0.23000000000000004","0.27","0.25","0.22999999999999998","0.22999999999999998","0.22999999999999998","0.9700000000000006"
"700","0.04000000000000001","0.8000000000000002","0.24000000000000002","0.15","0.27999999999999997","0.04000000000000001","0.04000000000000001","0.04000000000000001","1.0000000000000007"
"800","0.019999999999999962","0.8400000000000001","0.21000000000000002","0.15999999999999995","0.24","0.019999999999999962","0.019999999999999962","0.019999999999999962","0.9900000000000007"
"900","0.010000000000000009","0.8799999999999999","0.23000000000000004","0.32999999999999996","0.33000000000000007","0.010000000000000009","0.010000000000000009","0.010000000000000009","0.9900000000000007"
"1000","0.45000000000000007","0.9199999999999999","0.49","0.73","0.7700000000000001","0.45000000000000007","0.45000000000000007","0.45000000000000007","0.9900000000000007"
"1100","0.17000000000000004","0.9600000000000001","0.17000000000000004","0.19","0.22999999999999998","0.17000000000000004","0.17000000000000004","0.17000000000000004","0.9800000000000006"
"1200","0.05999999999999997","1.0","0.41000000000000003","0.06999999999999998","0.6100000000000001","0.05999999999999997","0.05999999999999997","0.05999999999999997","1.0000000000000007"
"1300","0.13","0.9600000000000001","0.27","0.19999999999999996","0.48000000000000004","0.13","0.13","0.13","0.9900000000000007"
"1400","0.029999999999999957","0.92","0.13","0.13","0.16","0.029999999999999957","0.029999999999999957","0.029999999999999957","0.9900000000000007"
"1500","0.15999999999999998","0.8800000000000001","0.16999999999999998","0.25","0.32","0.15999999999999998","0.15999999999999998","0.15999999999999998","1.0000000000000007"
"1600","0.18000000000000002","0.84","0.26","0.29999999999999993","0.31","0.18000000000000002","0.18000000000000002","0.18000000000000002","1.0000000000000007"
"1700","0.020000000000000018","0.8899999999999999","0.19","0.36000000000000004","0.5599999999999999","0.020000000000000018","0.020000000000000018","0.020000000000000018","1.0000000000000007"
"1800","0.16","0.8899999999999999","0.26","0.23999999999999996","0.23000000000000004","0.16","0.16","0.16","0.9700000000000005"
