"points","all_attributes","day_period_nswprice_nswdemand","day_period_nswprice_vicprice","day_period_nswprice_vicdemand","day_period_nswprice_transfer","day_period_nswdemand_vicprice","day_period_nswdemand_vicdemand","day_period_nswdemand_transfer","day_period_vicprice_vicdemand","day_period_vicprice_transfer","day_period_vicdemand_transfer","day_nswprice_nswdemand_vicprice","day_nswprice_nswdemand_vicdemand","day_nswprice_nswdemand_transfer","day_nswprice_vicprice_vicdemand","day_nswprice_vicprice_transfer","day_nswprice_vicdemand_transfer","day_nswdemand_vicprice_vicdemand","day_nswdemand_vicprice_transfer","day_nswdemand_vicdemand_transfer","day_vicprice_vicdemand_transfer","period_nswprice_nswdemand_vicprice","period_nswprice_nswdemand_vicdemand","period_nswprice_nswdemand_transfer","period_nswprice_vicprice_vicdemand","period_nswprice_vicprice_transfer","period_nswprice_vicdemand_transfer","period_nswdemand_vicprice_vicdemand","period_nswdemand_vicprice_transfer","period_nswdemand_vicdemand_transfer","period_vicprice_vicdemand_transfer","nswprice_nswdemand_vicprice_vicdemand","nswprice_nswdemand_vicprice_transfer","nswprice_nswdemand_vicdemand_transfer","nswprice_vicprice_vicdemand_transfer","nswdemand_vicprice_vicdemand_transfer"
"48","1.0","0.9999999999999998","0.9999999999999999","0.9999999999999999","1.0","1.0","0.9999999999999999","1.0000000000000002","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0000000000000002","1.0","1.0","1.0","1.0","1.0","1.0","0.2708333333333333","0.2708333333333333","0.27083333333333326","0.1875","0.1875","0.1875","0.14583333333333331","0.14583333333333331","0.14583333333333334","0.0","0.18749999999999997","0.18749999999999997","0.18749999999999997","0.18749999999999997","0.12499999999999999"
"96","0.9999999999999999","0.9999999999999997","1.0000000000000002","0.9999999999999999","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","0.5416666666666666","0.5416666666666666","0.5416666666666667","0.43750000000000006","0.43750000000000006","0.4375","0.12500000000000003","0.12500000000000003","0.12500000000000003","0.0","0.45833333333333326","0.4583333333333332","0.4583333333333332","0.4166666666666667","0.08333333333333333"
"144","1.0","1.0","0.9999999999999998","1.0000000000000002","1.0","1.0","0.9999999999999998","0.9999999999999998","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0000000000000002","0.9999999999999999","1.0","1.0","0.875","0.8749999999999999","0.8750000000000003","0.8541666666666667","0.8541666666666667","0.8541666666666666","0.14583333333333334","0.14583333333333331","0.14583333333333331","0.0","0.8541666666666667","0.8541666666666666","0.8541666666666665","0.8541666666666666","0.10416666666666669"
"192","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0000000000000002","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.6666666666666667","0.6666666666666665","0.6666666666666666","0.4999999999999999","0.5","0.49999999999999994","0.5","0.5","0.5000000000000001","0.0","0.6041666666666667","0.6041666666666666","0.6041666666666667","0.375","0.5"
"240","1.0","1.0","1.0000000000000002","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0000000000000002","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.4375","0.4375","0.4374999999999999","0.27083333333333337","0.2708333333333333","0.27083333333333337","0.27083333333333337","0.27083333333333337","0.27083333333333337","0.0","0.39583333333333337","0.39583333333333337","0.3958333333333333","0.2708333333333333","0.27083333333333337"
"288","0.9999999999999997","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0000000000000002","0.9999999999999999","1.0","1.0","0.8125","0.8125","0.8125","0.7916666666666666","0.7916666666666666","0.7916666666666667","0.6458333333333334","0.6458333333333333","0.6458333333333333","0.0","0.6874999999999999","0.6875","0.6875","0.6666666666666666","0.6458333333333333"
"336","1.0","1.0000000000000002","1.0","1.0","1.0","1.0","1.0","0.9999999999999998","0.9999999999999999","1.0","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","0.3958333333333333","0.39583333333333337","0.3958333333333333","0.22916666666666666","0.22916666666666669","0.22916666666666669","0.2708333333333333","0.2708333333333333","0.2708333333333333","0.0","0.33333333333333337","0.3333333333333333","0.33333333333333337","0.1875","0.1875"
"384","1.0","1.0","1.0","1.0","1.0","1.0","1.0000000000000002","1.0000000000000002","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999998","1.0","1.0000000000000002","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999998","1.0","0.2708333333333333","0.27083333333333337","0.2708333333333333","0.125","0.125","0.125","0.16666666666666666","0.16666666666666663","0.16666666666666669","0.0","0.14583333333333337","0.14583333333333334","0.14583333333333334","0.08333333333333336","0.041666666666666685"
"432","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0000000000000002","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999998","0.9999999999999999","1.0","1.0","0.2708333333333333","0.27083333333333337","0.2708333333333333","0.14583333333333331","0.14583333333333331","0.14583333333333331","0.18749999999999997","0.1875","0.1875","0.0","0.20833333333333331","0.20833333333333331","0.20833333333333331","0.14583333333333334","0.16666666666666669"
"480","0.9999999999999999","0.9999999999999997","1.0","1.0","0.9999999999999998","1.0000000000000002","1.0","0.9999999999999998","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999998","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","0.35416666666666674","0.3541666666666667","0.3541666666666667","0.29166666666666674","0.2916666666666667","0.2916666666666667","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.0","0.25","0.24999999999999997","0.24999999999999997","0.14583333333333334","0.16666666666666669"
"528","0.9999999999999999","1.0000000000000002","0.9999999999999999","1.0","0.9999999999999999","1.0000000000000002","1.0","1.0000000000000002","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.7500000000000001","0.7500000000000001","0.75","0.33333333333333337","0.3333333333333334","0.3333333333333334","0.5208333333333333","0.5208333333333334","0.5208333333333334","0.0","0.5416666666666666","0.5416666666666667","0.5416666666666666","0.25","0.41666666666666663"
"576","1.0","1.0","0.9999999999999998","1.0","0.9999999999999998","1.0","1.0000000000000002","1.0000000000000002","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.4166666666666667","0.41666666666666674","0.4166666666666667","0.1875","0.1875","0.1875","0.2708333333333333","0.2708333333333333","0.2708333333333333","0.0","0.25","0.25","0.25","0.14583333333333331","0.22916666666666666"
"624","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0000000000000002","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.6875000000000001","0.6875000000000001","0.6874999999999999","0.3125","0.3125","0.3125","0.5833333333333334","0.5833333333333333","0.5833333333333334","0.0","0.6666666666666666","0.6666666666666665","0.6666666666666666","0.25","0.5833333333333333"
"672","0.9999999999999996","1.0","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0000000000000002","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.3958333333333333","0.3958333333333334","0.3958333333333333","0.2708333333333333","0.2708333333333333","0.2708333333333333","0.22916666666666666","0.22916666666666666","0.22916666666666669","0.0","0.2916666666666667","0.29166666666666663","0.2916666666666667","0.27083333333333337","0.10416666666666667"
"720","1.0","1.0","1.0","1.0","1.0","1.0000000000000002","1.0000000000000002","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.16666666666666663","0.16666666666666663","0.16666666666666666","0.041666666666666664","0.04166666666666667","0.04166666666666667","0.125","0.125","0.125","0.0","0.14583333333333334","0.14583333333333334","0.14583333333333337","0.041666666666666685","0.10416666666666667"
"768","0.9999999999999998","0.9999999999999999","1.0","1.0000000000000002","1.0","1.0000000000000002","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5625","0.5625000000000001","0.5625","0.5208333333333333","0.5208333333333334","0.5208333333333333","0.16666666666666663","0.16666666666666669","0.16666666666666666","0.0","0.5208333333333334","0.5208333333333333","0.5208333333333333","0.4375","0.16666666666666669"
"816","0.9999999999999998","0.9999999999999997","1.0","1.0000000000000002","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","0.35416666666666663","0.3541666666666667","0.35416666666666674","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.10416666666666669","0.1041666666666667","0.1041666666666667","0.0","0.22916666666666669","0.2291666666666667","0.22916666666666666","0.10416666666666669","0.041666666666666644"
"864","0.9999999999999998","0.9999999999999997","1.0","1.0","1.0","1.0000000000000004","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","0.7499999999999999","0.75","0.7500000000000001","0.4375","0.43750000000000006","0.4375","0.49999999999999994","0.5","0.5","0.0","0.6666666666666666","0.6666666666666667","0.6666666666666667","0.41666666666666663","0.41666666666666663"
"912","1.0","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.33333333333333337","0.3333333333333333","0.3333333333333333","0.041666666666666664","0.04166666666666666","0.04166666666666666","0.3125","0.31249999999999994","0.3125","0.0","0.22916666666666669","0.22916666666666669","0.22916666666666666","0.0","0.22916666666666669"
"960","0.9999999999999999","0.9999999999999998","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999998","1.0","0.9999999999999998","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.6666666666666667","0.6666666666666667","0.6666666666666669","0.0625","0.0625","0.0625","0.6041666666666666","0.6041666666666667","0.6041666666666666","0.0","0.5625","0.5625","0.5625","0.0625","0.5625"
"1008","1.0","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0000000000000002","0.9999999999999998","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.9999999999999999","0.9999999999999998","0.9999999999999999","1.0","0.8333333333333334","0.8333333333333334","0.8333333333333335","0.7916666666666666","0.7916666666666666","0.7916666666666666","0.1875","0.1875","0.18749999999999997","0.0","0.7916666666666667","0.7916666666666666","0.7916666666666666","0.7916666666666666","0.0625"
"1056","0.9999999999999998","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999998","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","0.24999999999999997","0.24999999999999994","0.25","0.22916666666666666","0.22916666666666669","0.22916666666666669","0.041666666666666664","0.041666666666666664","0.041666666666666664","0.0","0.20833333333333334","0.20833333333333331","0.20833333333333331","0.06250000000000001","0.041666666666666685"
"1104","0.9999999999999998","0.9999999999999997","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.27083333333333337","0.27083333333333337","0.27083333333333337","0.20833333333333334","0.20833333333333331","0.20833333333333334","0.10416666666666669","0.1041666666666667","0.10416666666666667","0.0","0.25","0.24999999999999997","0.24999999999999997","0.08333333333333336","0.08333333333333334"
