"points","all_attributes","date","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"1000","0.0","0.13309999252867805","0.07966737763755255","0.2730575740674492","0.27606052150256843","0.0","0.0","0.0","0.6204342958172453"
"2000","0.0","0.07624864978865259","0.04423710797904455","0.384423212439933","0.09641175182451894","0.0","0.0","0.0","0.6598855695823677"
"3000","0.0","0.05114593146724178","0.08963425267588059","0.17246468227970707","0.15176436064056104","0.0","0.0","0.0","0.5065655279734522"
"4000","0.0","0.04931121721465222","0.17997283452779564","0.18412537925146827","0.21865714079031967","0.0","0.0","0.0","0.6038696134713625"
"5000","0.0","0.13817821210401582","0.122732720269288","0.26580101570360853","0.12284016526031499","0.0","0.0","0.0","0.5983273485254615"
"6000","0.0","0.07460133721001996","0.0644178524436107","0.24493295551405084","0.29432279935763955","0.0","0.0","0.0","0.6651475590963976"
"7000","0.0","0.07622277436172242","0.10522681659288335","0.1270118069286171","0.15717422597267044","0.0","0.0","0.0","0.512429886410363"
"8000","0.0","0.04713747596116441","0.1242023249935495","0.2838626824497351","0.11355484392624723","0.0","0.0","0.0","0.5299579015172812"
"9000","0.929155795579558","0.1348864849848319","0.0360364948469627","0.11279562750711226","0.10331041611091847","0.0","0.0","0.0","0.9753266706790533"
"10000","0.07252197219721972","0.12796454689368328","0.040839158685435806","0.13215207203197815","0.07689045027704673","0.0","0.0","0.0","0.5172781834423457"
"11000","0.0","0.13932445580306924","0.06040336799202045","0.17035928274496254","0.3129272254858674","0.0","0.0","0.0","0.6271661510768163"
"12000","0.0","0.18348170770819683","0.051201027614909966","0.2298380310152315","0.2889709114746745","0.0","0.0","0.0","0.6344356844294767"
"13000","0.0","0.11312316522480875","0.11601112620638032","0.16751940237363225","0.1768248079731075","0.0","0.0","0.0","0.5231330025804579"
"14000","0.0","0.11301834474147189","0.08881771635597481","0.408206308470882","0.10942010682751482","0.0","0.0","0.0","0.5982508133655193"
"15000","0.0","0.16970208280989046","0.026379923537005974","0.3060670326207776","0.14431474101674727","0.0","0.0","0.0","0.5593359687517339"
"16000","0.0","0.1459811966793192","0.10547664484631847","0.21443763295983426","0.14564213190055714","0.0","0.0","0.0","0.5142451156504306"
"17000","0.0","0.16934614232452888","0.07906990373200773","0.12788607105097197","0.14904281120158774","0.5720451105505269","0.5720451105505269","0.5711103279418311","0.6686549900764209"
"18000","0.8558866251774211","0.1382345293612346","0.04993920283733588","0.28728350695424126","0.24147106297048243","0.518720359914612","0.45943792989259025","0.4272124647209289","0.9815722843619021"
"19000","0.14429400589584018","0.1346801452065931","0.10375778261940594","0.33989884466197995","0.20951486900712094","0.3319692018293925","0.13178127286795704","0.20488649201159137","0.8501410556246817"
"20000","0.0","0.07124786972491984","0.20622957970882394","0.41560357870903303","0.10661472388379999","0.4088012541336967","0.14679435634608598","0.1953819907797232","0.8061728198265538"
"21000","0.0","0.11116482572018131","0.11938088118432603","0.16243651529948214","0.11929395251449883","0.21893381895374875","0.08860960283259578","0.12259329998229282","0.6972425505460866"
"22000","0.0","0.12477305222400106","0.06643661936611396","0.28485890422578625","0.19428426539599308","0.2247650027242942","0.07377943590504925","0.07489905359828111","0.7143955536174085"
"23000","0.0","0.07549137486424624","0.1001938420631455","0.43719737352829735","0.27071337599796835","0.3349687891338203","0.18599015673750882","0.1748527726756637","0.8525369932338018"
"24000","0.0","0.09614307729400767","0.03908599239144538","0.1546906792716973","0.12561648143275533","0.188520362740071","0.18661748979802073","0.2263746985968656","0.8595895206015081"
"25000","0.3319825005270926","0.07186836151765827","0.07852664801365256","0.23857504039097982","0.17276493377176977","0.17559147015219584","0.0691119453509783","0.14773650186766452","0.8335778500799281"
"26000","0.3340221541056456","0.11120672047083748","0.09510207844326637","0.20000666194708724","0.13216142427351552","0.21921676480775754","0.1697809552171557","0.3992911099513634","0.8035457273361379"
"27000","0.44799999999999995","0.09399999999999997","0.04500000000000001","0.14499999999999996","0.241","0.14199999999999996","0.22099999999999997","0.15999999999999998","0.8540000000000005"
"28000","0.5509402232327407","0.06853862247211231","0.07270915060999682","0.3162728040935803","0.15379124535058433","0.34096627565118104","0.1450529938897347","0.5127824176808381","0.9558169471959072"
"29000","0.0","0.06690017298303885","0.06086801003737845","0.19665818100292343","0.12179482071788027","0.15139984091159459","0.08895520185355178","0.10174785409548835","0.7182908090141538"
"30000","0.0","0.08005925214368678","0.03651450955612791","0.19772173652435032","0.18081463445320098","0.21293894716236317","0.182475238219542","0.22551428887700803","0.7450650206908214"
"31000","0.0","0.18062097489463003","0.09549119831634403","0.15347371210297994","0.10720002387771076","0.09417126997947725","0.11065026556135338","0.044183634290235925","0.6786157071145765"
"32000","0.0","0.09581678242178704","0.16655669747567947","0.155444810379898","0.14602021069051935","0.07873177095053074","0.15777499792080407","0.1329634149333528","0.6675634430339868"
"33000","0.0","0.17990002717503278","0.14497739569299206","0.4630959883705465","0.11665867063495168","0.4922000186730552","0.21377858659577165","0.38635069979621334","0.8935334438068812"
"34000","0.0","0.16971155285254425","0.08263472124112034","0.5411935289993396","0.18672068652977414","0.5066574158930399","0.22650607330534722","0.2531878339207132","0.8619549727636393"
"35000","0.24367152624738653","0.07787425671400436","0.05983260942110707","0.4775307118703134","0.22214698222157325","0.4796990761887878","0.15786251042604688","0.1943729810892898","0.8356683980812585"
"36000","0.47045585265792944","0.06834454526058603","0.0330792299498594","0.15072280932673388","0.12020950208362036","0.18595894055739448","0.0579113336970608","0.0751499071804424","0.8913443914928341"
"37000","0.2880286568422162","0.07394170305731687","0.035860973233089864","0.4217559077753541","0.3091796562722037","0.37826046576194583","0.202219714828258","0.12368287331148643","0.8358707696903983"
"38000","0.0","0.15729868746735093","0.1073721395591756","0.32852963830745463","0.11926345990404819","0.17954942765579057","0.14991769808383262","0.17136146854673107","0.7496373273350916"
"39000","0.0","0.0642390341494571","0.04098840800282075","0.217123682051652","0.11189874222420708","0.05152195734171709","0.12484030380184172","0.11743297609604657","0.7306147953552586"
"40000","0.24053381197322504","0.08812549090595914","0.05454355656367729","0.12722984404028168","0.2754810093134594","0.062210119941962856","0.0921871926598896","0.17321022983516338","0.8102622787995012"
"41000","0.23941976959432054","0.10845139731562203","0.040260244689012986","0.14332976637172087","0.17065832814826293","0.16211102851327666","0.08662319483313777","0.1317812602597321","0.8093600683127853"
"42000","0.0","0.10517656946925551","0.04530946568495592","0.08075080967486872","0.10421184570497757","0.029782547646885267","0.15836662098596543","0.1675184254476771","0.8066683513257807"
"43000","0.0","0.10269581838076064","0.1507814325251911","0.30985370468218587","0.13420458132837265","0.24524252259759174","0.1796345124543895","0.19434412416286428","0.817375926011011"
"44000","0.0","0.10596720096423178","0.08824552810232814","0.1178836959485548","0.08906635187714573","0.07468392974951213","0.12103071947832844","0.1426565006621481","0.7328292052330942"
