"points","all_attributes","date","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"500","0.07200000000000004","0.296","0.128","0.34600000000000003","0.14600000000000002","0.07200000000000004","0.07200000000000004","0.07200000000000004","0.6940000000000005"
"1000","0.32600000000000007","0.438","0.36999999999999994","0.64","0.47600000000000003","0.32600000000000007","0.32600000000000007","0.32600000000000007","0.7380000000000005"
"1500","0.18800000000000006","0.36800000000000005","0.26","0.534","0.31200000000000006","0.18800000000000006","0.18800000000000006","0.18800000000000006","0.7800000000000006"
"2000","0.04799999999999996","0.31200000000000006","0.11600000000000002","0.382","0.20800000000000002","0.04799999999999996","0.04799999999999996","0.04799999999999996","0.7180000000000005"
"2500","0.05799999999999997","0.344","0.10200000000000001","0.30199999999999994","0.21000000000000002","0.05799999999999997","0.05799999999999997","0.05799999999999997","0.6800000000000005"
"3000","0.134","0.31600000000000006","0.152","0.34400000000000003","0.27199999999999996","0.134","0.134","0.134","0.6900000000000005"
"3500","0.25","0.376","0.25","0.716","0.28800000000000003","0.25","0.25","0.25","0.8120000000000006"
"4000","0.08599999999999997","0.296","0.194","0.268","0.11599999999999999","0.08599999999999997","0.08599999999999997","0.08599999999999997","0.6400000000000005"
"4500","0.0040000000000000036","0.28800000000000003","0.07199999999999997","0.24200000000000002","0.184","0.0040000000000000036","0.0040000000000000036","0.0040000000000000036","0.6940000000000005"
"5000","0.05400000000000002","0.3440000000000001","0.134","0.148","0.15200000000000002","0.05400000000000002","0.05400000000000002","0.05400000000000002","0.7180000000000005"
"5500","0.016000000000000014","0.28800000000000003","0.06400000000000002","0.29400000000000004","0.19999999999999998","0.016000000000000014","0.016000000000000014","0.016000000000000014","0.7780000000000006"
"6000","0.0","0.29800000000000004","0.104","0.14","0.186","0.0","0.0","0.0","0.6540000000000005"
"6500","0.010000000000000009","0.32000000000000006","0.08400000000000002","0.396","0.162","0.010000000000000009","0.010000000000000009","0.010000000000000009","0.6800000000000005"
"7000","0.08399999999999999","0.28800000000000003","0.13","0.19800000000000004","0.13000000000000003","0.08399999999999999","0.08399999999999999","0.08399999999999999","0.6540000000000005"
"7500","0.05000000000000002","0.288","0.11800000000000002","0.404","0.20400000000000001","0.05000000000000002","0.05000000000000002","0.05000000000000002","0.6720000000000005"
"8000","0.025999999999999995","0.28800000000000003","0.124","0.20600000000000002","0.12799999999999997","0.025999999999999995","0.025999999999999995","0.025999999999999995","0.5900000000000004"
"8500","0.0040000000000000036","0.32000000000000006","0.05199999999999999","0.158","0.056","0.0040000000000000036","0.0040000000000000036","0.0040000000000000036","0.5820000000000004"
"9000","0.856","0.30000000000000004","0.08800000000000001","0.09400000000000004","0.168","0.06400000000000003","0.06400000000000003","0.06400000000000003","0.9560000000000007"
"9500","0.14400000000000002","0.28800000000000003","0.11199999999999996","0.192","0.136","0.06200000000000003","0.06200000000000003","0.06200000000000003","0.6900000000000005"
"10000","0.017999999999999988","0.308","0.05","0.29","0.092","0.017999999999999988","0.017999999999999988","0.017999999999999988","0.6140000000000004"
"10500","0.126","0.318","0.15600000000000003","0.22599999999999998","0.14000000000000004","0.126","0.126","0.126","0.6440000000000005"
"11000","0.038000000000000006","0.35200000000000004","0.11400000000000002","0.16199999999999998","0.39","0.038000000000000006","0.038000000000000006","0.038000000000000006","0.8080000000000006"
"11500","0.138","0.36000000000000004","0.138","0.192","0.276","0.138","0.138","0.138","0.7220000000000005"
"12000","0.03400000000000003","0.34800000000000003","0.07600000000000001","0.18","0.20199999999999999","0.03400000000000003","0.03400000000000003","0.03400000000000003","0.6960000000000005"
"12500","0.026000000000000023","0.33199999999999996","0.15200000000000002","0.186","0.092","0.026000000000000023","0.026000000000000023","0.026000000000000023","0.6780000000000005"
"13000","0.038000000000000034","0.29600000000000004","0.072","0.138","0.16199999999999998","0.038000000000000034","0.038000000000000034","0.038000000000000034","0.6220000000000004"
"13500","0.060000000000000026","0.29400000000000004","0.168","0.14200000000000002","0.22399999999999998","0.060000000000000026","0.060000000000000026","0.060000000000000026","0.5700000000000004"
"14000","0.09400000000000003","0.304","0.172","0.15599999999999997","0.13","0.09400000000000003","0.09400000000000003","0.09400000000000003","0.5740000000000004"
"14500","0.023999999999999966","0.2920000000000001","0.076","0.42800000000000005","0.22400000000000003","0.023999999999999966","0.023999999999999966","0.023999999999999966","0.6680000000000005"
"15000","0.011999999999999983","0.336","0.038000000000000006","0.202","0.20199999999999999","0.011999999999999983","0.011999999999999983","0.011999999999999983","0.6780000000000005"
"15500","0.03799999999999995","0.336","0.082","0.22199999999999998","0.188","0.03799999999999995","0.03799999999999995","0.03799999999999995","0.7400000000000005"
"16000","0.03599999999999995","0.31600000000000006","0.11200000000000002","0.396","0.14200000000000002","0.03599999999999995","0.03599999999999995","0.03599999999999995","0.7500000000000006"
"16500","0.08800000000000005","0.29200000000000004","0.10199999999999997","0.324","0.15800000000000003","0.08800000000000005","0.08800000000000005","0.08800000000000005","0.6020000000000004"
"17000","0.048000000000000015","0.28800000000000003","0.064","0.20599999999999996","0.16599999999999998","0.15200000000000005","0.15200000000000005","0.15200000000000005","0.5180000000000003"
"17500","0.1","0.334","0.10800000000000001","0.368","0.30800000000000005","0.886","0.8599999999999999","0.8460000000000001","0.9940000000000008"
"18000","0.7120000000000001","0.32600000000000007","0.134","0.41000000000000003","0.16200000000000003","0.31600000000000006","0.162","0.24200000000000002","0.9660000000000007"
"18500","0.288","0.288","0.10600000000000001","0.25","0.188","0.188","0.31600000000000006","0.132","0.9060000000000007"
"19000","0.15800000000000003","0.304","0.15999999999999998","0.394","0.21","0.39","0.268","0.196","0.8420000000000006"
"19500","0.02400000000000002","0.28800000000000003","0.064","0.24600000000000005","0.256","0.29400000000000004","0.304","0.314","0.8260000000000006"
