"points","all_attributes","date","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"48","0.9999999999999998","0.0","1.0","0.2736775387542931","0.10266029657477024","0.20108575837742504","0.0","0.0","0.0"
"96","0.9999999999999998","0.0","1.0","0.3343550637958533","0.10602239500265817","0.2004419191919192","0.0","0.0","0.0"
"144","0.9999999999999998","0.0","0.9999999999999999","0.3027417027417027","0.957070707070707","0.20975135975135967","0.0","0.0","0.0"
"192","1.0","0.0","1.0","0.7277777777777776","0.28809523809523807","0.557936507936508","0.0","0.0","0.0"
"240","0.9999999999999999","0.0","1.0","0.3908253205128205","0.39342948717948717","0.274372329059829","0.0","0.0","0.0"
"288","0.9999999999999998","0.0","1.0","0.4825466476913346","0.5308942125237192","0.5756432725419918","0.0","0.0","0.0"
"336","1.0000000000000002","0.0","1.0","0.12281670732809255","0.24087306293485133","0.29037623113761635","0.0","0.0","0.0"
"384","1.0000000000000002","0.0","1.0","0.3935378086419753","0.1169560185185185","0.12631172839506175","0.0","0.0","0.0"
"432","0.9999999999999997","0.0","0.9999999999999999","0.1308907645870743","0.13782460621541076","0.18346072716913608","0.0","0.0","0.0"
"480","0.9999999999999999","0.0","1.0","0.29038112522686027","0.10526315789473685","0.25136116152450094","0.0","0.0","0.0"
"528","0.9999999999999999","0.0","1.0","0.23028017241379312","0.10937500000000001","0.39105603448275855","0.0","0.0","0.0"
"576","0.9999999999999998","0.0","1.0","0.2506536041189932","0.34539473684210525","0.45252002288329524","0.0","0.0","0.0"
"624","0.9999999999999999","0.0","1.0","0.20948616600790515","0.2","0.5409749670619236","0.0","0.0","0.0"
"672","1.0","0.0","1.0","0.14398448773448771","0.32812500000000006","0.17894345238095244","0.0","0.0","0.0"
"720","1.0","0.0","1.0","0.11622596153846154","0.07271634615384616","0.17704326923076924","0.0","0.0","0.0"
"768","0.9999999999999997","0.0","1.0","0.4622481684981684","0.19740473646723644","0.3947840354090354","0.0","0.0","0.0"
"816","1.0","0.0","1.0","0.26507936507936514","0.17824074074074076","0.28128306878306875","0.0","0.0","0.0"
"864","1.0000000000000002","0.0","1.0","0.33333333333333337","0.4166666666666667","0.5416666666666667","0.0","0.0","0.0"
"912","1.0","0.0","1.0","0.32857142857142857","0.021428571428571446","0.2714285714285714","0.0","0.0","0.0"
"960","1.0","0.0","1.0","0.4379133597883599","0.051339285714285705","0.4988425925925926","0.0","0.0","0.0"
"1008","0.8437499999999999","0.15625","0.84375","0.533420138888889","0.7005208333333333","0.4331597222222222","0.15625","0.15625","0.15625"
"1056","0.953125","0.046875","0.953125","0.12239583333333336","0.2734375","0.14708533653846154","0.046875","0.046875","0.046875"
"1104","0.9999999999999999","0.0","1.0","0.23439482630659103","0.017113095238095236","0.23671974131532955","0.0","0.0","0.0"
"1152","0.9999999999999999","0.0","1.0","0.06262130159188983","0.03720238095238096","0.1563951747775277","0.0","0.0","0.0"
"1200","0.9999999999999999","0.0","1.0","0.33744433353808356","0.0703125","0.5642035856879607","0.0","0.0","0.0"
"1248","1.0","0.0","1.0","0.4583333333333333","0.08333333333333333","0.375","0.0","0.0","0.0"
"1296","1.0","0.0","1.0","0.3129918803746929","0.13498157248157244","0.4755931357493858","0.0","0.0","0.0"
"1344","1.0","0.0","1.0","0.22449458386958387","0.17962442962442965","0.26954084766584774","0.0","0.0","0.0"
"1392","1.0","0.0","1.0","0.125","0.16666666666666669","0.27083333333333337","0.0","0.0","0.0"
