"points","all_attributes","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"1461","0.611084341917647","0.10171363093860769","0.04061706098183439","0.28640635339793474","0.22900405405461538","0.0","0.0","0.0"
"2922","0.525589461715704","0.10955779297828658","0.013612990133399573","0.3197306347590259","0.08178804438142548","0.0","0.0","0.0"
"4383","0.5230797824754294","0.10422201052348673","0.05145070429867423","0.21180856787571886","0.1256696535609979","0.0","0.0","0.0"
"5844","0.6995841877935554","0.09413955736083357","0.06150888814681503","0.3449388183831684","0.33679250294232266","0.0","0.0","0.0"
"7305","0.4739413217869419","0.08742757816008045","0.08788164270389388","0.1971388397232603","0.14447561272067355","0.0","0.0","0.0"
"8766","0.4135500257191317","0.1320428785661967","0.0730241477600011","0.0853484526461679","0.10207570528862552","0.0","0.0","0.0"
"10227","0.5033245545612892","0.10071770609771857","0.07478404205205796","0.19467224690486196","0.2569798772587608","0.0","0.0","0.0"
"11688","0.48937146219727107","0.09813492370456828","0.0653360971949298","0.22931444765316744","0.18531364735687722","0.0","0.0","0.0"
"13149","0.5909375945560181","0.08356088935728948","0.0845991772241519","0.15798802065343154","0.22232577752897736","0.0","0.0","0.0"
"14610","0.6012802880477792","0.08231734612317759","0.0678631649156356","0.5028301412891615","0.21106099788569874","0.0","0.0","0.0"
"16071","0.48494628942516416","0.13450094411684568","0.08635969575442151","0.16443346569058798","0.10767533787486408","0.07475119091326618","0.07475119091326618","0.07475119091326618"
"17532","0.9910990058661154","0.205526432876379","0.06902371877893444","0.25257323051277236","0.2999086704974675","0.9306714387398225","0.9257423922181027","0.9237032369548417"
"18993","0.8624181971661216","0.13744974446015118","0.05831692174745729","0.5014575375578142","0.2755391801406268","0.3972093374333693","0.13692017531919037","0.22943805745734644"
"20454","0.7442304711610731","0.15212881362770997","0.1853970957002586","0.25434449130863634","0.08069978539875775","0.17763848651878122","0.13692486665881431","0.11917353746704913"
"21915","0.7407601272292669","0.1368611208186926","0.0853927007862674","0.2903203254557651","0.21806436021716197","0.15386484388218402","0.10076205379700062","0.08119028551790408"
"23376","0.8734430111040801","0.15101461303958214","0.07364386420653529","0.35120466323098565","0.3057835183126845","0.22005399084409177","0.21696752440094436","0.27217774917085286"
"24837","0.7781984673578402","0.10394573489339368","0.06620242341360841","0.23006507004475218","0.17977162277277875","0.24062818612124653","0.1732151907468223","0.07515397508794514"
"26298","0.7506057497841114","0.09841294009687106","0.07620408884864596","0.21846035483860177","0.14023679376297","0.21866449960126372","0.09664952505600055","0.18499847712149603"
"27759","0.8377935282678889","0.12454473171142802","0.1013901371396416","0.3500357811453274","0.1419030000971036","0.36904845049691937","0.1784308917907815","0.42924735989433116"
"29220","0.7228360191253144","0.08571296474948643","0.048467274122370764","0.08085014767134403","0.12340440948951009","0.05643685361100152","0.193267538272195","0.16445946652064908"
"30681","0.6706275835707824","0.13715829818604544","0.06076147091440789","0.15875029149075326","0.12890820340338627","0.1461376217010495","0.13864093304487415","0.07254861195274143"
"32142","0.7113902372898149","0.13149413832803686","0.09661342846557947","0.04123571547716737","0.11074026898352862","0.12858255919443207","0.16534063988598507","0.2864127015157127"
"33603","0.7607151367183991","0.08134506544217757","0.1650272029763162","0.06937698825301636","0.11071367986550698","0.06825066093651683","0.1445936504943974","0.12284631559867665"
"35064","0.7790648239333109","0.10859273614838882","0.0794737264663633","0.31289867198161087","0.2651121008225608","0.33272887800976636","0.19683836820474715","0.19201982123944372"
"36525","0.7660887911149796","0.09511848900215242","0.06177895846366119","0.17342582048407573","0.27276701659181873","0.1589815835454595","0.1339997521738261","0.10990338908253698"
"37986","0.7581051197834803","0.13649678841790167","0.08085355505285019","0.363825254382394","0.12839554305162448","0.33061923310325747","0.18739327918808074","0.1887177700944032"
"39447","0.773447016146848","0.09601218694852072","0.06705604258270004","0.1568152304632423","0.3203568338411993","0.03534349106720713","0.16782378397698494","0.05089427332389322"
"40908","0.8052868204056289","0.1400599041868495","0.040790556175080026","0.19651147654939408","0.24034830916044814","0.16831380557928138","0.20330003087264525","0.09192286194803273"
"42369","0.773363422442265","0.11020972785932731","0.10010263778363186","0.1452944197274499","0.14044832964714177","0.08636791143868562","0.11706637509640956","0.13114239259333155"
"43830","0.7222877543522941","0.14101502845481692","0.10094975654796046","0.13376835446799548","0.08736925001393081","0.101337297566654","0.11484790351647328","0.09437004495565676"
