"attribute_subset","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"day_period_nswdemand_class","0.22360522598870097","6.500151918276137E-4","7.748056635243862E-4","0.005009710451977401","day=1_period='(0.202128-0.414894]'_nswdemand='(-inf-0.276331]'_class=DOWN","0.0","day=5_period='(-inf-0.202128]'_nswdemand='(0.481627-0.559134]'_class=UP"
"day_period_nswprice_class","0.4516242937853108","0.0012903551251008784","0.001313014939093262","0.00869526836158192","day=1_period='(-inf-0.202128]'_nswprice='(-inf-0.03223]'_class=DOWN","0.0","day=5_period='(-inf-0.202128]'_nswprice='(0.043518-0.056848]'_class=UP"
"period_nswprice_nswdemand_class","0.48287429378531055","0.0019470737652633394","0.0033189283664953185","0.03996733757062147","period='(-inf-0.202128]'_nswprice='(-inf-0.03223]'_nswdemand='(-inf-0.276331]'_class=DOWN","0.0","period='(0.606383-0.819149]'_nswprice='(0.03223-0.043518]'_nswdemand='(-inf-0.276331]'_class=UP"
"day_nswprice_nswdemand_class","0.500926906779661","0.0014312197336561758","0.0017266934093903075","0.0162208686440678","day=1_nswprice='(-inf-0.03223]'_nswdemand='(-inf-0.276331]'_class=DOWN","0.0","day=1_nswprice='(-inf-0.03223]'_nswdemand='(0.559134-inf)'_class=UP"
"day_period_transfer_class","0.7678319209039551","0.002206413565815954","0.002132430599980375","0.010791843220338984","day=7_period='(-inf-0.202128]'_transfer='(0.414693-0.415131]'_class=DOWN","0.0","day=1_period='(0.202128-0.414894]'_transfer='(-inf-0.414693]'_class=UP"
"period_vicdemand_transfer_class","0.7694209039548021","0.003885964161387885","0.008958597152655807","0.0681938559322034","period='(-inf-0.202128]'_vicdemand='(0.422876-0.423006]'_transfer='(0.414693-0.415131]'_class=DOWN","0.0","period='(0.819149-inf)'_vicdemand='(0.335448-0.422876]'_transfer='(0.414693-0.415131]'_class=UP"
"day_period_vicdemand_class","0.7695091807909603","0.0022902058952111804","0.0023254000997356278","0.010791843220338984","day=7_period='(-inf-0.202128]'_vicdemand='(0.422876-0.423006]'_class=DOWN","0.0","day=7_period='(0.414894-0.606383]'_vicdemand='(0.540782-inf)'_class=DOWN"
"day_period_vicprice_class","0.7699064265536721","0.002199732647296211","0.00224618173889215","0.010791843220338984","day=7_period='(-inf-0.202128]'_vicprice='(0.003466-0.003468]'_class=DOWN","0.0","day=7_period='(-inf-0.202128]'_vicprice='(0.003067-0.003466]'_class=UP"
"day_vicdemand_transfer_class","0.7699505649717516","0.002810038558291055","0.006112994531393946","0.033280367231638415","day=2_vicdemand='(0.422876-0.423006]'_transfer='(0.414693-0.415131]'_class=DOWN","0.0","day=2_vicdemand='(0.540782-inf)'_transfer='(0.414693-0.415131]'_class=UP"
"nswprice_vicprice_transfer_class","0.7706567796610163","0.004877574554816549","0.014270716458348385","0.09968661723163842","nswprice='(0.077804-inf)'_vicprice='(0.003466-0.003468]'_transfer='(0.414693-0.415131]'_class=UP","0.0","nswprice='(-inf-0.03223]'_vicprice='(0.003466-0.003468]'_transfer='(0.414693-0.415131]'_class=UP"
