"points","all_attributes","Airline_Flight_AirportFrom","Airline_Flight_AirportTo","Airline_Flight_Time","Airline_Flight_Length","Airline_AirportFrom_AirportTo","Airline_AirportFrom_Time","Airline_AirportFrom_Length","Airline_AirportTo_Time","Airline_AirportTo_Length","Airline_Time_Length","Flight_AirportFrom_AirportTo","Flight_AirportFrom_Time","Flight_AirportFrom_Length","Flight_AirportTo_Time","Flight_AirportTo_Length","Flight_Time_Length","AirportFrom_AirportTo_Time","AirportFrom_AirportTo_Length","AirportFrom_Time_Length","AirportTo_Time_Length"
"17612","0.3756331609199259","0.20662145831673293","0.2077009147272887","0.1546841894612077","0.1544333511780953","0.2765943451976839","0.2447743306625725","0.21560731614430448","0.24246695745539956","0.21698079858135275","0.15898686752021277","0.292402518248602","0.22176318176671456","0.20767597292273368","0.22027245528721925","0.20578622692635354","0.14903621864442052","0.34119856411368993","0.255827994117191","0.22469318023189422","0.22198951945461487"
"35659","0.31912579351228143","0.13309682702904352","0.1327813188815648","0.05953874268414656","0.05496764898904772","0.21915196270938872","0.16896257236352893","0.1439719611148961","0.17296846793844275","0.14432563953255526","0.0719163069754782","0.2398283028333515","0.1479929771516982","0.14200972263261435","0.1552657233371644","0.13547388063347593","0.043598774894635484","0.28585109479206294","0.19971187715949704","0.15139202910323943","0.15110286909437504"
"53799","0.3836427136465079","0.16911114304941555","0.1742630063320229","0.08598471681366887","0.08262442587981744","0.26498721846903917","0.2099855095393717","0.18286420304141665","0.21345926406311963","0.1892407510499174","0.10418852530945369","0.30556862443730076","0.19723608157518255","0.18719750164083196","0.20478601240635624","0.1854460719671557","0.0777950888053616","0.3442867414282518","0.24442785339955403","0.19733637656508804","0.19921216455653692"
"68078","0.407498873368859","0.18999861979835977","0.1936445236058059","0.09911992557281309","0.09829457180752228","0.2896032674573549","0.2357929652329305","0.20268321510750617","0.23864990377188752","0.2041111446029565","0.11270618003009271","0.32874883324496124","0.21902082267395934","0.19993831311126886","0.2204481931599148","0.20291211937827625","0.08036318571665806","0.36499601448536234","0.26090194451945325","0.20809113395231088","0.21343841440489336"
"85189","0.3900533907917251","0.15667788568277904","0.15789456592554277","0.106914904221527","0.06086261375609139","0.26259065228868395","0.2258874376554165","0.1763169402398806","0.2307351114551683","0.17462683223765832","0.1147906107649398","0.2880047689068733","0.19886525489775092","0.1642801418224514","0.19766650016016013","0.16350733015742472","0.07275962450906234","0.34690976031674325","0.23331506096299753","0.19560237954348864","0.200328380445599"
"103138","0.36906168225433683","0.20416435825476936","0.20493312585484508","0.1628126072524115","0.15628113014937695","0.271267197405162","0.2386726929612249","0.21330613219910996","0.23982789165210744","0.2132781747706449","0.16829113202112395","0.28411362531378265","0.21312286331183417","0.19543166502621004","0.21256590589119206","0.1959731734112538","0.1419768730446032","0.3346303608806546","0.2498431262818486","0.2151729760751259","0.21834012477683995"
"120388","0.3275609646295017","0.1447062326775516","0.1531545083834461","0.09136758579571574","0.08327029354905105","0.22800056753957837","0.18648256757976367","0.15632834750678723","0.19472386623319124","0.16258285112675147","0.10283625445468879","0.2486506751820145","0.1669915633005477","0.15098686308747664","0.17381571443078372","0.15635912064565216","0.07287234934777731","0.29872266495008437","0.21084978994785034","0.16906135879800885","0.17822793294302905"
"137920","0.3347168368969515","0.148427281556465","0.15567131154102692","0.08680917907080071","0.08706246147317802","0.23538826200544552","0.18745221747696872","0.16165665344264826","0.19897932965761758","0.16455100472532214","0.09864956889718589","0.252459494770834","0.16896703235777102","0.15331958656410405","0.17419785722803224","0.1535529195203961","0.07071680658013044","0.3037870113385546","0.21159262820154642","0.171163026279787","0.1763295256524392"
"155976","0.3408736461162961","0.14557304372783753","0.14907266909592432","0.07197887085559679","0.06504979367164943","0.2348164904426697","0.19388588773331147","0.1596684623611071","0.1959446974524612","0.16312990198165706","0.08896892517321067","0.25504071227577063","0.1667568613920741","0.14808736888446566","0.17141682035249106","0.15122324592893877","0.05938757901130503","0.3094451285255702","0.215775632377","0.17071398672905178","0.18083836683474364"
"174115","0.3958731639292112","0.17915725124109766","0.1923677140146415","0.09204977859003459","0.09325885606810112","0.27613495175158526","0.22263605519268662","0.18894173959865487","0.23094665608179596","0.2001176362224079","0.1072549855631112","0.3151718833945833","0.20546682116559045","0.18647640985323416","0.2144451085374181","0.1981257389992216","0.07375374585620184","0.3543690656437682","0.25408936614765226","0.20026694225474234","0.21346395100493945"
"188415","0.4454849530915368","0.2572707185297368","0.258988829090177","0.1681591086270595","0.16741843046233126","0.3405642461786669","0.29813214261278026","0.268005585604135","0.2983595723393348","0.26697214106421213","0.17060699498098164","0.37213837151581247","0.2792411430707799","0.255813359489167","0.27466059993259956","0.2606225397406556","0.13283369506366602","0.4134585354634978","0.3143663493581849","0.27486780132482197","0.2726996125900493"
"205551","0.42104460213805867","0.21471485241205884","0.20487551760223577","0.15692621376462923","0.13999433486340312","0.30315570303838546","0.2699144899356278","0.22840715419080837","0.261223701269626","0.22440183224039906","0.15875375621940085","0.3281038357678973","0.23697415987674758","0.2093966907581394","0.22077729765849122","0.20271451511683508","0.10980547488926731","0.37735647122980065","0.27564446655294045","0.23319542299227816","0.227258698632066"
"223517","0.38397215813442925","0.19374346863064867","0.19386537347260424","0.12600708623313897","0.1294786126867111","0.27675167153138586","0.23378369174224223","0.20465052979237064","0.23640654041836445","0.20540648037811032","0.13283250626128168","0.29231977026598316","0.20726532133946188","0.19047280546364004","0.20017225945388906","0.18824686341227923","0.10914452122315355","0.34440616138696295","0.25043654650893155","0.20958445301419143","0.20539660563194748"
"240796","0.35945016444465455","0.16663921931947095","0.1613701902480555","0.09041985575816221","0.07807427156825768","0.2527409202841668","0.21295964787230495","0.17599418382887017","0.21001266113135436","0.17529096840680997","0.1055861210636819","0.2700881984584825","0.18633238616977238","0.16404406681731912","0.18155875716578862","0.16187372660426597","0.06762188349351964","0.32374103820295785","0.22641343442160308","0.1858371273968246","0.17885381718227628"
"258373","0.3776115494613448","0.19562981238793872","0.17868285677446197","0.11421915303526725","0.11554265485081984","0.27154554212180576","0.24501355225858348","0.2072834633725431","0.2268753021224196","0.19267618233199826","0.13193336903729597","0.28388783049412236","0.21608742581993617","0.19591193139834884","0.20070516830809912","0.17682729497622116","0.10814083570630334","0.3414921111586833","0.24607489010343253","0.21398099886852498","0.1986815835338268"
"276642","0.4047040115612205","0.17959650042996278","0.17004025909758325","0.09590547195321067","0.08877918314044603","0.2652081317259561","0.22999460716162187","0.19115975053799442","0.2145804740873887","0.18703429360438126","0.10881340230879077","0.29590487302346835","0.20501360161889215","0.1812137061559983","0.19206644403282994","0.17628361865729303","0.06110675633608692","0.3415453251796007","0.2416529302458129","0.2034638401944003","0.1942101808619812"
"295227","0.4204628339659166","0.18376466242035552","0.17049819515072603","0.08940303347139736","0.08021751472774319","0.27518335065177474","0.22843795055786448","0.1932099293610494","0.21536454571663874","0.18191885701643842","0.09739673299315879","0.31527708495195395","0.20953140009972174","0.18918980265459456","0.19796292041918043","0.17771915315614661","0.06862789146894717","0.35754515821675303","0.24653337152123175","0.20634240013328792","0.19377971048453072"
"311213","0.408049193511499","0.18222410703658168","0.17725866969958226","0.11160746412676407","0.09706454904865247","0.2734191735789581","0.22592348589084194","0.19333027687960946","0.2292552511104354","0.19241347920366111","0.12566715527664338","0.3067530754474634","0.20571876792679816","0.18705131804591882","0.20259243463907536","0.18088306969804352","0.09410723593476196","0.3535399835453577","0.24728845643525185","0.2052763510766041","0.20181209750381932"
"328765","0.3702208122918468","0.16229706717183223","0.16044544353131748","0.08345648889302516","0.06877998973562302","0.2555993511568842","0.2120224843144487","0.17476264648969503","0.2084220472190917","0.17626030997482373","0.0964450734274114","0.2771616133050599","0.1845577701825246","0.16389558760270484","0.18402379371399474","0.16461322743488038","0.06541986325949228","0.32872362326072835","0.22993107011313635","0.18491671870456514","0.1863470904173204"
"347094","0.334331899910919","0.15035399536131694","0.1548260929778522","0.08160326781465686","0.0770229326200734","0.2368221413296475","0.19789346654643272","0.16251709480452167","0.20276852164062834","0.16608774757405956","0.09785863393292803","0.24738178318297716","0.17328128857077382","0.1493465843823312","0.17323073723793453","0.15578482857443082","0.06790929496252793","0.30445732623253186","0.21548894157606308","0.1753679200433242","0.1753586170296969"
"365403","0.37494586917259587","0.14779342463956627","0.14971044959588542","0.06484580817887409","0.0700663241422103","0.23503778601623437","0.19299996709922432","0.16063222451474624","0.19476290492302079","0.16496007422424722","0.08325181401750062","0.26773226168385567","0.17462715667333462","0.15877970984647066","0.17340247638887268","0.15824851341245239","0.05234506701298489","0.30979493647119416","0.21404967509013348","0.17379020487809388","0.16836046318419004"
"383939","0.35668260669438845","0.17260820626926876","0.16582945722020354","0.09590814668702759","0.09342147823619133","0.2561581284301077","0.21773866424830868","0.18595688501488644","0.20941024415361423","0.18105947505101178","0.10352463841441018","0.26715043809570616","0.19426124679942908","0.1747578510238307","0.18361214438391057","0.1647573788474662","0.08058990212506645","0.32364811995634285","0.23282200255993354","0.19306760253423938","0.18936645103312272"
"402506","0.4136117828964345","0.2153986618516647","0.2064360810326402","0.1250839285636353","0.12709057798766457","0.2979887462974307","0.2581317114329283","0.22565668155863244","0.24949789126314484","0.21641908048732292","0.1405658914213622","0.33224192153185306","0.2332107697059517","0.21513715640139322","0.23195859527116275","0.20818985393048292","0.10689252164571175","0.37711792741574396","0.27411105239596856","0.22581749320184896","0.22422430657887518"
"417527","0.3980339126223272","0.18359468253864733","0.18327342984992534","0.08758122891069542","0.08312177356906802","0.28733395471999734","0.23323594015937932","0.1943664762938066","0.23491069527000655","0.19712881255143763","0.10497626062346005","0.3103252287809237","0.2008015490201787","0.17991901734440724","0.20293400348123933","0.18304849539041512","0.061489665330121165","0.3541428356356638","0.25404850983050653","0.1947023314475222","0.20736025404920946"
"431918","0.4469500178228988","0.22788270875969188","0.23059736572212322","0.15490817041137186","0.1271406413730095","0.3267543946443716","0.2871998981681432","0.24209565862280785","0.29553997538674115","0.24793907770609988","0.16583531052846529","0.3515688278541339","0.2578021066017518","0.22005641569860426","0.26257741048747874","0.22843162034897294","0.13417030555361525","0.40950224265987895","0.2997170877335977","0.25581909044087003","0.2610579858796637"
"449998","0.4135850089222794","0.18901112794118624","0.18180162628563026","0.11863104616535049","0.0925069542545298","0.2795813311638267","0.2510115108510046","0.20389392996012531","0.23644184099553217","0.19953949206791857","0.13197024678054212","0.31237796722064054","0.2277020971888898","0.19319687653313458","0.2120631230053615","0.19142265829965435","0.0873901139997209","0.36701935799217816","0.2505941584267145","0.2227007134992417","0.21963349904354315"
"468523","0.3784378589993535","0.19830654410337092","0.1930762134963194","0.12676441132568367","0.13173433564254317","0.28156900418867364","0.2408078459119429","0.2155232421413893","0.23702598985854534","0.21032029523590126","0.1406018770954833","0.2903016567528461","0.21386195223352614","0.19920431322079435","0.20287427609938932","0.19518807818149964","0.11277570149443455","0.34720074648458726","0.25796154208835637","0.21744635125255674","0.21540671059991395"
"487025","0.36253411927907625","0.1707775774158356","0.15936259896148935","0.096411019997649","0.08711769029938676","0.25457139293745285","0.2244585578113474","0.18455133575248972","0.2133643228178652","0.17656626961202612","0.1053346508250014","0.2634095748725489","0.18802811215491086","0.16315013214153395","0.18073479277261947","0.15725432823091073","0.0647095586042436","0.32967469431677576","0.22971574644624249","0.18655216983426398","0.18461217977235003"
"505514","0.3532684577006441","0.15999243058808602","0.15799627152839515","0.0948925664073406","0.08314367493683518","0.24396924746246695","0.21712997331680195","0.17588982005390438","0.20946855076494253","0.1710494466291309","0.10924632455656279","0.26022656883221584","0.18187718109937795","0.15683633928353435","0.17415114018060898","0.15871884784663323","0.052874233864823414","0.3204377639755273","0.21556492386450551","0.18913278464218858","0.1754629747185358"
"524020","0.3903429074821237","0.17828629575959812","0.16841795283635427","0.08639762286647484","0.08620354222389352","0.26616380436749476","0.2207394441259869","0.19182556986154","0.21448049631808055","0.17964596236763358","0.10312814520428598","0.29643912314594273","0.197034689647408","0.17884722263522818","0.19282757825769495","0.170721884815483","0.08247183157557418","0.3439172437978957","0.2362029098680355","0.19414016795483782","0.19194073450449844"
