"points","all_attributes","Airline_Flight_AirportFrom_AirportTo","Airline_Flight_AirportFrom_Time","Airline_Flight_AirportFrom_Length","Airline_Flight_AirportTo_Time","Airline_Flight_AirportTo_Length","Airline_Flight_Time_Length","Airline_AirportFrom_AirportTo_Time","Airline_AirportFrom_AirportTo_Length","Airline_AirportFrom_Time_Length","Airline_AirportTo_Time_Length","Flight_AirportFrom_AirportTo_Time","Flight_AirportFrom_AirportTo_Length","Flight_AirportFrom_Time_Length","Flight_AirportTo_Time_Length","AirportFrom_AirportTo_Time_Length"
"17612","0.039468227540869705","0.03509589698918711","0.03253927926677787","0.030553054990878757","0.03145956011268473","0.028856444702812754","0.024871081000664232","0.03712040737095937","0.03372824391797635","0.033189189768089246","0.032860726504610194","0.03778533783031528","0.034865938096553674","0.03331412221760544","0.0326341371920068","0.034013188945244355"
"35659","0.01788268583764722","0.015324441649940282","0.013713042185757475","0.013509924991274914","0.014133303406168933","0.013574395876405174","0.01131288393181862","0.016225757209112224","0.015036876332160385","0.014549004073586056","0.015089461676968594","0.016655124262393975","0.015395776274238914","0.015405480813329884","0.015280723877364186","0.013861570202368933"
"53799","0.3796277260234735","0.24444680675771496","0.22088390418909623","0.1852727148904406","0.2294777922690849","0.18637680272020987","0.1520506633707698","0.28289019819466726","0.16004790884571016","0.2056041504887596","0.213534069391878","0.3513935353364398","0.24297199617667667","0.23647603017298532","0.2378143769467969","0.25175418940836186"
"68078","0.37231186987022163","0.239556646910118","0.22354715763220587","0.17827950348164995","0.2285038107937597","0.17350362782248702","0.1556271152894493","0.28245281652545157","0.15402502690963113","0.20758471577193685","0.21326244479198278","0.3482988597182944","0.2349094425616058","0.23921486041574996","0.23827413717010382","0.25018585981041885"
"85189","0.12378302657730579","0.09240363589798223","0.08814150303632311","0.07348830634908993","0.08036296868360981","0.068442571584756","0.05875389526228546","0.0981242156642777","0.07645395875330233","0.08794026272120821","0.08220033906091999","0.11118755330051328","0.09199848534803036","0.09541001760196788","0.08792450693884343","0.08750676869419789"
"103138","0.049564771684017274","0.043125909884766785","0.04015194742591705","0.036367427518063024","0.039764443701596444","0.03600249983649183","0.029795444580901848","0.04733332848868377","0.04177490328878428","0.04208048407686244","0.04211886334953583","0.04806663323861531","0.04293868375856892","0.04130272487022155","0.04116719109941682","0.044669956180186925"
"120388","0.028212798460458283","0.024456685414994923","0.022670674245356327","0.0213132756003936","0.023141425864755514","0.021357418484461554","0.018442460494598755","0.025994048150465913","0.02380549355712437","0.023786546836097627","0.02421797656955401","0.02702353956492317","0.024503625668345175","0.024643851243442174","0.02476693549187236","0.023851302959064145"
"137920","0.03891021580034937","0.034720800680844564","0.03217116197221962","0.030354469998324966","0.03128357680735958","0.029237972445802132","0.025723770527183876","0.0365186651289299","0.03341063233092086","0.033341109480572416","0.032657126948877305","0.03761805364121852","0.03494012240267435","0.03394907429730953","0.03318136613740426","0.03490461545802322"
"155976","0.015024087974414613","0.012610054176478706","0.01125212486171496","0.011506138549105732","0.011693786374666585","0.011603705770066159","0.009862814044931386","0.013254864963305333","0.012978223497018273","0.012340255086729365","0.012861512277453404","0.01341189155090621","0.013020175417406639","0.012841375966320906","0.012961265639243135","0.0119008316201861"
"174115","0.3761143647134932","0.2432850593917973","0.2195352555267705","0.18427663300920036","0.22818262392550298","0.18502703482085178","0.15117172094127848","0.2811850369157878","0.15804781028553416","0.2035938712591281","0.21117859096634586","0.3495897492440688","0.24068500935087248","0.23541514882934253","0.2363838647707684","0.24943335015501075"
