"points","all_attributes","Airline","Flight","AirportFrom","AirportTo","Time","Length"
"17612","0.4555706849694","0.06653579254664965","0.02324722502399054","0.08832781235827178","0.07777781144927878","0.02944533260457155","0.02230718527485174"
"35659","0.3329437336027646","0.032332514946686916","0.018654700815454908","0.05718586134100066","0.05326719420664556","0.010597989156156219","0.011512137894121631"
"53799","0.5822095954244828","0.07172771375895118","0.057211786665694805","0.10147424344058023","0.10243966586251199","0.06012513993385152","0.026907061493098988"
"68078","0.5872568997518863","0.049583271010931074","0.053698924351272964","0.09681696133596959","0.09327229389127491","0.0743816309735349","0.02218452272491832"
"85189","0.4491884113156043","0.036779456406065066","0.016542588042033096","0.06690240738630412","0.06247239623471777","0.06556953126868131","0.013484992918144045"
"103138","0.43840355447963164","0.05818078031163806","0.019691328171385393","0.07685960609499576","0.06510494630889149","0.020506334488890426","0.007763243810028907"
"120388","0.3576312787379038","0.047251676001889835","0.02312013873927511","0.06931948744809058","0.06653217564994313","0.030956637889138203","0.009656486745689034"
"137920","0.37406831343150226","0.044005255201121016","0.007789356583167631","0.06725540611189976","0.06408847158122916","0.025842995446321897","0.005860993446822796"
"155976","0.3540434168302494","0.040834215256207076","0.006829858484161563","0.0706883990612085","0.0726678482247324","0.0354082261154753","0.024965238792871443"
"174115","0.5811522111551135","0.06056819468821708","0.052656832736269844","0.095054727815505","0.1039473586085373","0.05410179946616645","0.04050152030281705"
"188415","0.6189061924283457","0.11638052349703958","0.058972170658475334","0.13686203040086858","0.13897829955429958","0.0745620980961589","0.028961989026401444"
"205551","0.49420157325661684","0.10041542425541006","0.04882714238181969","0.11704059176455744","0.09561457727963935","0.07355661897336085","0.03843484313810681"
"223517","0.44574171881647207","0.06996734576570798","0.025021863817083757","0.09666833929727722","0.08400716798727031","0.01836384585839318","0.04206777710078481"
"240796","0.38092091701985586","0.056709122080302835","0.031755958302027716","0.08539039531195157","0.07320484682124821","0.034971351413476195","0.00424822598818096"
"258373","0.4666518730475795","0.06288571845974288","0.01574644199700071","0.1070452697999534","0.07198201451084697","0.0341572276958219","0.025841720869308464"
"276642","0.47915265925105865","0.07285504094714063","0.030281098023846133","0.09707053094965876","0.07986683414486301","0.03611673487953951","0.015871309118026058"
"295227","0.5977371417080688","0.06996839543942998","0.05768694714676407","0.09645811895583273","0.07331828095799812","0.035731267693022026","0.03132586312373774"
"311213","0.560049093063615","0.05269057074065041","0.04625245776715024","0.08025128079833532","0.07175511372280655","0.057999637477705854","0.01541225706498482"
"328765","0.4240728989039535","0.04400933164172438","0.027175152392558605","0.08464135945008303","0.06508766506935938","0.03715692407444974","0.023317869286478037"
"347094","0.3717336059609751","0.03389684503561228","0.00860498976932847","0.072343215558416","0.06597687411391989","0.03104712674124982","0.01836428816518107"
"365403","0.44381463201457383","0.040840266576056855","0.024676574923409335","0.07299305192488703","0.06740728549923758","0.011321452200158151","0.032119221097044875"
"383939","0.40049086000871437","0.0464787006738238","0.021855492778535046","0.0996124019639478","0.06776858415829184","0.015311153817001422","0.011209483161356747"
"402506","0.5601104778761551","0.08745617258499175","0.06839334810110861","0.11615965946995993","0.100196292374271","0.08317738146782261","0.025051207003533322"
"417527","0.5210023185246538","0.06298527389938424","0.02064723935665161","0.0846276004881587","0.08655411357312048","0.07650052066535257","0.0240777468374295"
"431918","0.6149516313876147","0.08426342015072777","0.06489243980421416","0.12406452710967528","0.11760923536022352","0.07129128862749956","0.04190677776139711"
"449998","0.5258847852897063","0.06589975393985076","0.041125859831301896","0.1003925140393585","0.0866448927725889","0.05088196458532636","0.025115652051757857"
"468523","0.4287211075582723","0.08918699728407353","0.05582704363460121","0.11278793409709058","0.09076556825873512","0.012877622661034871","0.0669902992955863"
"487025","0.38348897832720785","0.06967063915095137","0.021549710830913782","0.08678349381287753","0.07853301017875756","0.015334811122696555","0.01294573802692051"
"505514","0.37384802885408913","0.06117898161531668","0.015870260309831317","0.0713869811490104","0.0650732696227475","0.013302248934146301","0.00635582645873972"
"524020","0.5377599118533678","0.0634220299536298","0.05976570961898445","0.089579660092141","0.07178718212834738","0.07337972853149755","0.031011189795736933"
