"points","all_attributes","Airline_Flight","Airline_AirportFrom","Airline_AirportTo","Airline_DayOfWeek","Airline_Time","Airline_Length","Flight_AirportFrom","Flight_AirportTo","Flight_DayOfWeek","Flight_Time","Flight_Length","AirportFrom_AirportTo","AirportFrom_DayOfWeek","AirportFrom_Time","AirportFrom_Length","AirportTo_DayOfWeek","AirportTo_Time","AirportTo_Length","DayOfWeek_Time","DayOfWeek_Length","Time_Length"
"17612","1.000000000000457","0.01528220323995408","0.02277234547222381","0.02193230382207519","1.0000000000000002","0.016353710812460683","0.017207611472912207","0.017767377056357784","0.017227058134134055","1.0","0.00770257364558518","0.007370117854506669","0.028007455260314167","1.0000000000000018","0.01703759397966343","0.017186667220565614","1.000000000000002","0.017149645887027543","0.016722045866534554","1.0","0.9999999999999998","0.0075159945563695145"
"35659","0.9999999999999387","0.005267240157987569","0.009047856115499969","0.009568412846304986","1.0","0.005310957930563392","0.005996656775591902","0.00859199936659325","0.008738914541957056","1.0","0.0036818447042815915","0.0032121688383309347","0.010886788380383155","0.9999999999999989","0.008270866790370791","0.007831034596727689","0.9999999999999998","0.007613560671452692","0.007565312892118208","0.9999999999999998","1.0","0.002879104902432584"
"53799","0.9999999999999095","0.10239251202199545","0.07642538409811112","0.07750865508773638","0.9999999999999999","0.08536523632479923","0.05160107444545242","0.10298696561584608","0.10221803586163991","1.0000000000000002","0.07861747998405998","0.050596314446400614","0.10400641167941888","0.9999999999999982","0.09344612750793276","0.06260977389251646","0.9999999999999987","0.10153139671345598","0.06158304270702923","1.0","0.9999999999999999","0.06538442086523774"
"68078","1.0000000000000058","0.09164879113778415","0.0714222283736987","0.07044605278080143","0.9999999999999998","0.09746852191121838","0.04377666234355675","0.09671405241370462","0.09317334439103851","0.9999999999999999","0.09546796912145576","0.04838452203562499","0.09821697490556251","1.0000000000000002","0.10588396860942288","0.05437296456223569","1.0000000000000002","0.1110899751309276","0.052322720367720295","0.9999999999999998","1.0000000000000002","0.08216179703929023"
"85189","1.000000000000019","0.01861165548440795","0.037994022368828165","0.03510679722847591","1.0","0.04106484356212629","0.02026597356071618","0.035357378962469696","0.03234685562691383","0.9999999999999999","0.039011076191274474","0.012752291988516126","0.05067533682070986","0.9999999999999984","0.04803277726296607","0.030580625586220236","0.9999999999999988","0.0458300837235704","0.028091993412500474","1.0","1.0","0.038791436222069584"
"103138","1.0000000000004083","0.019635353307802063","0.02759189684783195","0.028207728661158067","1.0","0.02184707880056296","0.021979318213198266","0.020223473755350257","0.01956653997921643","1.0","0.009040881531488989","0.00773507546744762","0.03429585758683308","0.9999999999999997","0.021446523604318344","0.020216390885285977","0.9999999999999996","0.02135816698035723","0.019744057438103552","1.0","1.0","0.008807892894602338"
"120388","0.9999999999998976","0.00970958942157942","0.015316251525161516","0.01576289815393476","0.9999999999999999","0.010927476713388687","0.010982015494648294","0.012743544723189415","0.012515549206916082","1.0","0.007092422303564168","0.005061948833933475","0.019560912220139785","1.0","0.0127854854229286","0.01207211657689298","1.000000000000001","0.013651915999563616","0.012519854378081355","0.9999999999999999","1.0000000000000002","0.007286730351456709"
"137920","0.9999999999999013","0.017377364067538096","0.02351113189467783","0.023265325277477295","1.0000000000000002","0.01795913461514162","0.01870925356972417","0.017463427341570546","0.01749854257259919","1.0","0.007191242981629084","0.007797716759409297","0.028303697544112105","1.0","0.017444612451681454","0.017574547651633837","0.9999999999999991","0.017615311140406188","0.017045127734527515","1.0","1.0","0.007607596656474033"
"155976","1.0000000000000215","0.00421905639175918","0.007460184207890187","0.008457684239827404","1.0","0.004782592202687838","0.005346445553625264","0.006672233102309937","0.0075099616575324555","1.0","0.002988228572039925","0.002909225228514623","0.009067067942789933","0.9999999999999991","0.007062385961917696","0.007221873484586092","0.9999999999999984","0.0067414904101817915","0.0070476142449718004","1.0","1.0","0.0026338814016890026"
"174115","0.9999999999997702","0.10224658301068246","0.07582730792554905","0.07693851327568713","0.9999999999999999","0.08474561823864431","0.05069637457751468","0.10240425432663144","0.1013072979173644","1.0","0.07821756775668236","0.050070863036296605","0.10423087524967399","0.9999999999999977","0.09297086176406957","0.062067538283426565","0.9999999999999977","0.10132256463972658","0.061284906724567094","1.0","1.0","0.0651648169901657"
