"Distance","mean","sd","max_val","max_att","min_val","min_att","attributes","class_values"
"0.16252661202247418","8.645032554386924E-4","0.0018944398027295343","0.013538920619153584","band3='(87.004463-105.995537]'_band2='(54.863289-67.995537]'_id_class=maize","4.5882984322793645E-8","band3='(-inf-60.995146]'_band2='(54.863289-67.995537]'_id_class=other_annual","band3_band2_id_class","*"
"0.1691825026990641","8.459125134953205E-4","0.0014432114091357119","0.008727433492336135","band7='(147.955796-186.194054]'_band2='(54.863289-67.995537]'_id_class=maize","7.758381274534776E-7","band7='(-inf-96.995144]'_band2='(67.995537-inf)'_id_class=other_oilseed","band7_band2_id_class","*"
"0.17272636801269786","8.636318400634893E-4","0.0017211370059116951","0.011953968060254113","band6='(-inf-163.421463]'_band3='(-inf-60.995146]'_id_class=maize","6.28928870160217E-7","band6='(272.004135-inf)'_band3='(-inf-60.995146]'_id_class=other_oilseed","band6_band3_id_class","*"
"0.17941651033815856","8.970825516907928E-4","0.0015111552107139057","0.011873330393504371","band7='(186.194054-inf)'_band1='(55.995869-inf)'_id_class=maize","5.050004914052216E-7","band7='(96.995144-121.603054]'_band1='(45.995869-55.995869]'_id_class=other_leguminous","band7_band1_id_class","*"
"0.18315161237792732","9.157580618896366E-4","0.0016119434952153878","0.00918622238149562","band6='(228.764374-272.004135]'_band2='(54.863289-67.995537]'_id_class=maize","3.9132688787148433E-7","band6='(272.004135-inf)'_band2='(-inf-36.004854]'_id_class=other_oilseed","band6_band2_id_class","*"
"0.18704621713033062","9.352310856516531E-4","0.001611937903892164","0.009268907212050145","band6='(272.004135-inf)'_band1='(55.995869-inf)'_id_class=wheat","7.626920020132053E-8","band6='(272.004135-inf)'_band1='(-inf-31.005208]'_id_class=rapeseed","band6_band1_id_class","*"
"0.19082560788780156","9.541280394390078E-4","0.0016465111441556954","0.01111572010247051","band7='(-inf-96.995144]'_band3='(-inf-60.995146]'_id_class=maize","4.904626380954887E-7","band7='(96.995144-121.603054]'_band3='(105.995537-inf)'_id_class=other_oilseed","band7_band3_id_class","*"
"0.19116847825908787","9.703983667974003E-4","0.0016598636394850176","0.008466270170344506","band3='(87.004463-105.995537]'_band1='(45.995869-55.995869]'_id_class=maize","1.256658160536997E-7","band3='(105.995537-inf)'_band1='(-inf-31.005208]'_id_class=maize","band3_band1_id_class","*"
"0.20876933284212654","0.0013645054434125918","0.002148956695167876","0.009077019511005861","band1='(38.71813-45.995869]'_band2='(54.863289-67.995537]'_id_class=maize","1.2550345711822978E-7","band1='(45.995869-55.995869]'_band2='(-inf-36.004854]'_id_class=maize","band1_band2_id_class","*"
"0.21932620047458348","0.001246171593605588","0.0020300850056148537","0.011303320799398964","band7='(147.955796-186.194054]'_band6='(228.764374-272.004135]'_id_class=maize","1.2619303655294533E-7","band7='(-inf-96.995144]'_band6='(228.764374-272.004135]'_id_class=other_oilseed","band7_band6_id_class","*"
"0.2311293161436507","0.0011673197785032864","0.0020489977013020836","0.011692732551351307","band7='(147.955796-186.194054]'_band4='(131.004463-inf)'_id_class=maize","7.650548570736486E-7","band7='(-inf-96.995144]'_band4='(131.004463-inf)'_id_class=other_oilseed","band7_band4_id_class","*"
"0.24216602108435148","0.0012108301054217575","0.0020548401181551905","0.012945092833912165","brightness='(-inf-322.002182]'_band1='(-inf-31.005208]'_id_class=wheat","3.056419345188141E-6","brightness='(388.999985-442.276382]'_band1='(-inf-31.005208]'_id_class=other_leguminous","brightness_band1_id_class","*"
"0.25177957387174316","0.001325155651956543","0.0023335694220955414","0.010624717610711109","band4='(100.576401-131.004463]'_band2='(54.863289-67.995537]'_id_class=wheat","1.5469030761084135E-7","band4='(-inf-59.350437]'_band2='(67.995537-inf)'_id_class=sunflower","band4_band2_id_class","*"
"0.25839940830592817","0.0012919970415296409","0.0020887285940545826","0.010576407812541934","brightness='(388.999985-442.276382]'_band2='(54.863289-67.995537]'_id_class=wheat","4.8090249143410836E-8","brightness='(-inf-322.002182]'_band2='(67.995537-inf)'_id_class=other_annual","brightness_band2_id_class","*"
"0.26138433997735244","0.0013069216998867622","0.002206261887050126","0.010836622922330862","band6='(197.438813-228.764374]'_band4='(100.576401-131.004463]'_id_class=wheat","5.732731315265191E-7","band6='(272.004135-inf)'_band4='(-inf-59.350437]'_id_class=rapeseed","band6_band4_id_class","*"
"0.2640602940907889","0.0013203014704539445","0.001916147858499447","0.008538135884562014","NDWI='(-31.00016-53.37134]'_band2='(67.995537-inf)'_id_class=maize","6.089778627933319E-7","NDWI='(-inf--252.999954]'_band2='(67.995537-inf)'_id_class=other_oilseed","NDWI_band2_id_class","*"
"0.2674617328701122","0.0014457390965952012","0.002553930975708493","0.015177386052320656","band6='(197.438813-228.764374]'_brightness='(322.002182-388.999985]'_id_class=wheat","3.242172642220936E-7","band6='(272.004135-inf)'_brightness='(322.002182-388.999985]'_id_class=maize","band6_brightness_id_class","*"
"0.2691872191577418","0.001345936095788709","0.0023884712929462064","0.012854077350301153","brightness='(322.002182-388.999985]'_band3='(73.995144-87.004463]'_id_class=wheat","2.2637228339627653E-7","brightness='(-inf-322.002182]'_band3='(105.995537-inf)'_id_class=rapeseed","brightness_band3_id_class","*"
"0.2711250973439001","0.0013624376750949753","0.0033451164376472682","0.02663249351013484","NDWI='(53.37134-inf)'_NDVI='(-inf-280.000016]'_id_class=maize","2.6809448247798204E-8","NDWI='(-252.999954--125.009613]'_NDVI='(-inf-280.000016]'_id_class=other_oilseed","NDWI_NDVI_id_class","*"
"0.27133134818336","0.0013566567409168","0.001935271038823727","0.010143892116845838","band3='(105.995537-inf)'_NDWI='(53.37134-inf)'_id_class=maize","7.111453131841284E-7","band3='(105.995537-inf)'_NDWI='(-inf--252.999954]'_id_class=other_oilseed","band3_NDWI_id_class","*"
"0.2889298168278434","0.001444649084139217","0.001994733431629873","0.011372565831464572","NDWI='(53.37134-inf)'_band1='(55.995869-inf)'_id_class=maize","1.1049503307983083E-6","NDWI='(-inf--252.999954]'_band1='(45.995869-55.995869]'_id_class=other_annual","NDWI_band1_id_class","*"
"0.2892708393109861","0.0014463541965549307","0.00233799505924177","0.014835017268712272","NDWI='(-31.00016-53.37134]'_band4='(131.004463-inf)'_id_class=maize","9.62508811584613E-7","NDWI='(-inf--252.999954]'_band4='(131.004463-inf)'_id_class=other_oilseed","NDWI_band4_id_class","*"
"0.289593070479782","0.0016269273622459663","0.0028270150988004357","0.012877465363867066","band3='(60.995146-73.995144]'_band4='(79.427025-100.576401]'_id_class=wheat","2.017401841181969E-8","band3='(105.995537-inf)'_band4='(59.350437-79.427025]'_id_class=rapeseed","band3_band4_id_class","*"
"0.29016090445335835","0.0014654591134007997","0.0021597033955156925","0.011901141170916204","band7='(121.603054-147.955796]'_brightness='(322.002182-388.999985]'_id_class=wheat","1.6366763934847753E-6","band7='(-inf-96.995144]'_brightness='(388.999985-442.276382]'_id_class=other_oilseed","band7_brightness_id_class","*"
"0.2906494781786315","0.0014532473908931576","0.0022390783418051678","0.011261922170251822","band5='(251.004853-301.004852]'_band3='(87.004463-105.995537]'_id_class=wheat","4.009290324997285E-7","band5='(301.004852-354.995148]'_band3='(105.995537-inf)'_id_class=other_leguminous","band5_band3_id_class","*"
"0.2920886506447956","0.001460443253223978","0.002133342994208531","0.01095546444161379","band5='(190.994385-251.004853]'_band2='(54.863289-67.995537]'_id_class=wheat","2.127229411532398E-6","band5='(-inf-190.994385]'_band2='(67.995537-inf)'_id_class=other_oilseed","band5_band2_id_class","*"
"0.2947173751481069","0.0015430229065345911","0.0027140939469666916","0.020925684282807576","band4='(131.004463-inf)'_NDVI='(280.000016-379.999985]'_id_class=maize","1.4413287653421702E-7","band4='(100.576401-131.004463]'_NDVI='(663.19931-inf)'_id_class=other_annual","band4_NDVI_id_class","*"
"0.29559098658255684","0.001492883770618974","0.0022787852250088104","0.011832587902799067","band4='(131.004463-inf)'_band1='(45.995869-55.995869]'_id_class=maize","2.9612253607634607E-7","band4='(-inf-59.350437]'_band1='(55.995869-inf)'_id_class=other_leguminous","band4_band1_id_class","*"
"0.3026673322791074","0.001513336661395537","0.0021780673071861356","0.009159927064258406","band5='(190.994385-251.004853]'_band1='(38.71813-45.995869]'_id_class=wheat","2.2635719810642335E-8","band5='(301.004852-354.995148]'_band1='(-inf-31.005208]'_id_class=maize","band5_band1_id_class","*"
"0.3052147961426382","0.001526073980713191","0.002445486524006123","0.013985137499086128","band5='(190.994385-251.004853]'_band4='(100.576401-131.004463]'_id_class=wheat","3.765775705863539E-6","band5='(-inf-190.994385]'_band4='(131.004463-inf)'_id_class=other_oilseed","band5_band4_id_class","*"
"0.30666497476001525","0.0015333248738000763","0.002315589027418555","0.010935639280175135","band5='(190.994385-251.004853]'_band6='(197.438813-228.764374]'_id_class=wheat","1.1067188683353534E-6","band5='(-inf-190.994385]'_band6='(272.004135-inf)'_id_class=other_oilseed","band5_band6_id_class","*"
"0.30670472614983635","0.0016401322254001945","0.0031754164571459326","0.018225257941204023","band5='(354.995148-inf)'_brightness='(506.55896-inf)'_id_class=sunflower","1.482589405550226E-7","band5='(354.995148-inf)'_brightness='(322.002182-388.999985]'_id_class=other_leguminous","band5_brightness_id_class","*"
"0.3077926167769415","0.0015389630838847073","0.0027838961850456885","0.01698615656864894","band5='(354.995148-inf)'_NDVI='(663.19931-inf)'_id_class=sunflower","2.776840162897232E-7","band5='(301.004852-354.995148]'_NDVI='(-inf-280.000016]'_id_class=other_annual","band5_NDVI_id_class","*"
"0.3093813457723355","0.0015469067288616774","0.0022327632663963434","0.010737816686383832","band7='(121.603054-147.955796]'_band5='(190.994385-251.004853]'_id_class=wheat","1.0877321364199243E-5","band7='(96.995144-121.603054]'_band5='(301.004852-354.995148]'_id_class=other_leguminous","band7_band5_id_class","*"
"0.31063257729236365","0.0015609677250872545","0.002365991483713633","0.010918952873379541","band7='(186.194054-inf)'_NDWI='(53.37134-inf)'_id_class=maize","4.814394912404224E-7","band7='(186.194054-inf)'_NDWI='(-inf--252.999954]'_id_class=other_leguminous","band7_NDWI_id_class","*"
"0.3126482362375926","0.001563241181187963","0.0028188016914830194","0.01815544141801621","band5='(354.995148-inf)'_NDWI='(-inf--252.999954]'_id_class=sunflower","1.9272398615922726E-6","band5='(251.004853-301.004852]'_NDWI='(-inf--252.999954]'_id_class=other_leguminous","band5_NDWI_id_class","*"
