"points","all_attributes","BranchNumber_ConsumerID_Date","BranchNumber_ConsumerID_ConsumptionTime","BranchNumber_Date_ConsumptionTime","ConsumerID_Date_ConsumptionTime"
"42336","0.02040816326530614","0.02040816326530615","0.020408163265306135","0.020408163265306135","0.020408163265306138"
"84672","0.04062736205593347","0.027210884353741485","0.040627362055933515","0.040627362055933494","0.04062736205593349"
"127008","0.03439153439153442","7.086167800453291E-5","0.03439153439153441","0.03439153439153441","0.03439153439153441"
"169344","0.04109977324263039","1.4172335600906583E-4","0.04109977324263039","0.04109977324263038","0.041099773242630394"
"211680","0.047430083144368806","2.1258503401359874E-4","0.04743008314436884","0.047430083144368834","0.04743008314436884"
"254016","0.04072184429327285","0.008172713529856396","0.040721844293272844","0.040721844293272844","0.04072184429327285"
"296352","0.03944633408919122","0.03944633408919124","0.03944633408919125","0.039446334089191244","0.03944633408919125"
"338688","7.086167800453552E-5","7.086167800453291E-5","7.086167800453552E-5","7.086167800453552E-5","7.086167800453552E-5"
"381024","7.086167800453552E-5","7.086167800453291E-5","7.086167800453552E-5","7.086167800453552E-5","7.086167800453552E-5"
"423360","0.2628495842781564","0.2628495842781558","9.448223733938069E-5","0.26284958427815636","0.2628495842781563"
"465696","0.7371504157218444","0.7371504157218446","9.448223733938069E-5","0.7371504157218438","0.737150415721844"
"508032","9.448223733938069E-5","9.448223733937722E-5","9.448223733938069E-5","9.448223733938069E-5","9.448223733938069E-5"
"550368","9.448223733938069E-5","9.448223733937722E-5","9.448223733938069E-5","9.448223733938069E-5","9.448223733938069E-5"
"592704","9.448223733938069E-5","9.448223733937722E-5","9.448223733938069E-5","9.448223733938069E-5","9.448223733938069E-5"
"635040","9.448223733938069E-5","9.448223733937722E-5","9.448223733938069E-5","9.448223733938069E-5","9.448223733938069E-5"
"677376","0.007369614512471632","0.007369614512471612","0.007369614512471633","0.007369614512471632","0.007369614512471632"
"719712","0.04353269085411943","0.03809996220710505","0.04353269085411943","0.04353269085411941","0.04353269085411944"
"762048","0.037509448223733956","2.3620559334844998E-4","0.03750944822373396","0.03750944822373396","0.03750944822373396"
"804384","0.04024943310657594","1.653439153439136E-4","0.04024943310657594","0.040249433106575944","0.04024943310657594"
"846720","0.042847694633408866","2.3620559334844998E-4","0.04284769463340886","0.042847694633408866","0.042847694633408866"
"889056","0.628212396069539","0.6282123960695389","0.03491118669690095","0.6282123960695393","0.6282123960695386"
"931392","0.3717876039304608","0.3717876039304611","0.04705215419501134","0.3717876039304606","0.3717876039304607"
"973728","0.03604497354497354","2.125850340136022E-4","0.03604497354497351","0.03604497354497352","0.03604497354497354"
"1016064","0.04171390778533632","2.125850340136022E-4","0.04171390778533632","0.041713907785336304","0.04171390778533632"
"1058400","0.04138321995464848","9.448223733937722E-5","0.0413832199546485","0.04138321995464847","0.041383219954648484"
"1100736","0.03637566137566135","2.125850340136022E-4","0.036375661375661374","0.03637566137566137","0.036375661375661374"
"1143072","0.04672146636432353","1.653439153439136E-4","0.04672146636432353","0.04672146636432353","0.04672146636432353"
"1185408","0.03458049886621313","1.6534391534391707E-4","0.03458049886621312","0.03458049886621313","0.03458049886621313"
"1227744","0.04317838246409666","2.8344671201814553E-4","0.04317838246409667","0.04317838246409668","0.04317838246409666"
"1270080","0.03991874527588811","1.6534391534391707E-4","0.039918745275888096","0.039918745275888116","0.03991874527588811"
"1312416","0.037320483749055194","1.6534391534391707E-4","0.0373204837490552","0.037320483749055194","0.03732048374905519"
"1354752","0.8527021919879048","0.8527021919879062","0.045256991685563096","0.8527021919879048","0.8527021919879052"
"1397088","0.1472978080120939","0.14729780801209377","0.0331160241874527","0.1472978080120939","0.1472978080120939"
"1439424","0.04412320483749054","2.3620559334844998E-4","0.04412320483749055","0.044123204837490534","0.044123204837490534"
"1481760","0.038454270597127735","2.3620559334844998E-4","0.03845427059712774","0.038454270597127735","0.03845427059712774"
"1524096","0.038784958427815555","1.1810279667422152E-4","0.038784958427815555","0.03878495842781555","0.03878495842781555"
"1566432","0.04431216931216926","2.3620559334844998E-4","0.04431216931216927","0.044312169312169254","0.04431216931216927"
"1608768","0.033446712018140534","2.3620559334844998E-4","0.03344671201814052","0.03344671201814051","0.03344671201814052"
"1651104","0.04558767951625097","1.1810279667422499E-4","0.04558767951625095","0.04558767951625098","0.04558767951625097"
"1693440","0.037509448223733956","2.5982615268329776E-4","0.037509448223733956","0.03750944822373396","0.037509448223733956"
"1735776","0.040249433106575916","2.1258503401360568E-4","0.040249433106575944","0.040249433106575944","0.04024943310657593"
"1778112","0.09726946334089202","0.07719198790627363","0.04284769463340885","0.09726946334089201","0.09726946334089197"
"1820448","0.9228080120937239","0.9228080120937265","0.03491118669690096","0.9228080120937238","0.9228080120937238"
"1862784","0.04705215419501135","1.1810279667422152E-4","0.04705215419501134","0.04705215419501135","0.04705215419501135"
"1905120","0.036044973544973526","2.1258503401360568E-4","0.036044973544973546","0.03604497354497354","0.03604497354497353"
"1947456","0.04171390778533631","2.3620559334844998E-4","0.04171390778533631","0.04171390778533632","0.04171390778533633"
"1989792","0.04138321995464848","1.4172335600906583E-4","0.04138321995464848","0.04138321995464848","0.041383219954648484"
"2032128","0.036375661375661374","3.070672713529933E-4","0.03637566137566138","0.036375661375661374","0.03637566137566136"
"2074464","0.04672146636432353","2.83446712018149E-4","0.046721466364323526","0.046721466364323526","0.04672146636432353"
"2116800","0.03458049886621312","1.1810279667422152E-4","0.034580498866213144","0.034580498866213116","0.03458049886621313"
"2159136","0.043178382464096665","2.5982615268329776E-4","0.04317838246409666","0.04317838246409665","0.04317838246409665"
"2201472","0.03991874527588812","2.1258503401360915E-4","0.03991874527588812","0.039918745275888116","0.03991874527588812"
