"points","all_attributes","BranchNumber_ConsumerID","BranchNumber_Date","BranchNumber_ConsumptionTime","ConsumerID_Date","ConsumerID_ConsumptionTime","Date_ConsumptionTime"
"183859","0.053046084227587394","0.045915620121941274","0.045915620121941274","0.053046084227587414","0.04591562012194126","0.053046084227587394","0.017714661778863154"
"367718","0.5327887130899216","0.04661180578595556","0.5297592176613602","0.05375314779260184","0.5297592176613602","0.05375314779260192","0.5279589250458231"
"551577","0.47358029794570766","0.051360009572552864","0.47273182166769095","0.06107941411625214","0.4727318216676909","0.061079414116252104","0.47237285093468356"
"735436","0.1293219260411511","0.05825115985619415","0.12470425706655644","0.06395117998031093","0.1247042570665564","0.0639511799803109","0.0853425722972495"
"919295","0.9211460956493848","0.03763209851027146","0.9211406566988837","0.04458307724941401","0.9211406566988838","0.04458307724941399","0.9211406566988836"
"1103154","0.05136000957255288","0.04438727503140994","0.04438727503140993","0.05136000957255285","0.04438727503140993","0.05136000957255281","0.01869911181938335"
"1287013","0.5984150898242675","0.038257577817784306","0.5976862704572531","0.04500187643792258","0.5976862704572528","0.045001876437922535","0.5976536367542518"
"1470872","0.40489723103030056","0.04135777960284782","0.40234636324574813","0.04753098842047436","0.4023463632457479","0.04753098842047442","0.4023463632457482"
"1654731","0.13453244062025763","0.03416204809120033","0.1304586666956744","0.03975328920531493","0.1304586666956745","0.03975328920531496","0.11894984743743851"
"1838590","0.8835847034956141","0.04170587243485498","0.8835520697926126","0.047318869350970086","0.8835520697926127","0.047318869350970044","0.8835520697926128"
"2022449","0.033471301377686204","0.026286447767038885","0.026286447767038885","0.03347130137768619","0.02628644776703887","0.03347130137768621","0.01664318853034118"
