"points","all_attributes","BranchNumber_ConsumerID_Date","BranchNumber_ConsumerID_ConsumptionTime","BranchNumber_Date_ConsumptionTime","ConsumerID_Date_ConsumptionTime"
"183859","0.053046084227587394","0.045915620121941274","0.053046084227587394","0.053046084227587414","0.053046084227587394"
"367718","0.5327887130899216","0.5297592176613599","0.05375314779260192","0.5327887130899225","0.5327887130899218"
"551577","0.47358029794570766","0.4727318216676909","0.061079414116252145","0.47358029794570783","0.47358029794570783"
"735436","0.1293219260411511","0.1247042570665564","0.06395117998031088","0.12932192604115103","0.12932192604115114"
"919295","0.9211460956493848","0.9211406566988832","0.044583077249413974","0.9211460956493851","0.9211460956493849"
"1103154","0.05136000957255288","0.04438727503140994","0.05136000957255281","0.051360009572552864","0.05136000957255282"
"1287013","0.5984150898242675","0.5976862704572528","0.045001876437922576","0.5984150898242679","0.5984150898242675"
"1470872","0.40489723103030056","0.40234636324574813","0.047530988420474395","0.40489723103030023","0.40489723103030073"
"1654731","0.13453244062025763","0.13045866669567444","0.039753289205314936","0.13453244062025804","0.1345324406202577"
"1838590","0.8835847034956141","0.8835520697926126","0.04731886935097003","0.8835847034956136","0.883584703495614"
"2022449","0.033471301377686204","0.02628644776703889","0.03347130137768622","0.0334713013776862","0.03347130137768621"
