"attribute_subset","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"feature68_class","0.1530387077842935","0.025507038481933197","0.03141780632181796","0.11384273300440964","feature68='(14.887282-28.834816]'_class=4","6.514657980456026E-4","feature68='(-inf-2.406191]'_class=4"
"feature69_class","0.15476846930200733","0.025796685961675836","0.026472124257307512","0.0984793337046488","feature69='(5.293932-12.562785]'_class=3","0.0","feature69='(-inf-5.293932]'_class=4"
"feature122_class","0.16971943688610278","0.02828382593704791","0.02376801165718073","0.0719313494904046","feature122='(5.751156-8.191863]'_class=3","8.090614886731295E-4","feature122='(8.191863-inf)'_class=2"
"feature67_class","0.17005923726219457","0.02834507371120468","0.027468452806445706","0.11308591483930851","feature67='(10.144642-20.848281]'_class=4","2.3754928495054893E-5","feature67='(-inf-1.617179]'_class=5"
"feature12_class","0.17092441955105758","0.02848671332746835","0.033890913448727016","0.15419879285678453","feature12='(20.152012-37.181757]'_class=6","4.058084519735221E-4","feature12='(-inf-4.502921]'_class=5"
"feature114_class","0.17793213408783037","0.02965285452321417","0.02527451775206273","0.09504478401307315","feature114='(5.955632-8.462104]'_class=2","1.7626829057793003E-4","feature114='(8.462104-inf)'_class=2"
"feature88_class","0.17814730284441935","0.029693943349488668","0.023534935419320106","0.10207137969153023","feature88='(-7.797799--5.259112]'_class=6","9.635977632098374E-4","feature88='(-18.020934--12.08345]'_class=6"
"feature25_class","0.1818421276301487","0.030304750602693352","0.03202134711445521","0.15184782608695652","feature25='(6080.78715-11755.20045]'_class=6","0.0","feature25='(25220.46905-inf)'_class=6"
"feature112_class","0.1856506876808461","0.030943961613853682","0.02760357080792543","0.108612009724163","feature112='(-inf--5.212014]'_class=1","0.002889443495681654","feature112='(-4.221397--3.549518]'_class=1"
"feature15_class","0.18815988172907377","0.03135906134508246","0.03343101327120971","0.14682435242742287","feature15='(-24.005857--13.441213]'_class=1","0.0025142040621916745","feature15='(-13.441213--6.860849]'_class=2"
"feature17_class","0.18952547784640789","0.0315837848850821","0.03331109958891997","0.1530652455386463","feature17='(5961.96385-11608.6724]'_class=6","0.0","feature17='(16959.49315-24960.4747]'_class=6"
"feature26_class","0.18981235773658892","0.0316367641877498","0.029130556396139585","0.12154588860352847","feature26='(7.979048-inf)'_class=2","0.0","feature26='(7.979048-inf)'_class=6"
"feature18_class","0.1900586990381561","0.03167835439449459","0.02830617016828479","0.11424175035868003","feature18='(8.182087-inf)'_class=2","0.0","feature18='(8.182087-inf)'_class=6"
"feature13_class","0.19007641531845493","0.031679498323876065","0.03884820299576799","0.16271413674959032","feature13='(30.59245-48.506183]'_class=1","9.618113769530689E-4","feature13='(-inf-7.584894]'_class=5"
"feature96_class","0.19014532295237974","0.031691842486173114","0.02294584432040593","0.10083551263997853","feature96='(-10.015124--7.04959]'_class=6","0.0013153624354590027","feature96='(-10.015124--7.04959]'_class=1"
"feature128_class","0.1902888685976674","0.031711624233874365","0.02692081609961408","0.12147981582610559","feature128='(-14.138803--9.641548]'_class=6","0.0010556160731951814","feature128='(-5.734719-inf)'_class=1"
"feature120_class","0.19228164799175856","0.03204711781959881","0.02753695451868004","0.13022897330975403","feature120='(-16.219751--10.907716]'_class=6","2.6663764488218944E-5","feature120='(-6.487855-inf)'_class=1"
"feature76_class","0.19448809750751336","0.03241626898698372","0.03326027704712914","0.14652998605773943","feature76='(9.222518-21.542169]'_class=4","2.3464548330753756E-4","feature76='(-inf-1.961632]'_class=5"
"feature90_class","0.19642481623850896","0.03273759999825395","0.027756663199714194","0.10802958804545329","feature90='(7.949468-inf)'_class=2","5.864724866433435E-4","feature90='(7.949468-inf)'_class=6"
"feature49_class","0.19657859349192178","0.03275831567420377","0.03006214099544088","0.10024807588895611","feature49='(8176.6708-13921.7207]'_class=6","0.0","feature49='(30099.53945-inf)'_class=6"
"feature104_class","0.19666156419840755","0.0327783913060587","0.025043719717614387","0.10657204330387862","feature104='(-inf--5.415691]'_class=1","0.0033951192250372686","feature104='(-5.415691--4.378537]'_class=5"
"feature121_class","0.19738166852124858","0.0328933047776309","0.03831745885359736","0.14990859232175502","feature121='(13802.88185-19914.86255]'_class=6","0.0","feature121='(30868.0518-inf)'_class=6"
"feature16_class","0.1982999669943628","0.03305089062220883","0.03777122742728022","0.1695525745583677","feature16='(-68.341142--38.55859]'_class=1","2.126334895107846E-4","feature16='(-inf--68.341142]'_class=4"
"feature97_class","0.20031288846616963","0.03338596685585794","0.029804031257072327","0.11987428157896951","feature97='(3783.82335-5148.0906]'_class=6","0.0","feature97='(7000.07935-inf)'_class=6"
