"points","all_attributes","BranchNumber","ConsumerID"
"175968","0.04253666695371409","0.04253666695371409","0.04253666695371409"
"351752","0.050157563138149404","0.0501575631381494","0.0501575631381494"
"533192","0.040848494128790415","0.040848494128790415","0.040848494128790415"
"714716","0.05739287742669054","0.05739287742669054","0.05739287742669054"
"904796","0.03701690263161107","0.03701690263161107","0.03701690263161108"
"1094876","0.04328658820488296","0.04328658820488296","0.04328658820488296"
"1284956","0.04027201958435485","0.040272019584354855","0.04027201958435485"
"1475036","0.0442784456132941","0.04427844561329411","0.0442784456132941"
"1665116","0.031056805524862334","0.03105680552486233","0.03105680552486233"
"1855196","0.03589959320361849","0.03589959320361849","0.03589959320361849"
"2045276","0.019893893655505555","0.019893893655505555","0.019893893655505555"
