"points","all_attributes","BranchNumber","ConsumerID"
"42336","0.019841269841269875","0.019841269841269875","0.019841269841269875"
"83808","0.027777777777777797","0.027777777777777797","0.027777777777777797"
"124128","0.0","0.0","0.0"
"164448","0.0","0.0","0.0"
"204768","0.0","0.0","0.0"
"245088","0.0","0.0","0.0"
"285408","0.043461757449231364","0.043461757449231364","0.04346175744923138"
"327560","0.004157290169816273","0.004157290169816273","0.004157290169816273"
"369896","0.0","0.0","0.0"
"412232","0.0","0.0","0.0"
"454568","0.0","0.0","0.0"
"496904","0.0","0.0","0.0"
"539240","0.0","0.0","0.0"
"581576","0.0","0.0","0.0"
"623912","2.249630217036891E-5","2.249630217036891E-5","2.249630217036891E-5"
"666247","2.249630217036891E-5","2.249630217036891E-5","2.249630217036891E-5"
"708583","0.041065482796892316","0.0410654827968923","0.041065482796892316"
"752732","0.004389062657653129","0.004389062657653129","0.004389062657653129"
"797084","0.0","0.0","0.0"
"841436","0.0","0.0","0.0"
"885788","0.0","0.0","0.0"
"930140","0.0","0.0","0.0"
"974492","0.0","0.0","0.0"
"1018844","0.0","0.0","0.0"
"1063196","0.0","0.0","0.0"
"1107548","0.0","0.0","0.0"
"1151900","0.0","0.0","0.0"
"1196252","0.0","0.0","0.0"
"1240604","0.0","0.0","0.0"
"1284956","0.0","0.0","0.0"
"1329308","0.0","0.0","0.0"
"1373660","0.0","0.0","0.0"
"1418012","0.0","0.0","0.0"
"1462364","0.0","0.0","0.0"
"1506716","0.0","0.0","0.0"
"1551068","0.0","0.0","0.0"
"1595420","0.0","0.0","0.0"
"1639772","0.0","0.0","0.0"
"1684124","0.0","0.0","0.0"
"1728476","0.0","0.0","0.0"
"1772828","0.0","0.0","0.0"
"1817180","0.0","0.0","0.0"
"1861532","0.0","0.0","0.0"
"1905884","0.0","0.0","0.0"
"1950236","0.0","0.0","0.0"
"1994588","0.0","0.0","0.0"
"2038940","0.0","0.0","0.0"
"2083292","0.0","0.0","0.0"
"2127644","0.0","0.0","0.0"
"2171996","0.0","0.0","0.0"
"2216348","0.0","0.0","0.0"
