"points","all_attributes","BranchNumber_ConsumerID"
"175968","0.04175963519868784","0.04175963519868784"
"351752","0.05607454441843045","0.05607454441843045"
"533192","0.04099919294418369","0.04099919294418369"
"714716","0.055678230432395164","0.055678230432395164"
"904796","0.03773674242424241","0.03773674242424241"
"1094876","0.04500210437710436","0.04500210437710436"
"1284956","0.03886258417508417","0.03886258417508417"
"1475036","0.04189288720538719","0.04189288720538719"
"1665116","0.0325021043771044","0.0325021043771044"
"1855196","0.03539036195286195","0.03539036195286195"
"2045276","0.020133627946127945","0.020133627946127945"
