"points","all_attributes","BranchNumber","ConsumerID"
"42336","0.07811663438523558","0.07811663438523553","0.07811663438523558"
"83808","0.06623263888888888","0.06623263888888889","0.0662326388888889"
"124128","0.03271329365079364","0.032713293650793646","0.03271329365079364"
"164448","0.04672619047619046","0.04672619047619046","0.046726190476190435"
"204768","0.02323908730158728","0.02323908730158729","0.02323908730158729"
"245088","0.03529265873015871","0.03529265873015871","0.035292658730158695"
"285408","0.059563071250832184","0.05956307125083219","0.0595630712508322"
"327560","0.04499967149087337","0.04499967149087336","0.044999671490873396"
"369896","0.04365079365079366","0.04365079365079363","0.04365079365079363"
"412232","0.0728221844293273","0.07282218442932724","0.07282218442932731"
"454568","0.03656462585034015","0.03656462585034014","0.03656462585034014"
"496904","0.03566704459561601","0.03566704459561602","0.035667044595616024"
"539240","0.05061885865457292","0.05061885865457294","0.05061885865457295"
"581576","0.05810657596371881","0.05810657596371881","0.05810657596371881"
"623912","0.04491379419240107","0.04491379419240104","0.04491379419240104"
"666247","0.02970329943979743","0.029703299439797437","0.029703299439797427"
"708583","0.07391992436387557","0.07391992436387554","0.07391992436387552"
"752732","0.05684580864936024","0.05684580864936023","0.05684580864936024"
"797084","0.045522186147186144","0.045522186147186124","0.045522186147186144"
"841436","0.031227453102453093","0.031227453102453093","0.031227453102453107"
"885788","0.04687500000000002","0.04687499999999999","0.046874999999999986"
"930140","0.024034992784992784","0.024034992784992774","0.02403499278499278"
"974492","0.046717171717171706","0.0467171717171717","0.046717171717171706"
"1018844","0.07916215728715728","0.07916215728715728","0.07916215728715731"
"1063196","0.056773088023088","0.05677308802308802","0.05677308802308802"
"1107548","0.04277146464646464","0.042771464646464634","0.04277146464646463"
"1151900","0.055420274170274134","0.05542027417027416","0.05542027417027415"
"1196252","0.07395382395382395","0.07395382395382392","0.07395382395382391"
"1240604","0.0777867965367965","0.07778679653679649","0.07778679653679649"
"1284956","0.04428210678210677","0.0442821067821068","0.04428210678210677"
"1329308","0.058689574314574354","0.05868957431457431","0.05868957431457432"
"1373660","0.04955808080808079","0.0495580808080808","0.0495580808080808"
"1418012","0.041644119769119727","0.041644119769119727","0.04164411976911975"
"1462364","0.016797438672438665","0.01679743867243867","0.016797438672438672"
"1506716","0.02232142857142856","0.02232142857142857","0.022321428571428565"
"1551068","0.04570256132756131","0.04570256132756129","0.0457025613275613"
"1595420","0.04716810966810965","0.04716810966810966","0.04716810966810964"
"1639772","0.04698773448773445","0.04698773448773448","0.046987734487734474"
"1684124","0.04378607503607504","0.04378607503607503","0.043786075036075046"
"1728476","0.04090007215007216","0.040900072150072124","0.040900072150072145"
"1772828","0.052895021645021634","0.05289502164502164","0.05289502164502162"
"1817180","0.03975018037518039","0.03975018037518038","0.03975018037518038"
"1861532","0.03959235209235208","0.03959235209235208","0.03959235209235209"
"1905884","0.06272546897546898","0.06272546897546896","0.06272546897546899"
"1950236","0.04998647186147184","0.04998647186147186","0.04998647186147185"
"1994588","0.030393217893217882","0.030393217893217885","0.030393217893217885"
"2038940","0.018262987012987005","0.01826298701298702","0.018262987012987005"
"2083292","0.028048340548340538","0.028048340548340548","0.02804834054834056"
"2127644","0.0276650432900433","0.027665043290043295","0.02766504329004329"
"2171996","0.023741883116883123","0.02374188311688312","0.023741883116883113"
"2216348","0.040945165945165944","0.04094516594516595","0.040945165945165916"
