"points","all_attributes","Rcdminutes_Temperature_Humidity","Rcdminutes_Temperature_Light","Rcdminutes_Temperature_Voltage","Rcdminutes_Humidity_Light","Rcdminutes_Humidity_Voltage","Rcdminutes_Light_Voltage","Temperature_Humidity_Light","Temperature_Humidity_Voltage","Temperature_Light_Voltage","Humidity_Light_Voltage"
"10000","0.6936999999999999","0.6840999999999999","0.6840999999999999","0.6840999999999999","0.6841","0.6920999999999999","0.6890999999999999","0.1963","0.23170000000000002","0.1226","0.2572999999999999"
"20000","0.7866999999999997","0.4112","0.7723000000000001","0.33060000000000006","0.7792","0.42349999999999993","0.7745","0.7521999999999999","0.3192","0.7474000000000001","0.7558999999999998"
"30000","0.9504999999999998","0.9501999999999999","0.9502","0.9504999999999997","0.9502","0.9505000000000001","0.9501999999999999","0.6645999999999999","0.6649999999999999","0.6507","0.5103999999999999"
"40000","0.4453999999999999","0.4432","0.34219999999999995","0.35019999999999996","0.32699999999999996","0.32689999999999997","0.32749999999999996","0.3741","0.3614","0.26360000000000006","0.21199999999999997"
"50000","0.7491999999999999","0.7294999999999999","0.7421","0.7295","0.6965000000000001","0.6731","0.6869000000000001","0.5860000000000001","0.5063","0.5913","0.48529999999999984"
"60000","0.8849999999999997","0.8157000000000001","0.8850000000000001","0.8156999999999998","0.8312999999999998","0.7372000000000001","0.7715000000000002","0.8790999999999999","0.8156999999999999","0.8791000000000002","0.8134999999999999"
"70000","0.6139","0.5964","0.5886","0.5979","0.5068","0.508","0.4952","0.5664","0.5731999999999999","0.5643999999999999","0.31150000000000005"
"80000","0.6948","0.6823","0.6822999999999999","0.6822999999999999","0.6823000000000001","0.6864","0.6906000000000001","0.31549999999999995","0.3255","0.32470000000000004","0.3266"
"90000","0.5302999999999999","0.4623","0.3177","0.3177","0.4978","0.46229999999999993","0.31770000000000004","0.45360000000000006","0.3687","0.11489999999999999","0.4777000000000001"
"100000","0.8757999999999999","0.8747","0.8747","0.8746999999999999","0.8758000000000001","0.8746999999999999","0.8746999999999999","0.38980000000000004","0.38980000000000004","0.2666","0.4593000000000001"
"110000","0.7881999999999996","0.36319999999999997","0.7438999999999999","0.24479999999999996","0.7614","0.3744","0.7665000000000001","0.7558","0.3320999999999999","0.7634","0.7867999999999998"
"120000","0.9512000000000002","0.9511999999999999","0.9512","0.9512","0.9511999999999998","0.9512","0.9512","0.4705","0.46959999999999996","0.4523","0.4692"
"130000","0.3863000000000001","0.3491999999999999","0.25869999999999993","0.24019999999999997","0.18870000000000003","0.20729999999999996","0.15269999999999997","0.31589999999999996","0.3385","0.2382","0.17840000000000003"
