"points","all_attributes","Rcdminutes_Temperature_Humidity_Light","Rcdminutes_Temperature_Humidity_Voltage","Rcdminutes_Temperature_Light_Voltage","Rcdminutes_Humidity_Light_Voltage","Temperature_Humidity_Light_Voltage"
"10000","0.3398880950115364","0.3392155873249033","0.32830977725469507","0.25015365204289863","0.33983911203784245","0.3066598887689004"
"20000","0.5664628893435689","0.5995390869428686","0.4081820182724148","0.5815486028572572","0.566769767344379","0.5838142603132964"
"30000","0.5675761381256978","0.5805087902140803","0.5686303168571955","0.5565067297304943","0.42094375904672837","0.745870368401067"
"40000","0.41689105747220667","0.4340081806011187","0.42403037071047","0.4086241465634205","0.2771682310042485","0.4327084295403268"
"50000","0.5782066581006816","0.5929983477384764","0.5274184844730909","0.5920563096250308","0.5264468232786546","0.5489300422336144"
"60000","0.5660768328942065","0.5711426072743735","0.628627440851677","0.5451548030311185","0.5602196180010819","0.617652000755034"
"70000","0.5157672262565072","0.5400891432813562","0.5283492446265554","0.4283299048077658","0.382100075871307","0.5533132209835758"
"80000","0.46520537266684114","0.479038762640698","0.4595784685421032","0.4337700126068657","0.4397552045760719","0.5079137700965376"
"90000","0.5008500525034617","0.4869078698747207","0.5151438794281626","0.22304059119129585","0.5008500525034617","0.5276815123819913"
"100000","0.44139071292786436","0.4281961196315735","0.4572445192813135","0.31632952489225635","0.44139071292786436","0.48651975741546255"
"110000","0.5838951668548769","0.6122510706414162","0.35727038184987403","0.6181320801261319","0.5854201668548772","0.5940606758360026"
"120000","0.5099059522849451","0.514274821381188","0.465091631602391","0.4986165368127726","0.4436817410685795","0.5478656181328738"
"130000","0.38639548805468404","0.3929960279789384","0.385474658848745","0.32239484523537876","0.2831197211871098","0.3910085294327786"
"140000","0.5808536331180727","0.5945799213401767","0.6401660255008009","0.5644493997599161","0.5799179619374775","0.6914648549939256"
"150000","0.6287770665227496","0.6541349175616415","0.5351799274561313","0.6193729080288518","0.6498871495056201","0.6666577819789652"
