"points","all_attributes","Rcdminutes_Temperature_Humidity","Rcdminutes_Temperature_Light","Rcdminutes_Temperature_Voltage","Rcdminutes_Humidity_Light","Rcdminutes_Humidity_Voltage","Rcdminutes_Light_Voltage","Temperature_Humidity_Light","Temperature_Humidity_Voltage","Temperature_Light_Voltage","Humidity_Light_Voltage"
"100000","0.9289000000000006","0.8588900000000015","0.5981599999999989","0.6017200000000004","0.8957499999999987","0.8606500000000001","0.48719999999999974","0.8216100000000003","0.6853300000000005","0.5520200000000001","0.7985300000000003"
"200000","0.8774400000000001","0.719929999999999","0.7840600000000013","0.61622","0.7727699999999997","0.6512499999999993","0.49954000000000043","0.7849499999999998","0.5982699999999999","0.7417400000000004","0.7396800000000016"
"300000","0.9494200000000015","0.9265799999999995","0.4874099999999992","0.4333699999999996","0.8833800000000012","0.8502599999999997","0.39419999999999905","0.9076300000000016","0.8784","0.4177699999999993","0.8479000000000003"
"400000","0.7516300000000007","0.6823299999999989","0.3921599999999997","0.3773999999999993","0.6344400000000007","0.5768300000000003","0.34091000000000016","0.6815600000000006","0.6224200000000005","0.3874999999999996","0.5941299999999997"
"500000","0.8045499999999989","0.6097399999999995","0.5534700000000004","0.4561599999999997","0.7362500000000006","0.6008899999999995","0.5534899999999998","0.7249100000000007","0.57142","0.5923900000000003","0.7256399999999993"
"600000","0.8346900000000012","0.7744500000000014","0.5386700000000002","0.49262999999999985","0.7143500000000008","0.6731300000000005","0.45170999999999994","0.7363400000000013","0.6562600000000004","0.5205399999999996","0.6328799999999996"
"700000","0.58839","0.44082000000000054","0.46708999999999984","0.37957999999999964","0.4386199999999991","0.31888999999999956","0.28843000000000046","0.4639699999999996","0.34586999999999973","0.42582999999999943","0.39743999999999996"
"800000","0.8705800000000008","0.7823800000000004","0.6665499999999998","0.6852499999999996","0.7430100000000003","0.7474500000000011","0.49857","0.6774700000000011","0.6100899999999999","0.6023299999999999","0.5995099999999992"
"900000","0.876860000000002","0.7699899999999993","0.6079200000000003","0.5217099999999998","0.7745899999999997","0.7819000000000014","0.5681699999999992","0.7445600000000004","0.643039999999999","0.5939500000000006","0.6867800000000003"
"1000000","0.9060200000000026","0.8378499999999987","0.47239999999999926","0.701579999999999","0.8151400000000003","0.8552999999999978","0.6270200000000014","0.7928600000000007","0.80363","0.7003599999999996","0.8391500000000015"
"1100000","0.9716100000000015","0.9246800000000001","0.6956799999999997","0.5306900000000003","0.9454600000000002","0.8884500000000001","0.5403099999999997","0.9091500000000005","0.7520100000000002","0.6419300000000001","0.887460000000001"
"1200000","0.8066800000000001","0.6200499999999997","0.6916099999999991","0.5170299999999997","0.7476999999999997","0.5932099999999991","0.5446599999999999","0.7429099999999995","0.5273999999999999","0.6781699999999992","0.7050999999999991"
"1300000","0.7648199999999986","0.6244299999999994","0.6436199999999995","0.5643100000000001","0.6092900000000007","0.5286200000000003","0.5043999999999996","0.6206799999999999","0.47228000000000014","0.5789600000000001","0.5703499999999992"
"1400000","0.9137400000000013","0.7930899999999983","0.6871400000000006","0.7428700000000003","0.75133","0.8524099999999984","0.6376199999999999","0.7997800000000023","0.7637899999999991","0.777390000000001","0.8418100000000007"
"1500000","0.9395600000000002","0.9326500000000002","0.7527700000000006","0.7314399999999999","0.9111600000000025","0.9029199999999996","0.5414000000000001","0.8977300000000014","0.7976300000000004","0.7115500000000006","0.8644300000000004"
"1600000","0.7532600000000009","0.6718400000000003","0.6281100000000013","0.4784299999999999","0.6753999999999991","0.5943699999999995","0.5179699999999997","0.6890200000000004","0.5799699999999997","0.5765000000000008","0.5682999999999998"
"1700000","0.8672000000000009","0.6890800000000019","0.7546599999999999","0.4689100000000004","0.8121600000000005","0.613100000000001","0.6800600000000006","0.8066799999999981","0.5818300000000001","0.7161500000000005","0.7163200000000013"
"1800000","0.9047200000000011","0.7679599999999994","0.75151","0.7595600000000013","0.6562399999999996","0.733839999999999","0.7128500000000002","0.8121399999999991","0.7991400000000004","0.8038200000000004","0.7842099999999995"
"1900000","0.8444299999999969","0.810039999999999","0.5333199999999999","0.4921400000000004","0.73187","0.7160700000000012","0.41886999999999996","0.8025500000000003","0.7642599999999999","0.49885999999999936","0.7132300000000005"
"2000000","0.6718599999999992","0.4952299999999994","0.5304899999999996","0.2961599999999999","0.6694700000000001","0.48916999999999944","0.5088399999999996","0.6132200000000001","0.46321","0.4536","0.6103200000000002"
"2100000","0.5116499999999995","0.35420999999999986","0.5080300000000003","0.34703000000000017","0.5107700000000004","0.35332999999999987","0.5071499999999994","0.4169700000000002","0.26556","0.41077000000000014","0.41602000000000033"
