"points","all_attributes","Rcdminutes_Temperature_Humidity","Rcdminutes_Temperature_Light","Rcdminutes_Temperature_Voltage","Rcdminutes_Humidity_Light","Rcdminutes_Humidity_Voltage","Rcdminutes_Light_Voltage","Temperature_Humidity_Light","Temperature_Humidity_Voltage","Temperature_Light_Voltage","Humidity_Light_Voltage"
"100000","0.7795400000000003","0.7090800000000002","0.43489","0.46336","0.7344999999999998","0.7016700000000003","0.34372000000000025","0.67345","0.53332","0.36708999999999986","0.6427400000000003"
"200000","0.7095899999999997","0.61288","0.6002599999999999","0.49490999999999996","0.5081700000000001","0.44841","0.28998999999999986","0.62427","0.4521199999999999","0.5601899999999999","0.48116"
"300000","0.9056600000000004","0.9001500000000002","0.29558999999999985","0.25708000000000014","0.8008500000000002","0.7808100000000001","0.23830000000000007","0.8634400000000001","0.8555100000000002","0.22318999999999992","0.7630500000000001"
"400000","0.6237399999999996","0.5900900000000002","0.20446999999999999","0.22709999999999997","0.4849300000000001","0.4814100000000001","0.18633999999999998","0.5790899999999999","0.5572900000000001","0.20021999999999998","0.47218999999999994"
"500000","0.6054499999999996","0.4196999999999998","0.36960999999999994","0.2912000000000001","0.5505000000000001","0.4085699999999999","0.42582","0.54867","0.41242999999999996","0.43296999999999985","0.54114"
"600000","0.6619199999999994","0.6181700000000002","0.3597600000000001","0.36866000000000004","0.50411","0.4716400000000003","0.25161999999999995","0.49953","0.47511999999999993","0.28352000000000005","0.40653999999999996"
"700000","0.39873999999999965","0.29913999999999996","0.31044000000000005","0.2802699999999999","0.2558","0.2025","0.11893999999999998","0.25156000000000006","0.20226000000000002","0.25025000000000003","0.19325999999999996"
"800000","0.7114100000000001","0.5984","0.48757999999999996","0.5256400000000002","0.51732","0.5370100000000001","0.3166700000000001","0.4646000000000002","0.43868999999999986","0.38875000000000004","0.38851"
"900000","0.7547100000000001","0.5736500000000002","0.40953999999999996","0.34812","0.5820700000000001","0.5920400000000001","0.3542899999999999","0.5206799999999998","0.44299999999999995","0.36797","0.43186999999999987"
"1000000","0.8286299999999993","0.69713","0.26403000000000015","0.5669299999999999","0.6458000000000002","0.7610399999999999","0.5116499999999999","0.61021","0.72131","0.56535","0.7455100000000002"
"1100000","0.8892199999999998","0.7894300000000001","0.4994600000000001","0.3511700000000001","0.81117","0.7442799999999998","0.3962100000000001","0.7628700000000003","0.6408499999999999","0.46824999999999994","0.74915"
"1200000","0.61195","0.4668999999999999","0.53175","0.4148499999999999","0.52867","0.4343199999999997","0.37152","0.5284200000000001","0.40827","0.51807","0.48190999999999995"
"1300000","0.5904299999999998","0.45022999999999996","0.45137999999999995","0.39120999999999984","0.35422000000000003","0.33287","0.33940000000000003","0.3746900000000001","0.2954","0.34483","0.32516000000000006"
"1400000","0.8113500000000001","0.69013","0.51679","0.6071900000000001","0.6124500000000003","0.71656","0.4305799999999998","0.66118","0.62326","0.5780999999999998","0.7192000000000003"
"1500000","0.9089100000000001","0.8918200000000001","0.6464000000000002","0.6532299999999999","0.8475000000000006","0.8367800000000002","0.4617200000000001","0.8399099999999999","0.7401900000000001","0.6069500000000001","0.7872800000000001"
"1600000","0.62881","0.5586500000000001","0.5104900000000001","0.4048200000000001","0.5474400000000003","0.4751599999999998","0.44104999999999994","0.5721599999999999","0.48096999999999995","0.4605400000000001","0.45549000000000006"
"1700000","0.73122","0.48286","0.6370399999999999","0.31873999999999997","0.6689700000000001","0.4376199999999999","0.5826600000000001","0.6495599999999997","0.42757","0.5482100000000001","0.5628100000000001"
"1800000","0.7244699999999998","0.5383299999999999","0.5596000000000002","0.5902700000000002","0.4677","0.56042","0.5893899999999999","0.6019800000000002","0.5898300000000001","0.6106100000000002","0.61365"
"1900000","0.5942200000000002","0.5572000000000003","0.34534999999999993","0.36643","0.5708800000000003","0.56043","0.2774000000000001","0.5469700000000002","0.5312199999999999","0.36521","0.55593"
"2000000","0.4963400000000001","0.36573999999999995","0.33232","0.20239000000000007","0.49062000000000006","0.36467","0.3060300000000001","0.4447899999999999","0.34823","0.26537000000000005","0.44202000000000014"
"2100000","0.2865100000000002","0.26997","0.28269999999999995","0.26785","0.28035000000000004","0.26441","0.28211","0.18215000000000003","0.07767","0.17977","0.18209999999999998"
