"points","all_attributes","Rcdminutes_Temperature_Humidity","Rcdminutes_Temperature_Light","Rcdminutes_Temperature_Voltage","Rcdminutes_Humidity_Light","Rcdminutes_Humidity_Voltage","Rcdminutes_Light_Voltage","Temperature_Humidity_Light","Temperature_Humidity_Voltage","Temperature_Light_Voltage","Humidity_Light_Voltage"
"10000","0.7291999999999994","0.7133999999999996","0.6919999999999997","0.6993999999999996","0.7187","0.7238999999999999","0.7046999999999993","0.2793999999999999","0.3224999999999999","0.19200000000000006","0.34800000000000003"
"20000","0.8958999999999988","0.5711999999999993","0.8911","0.4385999999999999","0.8939999999999998","0.5864999999999999","0.893699999999999","0.8937999999999992","0.5209999999999994","0.8936999999999992","0.8956999999999994"
"30000","0.9566999999999989","0.956299999999999","0.9553999999999989","0.9555999999999997","0.9512999999999995","0.9514999999999999","0.9505999999999996","0.8801999999999991","0.8800999999999993","0.8612999999999993","0.7020999999999996"
"40000","0.5766999999999998","0.5621000000000002","0.5508999999999998","0.5352999999999997","0.43879999999999986","0.4117999999999998","0.35619999999999985","0.5177999999999996","0.4995999999999999","0.4449999999999996","0.29440000000000005"
"50000","0.8158999999999987","0.7587999999999997","0.8140999999999994","0.7570000000000001","0.7797","0.6765999999999998","0.7761999999999999","0.7320999999999991","0.5906999999999999","0.7309999999999994","0.6490999999999998"
"60000","0.9427999999999994","0.8907999999999996","0.9312999999999991","0.8592","0.8987999999999993","0.7906999999999995","0.8602999999999998","0.9356999999999999","0.8876999999999999","0.9216999999999994","0.8914999999999995"
"70000","0.7180000000000002","0.7097","0.6516","0.6579999999999997","0.5855999999999996","0.5972999999999999","0.5128","0.6586999999999997","0.6728999999999998","0.5831999999999996","0.416"
"80000","0.7425999999999995","0.7132999999999998","0.7298999999999997","0.7010999999999995","0.7248999999999998","0.7006999999999999","0.7178999999999995","0.5844999999999996","0.5251999999999998","0.4632999999999998","0.4976999999999999"
"90000","0.6501999999999991","0.6144000000000001","0.32630000000000015","0.3754000000000001","0.6217999999999996","0.6427999999999996","0.3839999999999999","0.5819000000000002","0.6095999999999996","0.18599999999999997","0.6168999999999994"
"100000","0.8809999999999991","0.8799999999999999","0.8746999999999997","0.8751999999999991","0.8799999999999993","0.8809999999999986","0.8751999999999995","0.5231999999999998","0.5924999999999999","0.3086000000000001","0.6080999999999996"
"110000","0.9064999999999972","0.4442999999999996","0.9032999999999991","0.38119999999999993","0.9038999999999991","0.48799999999999966","0.9058999999999986","0.9038999999999995","0.4685999999999995","0.905899999999999","0.906499999999999"
"120000","0.9560999999999975","0.9539999999999985","0.9525999999999994","0.9511999999999994","0.9539999999999996","0.9533999999999994","0.9513999999999998","0.6731999999999992","0.6628999999999997","0.6169999999999989","0.623299999999999"
"130000","0.5022999999999995","0.4650999999999997","0.39520000000000005","0.38239999999999996","0.33299999999999996","0.3012000000000001","0.22879999999999992","0.46560000000000007","0.45509999999999984","0.38619999999999993","0.2874000000000001"
"140000","0.9283999999999983","0.9067999999999994","0.9132999999999982","0.8839999999999996","0.9148999999999994","0.8806999999999995","0.8969999999999996","0.8466999999999998","0.6937999999999994","0.8207999999999994","0.7972"
"150000","0.893799999999999","0.6770999999999998","0.8716999999999994","0.6463999999999999","0.8378","0.511","0.7964","0.8915999999999994","0.6886999999999996","0.8761999999999992","0.8326999999999994"
