"points","all_attributes","Rcdminutes_Temperature_Humidity","Rcdminutes_Temperature_Light","Rcdminutes_Temperature_Voltage","Rcdminutes_Humidity_Light","Rcdminutes_Humidity_Voltage","Rcdminutes_Light_Voltage","Temperature_Humidity_Light","Temperature_Humidity_Voltage","Temperature_Light_Voltage","Humidity_Light_Voltage"
"10000","0.3398880950115364","0.312055255845404","0.23285302224378598","0.2523985557674972","0.33916626785054527","0.32818225726083716","0.24932691967079357","0.30989516209705154","0.32068669511197284","0.1472997800796983","0.30647692056055587"
"20000","0.5664628893435689","0.39464602104892976","0.6225897184296724","0.287941249654523","0.5998442881189257","0.40944554846448517","0.6006017970299478","0.6272200675668783","0.37205499854731","0.5966223771444428","0.5841241309340488"
"30000","0.5675761381256978","0.579812790701727","0.5684326490385894","0.5418461282080924","0.4213913828342311","0.41695388902259306","0.32901588983023594","0.7692543374939238","0.7590765837377641","0.7424717390132332","0.5750566478743424"
"40000","0.41689105747220667","0.44299173011382065","0.42855649193984074","0.4213276574569982","0.28029032360931294","0.2780608955974029","0.16745115760470844","0.4541865508465581","0.41112726516717885","0.4238358969550682","0.27719800472847306"
"50000","0.5782066581006816","0.5376888351520184","0.607281651359405","0.5327807815364038","0.5438088040121507","0.27592674623861246","0.5439799234754974","0.5743863360689786","0.4691996894831728","0.5692212699639114","0.5021955907350224"
"60000","0.5660768328942065","0.6323381166367605","0.5461709529176273","0.5742514493711925","0.5665953319752766","0.5292147046987863","0.5409759273898049","0.6209127049946931","0.702139222239864","0.5747065117125575","0.6147191061305401"
"70000","0.5157672262565072","0.5419829065567524","0.4427976449242106","0.44811695149220315","0.37569979968709044","0.38050346711308003","0.24329653547675928","0.5747414551057111","0.563907105224465","0.45129873221565286","0.3681329789377919"
"80000","0.46520537266684114","0.4626430422951524","0.4460730563757862","0.4080228156539479","0.4558307398026426","0.32814689248973894","0.3950322362219676","0.5173421402940452","0.5092285260318531","0.39923777700568963","0.4776216768231644"
"90000","0.5008500525034617","0.5074783871522501","0.1175369677294115","0.2296445296594318","0.4869078698747207","0.5151438794281626","0.22304059119129585","0.5157682841350726","0.5491721889246092","0.1855504390341037","0.5287518196787011"
"100000","0.44139071292786436","0.4371922136699129","0.25223561933732697","0.33295505480184295","0.4281961196315735","0.4572445192813135","0.31632952489225635","0.4655159973162823","0.5195097106358568","0.2767186796424644","0.48651975741546255"
