"points","all_attributes","Rcdminutes_Temperature_Humidity_Light","Rcdminutes_Temperature_Humidity_Voltage","Rcdminutes_Temperature_Light_Voltage","Rcdminutes_Humidity_Light_Voltage","Temperature_Humidity_Light_Voltage"
"10000","0.7291999999999994","0.7187","0.7238999999999997","0.7046999999999992","0.7291999999999994","0.3481"
"20000","0.8958999999999988","0.8939999999999988","0.5865999999999995","0.8936999999999984","0.8958999999999991","0.895699999999999"
"30000","0.9566999999999989","0.9563999999999987","0.9565999999999989","0.9556999999999984","0.9515999999999992","0.8830999999999994"
"40000","0.5766999999999998","0.5766999999999998","0.5620999999999998","0.5509000000000001","0.4387999999999997","0.5177999999999995"
"50000","0.8158999999999987","0.8158999999999988","0.7587999999999999","0.8140999999999993","0.7796999999999996","0.7320999999999993"
"60000","0.9427999999999994","0.9415999999999993","0.8935999999999997","0.932399999999999","0.8999999999999996","0.9368999999999998"
"70000","0.7180000000000002","0.7103999999999999","0.7173000000000005","0.6586999999999994","0.5979999999999995","0.6764999999999997"
"80000","0.7425999999999995","0.7392999999999997","0.7165999999999999","0.7327999999999995","0.7281999999999995","0.6017999999999991"
"90000","0.6501999999999991","0.6217999999999996","0.6427999999999996","0.3839999999999999","0.6501999999999991","0.6170999999999994"
"100000","0.8809999999999991","0.8799999999999993","0.8809999999999986","0.8751999999999995","0.8809999999999991","0.6080999999999996"
"110000","0.9064999999999972","0.9038999999999987","0.4879999999999997","0.9058999999999986","0.9064999999999981","0.9064999999999988"
"120000","0.9560999999999975","0.9558999999999983","0.9539999999999986","0.9527999999999991","0.9541999999999986","0.689499999999998"
"130000","0.5022999999999995","0.4913999999999999","0.4759999999999997","0.41029999999999983","0.34379999999999983","0.4806000000000001"
"140000","0.9283999999999983","0.928399999999998","0.9067999999999992","0.9133999999999984","0.9148999999999989","0.8467999999999996"
"150000","0.893799999999999","0.8915999999999996","0.6979","0.8761999999999995","0.8399999999999995","0.893799999999999"
"160000","0.6964999999999999","0.6930999999999998","0.6923999999999998","0.6760999999999999","0.6964999999999999","0.38149999999999956"
"170000","0.6116999999999996","0.5910999999999998","0.5860999999999996","0.5792999999999997","0.6073999999999996","0.4306999999999998"
"180000","0.6338999999999997","0.5877","0.6318999999999999","0.5554","0.6338999999999997","0.4658999999999997"
"190000","0.7372999999999998","0.7318999999999998","0.7372999999999993","0.7371999999999997","0.7372999999999998","0.23319999999999996"
"200000","0.9116999999999986","0.9109999999999996","0.8222999999999995","0.906399999999999","0.9116999999999991","0.9113999999999987"
"210000","0.9302999999999978","0.9289999999999977","0.9260999999999991","0.9255999999999993","0.9179999999999982","0.7948999999999982"
"220000","0.7637999999999983","0.7636999999999979","0.675999999999999","0.6200999999999988","0.700299999999999","0.7604999999999991"
"230000","0.983799999999999","0.9837999999999993","0.9835999999999996","0.9835999999999996","0.9837999999999989","0.6772999999999995"
"240000","0.7950999999999978","0.7933999999999984","0.6293999999999992","0.7871999999999996","0.7662999999999998","0.7950999999999984"
"250000","0.857599999999997","0.8568999999999982","0.8526999999999987","0.8428999999999994","0.8247999999999989","0.7793999999999978"
"260000","0.763399999999999","0.7296999999999997","0.7595999999999998","0.7178999999999995","0.5269999999999994","0.7567999999999991"
"270000","0.9531999999999989","0.9478000000000003","0.7284999999999997","0.9530999999999994","0.953199999999999","0.9197999999999994"
"280000","0.7369999999999999","0.7298999999999998","0.7370000000000001","0.7160999999999997","0.7369999999999999","0.4211999999999999"
"290000","0.9565999999999973","0.9564999999999976","0.9174999999999984","0.9558999999999991","0.9565999999999989","0.956599999999997"
"300000","0.9450999999999975","0.9450999999999965","0.9440999999999986","0.944899999999998","0.9420999999999986","0.5895999999999981"
"310000","0.4976999999999995","0.4904999999999997","0.46919999999999973","0.3425999999999997","0.4174999999999999","0.4642"
"320000","0.8834999999999991","0.8833999999999993","0.8732999999999997","0.8780999999999992","0.8770999999999992","0.6548999999999995"
"330000","0.8696999999999981","0.869199999999999","0.7054999999999995","0.8561999999999994","0.8067999999999989","0.8598999999999983"
"340000","0.7926999999999985","0.7835999999999989","0.7734999999999989","0.7809999999999991","0.6805999999999993","0.7368999999999988"
"350000","0.7563999999999996","0.7502000000000002","0.7316999999999996","0.7541999999999996","0.6743999999999998","0.6155999999999999"
"360000","0.9027","0.8968","0.7382000000000002","0.9012","0.8934","0.8936999999999998"
"370000","0.9841999999999992","0.9841999999999994","0.9841999999999994","0.9841999999999994","0.984199999999999","0.5777999999999995"
"380000","0.9250999999999976","0.9224999999999974","0.8697999999999986","0.9250999999999981","0.9000999999999981","0.9245999999999984"
