"attribute_subset","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"Flight_Time","0.015148784422012385","6.059513768804954E-4","5.360174759026269E-4","0.0020135625027565413","Flight='(-inf-566.5]'_Time='(1079.5-inf)'","1.239191776248455E-5","Flight='(-inf-566.5]'_Time='(700.5-890.5]'"
"Time_Length","0.020472099007283022","8.1888396029132E-4","7.353492114594832E-4","0.003288694064513882","Time='(1079.5-inf)'_Length='(174.5-inf)'","7.031416575271898E-6","Time='(519.5-700.5]'_Length='(100.5-130.5]'"
"Airline_Time","0.022360088774874463","2.484454308319388E-4","2.9281383883928585E-4","0.0012667163436179785","Airline=B6_Time='(1079.5-inf)'","1.9705607992625065E-7","Airline=HA_Time='(700.5-890.5]'"
"Flight_Length","0.0249401168242597","9.976046729703882E-4","7.99309643289301E-4","0.003424790050546883","Flight='(-inf-566.5]'_Length='(174.5-inf)'","3.571673438285475E-5","Flight='(566.5-1306.5]'_Length='(130.5-174.5]'"
"Airline_Flight","0.027504182496659","5.851953722693407E-4","7.459216588568148E-4","0.004276852111577405","Airline=WN_Flight='(566.5-1306.5]'","1.2054802766348679E-6","Airline=HA_Flight='(566.5-1306.5]'"
"Airline_Length","0.03262109688865277","3.706942828255994E-4","4.446394533905265E-4","0.002532034671152263","Airline=CO_Length='(174.5-inf)'","1.9418814064889333E-6","Airline=F9_Length='(75.5-100.5]'"
"AirportFrom_Time","0.034747508379057865","2.876449369127363E-5","5.756458106421787E-5","8.822345347027339E-4","AirportFrom=IAH_Time='(519.5-700.5]'","1.0848654880251524E-9","AirportFrom=ONT_Time='(700.5-890.5]'"
"AirportTo_Time","0.03659632707537578","2.9898960028902116E-5","5.6229530644774784E-5","9.868590040928121E-4","AirportTo=PHX_Time='(1079.5-inf)'","3.6162182933719995E-10","AirportTo=ACV_Time='(1079.5-inf)'"
"AirportTo_Length","0.03868612060025674","4.411188209835431E-5","8.143129502068066E-5","8.658279748421137E-4","AirportTo=IAH_Length='(174.5-inf)'","6.701130668297589E-8","AirportTo=ANC_Length='(130.5-174.5]'"
"AirportFrom_Length","0.039697800700831495","4.3576071021768854E-5","8.352351334500545E-5","0.0010207132052436566","AirportFrom=ATL_Length='(75.5-100.5]'","3.6162182933719995E-10","AirportFrom=LBB_Length='(75.5-100.5]'"
"Airline_AirportFrom","0.0429719309746929","2.8820879258680582E-5","6.0286169795367353E-5","8.275912787415064E-4","Airline=XE_AirportFrom=IAH","1.8081091466859997E-10","Airline=OH_AirportFrom=EVV"
"Flight_AirportFrom","0.0430034382779884","5.035531414284364E-5","8.03879680581303E-5","6.250697994805298E-4","Flight='(1306.5-2431.5]'_AirportFrom=BOS","6.701130668297589E-8","Flight='(-inf-566.5]'_AirportFrom=ADK"
"Flight_AirportTo","0.04338937299996275","5.0570364801821176E-5","7.781981983193165E-5","6.36113285075535E-4","Flight='(566.5-1306.5]'_AirportTo=ATL","6.664968485364038E-8","Flight='(-inf-566.5]'_AirportTo=HRL"
"Airline_AirportTo","0.04372563843515305","2.9326383926997314E-5","6.031780278593306E-5","8.251129452597249E-4","Airline=XE_AirportTo=IAH","3.6162182933719995E-10","Airline=MQ_AirportTo=TLH"
"AirportFrom_AirportTo","0.050146964212998656","1.1968249215512848E-5","1.818761582830891E-5","3.2666985558296334E-4","AirportFrom=BOS_AirportTo=LGA","3.6162182933719995E-10","AirportFrom=LBB_AirportTo=IAH"
"DayOfWeek_Length","0.0856712116633768","0.0024477489046679083","0.0010906726872545152","0.004588943656000637","DayOfWeek=3_Length='(174.5-inf)'","1.6329136626958007E-4","DayOfWeek=5_Length='(75.5-100.5]'"
"Flight_DayOfWeek","0.08618405300435936","0.0024624015144102626","9.908624322117043E-4","0.004424771267686532","Flight='(-inf-566.5]'_DayOfWeek=3","2.564206704912756E-4","Flight='(566.5-1306.5]'_DayOfWeek=5"
"Airline_DayOfWeek","0.08646664861391894","6.862432429676116E-4","6.142176439975366E-4","0.003239179579689921","Airline=WN_DayOfWeek=3","7.841950180140266E-6","Airline=YV_DayOfWeek=6"
"AirportFrom_DayOfWeek","0.0887178249763231","4.363887111476457E-5","1.0149602667146535E-4","0.001022937958371879","AirportFrom=ATL_DayOfWeek=1","6.701130668297589E-8","AirportFrom=ADQ_DayOfWeek=5"
"AirportTo_DayOfWeek","0.08888527260136252","4.3721235908192995E-5","1.0187332044692181E-4","0.0010236747211235624","AirportTo=ATL_DayOfWeek=1","6.484157570694083E-8","AirportTo=BNA_DayOfWeek=5"
"DayOfWeek_Time","0.08944013136685378","0.0025554323247672485","9.53179557209434E-4","0.00434955246678808","DayOfWeek=3_Time='(1079.5-inf)'","7.62574205179084E-5","DayOfWeek=6_Time='(1079.5-inf)'"
