"attribute_subset","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"Time_Length_Delay","0.02928461668363918","0.001166423419378059","0.0010147343435240887","0.003892162960569852","Time='(-inf-519.5]'_Length='(174.5-inf)'_Delay=1","1.6077751413795527E-5","Time='(700.5-890.5]'_Length='(100.5-130.5]'_Delay=0"
"Flight_Length_Delay","0.030528760153179256","0.0012266364581986061","0.0010301500757508445","0.004438179161817844","Flight='(-inf-566.5]'_Length='(174.5-inf)'_Delay=1","3.2195125090353494E-5","Flight='(566.5-1306.5]'_Length='(130.5-174.5]'_Delay=1"
"Flight_Time_Delay","0.03471476881748482","0.0013881104790845827","9.479192244198467E-4","0.003738446047414929","Flight='(-inf-566.5]'_Time='(-inf-519.5]'_Delay=1","1.2148723243827E-4","Flight='(4272.5-inf)'_Time='(1079.5-inf)'_Delay=0"
"Airline_Flight_Delay","0.056762867890102944","0.0012110875852478667","0.0014932224308366786","0.009349597163945284","Airline=WN_Flight='(566.5-1306.5]'_Delay=0","2.4766131610426726E-7","Airline=YV_Flight='(1306.5-2431.5]'_Delay=0"
"Airline_Length_Delay","0.058277773674498115","6.563863590583088E-4","8.417685254483776E-4","0.006657233323079463","Airline=WN_Length='(-inf-75.5]'_Delay=0","0.0","Airline=HA_Length='(130.5-174.5]'_Delay=0"
"Airline_Time_Delay","0.061347024589003","6.768702605341361E-4","8.189037530529944E-4","0.0051618756261245635","Airline=WN_Time='(1079.5-inf)'_Delay=0","2.7185060723845973E-6","Airline=B6_Time='(700.5-890.5]'_Delay=0"
"AirportTo_Length_Delay","0.06697459937730346","7.67948680606105E-5","1.3189696040594978E-4","0.0012467189660125763","AirportTo=IAH_Length='(174.5-inf)'_Delay=1","0.0","AirportTo=ORF_Length='(174.5-inf)'_Delay=0"
"AirportTo_Time_Delay","0.07216388744304723","5.900680354574951E-5","1.1658151867411048E-4","0.0013530733307552181","AirportTo=ATL_Time='(-inf-519.5]'_Delay=0","0.0","AirportTo=COD_Time='(890.5-1079.5]'_Delay=0"
"Flight_AirportTo_Delay","0.07372688630424627","8.67102666382623E-5","1.476630905530827E-4","0.0016186040169935464","Flight='(4272.5-inf)'_AirportTo=ATL_Delay=1","0.0","Flight='(566.5-1306.5]'_AirportTo=DAB_Delay=0"
"AirportFrom_Length_Delay","0.07374386442445036","8.146691017717272E-5","1.5286526251531455E-4","0.0017535801123032945","AirportFrom=ATL_Length='(75.5-100.5]'_Delay=1","0.0","AirportFrom=BGR_Length='(100.5-130.5]'_Delay=0"
"AirportFrom_Time_Delay","0.07805262070841264","6.492950698284872E-5","1.3139259550263817E-4","0.001640915110345084","AirportFrom=IAH_Time='(1079.5-inf)'_Delay=1","0.0","AirportFrom=RST_Time='(1079.5-inf)'_Delay=0"
"Flight_AirportFrom_Delay","0.07893339386450315","9.331660454688029E-5","1.710891321154824E-4","0.002162112391666612","Flight='(2431.5-4272.5]'_AirportFrom=IAH_Delay=1","0.0","Flight='(1306.5-2431.5]'_AirportFrom=FAR_Delay=0"
"Airline_AirportTo_Delay","0.08782607775748309","5.8773011080557385E-5","1.305285634009612E-4","0.0019073905116620818","Airline=WN_AirportTo=LAS_Delay=0","0.0","Airline=OO_AirportTo=PHL_Delay=0"
"Airline_AirportFrom_Delay","0.0945034789295782","6.34230193311777E-5","1.5593954180198114E-4","0.0031412386050452684","Airline=XE_AirportFrom=IAH_Delay=1","0.0","Airline=YV_AirportFrom=MSP_Delay=0"
"DayOfWeek_Length_Delay","0.09475469530411443","0.0027960591008317605","0.001965055630780794","0.008303238627187402","DayOfWeek=1_Length='(75.5-100.5]'_Delay=1","4.985435484492276E-5","DayOfWeek=7_Length='(130.5-174.5]'_Delay=0"
"Flight_DayOfWeek_Delay","0.09487643248628892","0.002807932108703174","0.002094541175565007","0.008189146591920812","Flight='(4272.5-inf)'_DayOfWeek=1_Delay=1","4.0191955502952986E-5","Flight='(-inf-566.5]'_DayOfWeek=6_Delay=1"
"DayOfWeek_Time_Delay","0.10001967367726985","0.0029482843421053126","0.002273048418835925","0.008309369719888566","DayOfWeek=7_Time='(1079.5-inf)'_Delay=1","4.919323109909765E-5","DayOfWeek=2_Time='(700.5-890.5]'_Delay=1"
"AirportFrom_AirportTo_Delay","0.11257691069519357","2.706788238319004E-5","3.0390020044986482E-5","3.627946531089394E-4","AirportFrom=ORD_AirportTo=LGA_Delay=1","0.0","AirportFrom=STL_AirportTo=RSW_Delay=0"
"Airline_DayOfWeek_Delay","0.11584387168186949","9.409482175723339E-4","0.001111583440141247","0.00783022419029637","Airline=WN_DayOfWeek=1_Delay=1","3.58861984148251E-6","Airline=F9_DayOfWeek=1_Delay=1"
"AirportTo_DayOfWeek_Delay","0.12226540139953271","6.165591728912265E-5","1.5942058064472145E-4","0.003000100112834951","AirportTo=ATL_DayOfWeek=1_Delay=1","0.0","AirportTo=GUM_DayOfWeek=5_Delay=0"
"AirportFrom_DayOfWeek_Delay","0.12696388008830065","6.383834121609597E-5","1.7373780226645732E-4","0.003556487027716674","AirportFrom=ATL_DayOfWeek=1_Delay=1","0.0","AirportFrom=FLO_DayOfWeek=1_Delay=0"
