"Distance","mean","sd","max","min","Attributes"
"0.7878266242937847","0.0012605225988700556","0.007214015888889933","0.0886520127118644_nswdemand=0.0_vicprice=3.0_vicdemand=2.0_transfer=1.0","0.0_nswdemand=3.0_vicprice=0.0_vicdemand=0.0_transfer=0.0","_nswdemand_vicprice_vicdemand_transfer"
"0.788797669491525","0.00126207627118644","0.0029595120080218233","0.04040872175141243_period=0.0_nswprice=0.0_nswdemand=0.0_vicprice=0.0","0.0_period=2.0_nswprice=1.0_nswdemand=0.0_vicprice=0.0","_period_nswprice_nswdemand_vicprice"
"0.7892831920903945","0.0012628531073446312","0.004478858468257127","0.036480402542372885_nswprice=0.0_nswdemand=0.0_vicprice=0.0_transfer=4.0","0.0_nswprice=1.0_nswdemand=0.0_vicprice=0.0_transfer=0.0","_nswprice_nswdemand_vicprice_transfer"
"0.7896362994350276","0.001263418079096044","0.003919594312347427","0.05534957627118644_period=0.0_nswdemand=0.0_vicprice=3.0_transfer=1.0","0.0_period=2.0_nswdemand=0.0_vicprice=0.0_transfer=0.0","_period_nswdemand_vicprice_transfer"
"0.7898569915254221","9.026937046004824E-4","0.002759496472614818","0.021120233050847457_day=6.0_nswprice=3.0_vicdemand=2.0_transfer=1.0","0.0_day=0.0_nswprice=3.0_vicdemand=0.0_transfer=0.0","_day_nswprice_vicdemand_transfer"
"0.7909163135593208","9.039043583535095E-4","0.0013496076085800488","0.01004149011299435_day=6.0_period=0.0_nswdemand=0.0_vicprice=3.0","0.0_day=1.0_period=2.0_nswdemand=0.0_vicprice=0.0","_day_period_nswdemand_vicprice"
"0.7914018361581917","0.0012662429378531067","0.00433465480501412","0.03564177259887006_nswprice=2.0_nswdemand=0.0_vicdemand=2.0_transfer=1.0","0.0_nswprice=4.0_nswdemand=0.0_vicdemand=0.0_transfer=0.0","_nswprice_nswdemand_vicdemand_transfer"
"0.7923728813559313","0.00126779661016949","0.0027437788990993684","0.03806938559322034_period=0.0_nswprice=0.0_nswdemand=0.0_vicdemand=0.0","0.0_period=4.0_nswprice=2.0_nswdemand=0.0_vicdemand=0.0","_period_nswprice_nswdemand_vicdemand"
"0.7925052966101692","9.057203389830506E-4","0.0024754077760776286","0.024121645480225988_day=6.0_nswdemand=0.0_vicprice=3.0_transfer=1.0","0.0_day=2.0_nswdemand=1.0_vicprice=0.0_transfer=0.0","_day_nswdemand_vicprice_transfer"
"0.7937853107344627","0.0012700564971751403","0.0023763506382372688","0.025534074858757062_period=0.0_nswprice=2.0_nswdemand=0.0_transfer=1.0","0.0_period=2.0_nswprice=0.0_nswdemand=0.0_transfer=0.0","_period_nswprice_nswdemand_transfer"
"0.7978901836158184","9.118744955609353E-4","0.0014283233285320182","0.011784957627118644_day=0.0_nswprice=0.0_nswdemand=0.0_transfer=4.0","0.0_day=1.0_nswprice=3.0_nswdemand=0.0_transfer=0.0","_day_nswprice_nswdemand_transfer"
"0.8519597457627107","9.736682808716694E-4","0.001584165404651751","0.005958686440677966_date=0.0_day=0.0_period=0.0_transfer=1.0","0.0_date=0.0_day=0.0_period=0.0_transfer=0.0","_date_day_period_transfer"
"0.8565060028248594","9.788640032284109E-4","0.0016540739075421","0.005958686440677966_date=0.0_day=0.0_period=0.0_vicprice=3.0","0.0_date=0.0_day=0.0_period=0.0_vicprice=0.0","_date_day_period_vicprice"
"0.8776924435028247","0.0010030770782889426","0.003664214565575494","0.028601694915254237_date=0.0_day=0.0_vicprice=3.0_transfer=1.0","0.0_date=0.0_day=0.0_vicprice=0.0_transfer=0.0","_date_day_vicprice_transfer"
"0.8804731638418081","0.0010062550443906378","0.003715387437972052","0.028601694915254237_date=0.0_day=0.0_vicprice=3.0_vicdemand=2.0","0.0_date=0.0_day=0.0_vicprice=0.0_vicdemand=0.0","_date_day_vicprice_vicdemand"
"0.8812676553672313","0.00141002824858757","0.005123945319192019","0.04171080508474576_date=0.0_period=0.0_vicprice=3.0_transfer=1.0","0.0_date=0.0_period=0.0_vicprice=0.0_transfer=0.0","_date_period_vicprice_transfer"
"0.88135593220339","0.001410169491525424","0.005662479920687916","0.05124470338983051_date=1.0_nswdemand=0.0_vicprice=3.0_vicdemand=2.0","0.0_date=0.0_nswdemand=0.0_vicprice=0.0_vicdemand=0.0","_date_nswdemand_vicprice_vicdemand"
"0.882106285310734","0.001008121468926553","0.002582823845034587","0.019465042372881356_date=3.0_day=0.0_nswprice=0.0_vicprice=0.0","0.0_date=0.0_day=0.0_nswprice=0.0_vicprice=0.0","_date_day_nswprice_vicprice"
"0.8828566384180793","0.0014125706214689268","0.0037030212401966945","0.03100723870056497_date=3.0_period=0.0_nswprice=0.0_vicprice=0.0","0.0_date=0.0_period=0.0_nswprice=0.0_vicprice=0.0","_date_period_nswprice_vicprice"
"0.8844456214689264","0.001415112994350282","0.005216179624958595","0.04171080508474576_date=0.0_period=0.0_vicprice=3.0_vicdemand=2.0","0.0_date=0.0_period=0.0_vicprice=0.0_vicdemand=0.0","_date_period_vicprice_vicdemand"
"0.8849752824858756","0.0010114003228410007","9.468549830840388E-4","0.005429025423728814_date=3.0_day=1.0_period=0.0_nswprice=0.0","0.0_date=0.0_day=2.0_period=0.0_nswprice=0.0","_date_day_period_nswprice"
