"Distance","mean","sd","max_val","max_att","min_val","min_att","Attributes"
"7.540665860781649E-4","0.002689539091263392","0.0","0.0039049518112329678","_day=1.0_period=1.0_nswprice=2.0_class=0.0","0.0","_day=1.0_period=0.0_nswprice=1.0_class=1.0","_day_period_nswprice_class"
"0.0012437908503626482","6.862436569185646E-4","0.0","0.007862855096681786","_day=6.0_period=3.0_nswdemand=1.0_class=0.0","0.0","_day=1.0_period=0.0_nswdemand=0.0_class=1.0","_day_period_nswdemand_class"
"0.002451687128318745","0.001363035176836917","0.0","0.014587747175141243","_day=6.0_nswprice=2.0_vicdemand=2.0_class=0.0","0.0","_day=1.0_nswprice=1.0_vicdemand=2.0_class=1.0","_day_nswprice_vicdemand_class"
"0.003005729402662565","0.0","0.0","0.010791843220338982","_day=6.0_period=0.0_vicdemand=2.0_class=0.0","0.0","_day=1.0_period=0.0_vicdemand=2.0_class=1.0","_day_period_vicdemand_class"
"0.003038577170259979","9.668415388754371E-5","0.0","0.0323534604519774","_day=4.0_vicdemand=2.0_transfer=1.0_class=0.0","0.0","_day=1.0_vicdemand=2.0_transfer=1.0_class=1.0","_day_vicdemand_transfer_class"
"0.00323507268564036","0.0","0.0","0.018780896892655368","_day=6.0_nswdemand=0.0_vicdemand=2.0_class=0.0","0.0","_day=1.0_nswdemand=0.0_vicdemand=2.0_class=1.0","_day_nswdemand_vicdemand_class"
"0.0033363781950178457","0.0","0.0","0.02006091101694915","_period=4.0_nswprice=2.0_vicdemand=2.0_class=0.0","0.0","_period=0.0_nswprice=1.0_vicdemand=2.0_class=1.0","_period_nswprice_vicdemand_class"
"0.003993937988110366","0.0014637419797500276","0.0","0.03332450564971751","_nswprice=2.0_nswdemand=0.0_vicdemand=2.0_class=0.0","0.0","_nswprice=1.0_nswdemand=0.0_vicdemand=2.0_class=1.0","_nswprice_nswdemand_vicdemand_class"
"0.00460817681373057","0.0","0.0","0.05011917372881356","_period=0.0_nswdemand=0.0_vicdemand=2.0_class=0.0","0.0","_period=0.0_nswdemand=0.0_vicdemand=2.0_class=1.0","_period_nswdemand_vicdemand_class"
"NaN","0.004737781865894735","0.0","0.07207803672316383","_nswdemand=0.0_vicdemand=2.0_transfer=1.0_class=0.0","0.0","_nswdemand=0.0_vicdemand=2.0_transfer=1.0_class=1.0","_nswdemand_vicdemand_transfer_class"
"NaN","0.0","0.0","0.015729148832962392","_day=2.0_nswdemand=3.0_vicprice=3.0_class=0.0","0.0","_day=2.0_nswdemand=3.0_vicprice=3.0_class=1.0","_day_nswdemand_vicprice_class"
"NaN","NaN","NaN","0.012661217309819775","_period=2.0_nswprice=1.0_vicprice=1.0_class=0.0","0.0","_period=2.0_nswprice=2.0_vicprice=3.0_class=1.0","_period_nswprice_vicprice_class"
"NaN","0.0","0.0","0.013936903734903075","_day=5.0_period=3.0_transfer=1.0_class=0.0","0.0","_day=1.0_period=0.0_transfer=1.0_class=1.0","_day_period_transfer_class"
"NaN","NaN","NaN","0.00897456283369764","_day=4.0_nswprice=1.0_vicprice=1.0_class=0.0","0.0","_day=2.0_nswprice=2.0_vicprice=3.0_class=1.0","_day_nswprice_vicprice_class"
"NaN","0.0","0.0","0.03325268239217989","_period=2.0_nswdemand=3.0_vicprice=3.0_class=0.0","0.0","_period=1.0_nswdemand=2.0_vicprice=3.0_class=1.0","_period_nswdemand_vicprice_class"
"NaN","3.089689265536723E-5","0.0","0.04484463276836158","_period=4.0_vicdemand=2.0_transfer=1.0_class=0.0","0.0","_period=0.0_vicdemand=2.0_transfer=1.0_class=1.0","_period_vicdemand_transfer_class"
"NaN","0.003003177966101695","0.0","0.007222424635738131","_day=6.0_vicprice=0.0_transfer=4.0_class=0.0","0.0","_day=0.0_vicprice=2.0_transfer=2.0_class=1.0","_day_vicprice_transfer_class"
"NaN","0.0","0.0","0.04484463276836158","_period=4.0_vicprice=3.0_vicdemand=2.0_class=0.0","0.0","_period=0.0_vicprice=3.0_vicdemand=2.0_class=1.0","_period_vicprice_vicdemand_class"
"NaN","NaN","NaN","0.07207803672316383","_nswdemand=0.0_vicprice=3.0_vicdemand=2.0_class=0.0","0.0","_nswdemand=0.0_vicprice=3.0_vicdemand=2.0_class=1.0","_nswdemand_vicprice_vicdemand_class"
"NaN","NaN","NaN","0.013657176070289748","_nswprice=1.0_vicprice=1.0_transfer=0.0_class=0.0","0.0","_nswprice=2.0_vicprice=2.0_transfer=2.0_class=1.0","_nswprice_vicprice_transfer_class"
"NaN","0.0016815102531910439","0.0","0.0323534604519774","_day=4.0_vicprice=3.0_vicdemand=2.0_class=0.0","0.0","_day=1.0_vicprice=3.0_vicdemand=2.0_class=1.0","_day_vicprice_vicdemand_class"
"NaN","8.827683615819212E-5","0.0","0.025086723345271403","_day=6.0_nswdemand=1.0_transfer=1.0_class=0.0","0.0","_day=1.0_nswdemand=1.0_transfer=1.0_class=1.0","_day_nswdemand_transfer_class"
"NaN","0.00203192178097223","0.0","0.015260502095862948","_period=3.0_nswprice=2.0_transfer=1.0_class=0.0","0.0","_period=1.0_nswprice=1.0_transfer=1.0_class=1.0","_period_nswprice_transfer_class"
"NaN","0.001518586804863464","0.0","0.004605429374182155","_day=5.0_nswprice=3.0_nswdemand=1.0_class=0.0","0.0","_day=1.0_nswprice=1.0_nswdemand=0.0_class=1.0","_day_nswprice_nswdemand_class"
"NaN","0.0","0.0","0.015333902754978937","_day=0.0_period=1.0_vicprice=3.0_class=0.0","0.0","_day=2.0_period=2.0_vicprice=3.0_class=1.0","_day_period_vicprice_class"
"NaN","0.0","0.0","0.012711556821984684","_nswprice=1.0_nswdemand=0.0_transfer=1.0_class=0.0","0.0","_nswprice=1.0_nswdemand=0.0_transfer=1.0_class=1.0","_nswprice_nswdemand_transfer_class"
"NaN","7.372453347029617E-4","0.0","0.09381620762711865","_nswprice=2.0_vicprice=3.0_vicdemand=2.0_class=0.0","0.0","_nswprice=1.0_vicprice=3.0_vicdemand=2.0_class=1.0","_nswprice_vicprice_vicdemand_class"
"NaN","6.16914023822005E-4","0.0","0.016893678966343514","_period=4.0_nswdemand=2.0_transfer=1.0_class=0.0","0.0","_period=1.0_nswdemand=2.0_transfer=1.0_class=1.0","_period_nswdemand_transfer_class"
"NaN","NaN","NaN","0.0709083686440678","_nswprice=3.0_vicdemand=2.0_transfer=1.0_class=0.0","0.0","_nswprice=1.0_vicdemand=2.0_transfer=1.0_class=1.0","_nswprice_vicdemand_transfer_class"
"NaN","NaN","NaN","0.007617979993473613","_vicprice=4.0_vicdemand=4.0_transfer=2.0_class=0.0","0.0","_vicprice=3.0_vicdemand=2.0_transfer=1.0_class=1.0","_vicprice_vicdemand_transfer_class"
"NaN","6.620762711864408E-4","0.0","0.017642120111991864","_nswprice=0.0_nswdemand=1.0_vicprice=0.0_class=0.0","0.0","_nswprice=2.0_nswdemand=3.0_vicprice=3.0_class=1.0","_nswprice_nswdemand_vicprice_class"
"NaN","0.001148528099910794","0.0","0.013242832795086593","_day=1.0_nswprice=3.0_transfer=1.0_class=0.0","0.0","_day=1.0_nswprice=1.0_transfer=1.0_class=1.0","_day_nswprice_transfer_class"
"NaN","0.0010536391405745066","0.0","0.007477427227638215","_nswdemand=4.0_vicprice=4.0_transfer=2.0_class=0.0","0.0","_nswdemand=1.0_vicprice=2.0_transfer=2.0_class=1.0","_nswdemand_vicprice_transfer_class"
"NaN","0.004354333762106537","0.0","0.006594052713316872","_period=4.0_nswprice=2.0_nswdemand=1.0_class=0.0","0.0","_period=0.0_nswprice=1.0_nswdemand=0.0_class=1.0","_period_nswprice_nswdemand_class"
