"points","all_attributes","Airline_Flight","Airline_AirportFrom","Airline_AirportTo","Airline_DayOfWeek","Airline_Time","Airline_Length","Flight_AirportFrom","Flight_AirportTo","Flight_DayOfWeek","Flight_Time","Flight_Length","AirportFrom_AirportTo","AirportFrom_DayOfWeek","AirportFrom_Time","AirportFrom_Length","AirportTo_DayOfWeek","AirportTo_Time","AirportTo_Length","DayOfWeek_Time","DayOfWeek_Length","Time_Length"
"5000","0.49229999999995705","0.17640592031757016","0.2737819852377632","0.2711425241530458","0.17354075375367087","0.353161512417196","0.18845463153983766","0.2465933846211428","0.23809832855658672","0.17269813563262548","0.34035872553448016","0.17468008395128995","0.39172132756131856","0.19802041940571946","0.385854963526869","0.24456437396807515","0.19625205555925113","0.37936830527376425","0.24258670993471426","0.34013042035971597","0.17486363137588853","0.34125430700362686"
"10000","0.4965499999999561","0.04991448900194616","0.20416615101229768","0.1936217888871253","0.04180834496156975","0.34736788608570585","0.07913326795947462","0.17512309429212247","0.16402152585003546","0.029961900017583636","0.3327457241078693","0.05909205398053186","0.3524828535353446","0.09661402518654731","0.39976199460800454","0.17607107477532397","0.08571683920859849","0.39801892956572166","0.16326436806725678","0.3281878581446604","0.025439397812423763","0.332663857494806"
"15000","0.4939499999999566","0.17685895803067658","0.2553178717046236","0.291825057194573","0.157566016161315","0.3455056166413234","0.17833196936927903","0.23351453151379242","0.2595896856993686","0.15447423532445848","0.3397784878221647","0.17868527654411867","0.39364165501164555","0.21498192333137284","0.3758818084325329","0.23548898830578469","0.20992202689210301","0.3994449024979451","0.2499865794778034","0.3420894027252236","0.1431308600172671","0.34103891327494185"
"20000","0.4868666666666233","0.08040763702252912","0.21987917078778757","0.22191054171667798","0.20487087385410063","0.34623507819839383","0.09750098595779642","0.19960211656693455","0.19183845581471817","0.2041113273790094","0.34389301273967526","0.0704968894877322","0.35963821567320725","0.23238248483512047","0.3813681301329939","0.1940016908041227","0.23921516698565848","0.3623037466158922","0.18044052168765545","0.3435175879396985","0.20377304869511897","0.3430192082008573"
"25000","0.4990666666666218","0.07447435199001572","0.19100743738931306","0.1966311036589344","0.06696732681838329","0.35748696292728926","0.0883621338438976","0.17057731826758302","0.18214441984963473","0.05946677030859054","0.32618158067754893","0.06556740569515165","0.34202124819624036","0.10929194841911603","0.42637324555847395","0.17787847226078826","0.10107118517955488","0.4245537046229994","0.1717181949681672","0.32257662905252504","0.061395649251223795","0.339896282166624"
"30000","0.4960666666666236","0.05567858420616599","0.1869792407186558","0.19613614587371384","0.049347641733700695","0.33804548783716265","0.07708251964446329","0.1667725192560276","0.1637989999863028","0.03903450188329333","0.3360241844423159","0.05357838505183968","0.34958192279941447","0.09705021993724385","0.37782651639803533","0.16264227901850137","0.08874307937482813","0.37297333899926494","0.1675688406379097","0.33082696307898013","0.03206116537170558","0.3306909312950916"
"35000","0.49499166666662275","0.1666849067201381","0.24343559854228558","0.2558114240179762","0.27313616831919413","0.3509463400476074","0.17240839313396497","0.2270957968682293","0.22413934435901722","0.2808865357560321","0.3570810493307366","0.16833070494579902","0.36827474386723485","0.3646974414075061","0.4055304894618704","0.22372996669540904","0.3557507964550781","0.40667587731873145","0.22088590487395396","0.3492842816307805","0.27416460126663544","0.3498193995151618"
"40000","0.4895416666666233","0.10341422882432763","0.19871868025507913","0.20740716508547777","0.1344378962312663","0.34737679820883965","0.12005086961735632","0.1791799419214993","0.17249027822991214","0.13283779581484162","0.340466924680711","0.10242852128806175","0.3259663564213487","0.15784977423967916","0.38120072106838504","0.17694288709702802","0.1613820012282135","0.37833647372753115","0.18150490864946559","0.33961089973363545","0.13277975915380927","0.3422041995278091"
"45000","0.49106666666662324","0.0710805652677093","0.1875641545181779","0.1816437785218071","0.0662904615053017","0.34026631982659483","0.08156180351526997","0.1746222837301721","0.1582081106267835","0.06456503626971608","0.3403295749835402","0.0660569652519735","0.33833180735929963","0.11856769057078499","0.3776998970199682","0.17562012130726573","0.0957372982720489","0.3657932276870711","0.16033746556328554","0.330553358647191","0.06528074917217308","0.33379297160158206"
"50000","0.4995999999999553","0.052353265854280184","0.18651929081696475","0.2033589694561555","0.10387338611186679","0.3903688204550733","0.06493000124567468","0.16797238323178873","0.17701059690938983","0.08398511040059065","0.3722808761779858","0.054939928459574926","0.333288106060598","0.15325680358891586","0.4710169962106314","0.17301670179648795","0.14975152181642368","0.44671687556570727","0.1749797780725474","0.3314841846386682","0.07136941400789235","0.37346890889163153"
"55000","0.4874499999999569","0.11917310302294243","0.22631775526760098","0.22578523196878836","0.24521912356888295","0.36444244677819615","0.12175920242490854","0.1863340555967942","0.18541924496992607","0.24926757104934427","0.3606222829646822","0.08088459226821433","0.357676612554104","0.28806092473233824","0.3953669697004721","0.18669309446168583","0.3027355891432607","0.38637347036247993","0.18456131808387316","0.35720132262447596","0.24583511578289574","0.3569031723393728"
"60000","0.4999999999999547","0.10799711351459566","0.2189373657719669","0.22271267449092197","0.10722349244507326","0.43330342483921447","0.12731183345703945","0.18750839097110863","0.19843820210994273","0.1028870364893269","0.38282551030372175","0.10849272025702054","0.35636571428570585","0.13688260350003997","0.48317687204217646","0.1902453738185353","0.14513922798278311","0.48788199745921684","0.19462519193894653","0.35449883018735284","0.10555674876376045","0.3684761196384565"
"65000","0.493499999999956","0.0967876815462704","0.21508218561798698","0.2319149083643996","0.14330409944612127","0.37858603805573504","0.11109833612637142","0.18606138322766871","0.20993675303426884","0.1239586934783087","0.36860979387110204","0.09399288718248901","0.35795502525251616","0.18760122407976867","0.4100559243346315","0.1852856239691485","0.18414157730521782","0.4107796809646068","0.19955562166154672","0.3650665546218487","0.12562640699467634","0.3754492845699891"
"70000","0.491299999999956","0.06858119045194916","0.19940442769035258","0.20608081280385845","0.24537043618395757","0.3786888866728189","0.08366043951837675","0.17001181395649403","0.18021697756256083","0.24395289024101072","0.3731711277983146","0.051361127100077175","0.35004224025973146","0.26445954158437246","0.4041026626764477","0.17244577236680014","0.28214812616570106","0.3889357454886925","0.18098426303495763","0.37310247924224693","0.24442828426756513","0.37257974030082847"
"75000","0.4945533333332889","0.1545508057765056","0.24845429306274594","0.2602383278012501","0.15004465700243227","0.3465625910556235","0.15884439504728798","0.21997155916260372","0.22475523748385734","0.14716516424868675","0.3388856793335271","0.1488310961139815","0.3878005555555462","0.17201026461714494","0.388976766260147","0.21905710109973692","0.17744065756710536","0.39435323006555706","0.22422953335864007","0.3379865522830062","0.14919315602633104","0.3431416205715809"
"80000","0.49473333333328967","0.06151773139875725","0.21051989742656868","0.22308885814353513","0.05660580989129336","0.34180235320605773","0.07551929934298789","0.17918634670864256","0.1892841117379905","0.04350645444212472","0.34099570793777834","0.048756426159007216","0.37855660533909696","0.10346563313223957","0.38309992137775584","0.1677473190584659","0.10520203751822473","0.3763074884744009","0.18655391905194335","0.3355753079143753","0.04216207464134797","0.33586799515756516"
"85000","0.4988999999999556","0.17798264065816727","0.2627829963109831","0.2799259627368899","0.3619539120583779","0.3997130440962113","0.18162871466184946","0.24963532595190505","0.24854688111474654","0.29665969938675274","0.3526607533008109","0.17730687052630462","0.39444430014429116","0.4309986177691752","0.44483011717039134","0.23989159940716026","0.43319409652928814","0.45304180874904537","0.24266405964056703","0.3425136073495019","0.311018269458962","0.36170789765090244"
"90000","0.49390833333329004","0.12396224807199449","0.22476745248092078","0.2399750932147282","0.13431555720550623","0.3435444846567868","0.1318712273049261","0.20404903694034077","0.20370910694977848","0.1299073410333595","0.3371746624002523","0.12083211827586811","0.3667106709956616","0.15829669895194937","0.37235902982261115","0.20188009828107037","0.17107627347989748","0.37969849733964633","0.2066534105542768","0.33501803954116816","0.12998366947413298","0.3385994442134519"
"95000","0.4955499999999563","0.0771489989397365","0.21817966722427412","0.20917787712607608","0.06236976299565038","0.34410696052270673","0.09132308935752963","0.19229646521504654","0.18211532463184005","0.02772437511831779","0.3295669167585366","0.0517287186950444","0.37014147546896653","0.11614806300939665","0.3813836775703627","0.18909477838354805","0.11081719412984849","0.38427810991620154","0.18517594234973256","0.32178834286265073","0.04299038288471546","0.33817063607313735"
"100000","0.49754999999995586","0.13741753079220573","0.23364622721687925","0.24696793951311122","0.14819258239644545","0.351985651122361","0.13480844570004374","0.20844719749130913","0.21456689190744271","0.11479643063857789","0.3439809157115404","0.12763307242909164","0.37009544733043925","0.19678847289542684","0.40317141459443306","0.2028970951441342","0.18996852572230474","0.41768779834226566","0.21175751744452534","0.33405897527176875","0.12260510954969953","0.34750144449159553"
