"points","all_attributes","Airline","Flight","AirportFrom","AirportTo","DayOfWeek","Time","Length"
"10000","0.9924999999999004","0.047899999999999984","0.026099999999999998","0.09089999999999987","0.09359999999999981","0.23880000000000007","0.7129000000000001","0.0413"
"20000","0.9804999999999013","0.1291","0.11980000000000002","0.16559999999999966","0.14949999999999947","0.7611999999999999","0.6704000000000001","0.11979999999999999"
"30000","0.9812999999999014","0.0465","0.035099999999999965","0.09709999999999988","0.09229999999999987","0.43410000000000004","0.6462","0.032600000000000004"
"40000","0.9847999999999011","0.07289999999999999","0.05019999999999999","0.10079999999999983","0.10019999999999982","0.5659","0.7284999999999999","0.0437"
"50000","0.9987999999998995","0.0849","0.05029999999999997","0.11109999999999982","0.12239999999999997","0.6201","0.7061","0.039"
"60000","0.9994999999998992","0.06819999999999998","0.038500000000000006","0.11309999999999985","0.10049999999999977","0.3799","0.5778","0.03850000000000001"
"70000","0.9881999999999004","0.0796","0.04459999999999999","0.12349999999999987","0.1261999999999997","0.8078","0.383","0.036600000000000014"
"80000","0.9819999999999011","0.05499999999999999","0.030000000000000013","0.09600000000000003","0.10269999999999985","0.48109999999999997","0.6444000000000001","0.03069999999999999"
"90000","0.9823999999999011","0.05399999999999999","0.04130000000000001","0.10539999999999984","0.11289999999999982","0.5189","0.6934","0.043199999999999995"
"100000","0.9941999999999002","0.16169999999999998","0.15560000000000002","0.17949999999999938","0.17949999999999958","0.6862","0.7332","0.15560000000000002"
"110000","0.9994999999998997","0.06569999999999998","0.027399999999999973","0.10659999999999992","0.1015999999999999","0.31379999999999997","0.7327","0.027600000000000006"
"120000","0.9912999999999004","0.06080000000000003","0.04059999999999998","0.11909999999999973","0.12679999999999986","0.9612","0.6888","0.04830000000000002"
"130000","0.9895999999999007","0.0912","0.08359999999999995","0.1193999999999998","0.11529999999999985","0.2656","0.6709999999999999","0.08360000000000001"
"140000","0.9791999999999017","0.0364","0.013700000000000004","0.09619999999999986","0.09669999999999994","0.792","0.6365000000000001","0.028199999999999982"
"150000","0.9819999999999014","0.04630000000000001","0.039300000000000015","0.10739999999999986","0.0949999999999998","0.40240000000000004","0.6782","0.043100000000000006"
"160000","0.9915999999999006","0.0723","0.04040000000000001","0.12569999999999973","0.11709999999999991","0.5975999999999999","0.7293","0.0388"
"170000","0.9924999999999001","0.10249999999999998","0.0865","0.1185999999999998","0.12919999999999987","0.5885","0.6761999999999999","0.0865"
"180000","0.9950999999998995","0.0537","0.03399999999999998","0.11459999999999967","0.11059999999999982","0.4115","0.5477","0.029999999999999985"
"190000","0.9867999999999003","0.1362","0.08520000000000001","0.1696999999999996","0.18119999999999917","0.8415","0.3683","0.0852"
"200000","0.9784999999999016","0.08179999999999998","0.06290000000000001","0.13269999999999965","0.1102999999999998","0.4449000000000001","0.6183","0.06289999999999998"
"210000","0.986799999999901","0.11509999999999998","0.0741","0.14349999999999988","0.12729999999999955","0.5550999999999999","0.7313000000000001","0.07120000000000001"
"220000","0.9993999999998998","0.15339999999999998","0.1447","0.1746999999999995","0.17169999999999946","0.6482999999999999","0.7399","0.1447"
"230000","0.9934999999999002","0.0813","0.05199999999999999","0.12319999999999982","0.1097999999999998","0.3517","0.6953","0.04809999999999999"
"240000","0.986299999999901","0.1031","0.10300000000000001","0.14229999999999973","0.14079999999999968","0.9204","0.6514","0.10299999999999995"
"250000","0.9851999999999012","0.12290000000000002","0.12290000000000001","0.15549999999999972","0.15409999999999943","0.27149999999999996","0.6333","0.12290000000000001"
"260000","0.9795999999999015","0.062000000000000006","0.031899999999999984","0.10789999999999968","0.10699999999999983","0.8372999999999999","0.6361","0.0441"
"270000","0.9863999999999008","0.0765","0.0696","0.13019999999999984","0.11389999999999975","0.33580000000000004","0.7221","0.0701"
"280000","0.9941999999999","0.08739999999999999","0.03869999999999998","0.14769999999999955","0.11309999999999977","0.6641999999999999","0.7201","0.02189999999999999"
