"points","all_attributes","Airline_Flight_AirportFrom","Airline_Flight_AirportTo","Airline_Flight_DayOfWeek","Airline_Flight_Time","Airline_Flight_Length","Airline_AirportFrom_AirportTo","Airline_AirportFrom_DayOfWeek","Airline_AirportFrom_Time","Airline_AirportFrom_Length","Airline_AirportTo_DayOfWeek","Airline_AirportTo_Time","Airline_AirportTo_Length","Airline_DayOfWeek_Time","Airline_DayOfWeek_Length","Airline_Time_Length","Flight_AirportFrom_AirportTo","Flight_AirportFrom_DayOfWeek","Flight_AirportFrom_Time","Flight_AirportFrom_Length","Flight_AirportTo_DayOfWeek","Flight_AirportTo_Time","Flight_AirportTo_Length","Flight_DayOfWeek_Time","Flight_DayOfWeek_Length","Flight_Time_Length","AirportFrom_AirportTo_DayOfWeek","AirportFrom_AirportTo_Time","AirportFrom_AirportTo_Length","AirportFrom_DayOfWeek_Time","AirportFrom_DayOfWeek_Length","AirportFrom_Time_Length","AirportTo_DayOfWeek_Time","AirportTo_DayOfWeek_Length","AirportTo_Time_Length","DayOfWeek_Time_Length"
"5000","0.9662442111850684","0.4310854501049959","0.3774926502450775","0.09749834489449716","0.7206873202954578","0.16459522084214456","0.617344078240736","0.32887021375757797","0.815590371674751","0.44872923399219733","0.28818575320930556","0.8246752269609152","0.4176558879676094","0.713477817740716","0.12978945816267268","0.7320438014912785","0.7034119395312822","0.28545782924916635","0.8031983885635592","0.4444381205384863","0.2470790487343535","0.8022614122282764","0.4082977440223179","0.7078330640759253","0.0731481235003113","0.7159764712878944","0.5204021788221939","0.9197250865451139","0.5638747713952947","0.7601499036048558","0.27378128318400097","0.801044742259164","0.7486912990836183","0.2474234045614482","0.8059493651569405","0.7047282593291384"
"10000","0.9852684060643574","0.3602993779477894","0.3454447228963186","0.07499434736635023","0.9033098690428945","0.15311466240764787","0.5697903072576574","0.26929461455704684","0.9227336666477584","0.3985689314810745","0.26017862929009344","0.9258498509575722","0.3891213507415157","0.9033098690428947","0.10390287432519635","0.9039247880956391","0.6618045923390165","0.23659847729962644","0.916153218647781","0.4022897756839091","0.22677750778754846","0.9177500980155991","0.38833592979164855","0.9033098690428947","0.07360102962660485","0.9033098690428947","0.4760422326733715","0.958334508669914","0.5174017101766877","0.9057986951552068","0.24473401961556762","0.9163342444565733","0.9082394294408247","0.2302659856350289","0.917100425395154","0.9033098690428946"
"15000","0.9764842462345765","0.3967087254557783","0.395587607541768","0.45224413132697816","0.8077093309006138","0.16795730019832292","0.6111180005077228","0.5415267098848671","0.8757480020513957","0.42881126800998776","0.6158384367230963","0.8636016992702255","0.4225998541199924","0.806066410765179","0.46528498194750467","0.8108294672828713","0.6940551328824947","0.5247666503188817","0.8572405789196087","0.42890451249687717","0.5804163874773905","0.8515823813954262","0.4177515287423468","0.806066410765179","0.45272424783892595","0.8060664107651789","0.7143014452664311","0.938861975611889","0.5601061977894224","0.8341209450301555","0.5258161849577331","0.8599317882895077","0.8188225916508218","0.5671641904898908","0.8453034445995755","0.8060664107651792"
"20000","0.962678303439775","0.38053153408495094","0.3881859783970843","0.5125055678006121","0.7691761993204559","0.16290729089403672","0.5913285940943007","0.6598821072193817","0.8488696788604724","0.41563047808851167","0.5748072497459559","0.8495275656032661","0.41673415250294155","0.7624684509685762","0.5186551502620341","0.7733563144741658","0.6735317981363133","0.6217365146343348","0.8287314255102671","0.409536664235212","0.5572331750551779","0.8341212352279814","0.4131454246674956","0.7597281002335897","0.5123612102682268","0.7645277632293171","0.7228742129280645","0.9139559494907503","0.5340188319693036","0.7909452395658239","0.6178001010774411","0.822461702212836","0.8029087711373659","0.5588586939523648","0.8342107675265754","0.7606474636099205"
"25000","0.9943000071847488","0.3661292430692198","0.36588068158423515","0.08682356357681846","0.95681900742839","0.15179441563064383","0.5687018132046617","0.2676161113947183","0.9682281629424585","0.3874733046127393","0.26635823415492915","0.964395044626882","0.39611218042671725","0.9568190074283898","0.11593473208814317","0.9570396970835623","0.6581227818866241","0.22562819004268367","0.9622894351698534","0.3826704616029807","0.23793502609310047","0.9614849644271388","0.4016755932139042","0.9568190074283898","0.0651266112357626","0.9568190074283895","0.46978590981375823","0.9839818778671868","0.5124793203894774","0.9588030949008794","0.23521880497426734","0.9625301007932162","0.9577259280119255","0.22645544575853493","0.962006906927084","0.9568190074283897"
"30000","0.9633499705794284","0.35348015925535137","0.3706177493740639","0.07502610358088839","0.6920711530261294","0.14906991541084713","0.570024070414763","0.264745945228661","0.7936559344368705","0.38991298806129393","0.2736463645229807","0.7983716623728332","0.39690794937484736","0.685308114713623","0.10880213823236545","0.7049861082873252","0.6603685844997224","0.2306519285233264","0.7767194044890903","0.3966580451313686","0.23428783217400162","0.784693713278781","0.39426634651181686","0.6795630633101251","0.06689322540697634","0.6889442474932289","0.47180369300595015","0.9015548722315203","0.5060285226626087","0.7265235575767293","0.24049409083636553","0.7792214176441453","0.7307152043001635","0.2302991203212422","0.7779296111964609","0.679563063310125"
"35000","0.9793156325072764","0.402095157511571","0.3963305136474577","0.8634831315358279","0.8638029595953894","0.16467699735569186","0.5960351090963538","0.8790300684566497","0.8904956552741273","0.4256186056389212","0.9016620018731762","0.9171188773448173","0.42061658312146677","0.863483131535828","0.8642887716861715","0.8668468810257403","0.6861139721036701","0.8671176256930396","0.8759418684830231","0.4317511774181426","0.8886220024907676","0.899178174668557","0.412395605660521","0.8634831315358278","0.8634831315358278","0.8634831315358276","0.9323382961703965","0.9506855675983763","0.5491883540252073","0.8679153076935675","0.8782408597428636","0.8934741794909696","0.880365309317921","0.8932695839964054","0.9071992525818069","0.8634831315358278"
"40000","0.9717631110825631","0.39058934405728846","0.3584516761629508","0.1764706500390681","0.8546318079964347","0.15927129484780078","0.5727041641512554","0.3785707428347328","0.8784339532704438","0.4110630071840392","0.33266177739843245","0.8916399255233969","0.3979009764157676","0.8539040920769225","0.19662069395871015","0.8558811744570134","0.6585471408926403","0.34141548517064196","0.8738248217525388","0.41010430366768774","0.28970249624498456","0.875631226102963","0.3856465945511295","0.853824090188807","0.15234151514697497","0.853824090188807","0.5318811125750629","0.9417586683651027","0.524643968574909","0.8593470923790917","0.33403415428403277","0.875538467560848","0.8585286498461339","0.2985375920433251","0.8752959198777316","0.853824090188807"
"45000","0.9640492587594598","0.3541798229627602","0.3476720852252486","0.055830393674421386","0.7106904043837736","0.1400459259138486","0.5650610417650825","0.25243324732941463","0.8058588698234321","0.38489100325275594","0.2524381294272562","0.8049562160427746","0.38474218201371824","0.7072885953987986","0.09970305335799469","0.7214190474759966","0.6505282879313847","0.23028128157955263","0.7879493659334258","0.38668317278665565","0.21431869779980156","0.7909148095542341","0.38853379489586104","0.7042985048230059","0.06104372086176739","0.7068600748125939","0.4689287106768894","0.9116902166754552","0.5087840308281493","0.7452349368194462","0.239397724006511","0.7915399329937017","0.7393849291874748","0.2211222342568119","0.786678641417732","0.7042985048230059"
"50000","0.997687329660803","0.36426348906882","0.368791916658873","0.2522808043550722","0.9843576677305246","0.1599573465526546","0.5730405704877941","0.38592721873023256","0.9877024399611993","0.39959172293378953","0.43832372596631697","0.98664666795842","0.39812451151155326","0.9843576677305246","0.26680484545601135","0.9844178918814974","0.6461555414563335","0.3599675328162599","0.9865159927160994","0.39389738637804406","0.40737374130935","0.9852658152288696","0.3960830593476443","0.9843576677305244","0.24904664554338835","0.9843576677305241","0.575906983042141","0.9928622542717522","0.5117909029549552","0.9854217741855682","0.361573214291427","0.9867689393953404","0.9847665733664672","0.3963930488155304","0.9858373313175939","0.9843576677305246"
