"points","all_attributes","Airline_Flight_AirportFrom","Airline_Flight_AirportTo","Airline_Flight_DayOfWeek","Airline_Flight_Time","Airline_Flight_Length","Airline_AirportFrom_AirportTo","Airline_AirportFrom_DayOfWeek","Airline_AirportFrom_Time","Airline_AirportFrom_Length","Airline_AirportTo_DayOfWeek","Airline_AirportTo_Time","Airline_AirportTo_Length","Airline_DayOfWeek_Time","Airline_DayOfWeek_Length","Airline_Time_Length","Flight_AirportFrom_AirportTo","Flight_AirportFrom_DayOfWeek","Flight_AirportFrom_Time","Flight_AirportFrom_Length","Flight_AirportTo_DayOfWeek","Flight_AirportTo_Time","Flight_AirportTo_Length","Flight_DayOfWeek_Time","Flight_DayOfWeek_Length","Flight_Time_Length","AirportFrom_AirportTo_DayOfWeek","AirportFrom_AirportTo_Time","AirportFrom_AirportTo_Length","AirportFrom_DayOfWeek_Time","AirportFrom_DayOfWeek_Length","AirportFrom_Time_Length","AirportTo_DayOfWeek_Time","AirportTo_DayOfWeek_Length","AirportTo_Time_Length","DayOfWeek_Time_Length"
"10000","0.9924999999999004","0.2566999999999902","0.2508999999999909","0.251","0.7149000000000001","0.10830000000000004","0.4032999999999685","0.3550999999999869","0.7620999999999655","0.28149999999998776","0.37669999999998965","0.7419999999999655","0.2737999999999877","0.9516999999999999","0.27199999999999996","0.7176999999999975","0.4800999999999593","0.33069999999999183","0.7458999999999729","0.27419999999999023","0.3482999999999939","0.7335999999999696","0.26689999999999003","0.9517","0.2627","0.7133999999999999","0.4751999999999647","0.7979999999999257","0.3613999999999749","0.9528999999999843","0.3335999999999929","0.7469999999999709","0.9540999999999872","0.3459999999999943","0.7353999999999694","0.9517"
"20000","0.9804999999999013","0.30749999999998834","0.29039999999998867","0.7611999999999999","0.6757999999999992","0.16269999999999996","0.4378999999999655","0.7940999999999757","0.738899999999965","0.3220999999999858","0.7665999999999715","0.745999999999965","0.30719999999998615","0.8797","0.7615999999999994","0.6785999999999975","0.5134999999999564","0.7825999999999841","0.7211999999999724","0.3160999999999881","0.7636999999999815","0.7277999999999698","0.30019999999998875","0.8788","0.7612","0.6726000000000003","0.8136999999999354","0.8060999999999251","0.39919999999997163","0.8928999999999842","0.7836999999999856","0.7160999999999713","0.899699999999985","0.7642999999999829","0.7258999999999696","0.8787999999999999"
"30000","0.9812999999999014","0.25449999999999057","0.2540999999999908","0.43589999999999984","0.6538999999999985","0.10620000000000006","0.4005999999999686","0.4811999999999838","0.7147999999999655","0.2736999999999883","0.4964999999999858","0.7245999999999663","0.2707999999999882","0.8428999999999995","0.43879999999999925","0.6599999999999967","0.4829999999999594","0.4653999999999908","0.7041999999999721","0.27289999999999","0.47929999999999123","0.7124999999999713","0.2680999999999904","0.8401000000000001","0.4340999999999998","0.6510999999999997","0.5774999999999555","0.7973999999999258","0.36059999999997416","0.8630999999999859","0.46429999999999044","0.7053999999999715","0.8652999999999861","0.4734999999999923","0.7083999999999716","0.8399"
"40000","0.9847999999999011","0.2613999999999899","0.25509999999999106","0.5659999999999997","0.7292999999999987","0.11619999999999994","0.40619999999996914","0.6127999999999819","0.7657999999999643","0.2783999999999886","0.5881999999999804","0.7676999999999647","0.2769999999999884","0.9274999999999994","0.5667999999999994","0.7301999999999961","0.4861999999999597","0.5976999999999885","0.7545999999999711","0.27639999999999076","0.5767999999999873","0.7536999999999693","0.2708999999999903","0.9275000000000003","0.5659000000000002","0.7284999999999999","0.6626999999999472","0.8249999999999235","0.36769999999997444","0.929899999999987","0.5969999999999874","0.7567999999999703","0.929299999999986","0.5768999999999875","0.7511999999999699","0.9275"
"50000","0.9987999999998995","0.28089999999998916","0.28679999999998984","0.6211","0.738499999999999","0.14569999999999994","0.418099999999968","0.6412999999999787","0.7722999999999638","0.2894999999999884","0.6608999999999806","0.7770999999999654","0.2937999999999876","0.9922000000000002","0.6210999999999992","0.7313999999999963","0.5031999999999576","0.6327999999999866","0.7700999999999706","0.29369999999998875","0.6470999999999875","0.7704999999999689","0.2925999999999895","0.9922000000000003","0.6200999999999998","0.7212999999999997","0.7017999999999456","0.830299999999923","0.3754999999999738","0.9926999999999864","0.6301999999999859","0.7661999999999689","0.9923999999999864","0.6451999999999883","0.7678999999999686","0.9921999999999997"
"60000","0.9994999999998992","0.26129999999999054","0.2492999999999913","0.39689999999999986","0.5920999999999996","0.11649999999999996","0.40229999999996857","0.5212999999999804","0.6441999999999704","0.2720999999999889","0.49769999999998116","0.6414999999999698","0.27159999999998796","0.9954999999999999","0.4080999999999994","0.5894999999999977","0.47879999999996","0.4935999999999872","0.633899999999976","0.27669999999999073","0.4680999999999881","0.6245999999999753","0.26759999999998996","0.9954999999999998","0.3886999999999999","0.5778999999999996","0.6058999999999491","0.7046999999999347","0.360499999999975","0.9956999999999853","0.488199999999987","0.6283999999999742","0.9956999999999836","0.46939999999998777","0.6170999999999742","0.9954999999999998"
"70000","0.9881999999999004","0.2973999999999888","0.29679999999998924","0.8078","0.4356999999999991","0.16389999999999988","0.427599999999967","0.8353999999999733","0.5451999999999743","0.2908999999999881","0.8117999999999711","0.5477999999999715","0.3001999999999869","0.9096999999999998","0.8079999999999993","0.42309999999999826","0.5022999999999578","0.8238999999999831","0.5248999999999818","0.29769999999998925","0.8090999999999814","0.5259999999999776","0.29519999999998914","0.9082999999999998","0.8078000000000001","0.4036999999999999","0.8526999999999325","0.6761999999999379","0.3787999999999739","0.9207999999999841","0.8240999999999842","0.5113999999999793","0.9250999999999828","0.809499999999981","0.5160999999999786","0.9082999999999998"
"80000","0.9819999999999011","0.2741999999999892","0.26989999999998954","0.48219999999999985","0.6508999999999988","0.11099999999999999","0.4332999999999656","0.53169999999998","0.7236999999999647","0.29989999999998695","0.5479999999999818","0.7222999999999655","0.2913999999999868","0.8541999999999997","0.48649999999999954","0.6564999999999978","0.5097999999999567","0.5130999999999886","0.7076999999999724","0.2825999999999896","0.5307999999999896","0.7028999999999707","0.28019999999998924","0.8526999999999998","0.4811000000000001","0.6463999999999996","0.6222999999999506","0.8100999999999243","0.3872999999999727","0.8768999999999851","0.5102999999999881","0.7070999999999702","0.8664999999999845","0.5257999999999887","0.7017999999999696","0.8527"
"90000","0.9823999999999011","0.2737999999999889","0.26529999999998977","0.5189999999999997","0.6944999999999988","0.11269999999999995","0.42729999999996626","0.5788999999999795","0.7548999999999632","0.2922999999999877","0.551099999999978","0.7517999999999642","0.2861999999999869","0.8834000000000002","0.5202999999999994","0.6985999999999969","0.5036999999999572","0.5577999999999875","0.7407999999999708","0.28309999999998964","0.5356999999999874","0.7313999999999691","0.28169999999998985","0.8834","0.5188999999999998","0.6933999999999997","0.6361999999999487","0.8271999999999223","0.3853999999999732","0.8948999999999859","0.5604999999999876","0.7399999999999703","0.8921999999999859","0.5382999999999866","0.7311999999999688","0.8833999999999997"
"100000","0.9941999999999002","0.3029999999999881","0.2979999999999879","0.6870999999999998","0.7395999999999988","0.19039999999999976","0.42959999999996634","0.7015999999999768","0.7778999999999631","0.32249999999998613","0.7238999999999778","0.7771999999999648","0.32029999999998543","0.9573000000000004","0.686699999999999","0.743599999999996","0.5008999999999575","0.6925999999999837","0.7696999999999717","0.31109999999998833","0.7083999999999867","0.76369999999997","0.30889999999998885","0.9572999999999997","0.6862000000000003","0.7358000000000001","0.7547999999999401","0.8267999999999227","0.3936999999999724","0.9607999999999864","0.6928999999999851","0.7674999999999687","0.9574999999999854","0.7080999999999842","0.768999999999968","0.9572999999999996"
