"points","all_attributes","Airline_Flight_AirportFrom_AirportTo","Airline_Flight_AirportFrom_DayOfWeek","Airline_Flight_AirportFrom_Time","Airline_Flight_AirportFrom_Length","Airline_Flight_AirportTo_DayOfWeek","Airline_Flight_AirportTo_Time","Airline_Flight_AirportTo_Length","Airline_Flight_DayOfWeek_Time","Airline_Flight_DayOfWeek_Length","Airline_Flight_Time_Length","Airline_AirportFrom_AirportTo_DayOfWeek","Airline_AirportFrom_AirportTo_Time","Airline_AirportFrom_AirportTo_Length","Airline_AirportFrom_DayOfWeek_Time","Airline_AirportFrom_DayOfWeek_Length","Airline_AirportFrom_Time_Length","Airline_AirportTo_DayOfWeek_Time","Airline_AirportTo_DayOfWeek_Length","Airline_AirportTo_Time_Length","Airline_DayOfWeek_Time_Length","Flight_AirportFrom_AirportTo_DayOfWeek","Flight_AirportFrom_AirportTo_Time","Flight_AirportFrom_AirportTo_Length","Flight_AirportFrom_DayOfWeek_Time","Flight_AirportFrom_DayOfWeek_Length","Flight_AirportFrom_Time_Length","Flight_AirportTo_DayOfWeek_Time","Flight_AirportTo_DayOfWeek_Length","Flight_AirportTo_Time_Length","Flight_DayOfWeek_Time_Length","AirportFrom_AirportTo_DayOfWeek_Time","AirportFrom_AirportTo_DayOfWeek_Length","AirportFrom_AirportTo_Time_Length","AirportFrom_DayOfWeek_Time_Length","AirportTo_DayOfWeek_Time_Length"
"10000","0.9924999999999004","0.5157999999999546","0.41359999999997793","0.7756999999999545","0.36259999999997744","0.4320999999999814","0.7550999999999518","0.3576999999999773","0.9516999999999992","0.2904999999999992","0.7234999999999898","0.5479999999999526","0.8142999999999205","0.43339999999996437","0.9610999999999509","0.4363999999999743","0.786199999999945","0.9626999999999531","0.4462999999999787","0.7647999999999422","0.9519999999999951","0.6268999999999435","0.8203999999999195","0.5088999999999555","0.9578999999999582","0.4318999999999766","0.7791999999999449","0.9587999999999597","0.4400999999999803","0.7602999999999419","0.9517000000000005","0.9788999999999066","0.5114999999999594","0.8039999999999244","0.9579999999999592","0.9584999999999595"
"20000","0.9804999999999013","0.5490999999999516","0.8164999999999644","0.7641999999999533","0.40439999999997517","0.7741999999999628","0.7666999999999511","0.39209999999997536","0.8821999999999984","0.7623999999999971","0.6906999999999907","0.8408999999999257","0.8310999999999187","0.4704999999999614","0.9225999999999551","0.8230999999999609","0.7751999999999464","0.9228999999999492","0.7805999999999558","0.7767999999999425","0.8837999999999947","0.8669999999999204","0.8406999999999174","0.5439999999999525","0.912399999999963","0.8152999999999628","0.7705999999999453","0.9149999999999557","0.7790999999999579","0.770199999999943","0.8802999999999991","0.9552999999999087","0.8304999999999311","0.8132999999999228","0.9090999999999619","0.9145999999999558"
"30000","0.9812999999999014","0.521099999999954","0.5187999999999745","0.7435999999999547","0.367199999999977","0.5451999999999751","0.7521999999999524","0.36859999999997684","0.8465999999999979","0.4450999999999982","0.6754999999999916","0.6310999999999445","0.8222999999999197","0.4325999999999644","0.896599999999956","0.5311999999999708","0.7578999999999466","0.8986999999999525","0.5473999999999727","0.762999999999944","0.8524999999999947","0.6966999999999368","0.8305999999999184","0.5149999999999548","0.8878999999999637","0.532199999999974","0.7548999999999472","0.891799999999959","0.5459999999999735","0.7586999999999456","0.8447999999999988","0.9498999999999096","0.6015999999999523","0.8047999999999237","0.8888999999999616","0.8882999999999609"
"40000","0.9847999999999011","0.5228999999999543","0.6556999999999704","0.7829999999999533","0.37259999999997656","0.6147999999999686","0.7854999999999508","0.3680999999999771","0.9275999999999981","0.5699999999999975","0.735199999999989","0.7084999999999367","0.8426999999999175","0.4403999999999643","0.9384999999999558","0.6572999999999677","0.7927999999999448","0.9453999999999527","0.6248999999999649","0.795799999999942","0.928099999999996","0.7588999999999304","0.8479999999999168","0.5196999999999552","0.9356999999999637","0.6546999999999681","0.7886999999999451","0.9371999999999581","0.6218999999999658","0.7913999999999429","0.9274999999999997","0.9689999999999074","0.6884999999999426","0.830099999999922","0.9367999999999593","0.9366999999999603"
"50000","0.9987999999998995","0.5408999999999524","0.6605999999999683","0.7975999999999515","0.3903999999999754","0.6930999999999673","0.8040999999999512","0.39179999999997606","0.9921999999999985","0.6244999999999975","0.7551999999999884","0.7409999999999348","0.8467999999999171","0.4514999999999631","0.9937999999999538","0.6680999999999642","0.8002999999999423","0.9932999999999484","0.6939999999999661","0.8070999999999415","0.9921999999999949","0.7818999999999285","0.8617999999999152","0.5355999999999532","0.993199999999961","0.6711999999999654","0.8057999999999411","0.9925999999999551","0.691599999999967","0.8081999999999416","0.9922000000000006","0.9962999999999042","0.7185999999999408","0.8343999999999216","0.9932999999999573","0.9928999999999563"
"60000","0.9994999999998992","0.5084999999999558","0.5671999999999697","0.67309999999996","0.3593999999999785","0.5421999999999698","0.6707999999999582","0.36059999999997794","0.9955999999999986","0.4240999999999976","0.6063999999999923","0.667799999999939","0.7297999999999292","0.4292999999999655","0.9965999999999493","0.5779999999999652","0.6761999999999528","0.9965999999999487","0.560799999999965","0.67759999999995","0.9954999999999937","0.7261999999999321","0.7511999999999268","0.5043999999999565","0.9961999999999555","0.5714999999999673","0.682699999999952","0.9960999999999542","0.5489999999999672","0.6756999999999505","0.995499999999999","0.9989999999999035","0.6361999999999447","0.7132999999999335","0.9962999999999521","0.9958999999999538"
"70000","0.9881999999999004","0.5368999999999531","0.8540999999999647","0.6056999999999623","0.3883999999999765","0.8174999999999575","0.6025999999999607","0.396599999999976","0.9118999999999977","0.808199999999996","0.472799999999995","0.8773999999999219","0.7205999999999304","0.4525999999999631","0.9432999999999514","0.8579999999999597","0.6126999999999562","0.9428999999999503","0.8241999999999534","0.6105999999999546","0.9132999999999942","0.8936999999999178","0.7518999999999267","0.5276999999999542","0.9345999999999564","0.8485999999999609","0.6179999999999568","0.9368999999999573","0.8202999999999558","0.6102999999999554","0.9087","0.9708999999999057","0.862399999999929","0.6860999999999361","0.9350999999999542","0.9356999999999559"
"80000","0.9819999999999011","0.5488999999999512","0.56489999999997","0.7531999999999526","0.38629999999997533","0.5937999999999727","0.7518999999999528","0.3803999999999759","0.8580999999999974","0.4941999999999986","0.6681999999999904","0.6786999999999392","0.8377999999999178","0.4669999999999612","0.9100999999999534","0.5797999999999663","0.7675999999999438","0.9002999999999537","0.5990999999999688","0.7660999999999434","0.8617999999999938","0.7316999999999324","0.851599999999916","0.5423999999999523","0.900399999999959","0.5734999999999685","0.7619999999999437","0.8920999999999595","0.5965999999999694","0.7610999999999437","0.8547","0.9553999999999082","0.6463999999999464","0.8192999999999225","0.8984999999999589","0.8918999999999582"
"90000","0.9823999999999011","0.5413999999999517","0.6231999999999711","0.7799999999999507","0.38279999999997594","0.58029999999997","0.7771999999999512","0.3761999999999765","0.8841999999999984","0.5239999999999981","0.7074999999999895","0.6874999999999386","0.8540999999999158","0.46119999999996136","0.9149999999999535","0.6265999999999678","0.7896999999999419","0.9204999999999557","0.5982999999999645","0.7910999999999415","0.8875999999999932","0.7422999999999318","0.8636999999999148","0.5369999999999531","0.9101999999999585","0.6191999999999698","0.7880999999999412","0.9092999999999613","0.5920999999999675","0.7840999999999418","0.8833999999999991","0.9585999999999082","0.6653999999999444","0.8353999999999204","0.9110999999999573","0.909799999999957"
"100000","0.9941999999999002","0.5346999999999527","0.7158999999999646","0.7934999999999511","0.3988999999999756","0.7485999999999671","0.7932999999999509","0.3972999999999745","0.9572999999999994","0.6903999999999977","0.7498999999999906","0.7911999999999295","0.8425999999999175","0.46149999999996216","0.9691999999999531","0.7265999999999596","0.800699999999942","0.9638999999999532","0.750999999999964","0.8043999999999422","0.9577999999999951","0.8230999999999247","0.8469999999999169","0.5325999999999536","0.9668999999999588","0.7224999999999613","0.798499999999942","0.9604999999999628","0.7478999999999644","0.7977999999999422","0.9572999999999999","0.9823999999999059","0.769699999999937","0.8322999999999215","0.9665999999999576","0.9617999999999588"
