"points","all_attributes","Airline_Flight","Airline_AirportFrom","Airline_AirportTo","Airline_DayOfWeek","Airline_Time","Airline_Length","Flight_AirportFrom","Flight_AirportTo","Flight_DayOfWeek","Flight_Time","Flight_Length","AirportFrom_AirportTo","AirportFrom_DayOfWeek","AirportFrom_Time","AirportFrom_Length","AirportTo_DayOfWeek","AirportTo_Time","AirportTo_Length","DayOfWeek_Time","DayOfWeek_Length","Time_Length"
"10000","0.9924999999999004","0.057499999999999975","0.1908999999999956","0.18689999999999587","0.2412","0.7143","0.08489999999999996","0.16399999999999848","0.15919999999999854","0.24229999999999996","0.7128999999999999","0.05439999999999998","0.32659999999997946","0.27759999999999846","0.72809999999999","0.16849999999999835","0.2982999999999983","0.7191999999999904","0.15979999999999828","0.9517000000000001","0.2509","0.7129000000000001"
"20000","0.9804999999999013","0.13160000000000005","0.24919999999999504","0.2288999999999954","0.7611999999999999","0.6716000000000001","0.1453","0.21909999999999807","0.2060999999999981","0.7611999999999998","0.6704000000000001","0.12139999999999998","0.3644999999999764","0.7687999999999954","0.6903999999999899","0.2157999999999976","0.7616999999999936","0.6988999999999899","0.19849999999999762","0.8788000000000001","0.7612","0.6703999999999999"
"30000","0.9812999999999014","0.06210000000000003","0.18429999999999602","0.1814999999999964","0.4348999999999999","0.6492000000000001","0.0751","0.1611999999999983","0.1586999999999988","0.43409999999999993","0.6464","0.052500000000000005","0.323999999999979","0.44269999999999726","0.6713999999999903","0.16009999999999835","0.4477999999999972","0.6778999999999898","0.15489999999999834","0.8399","0.43409999999999993","0.6462"
"40000","0.9847999999999011","0.08069999999999998","0.18879999999999578","0.192199999999996","0.5658999999999997","0.7288","0.09340000000000001","0.16329999999999817","0.1576999999999985","0.5659000000000001","0.7285","0.059199999999999996","0.32999999999997914","0.5754999999999962","0.7378999999999893","0.1641999999999983","0.5685999999999964","0.7342999999999896","0.1646999999999985","0.9275000000000001","0.5659","0.7285"
"50000","0.9987999999998995","0.11429999999999997","0.1974999999999958","0.21329999999999524","0.6201","0.7172999999999997","0.10690000000000001","0.1810999999999982","0.18849999999999803","0.6200999999999999","0.7155999999999999","0.06800000000000002","0.33959999999997814","0.6227999999999948","0.7409999999999898","0.17239999999999855","0.6289999999999967","0.73809999999999","0.17739999999999834","0.9922","0.6200999999999999","0.7085"
"60000","0.9994999999998992","0.08669999999999999","0.19629999999999592","0.18419999999999542","0.3911","0.5836999999999999","0.08340000000000002","0.17689999999999795","0.15849999999999828","0.3798999999999999","0.5777999999999999","0.05529999999999998","0.33069999999997907","0.44939999999999564","0.6024999999999923","0.16699999999999826","0.431299999999996","0.5922999999999912","0.1552999999999981","0.9954999999999997","0.37989999999999996","0.5778000000000001"
"70000","0.9881999999999004","0.13670000000000002","0.21649999999999558","0.21549999999999503","0.8077999999999999","0.40059999999999973","0.1023","0.19909999999999772","0.1961999999999981","0.8078","0.3943999999999998","0.06179999999999999","0.34989999999997834","0.8132999999999944","0.4523999999999938","0.17359999999999787","0.8084999999999954","0.45949999999999314","0.18199999999999786","0.9082999999999999","0.8077999999999999","0.3863999999999999"
"80000","0.9819999999999011","0.06990000000000002","0.20669999999999517","0.20089999999999553","0.4811","0.6460999999999997","0.08799999999999995","0.16929999999999806","0.16959999999999822","0.48109999999999986","0.6443999999999999","0.0434","0.3498999999999774","0.4888999999999975","0.6740999999999906","0.16999999999999815","0.49569999999999703","0.6651999999999906","0.1657999999999982","0.8526999999999999","0.48109999999999997","0.6443999999999999"
"90000","0.9823999999999011","0.07330000000000003","0.20169999999999544","0.20279999999999493","0.5188999999999999","0.6933999999999997","0.0851","0.17199999999999813","0.1729999999999981","0.5189","0.6934","0.05649999999999999","0.3468999999999774","0.5337999999999965","0.7129999999999901","0.1673999999999981","0.5226999999999962","0.7044999999999901","0.17229999999999843","0.8834000000000001","0.5188999999999999","0.6934"
"100000","0.9941999999999002","0.17279999999999993","0.2492999999999947","0.24929999999999397","0.6861999999999999","0.7375999999999998","0.1719999999999999","0.21579999999999763","0.21919999999999787","0.6861999999999999","0.7331999999999997","0.15559999999999996","0.3591999999999772","0.6870999999999942","0.7487999999999898","0.2164999999999976","0.6941999999999942","0.7453999999999908","0.21809999999999782","0.9572999999999999","0.6862000000000001","0.7332"
"110000","0.9994999999998997","0.08239999999999997","0.19249999999999623","0.1955999999999954","0.3199999999999999","0.7451000000000003","0.09129999999999991","0.1712999999999983","0.16579999999999817","0.31379999999999997","0.7327","0.051600000000000014","0.32429999999997966","0.34299999999999786","0.7519999999999897","0.1627999999999986","0.3294999999999974","0.7486999999999907","0.16529999999999825","0.9966","0.31379999999999997","0.7326999999999999"
"120000","0.9912999999999004","0.07250000000000002","0.20479999999999593","0.21009999999999524","0.9611999999999994","0.6923","0.08659999999999995","0.17399999999999827","0.18789999999999799","0.9611999999999998","0.6899000000000001","0.05810000000000001","0.33349999999997937","0.9611999999999945","0.7083999999999898","0.17789999999999806","0.9618999999999949","0.7081999999999914","0.1875999999999977","0.9611999999999998","0.9611999999999999","0.6888000000000001"
"130000","0.9895999999999007","0.0978","0.1945999999999955","0.1945999999999959","0.26620000000000005","0.6724999999999997","0.10990000000000001","0.1734999999999982","0.17109999999999848","0.26560000000000006","0.671","0.08609999999999998","0.32999999999997964","0.2900999999999985","0.6879999999999911","0.182699999999998","0.30159999999999826","0.6805999999999914","0.16719999999999818","0.9178000000000001","0.26580000000000004","0.6709999999999997"
"140000","0.9791999999999017","0.0572","0.19099999999999587","0.1964999999999957","0.7919999999999999","0.6409","0.0752","0.1640999999999984","0.16649999999999854","0.7919999999999999","0.6390999999999999","0.042899999999999994","0.33809999999997886","0.7982999999999943","0.6736999999999905","0.16889999999999802","0.7924999999999942","0.6777999999999901","0.16439999999999833","0.8471000000000001","0.7920000000000001","0.6384999999999998"
"150000","0.9819999999999014","0.060600000000000015","0.19349999999999537","0.18999999999999584","0.40570000000000006","0.6783999999999996","0.0739","0.17009999999999803","0.16069999999999837","0.4024","0.6781999999999999","0.05020000000000001","0.3371999999999781","0.4248999999999973","0.6885999999999903","0.17029999999999776","0.428699999999998","0.6970999999999902","0.16349999999999842","0.8716","0.4024","0.6781999999999997"
"160000","0.9915999999999006","0.0836","0.21239999999999531","0.21229999999999508","0.5991","0.7334999999999998","0.09159999999999997","0.181499999999998","0.17719999999999794","0.5976","0.7293000000000001","0.05920000000000003","0.3517999999999776","0.6130999999999963","0.7490999999999894","0.18209999999999799","0.6009999999999962","0.7466999999999886","0.18319999999999784","0.9595","0.5976","0.7293000000000001"
"170000","0.9924999999999001","0.13300000000000003","0.20589999999999634","0.2129999999999955","0.5885000000000002","0.6850000000000005","0.1147","0.18649999999999806","0.19619999999999826","0.5884999999999999","0.6794000000000002","0.09210000000000002","0.3494999999999778","0.5910999999999959","0.7052999999999896","0.18349999999999803","0.598199999999997","0.7090999999999895","0.18249999999999764","0.9604999999999999","0.5884999999999999","0.6773000000000001"
"180000","0.9950999999998995","0.081","0.20749999999999533","0.19549999999999515","0.41350000000000003","0.5525999999999995","0.08490000000000006","0.1835999999999979","0.17239999999999778","0.41150000000000003","0.5477000000000001","0.053099999999999994","0.33979999999997923","0.4656999999999956","0.5760999999999926","0.177799999999998","0.44639999999999713","0.5703999999999928","0.16899999999999812","0.9631999999999998","0.4115","0.5477"
"190000","0.9867999999999003","0.17850000000000002","0.25869999999999427","0.26879999999999393","0.8414999999999998","0.4170000000000001","0.1501","0.24079999999999757","0.2417999999999972","0.8415","0.3750000000000001","0.0993","0.39019999999997573","0.8464999999999946","0.46899999999999326","0.22629999999999756","0.841899999999995","0.4855999999999924","0.23219999999999746","0.8747","0.8414999999999999","0.3736"
"200000","0.9784999999999016","0.09430000000000002","0.229599999999995","0.2094999999999955","0.4487000000000001","0.6301999999999996","0.107","0.1989999999999981","0.17589999999999806","0.4448999999999999","0.6218","0.06979999999999997","0.36179999999997703","0.45999999999999663","0.6591999999999905","0.19109999999999816","0.46829999999999755","0.6589999999999898","0.1843999999999983","0.8237","0.44489999999999996","0.6221000000000001"
"210000","0.986799999999901","0.1339","0.2448999999999945","0.22939999999999489","0.5551000000000003","0.7337999999999997","0.12990000000000007","0.21219999999999803","0.18479999999999763","0.5550999999999999","0.7313","0.0832","0.36189999999997724","0.5740999999999958","0.7457999999999892","0.20049999999999796","0.5607999999999961","0.7413999999999901","0.187199999999998","0.9199","0.5551000000000001","0.7313000000000003"
"220000","0.9993999999998998","0.15910000000000007","0.24109999999999507","0.24689999999999432","0.6483","0.7454","0.16400000000000006","0.2155999999999974","0.21429999999999788","0.6482999999999998","0.7399","0.14519999999999997","0.36329999999997725","0.6500999999999946","0.7640999999999887","0.22009999999999783","0.6563999999999957","0.7587999999999894","0.21309999999999785","0.9947999999999999","0.6482999999999999","0.7412000000000002"
"230000","0.9934999999999002","0.09230000000000002","0.20799999999999536","0.2008999999999961","0.36329999999999996","0.7099000000000001","0.10430000000000002","0.18049999999999808","0.16839999999999827","0.3517","0.6953","0.060800000000000014","0.34219999999997813","0.3862999999999976","0.7154999999999899","0.1826999999999981","0.3726999999999968","0.71849999999999","0.17329999999999834","0.9576999999999999","0.3547","0.6976"
"240000","0.986299999999901","0.10789999999999997","0.22369999999999504","0.2176999999999952","0.9204000000000001","0.6513999999999998","0.11890000000000005","0.1889999999999981","0.1918999999999983","0.9204","0.6514000000000001","0.10490000000000002","0.34049999999997876","0.9206999999999945","0.6642999999999905","0.194699999999998","0.9221999999999936","0.6695999999999908","0.19389999999999782","0.9204000000000001","0.9203999999999999","0.6514"
"250000","0.9851999999999012","0.12689999999999999","0.23539999999999545","0.22889999999999514","0.2715000000000001","0.6338999999999992","0.14569999999999997","0.20219999999999796","0.19829999999999845","0.2714999999999999","0.6333000000000001","0.12739999999999999","0.3561999999999776","0.3016999999999976","0.655999999999991","0.20809999999999768","0.30789999999999773","0.6501999999999908","0.20499999999999788","0.8756","0.2715","0.6333"
"260000","0.9795999999999015","0.08069999999999998","0.2145999999999951","0.20839999999999512","0.8373","0.6481000000000001","0.0981","0.17969999999999817","0.17949999999999813","0.8373","0.6404000000000001","0.06609999999999998","0.352199999999977","0.8430999999999951","0.6853999999999894","0.17699999999999824","0.8376999999999939","0.6761999999999901","0.17859999999999823","0.8372999999999999","0.8372999999999999","0.6375"
"270000","0.9863999999999008","0.08130000000000001","0.22469999999999496","0.21129999999999496","0.35140000000000005","0.7222000000000005","0.10559999999999997","0.19289999999999827","0.18169999999999828","0.33709999999999996","0.7221000000000002","0.081","0.3573999999999766","0.37269999999999726","0.7357999999999885","0.1959999999999977","0.37329999999999813","0.7421999999999899","0.17829999999999785","0.9232","0.34500000000000003","0.7221"
"280000","0.9941999999999","0.10129999999999997","0.24159999999999424","0.22439999999999471","0.6710999999999998","0.7331000000000003","0.10649999999999998","0.2087999999999977","0.19169999999999798","0.6642","0.7231","0.05860000000000002","0.37029999999997626","0.6780999999999945","0.7514999999999883","0.20499999999999796","0.6672999999999948","0.7532999999999886","0.19099999999999762","0.961","0.6641999999999999","0.7242000000000001"
"290000","0.9810999999999013","0.0978","0.20539999999999523","0.2081999999999958","0.4772999999999999","0.6879","0.08590000000000002","0.17199999999999807","0.1795999999999982","0.47729999999999995","0.6879","0.05640000000000002","0.3521999999999775","0.4834999999999964","0.7034999999999888","0.17089999999999814","0.4890999999999969","0.7005999999999895","0.1707999999999981","0.8763","0.4773000000000001","0.6879"
"300000","0.9842999999999008","0.14360000000000003","0.2379999999999946","0.22419999999999454","0.5336999999999998","0.5647999999999997","0.1256","0.22119999999999795","0.2038999999999978","0.5226999999999999","0.5615","0.11360000000000003","0.36569999999997704","0.5519999999999958","0.5996999999999906","0.200299999999998","0.5338999999999965","0.5911999999999913","0.19079999999999753","0.8506","0.5227","0.5627000000000001"
"310000","0.9858999999999006","0.1959","0.2794999999999936","0.2798999999999931","0.8787000000000001","0.4862000000000002","0.19149999999999998","0.2605999999999975","0.2513999999999978","0.8787","0.47309999999999985","0.1811","0.3829999999999753","0.8788999999999944","0.5289999999999926","0.24909999999999788","0.881399999999994","0.5161999999999933","0.24399999999999755","0.8786999999999999","0.8787","0.47300000000000014"
"320000","0.9843999999999009","0.0987","0.2189999999999957","0.21429999999999527","0.23620000000000002","0.6254999999999995","0.11640000000000002","0.1855999999999983","0.1762999999999984","0.23370000000000002","0.6242999999999999","0.08360000000000001","0.3521999999999767","0.2769999999999985","0.6466999999999905","0.19019999999999793","0.2817999999999979","0.644299999999991","0.182099999999998","0.8690999999999999","0.23370000000000002","0.6242999999999997"
"330000","0.9802999999999013","0.0787","0.21199999999999528","0.20149999999999552","0.8765000000000001","0.7136000000000002","0.1046","0.1791999999999982","0.1702999999999985","0.8765000000000001","0.7133999999999999","0.07219999999999999","0.34799999999997683","0.8799999999999938","0.7383999999999886","0.18149999999999775","0.8766999999999935","0.7253999999999903","0.17679999999999793","0.8765","0.8765000000000001","0.7134000000000001"
"340000","0.9928999999999002","0.09250000000000003","0.2211999999999954","0.20289999999999533","0.3123999999999999","0.7286999999999997","0.11250000000000002","0.1925999999999983","0.18029999999999824","0.2906","0.7214","0.08909999999999998","0.3479999999999781","0.3390999999999979","0.7586999999999885","0.1931999999999976","0.3385999999999977","0.7539999999999896","0.17889999999999814","0.9678000000000002","0.2995","0.7261000000000001"
"350000","0.9884999999999006","0.08339999999999999","0.2058999999999948","0.20909999999999498","0.7093999999999999","0.7211999999999993","0.08449999999999998","0.17479999999999804","0.17539999999999797","0.7094","0.7210000000000003","0.043800000000000006","0.34329999999997773","0.7239999999999949","0.7332999999999893","0.17269999999999805","0.7139999999999933","0.7395999999999884","0.16899999999999796","0.9237","0.7094","0.721"
"360000","0.9791999999999018","0.0821","0.2094999999999952","0.20919999999999536","0.4597000000000002","0.6787999999999997","0.09339999999999998","0.18069999999999828","0.18169999999999803","0.45970000000000005","0.6764000000000001","0.057","0.3422999999999779","0.4652999999999973","0.7046999999999909","0.17489999999999803","0.4724999999999972","0.70209999999999","0.1767999999999978","0.8382999999999998","0.4597","0.6763999999999999"
"370000","0.986699999999901","0.11320000000000001","0.2223999999999949","0.22409999999999503","0.5508999999999998","0.7515000000000002","0.12059999999999998","0.19779999999999764","0.200499999999998","0.5403","0.7515000000000001","0.09029999999999999","0.3555999999999765","0.5665999999999956","0.7608999999999891","0.18759999999999824","0.5508999999999944","0.7591999999999902","0.19219999999999768","0.9144000000000002","0.5403","0.7515000000000001"
"380000","0.9997999999998993","0.15680000000000002","0.24139999999999423","0.25279999999999375","0.6061000000000001","0.7829999999999999","0.16050000000000006","0.21829999999999766","0.22829999999999753","0.6061","0.7794000000000001","0.1413","0.37669999999997567","0.6085999999999957","0.8055999999999878","0.21459999999999776","0.6157999999999961","0.80069999999999","0.22479999999999747","0.9988000000000002","0.6061","0.7805999999999998"
"390000","0.9829999999999014","0.09489999999999996","0.21369999999999534","0.20969999999999522","0.41480000000000006","0.7272999999999996","0.10650000000000005","0.18849999999999836","0.1854999999999982","0.3939","0.7251999999999998","0.07439999999999998","0.3558999999999769","0.4347999999999974","0.7466999999999904","0.1817999999999981","0.41139999999999666","0.7386999999999899","0.18099999999999788","0.8702000000000001","0.3938999999999999","0.7252"
"400000","0.9809999999999014","0.15779999999999997","0.25939999999999447","0.26459999999999356","0.7494","0.6692999999999998","0.16759999999999986","0.23189999999999805","0.23299999999999765","0.7494","0.6688999999999999","0.1521","0.38009999999997607","0.7499999999999951","0.7003999999999905","0.22139999999999752","0.7547999999999945","0.6906999999999898","0.22749999999999734","0.8549999999999999","0.7494","0.6689"
"410000","0.9903999999999002","0.09269999999999999","0.21069999999999542","0.2072999999999953","0.3557999999999998","0.5335999999999995","0.08860000000000007","0.18529999999999805","0.17549999999999832","0.3399000000000001","0.5228","0.060799999999999986","0.34489999999997795","0.4033999999999963","0.557099999999992","0.17199999999999802","0.38979999999999637","0.5506999999999928","0.16979999999999776","0.9436999999999999","0.33120000000000005","0.5177"
"420000","0.9988999999998991","0.10639999999999994","0.22519999999999507","0.22449999999999518","0.7527000000000004","0.39909999999999995","0.11340000000000001","0.18499999999999808","0.18099999999999833","0.7526999999999999","0.3724","0.06549999999999997","0.3396999999999783","0.7577999999999948","0.437499999999994","0.175199999999998","0.7533999999999955","0.4358999999999938","0.17349999999999777","0.9900000000000001","0.7527","0.3726"
