"points","all_attributes","Airline_Flight","Airline_AirportFrom","Airline_AirportTo","Airline_DayOfWeek","Airline_Time","Airline_Length","Flight_AirportFrom","Flight_AirportTo","Flight_DayOfWeek","Flight_Time","Flight_Length","AirportFrom_AirportTo","AirportFrom_DayOfWeek","AirportFrom_Time","AirportFrom_Length","AirportTo_DayOfWeek","AirportTo_Time","AirportTo_Length","DayOfWeek_Time","DayOfWeek_Length","Time_Length"
"5000","0.9613999999999127","0.18400000000000002","0.343999999999992","0.33199999999999286","0.17459999999999998","0.7132000000000002","0.2024","0.30279999999999696","0.2931999999999969","0.17179999999999995","0.7050000000000001","0.1718","0.5023999999999709","0.2317999999999998","0.755399999999993","0.29619999999999674","0.22319999999999965","0.7465999999999927","0.29279999999999695","0.7049999999999998","0.1718","0.7050000000000001"
"10000","0.9849999999999096","0.07660000000000002","0.26839999999999514","0.2587999999999956","0.05880000000000001","0.9034000000000002","0.10720000000000009","0.23759999999999812","0.22659999999999847","0.035800000000000005","0.9034000000000001","0.0728","0.4709999999999726","0.13600000000000018","0.9057999999999907","0.24499999999999866","0.11820000000000054","0.9081999999999911","0.22759999999999844","0.9034","0.03560000000000001","0.9033999999999998"
"15000","0.9731999999999109","0.1944","0.3153999999999938","0.3395999999999927","0.4776000000000001","0.8042","0.20300000000000012","0.2821999999999978","0.300799999999997","0.47759999999999997","0.8041999999999999","0.18319999999999997","0.49459999999997145","0.48739999999999817","0.8321999999999907","0.2807999999999967","0.5297999999999975","0.8143999999999919","0.29459999999999703","0.8042","0.47759999999999997","0.8041999999999997"
"20000","0.9609999999999127","0.10000000000000002","0.2929999999999941","0.2913999999999942","0.5224","0.7594000000000001","0.13740000000000008","0.25919999999999804","0.257199999999998","0.5223999999999999","0.7575999999999999","0.0854","0.47779999999997236","0.5753999999999978","0.7857999999999931","0.25619999999999815","0.5333999999999967","0.799399999999992","0.24179999999999877","0.7576","0.5224000000000001","0.7575999999999999"
"25000","0.9939999999999088","0.09460000000000003","0.2677999999999957","0.2693999999999959","0.07580000000000002","0.9571999999999999","0.1270000000000001","0.22759999999999855","0.2407999999999986","0.06059999999999999","0.9571999999999999","0.07580000000000003","0.4573999999999741","0.14300000000000018","0.9589999999999917","0.23959999999999818","0.13260000000000033","0.9577999999999901","0.22899999999999826","0.9572","0.059","0.9572000000000002"
"30000","0.962599999999912","0.08080000000000005","0.26419999999999555","0.27279999999999466","0.0652","0.6858000000000001","0.11220000000000004","0.22919999999999816","0.23299999999999818","0.0416","0.6802","0.07259999999999998","0.4663999999999722","0.13380000000000036","0.726199999999993","0.23959999999999818","0.13759999999999994","0.7305999999999937","0.22959999999999794","0.6798","0.034","0.6798000000000001"
"35000","0.9771999999999114","0.18319999999999995","0.32899999999999324","0.33979999999999305","0.8681999999999997","0.8682000000000001","0.19359999999999997","0.2923999999999975","0.3013999999999967","0.8682","0.8682000000000001","0.17180000000000006","0.4871999999999731","0.8689999999999954","0.8701999999999922","0.3013999999999971","0.8773999999999953","0.8813999999999921","0.28899999999999765","0.8681999999999999","0.8682","0.8682"
"40000","0.9695999999999119","0.12719999999999998","0.2953999999999941","0.29179999999999445","0.18839999999999998","0.8549999999999998","0.15639999999999993","0.25859999999999805","0.23859999999999842","0.16180000000000003","0.855","0.11059999999999998","0.4623999999999732","0.2709999999999992","0.8597999999999918","0.2565999999999979","0.24159999999999943","0.8585999999999907","0.25139999999999807","0.855","0.1642","0.855"
"45000","0.9625999999999119","0.08480000000000001","0.25319999999999654","0.25299999999999634","0.07319999999999999","0.7073999999999995","0.11400000000000013","0.23159999999999795","0.21499999999999872","0.06439999999999999","0.7048000000000001","0.07700000000000003","0.4571999999999727","0.14980000000000032","0.7457999999999932","0.24059999999999818","0.12100000000000041","0.7393999999999932","0.21999999999999856","0.7048000000000001","0.06440000000000001","0.7048000000000001"
"50000","0.9975999999999088","0.10479999999999999","0.26999999999999535","0.28319999999999507","0.24579999999999996","0.9843999999999997","0.11620000000000014","0.23639999999999786","0.24379999999999827","0.2402","0.9844","0.07180000000000002","0.4583999999999738","0.2847999999999986","0.9853999999999897","0.23699999999999835","0.3249999999999989","0.9847999999999909","0.23419999999999822","0.9844","0.2402","0.9843999999999999"
