"points","all_attributes","Airline","Flight","AirportFrom","AirportTo","DayOfWeek","Time","Length"
"10000","0.9926152499094174","0.03967029765144729","0.02111983350849158","0.09126550892078258","0.09259479149347838","0.2411824695953535","0.7106525775759716","0.03481539893202227"
"20000","0.9822231601086271","0.07004278594869465","0.0327172870718635","0.12204233222671766","0.11355054231180112","0.746711682359221","0.6714760617686623","0.03169333102111389"
"30000","0.9817604507380829","0.036149932261189725","0.02614391504132151","0.09855517629969465","0.08765867338935306","0.43116930718130675","0.6464330405193097","0.02029946812115084"
"40000","0.9853254420913652","0.05066554507579202","0.02751512484078445","0.095052664871927","0.0910893841157856","0.5703010747827112","0.7267977835131947","0.014999813565169592"
"50000","0.9988306779661675","0.07452723574774296","0.04509988896168816","0.1059089943399264","0.11305531489049073","0.6181503031886076","0.7049472777810455","0.024593773820155734"
"60000","0.9995198057963772","0.058729483408255886","0.019569005944091066","0.1086864314330578","0.0949866125391802","0.381973572575652","0.5753375888383289","0.018037427456682048"
"70000","0.9884348738918244","0.0757560574115404","0.03283643171465615","0.11822153165731539","0.12032598880964479","0.8103569046152943","0.38201135917312623","0.01665639345019171"
"80000","0.9823909468962249","0.053235043247494784","0.014730112400021094","0.09273934489337374","0.10156692448385461","0.48361923236612414","0.6459637087904817","0.018631277414504363"
"90000","0.9830230075882245","0.044672099580490204","0.01772517290241535","0.10394158378774593","0.1019595109305603","0.5227392729417316","0.6923118133469817","0.029853460234168978"
"100000","0.9948109542733905","0.08179414135191752","0.02935470909855624","0.10579529104983251","0.09955170329212609","0.6692685022008442","0.7151594327376267","0.0255722948213139"
"110000","0.999503192287924","0.06491026789974605","0.02751716234534118","0.1069193987842697","0.10102934726352254","0.31442024124328527","0.734235006333488","0.02783482096160418"
"120000","0.9915491662261793","0.05426972355622152","0.028042349714046726","0.115813722548379","0.12155428602114404","0.9614028885129804","0.6877363693466017","0.03475107054789124"
"130000","0.9902985060240937","0.0485721364241706","0.01897947346578628","0.09449793592935041","0.08132919327397398","0.21453400721580648","0.6656301155663257","0.03608214766398729"
"140000","0.9793254449654161","0.034206675252045515","0.010716133605669512","0.0959567991125517","0.095621802099547","0.7927737640123982","0.6362223207824074","0.029144661226740844"
"150000","0.9825633158457064","0.033506113867299236","0.005962721563961773","0.10388692248755543","0.09657242653557574","0.4073192364299002","0.6787394059506526","0.025889769221833437"
"160000","0.9918510001291334","0.06362997271330836","0.018224225352156585","0.12451943555493845","0.11082901595360495","0.6021437221986101","0.7277615364967362","0.03450880119968674"
"170000","0.992960790020299","0.05277951072157001","0.03333905116720415","0.10128387098089331","0.1083542447950874","0.5802133588252567","0.6765005048404976","0.023417662466829123"
"180000","0.9951595419358603","0.054082477406990404","0.03242218238865973","0.11442513903594684","0.11191209613752504","0.41305194898301545","0.5468573117397616","0.02202888606076117"
"190000","0.9875714944371788","0.11989996187103721","0.052449332247068894","0.1506931861965325","0.16126115460742596","0.845176288576245","0.34926430871688996","0.026936784847463646"
"200000","0.9795978689468259","0.06576171569978972","0.029972255288665456","0.11776848839380732","0.10749153578781678","0.45083878092608054","0.6247107071434788","0.026793424746175718"
"210000","0.987591888409297","0.10097086081268558","0.05324490186715547","0.13692677623400695","0.11748166909780502","0.5618224356428766","0.7293692598600503","0.02009122084898555"
"220000","0.9994763568290277","0.05820886750551289","0.017935460292244056","0.11317835036388772","0.1131872513561116","0.633581634591811","0.7138435270642345","0.017782557405710737"
"230000","0.9936961912709739","0.07271449837172833","0.033397340888654495","0.12003654797628041","0.10147230553974326","0.3564196417065651","0.6957752587723883","0.0369563797255586"
"240000","0.9873261878838612","0.04085965053431995","0.01963780488479872","0.11085194425972912","0.10789393892259788","0.9197214537001343","0.6455272439461534","0.03959499418804551"
"250000","0.9864704919119458","0.06872463588505001","0.035683945315960836","0.111815991349732","0.0933384047401403","0.17076765799263952","0.6246478160037259","0.04006405392395731"
"260000","0.9796920124389976","0.06207809906291224","0.03326430719372641","0.10861706766106835","0.10664721832459054","0.8376479136481774","0.6365325819583594","0.04381708020782882"
"270000","0.9870475981308514","0.051168569957301735","0.02532771410770083","0.11198906436062778","0.10178979950134613","0.34643026861928794","0.7249967470868348","0.0324140240891203"
"280000","0.9942318696788798","0.0871480287474823","0.03751291590153658","0.14809777598411872","0.11287456364672871","0.6634057845284439","0.720011666278555","0.02173504487928212"
"290000","0.981660676624917","0.05778319679878696","0.028442097706890723","0.1051820479885249","0.0996865044615512","0.47346604740177456","0.6868162077709801","0.027519942932532904"
"300000","0.9854792504607514","0.07769326939655591","0.07186806491542475","0.136830503864026","0.10366541477963487","0.5317743823724302","0.556297322925662","0.023163563564840232"
"310000","0.9877054562416879","0.09601418023304224","0.07797612201575954","0.14579051407006194","0.11369441470749875","0.8725149848634026","0.45630024242072265","0.03672576646892198"
"320000","0.9853469680732326","0.07640383256783402","0.02376001903003883","0.11830687483765703","0.10001706733857764","0.17320242672727354","0.6178299319148639","0.049667653430430427"
"330000","0.9810731251351681","0.06370925403742829","0.027610929850498976","0.10325049128992539","0.0960531713068386","0.8733471739349826","0.7101242493208566","0.034481681974670025"
"340000","0.9933275836860536","0.05793240130174819","0.011614229890750945","0.110120846381214","0.1041186297114948","0.2989599349017552","0.7255920023787275","0.03398976063211834"
"350000","0.9888032102739783","0.05585881279638624","0.02187645769072096","0.11077904605969775","0.10396167053869804","0.7128281747438853","0.7207688204428776","0.012238587590258861"
"360000","0.980038488921032","0.05699005988198993","0.03124290851868839","0.11356498926109827","0.10727133116373422","0.4545197537877331","0.6743148152235869","0.020316775047635884"
"370000","0.9876873848187968","0.0727241453509882","0.03638812532445304","0.12297626108327289","0.11141458458806094","0.5499110099938227","0.7496265593043387","0.026786677375102305"
"380000","0.9998263373719216","0.0868022739247632","0.042334705363508494","0.12861056938589616","0.12923184917202638","0.5883351017472109","0.7708603032300494","0.023399271048588285"
"390000","0.9839400838386048","0.05635258908081483","0.024937714227397455","0.12113928113774751","0.10730036144728404","0.4029647499223361","0.724825650964023","0.023446390766344666"
"400000","0.9829745072852967","0.0868786731469566","0.05200211202583872","0.14231232225507856","0.11698520486749563","0.7359239712977854","0.6676249114835255","0.03223690064523614"
"410000","0.9904553135231606","0.07145328869840795","0.05050073044949704","0.11926746855217069","0.10970705860423269","0.3265286894915682","0.5073872434253875","0.022755387843703838"
"420000","0.9989294725783011","0.09009205490544944","0.04852586001024936","0.11880559415976864","0.10953324605501139","0.7554347048912913","0.36769615797113847","0.02009540281424611"
"430000","0.9935845783023494","0.07878205351764936","0.053894758526732076","0.12375057192239003","0.10958881158052891","0.8080602334214244","0.5179100861492096","0.01582418713411026"
"440000","0.9873142071875307","0.09151139935460414","0.038374039503343255","0.16907943705616674","0.1546537207625241","0.19170634198342873","0.6901535211309455","0.06197219226969208"
"450000","1.0000000000001292","0.06489724371311613","0.044773308230359396","0.13755187513585534","0.14008262459069568","0.9997988240475398","0.76680075066767","0.022784416821757886"
"460000","0.9889555436016754","0.06304894987294447","0.03906137928290673","0.11783487719932545","0.10524548838477177","0.15174968155528024","0.7573135877592723","0.02739463781054398"
"470000","0.9808937220589194","0.0643200204449496","0.026718886539628277","0.12476650382198998","0.11269360603952858","0.8531121614108117","0.704808457939779","0.05676547693769807"
"480000","0.9886068170191527","0.05564764106970647","0.028905533741165154","0.1050928044883023","0.09871060033537715","0.300372200122399","0.7172976835841494","0.0251269268639285"
"490000","0.9890895280092282","0.07783807066036427","0.03976137262595507","0.12642617832927552","0.11262446925613387","0.7042547735618114","0.7147242256950606","0.01660053309561268"
"500000","0.9792939768126065","0.07188990001432427","0.0321590603693803","0.12936479694268005","0.10134083059577002","0.445732571440753","0.6906219770391681","0.016760144752693745"
"510000","0.9870657242906242","0.08414986194626203","0.0381848944691953","0.12023210819881304","0.10290696636450283","0.5542423855150613","0.7675394770850369","0.025975686901024725"
"520000","0.9985361189029948","0.08129964637708711","0.04199641939938903","0.11199885043877736","0.10302576168162234","0.5880642808745387","0.7252399138678176","0.035434008167577635"
