"points","all_attributes","Airline","Flight","AirportFrom","AirportTo","DayOfWeek","Time","Length"
"5000","0.9423999999999153","0.039599999999999996","0.026999999999999996","0.11540000000000018","0.10160000000000022","0.0","0.7050000000000001","0.022799999999999987"
"10000","0.9781999999999117","0.037","0.01679999999999998","0.09760000000000031","0.08020000000000022","0.0","0.9034000000000001","0.018199999999999994"
"15000","0.9609999999999141","0.05340000000000002","0.02599999999999998","0.09180000000000017","0.08220000000000016","0.4776","0.8042","0.010800000000000004"
"20000","0.9487999999999147","0.045399999999999996","0.016399999999999984","0.09060000000000018","0.09300000000000022","0.5224","0.7576","0.04300000000000001"
"25000","0.9903999999999105","0.04300000000000001","0.015999999999999986","0.08820000000000024","0.08180000000000022","0.0","0.9571999999999999","0.028200000000000003"
"30000","0.937399999999916","0.046800000000000015","0.021000000000000005","0.08720000000000028","0.10320000000000018","0.0","0.6798","0.022999999999999993"
"35000","0.9657999999999132","0.0572","0.014800000000000008","0.1260000000000002","0.13480000000000014","0.8682","0.8682000000000001","0.04860000000000002"
"40000","0.9597999999999138","0.05500000000000001","0.01620000000000002","0.11280000000000022","0.09460000000000017","0.13180000000000003","0.855","0.025599999999999998"
"45000","0.9439999999999156","0.021400000000000016","0.013000000000000012","0.09560000000000024","0.0656000000000001","0.0","0.7048000000000001","0.016799999999999995"
"50000","0.9959999999999112","0.07339999999999999","0.0238","0.09820000000000015","0.09480000000000025","0.24019999999999997","0.9844","0.0068000000000000005"
"55000","0.9591999999999143","0.06939999999999999","0.05639999999999999","0.09580000000000022","0.10900000000000024","0.7598","0.7597999999999999","0.060399999999999995"
"60000","0.9981999999999095","0.04979999999999999","0.030399999999999996","0.08600000000000015","0.0892000000000002","0.0","0.9909999999999999","0.030399999999999983"
"65000","0.9679999999999125","0.09820000000000001","0.0596","0.10140000000000014","0.11120000000000026","0.38439999999999996","0.8198000000000001","0.016799999999999995"
"70000","0.9689999999999129","0.0864","0.023000000000000007","0.10280000000000021","0.11660000000000022","0.6155999999999999","0.8166","0.012399999999999994"
