"points","all_attributes","Airline_Flight","Airline_AirportFrom","Airline_AirportTo","Airline_DayOfWeek","Airline_Time","Airline_Length","Flight_AirportFrom","Flight_AirportTo","Flight_DayOfWeek","Flight_Time","Flight_Length","AirportFrom_AirportTo","AirportFrom_DayOfWeek","AirportFrom_Time","AirportFrom_Length","AirportTo_DayOfWeek","AirportTo_Time","AirportTo_Length","DayOfWeek_Time","DayOfWeek_Length","Time_Length"
"10000","0.9890999999999013","0.0357","0.10579999999999957","0.11579999999999917","0.2388","0.7128999999999998","0.04860000000000003","0.10139999999999966","0.10279999999999993","0.23879999999999998","0.7129","0.03630000000000001","0.18149999999999294","0.2507999999999998","0.7141999999999943","0.10309999999999975","0.2697999999999996","0.7145999999999932","0.09829999999999975","0.9517","0.2388","0.7129000000000001"
"20000","0.9743999999999029","0.031899999999999984","0.11049999999999938","0.11439999999999921","0.7612","0.6704","0.0506","0.10309999999999978","0.10639999999999995","0.7612","0.6704","0.03510000000000001","0.19099999999999223","0.7624999999999968","0.6788999999999944","0.10299999999999987","0.761399999999998","0.6873999999999943","0.10089999999999975","0.8787999999999999","0.7612","0.6704"
"30000","0.9686999999999035","0.0397","0.11229999999999933","0.11579999999999896","0.43409999999999993","0.647","0.049900000000000014","0.1064999999999998","0.1026999999999997","0.43410000000000004","0.6462000000000001","0.028300000000000013","0.19239999999999188","0.4350999999999986","0.6576999999999946","0.09859999999999962","0.4374999999999988","0.663599999999994","0.09689999999999972","0.8399","0.4341000000000001","0.6462000000000001"
"40000","0.9798999999999023","0.04490000000000001","0.11229999999999911","0.11369999999999933","0.5659000000000002","0.7285000000000001","0.05730000000000001","0.1052999999999998","0.1022999999999998","0.5659000000000001","0.7284999999999999","0.029000000000000022","0.18999999999999231","0.5677999999999982","0.7308999999999943","0.09819999999999963","0.566299999999998","0.7297999999999939","0.09759999999999995","0.9275","0.5659000000000001","0.7285"
"50000","0.9979999999999009","0.09369999999999998","0.11619999999999947","0.12099999999999915","0.6201","0.7126999999999999","0.0631","0.11959999999999968","0.12319999999999959","0.6201000000000001","0.7094","0.041699999999999994","0.1945999999999919","0.6203999999999983","0.7163999999999944","0.1004999999999997","0.6223999999999971","0.7159999999999941","0.10519999999999996","0.9922","0.6201","0.7064999999999999"
"60000","0.9990999999999001","0.06110000000000002","0.12049999999999941","0.10779999999999933","0.3799","0.5777999999999999","0.05270000000000003","0.11419999999999987","0.09599999999999984","0.3799","0.5778000000000001","0.0252","0.18729999999999214","0.4153999999999971","0.5800999999999956","0.09909999999999979","0.39149999999999807","0.5782999999999944","0.09249999999999987","0.9955","0.3799","0.5778000000000001"
"70000","0.9844999999999016","0.10340000000000005","0.12539999999999882","0.12839999999999893","0.8078000000000001","0.3848999999999998","0.06230000000000001","0.13059999999999966","0.12779999999999953","0.8078000000000001","0.38720000000000004","0.0402","0.19179999999999248","0.8088999999999966","0.40169999999999695","0.09719999999999981","0.8081999999999973","0.4105999999999966","0.10249999999999988","0.9083000000000001","0.8078","0.3829999999999999"
"80000","0.970399999999903","0.0432","0.1150999999999996","0.11309999999999917","0.4811","0.6443999999999999","0.05300000000000004","0.10899999999999978","0.1009999999999998","0.48109999999999997","0.6444000000000001","0.0314","0.19669999999999213","0.48209999999999836","0.6604999999999939","0.10129999999999992","0.4840999999999986","0.6516999999999936","0.10099999999999978","0.8527","0.4810999999999999","0.6443999999999999"
"90000","0.9721999999999033","0.04150000000000001","0.11519999999999933","0.10899999999999933","0.5189","0.6934000000000001","0.05229999999999999","0.10819999999999985","0.09999999999999984","0.5189","0.6934000000000001","0.0265","0.18999999999999265","0.5211999999999983","0.701999999999994","0.09659999999999966","0.5191999999999984","0.6963999999999936","0.09789999999999965","0.8834","0.5189","0.6934"
"100000","0.9910999999999013","0.04799999999999999","0.11759999999999915","0.10829999999999908","0.6861999999999999","0.7174000000000001","0.055800000000000016","0.10459999999999989","0.1028999999999998","0.6862","0.7154","0.023699999999999995","0.18889999999999238","0.6862999999999981","0.7213999999999943","0.10009999999999973","0.6879999999999977","0.716899999999993","0.09619999999999991","0.9573000000000002","0.6862000000000001","0.7153999999999999"
